stdg_Cd,bjd_Nm,bould_Exist_Area,cobbles_Exist_Area,etc_Area,gravels_Exist_Area,gravels_None_Area,pebble_Exist_Area,rock_Exist_Area,rock_Many_Area,stone_Exist_Area,stonebould_Exist_Area
4792036022,경상북도 봉화군 재산면 남면리,13,0,7,1377,27,0,186,0,13,0
4792036025,경상북도 봉화군 재산면 상리,0,0,16,679,21,0,233,0,40,0
4792037022,경상북도 봉화군 명호면 삼동리,0,0,49,446,655,45,207,1,0,0
4792037025,경상북도 봉화군 명호면 풍호리,0,0,21,496,319,3,122,9,0,0
4792037028,경상북도 봉화군 명호면 관창리,36,0,44,1678,28,0,457,27,95,0
4792038023,경상북도 봉화군 상운면 문촌리,0,0,7,585,470,19,192,0,0,0
4792038026,경상북도 봉화군 상운면 구천리,0,0,4,6,676,16,0,0,0,0
4792039021,경상북도 봉화군 석포면 석포리,101,8,99,2528,27,0,4820,344,169,0
4793025023,경상북도 울진군 울진읍 연지리,0,0,4,171,93,0,4,0,0,0
4793025025,경상북도 울진군 울진읍 명도리,0,0,10,382,170,1,2,0,0,0
4684025026,전라남도 무안군 무안읍 고절리,0,4,7,127,213,0,10,0,0,0
4678035022,전라남도 보성군 복내면 반석리,0,0,8,120,70,0,0,0,0,0
4678035025,전라남도 보성군 복내면 봉천리,0,0,73,101,17,0,0,0,0,0
4678035030,전라남도 보성군 복내면 계산리,0,0,5,576,82,0,0,0,0,0
4678035032,전라남도 보성군 복내면 동교리,0,0,93,593,83,0,0,0,0,0
4678036021,전라남도 보성군 문덕면 운곡리,0,0,103,699,67,0,0,0,0,0
4678036025,전라남도 보성군 문덕면 봉갑리,0,0,209,684,25,0,0,0,0,0
4678036028,전라남도 보성군 문덕면 귀산리,0,0,7,708,81,0,0,0,0,0
4678037021,전라남도 보성군 조성면 조성리,0,0,10,6,280,0,0,0,0,0
4678037024,전라남도 보성군 조성면 신월리,0,0,2,311,74,0,0,0,0,0
4729010800,경상북도 경산시 사정동,0,0,2,39,14,0,31,7,0,0
4729011100,경상북도 경산시 정평동,0,0,9,17,34,0,0,0,0,0
4729011400,경상북도 경산시 임당동,0,0,8,27,107,0,11,0,0,0
4725034022,경상북도 상주시 청리면 월로리,0,0,0,29,124,8,108,0,0,0
4725034024,경상북도 상주시 청리면 청상리,27,1,19,110,216,3,621,0,0,0
4725034028,경상북도 상주시 청리면 수상리,0,0,14,3,75,0,0,0,0,0
4725034031,경상북도 상주시 청리면 삼괴리,0,0,6,7,175,1,5,0,0,0
4725035021,경상북도 상주시 공성면 옥산리,0,0,8,0,79,16,0,0,0,0
4725035023,경상북도 상주시 공성면 장동리,1,0,2,24,194,5,176,0,0,0
4725035025,경상북도 상주시 공성면 영오리,0,7,2,113,292,5,202,0,0,0
4725035027,경상북도 상주시 공성면 산현리,0,4,3,96,323,22,439,0,0,0
4725035030,경상북도 상주시 공성면 용안리,0,0,3,16,211,10,54,0,0,0
4725035035,경상북도 상주시 공성면 봉산리,0,10,8,83,235,2,337,0,0,0
4725035038,경상북도 상주시 공성면 신곡리,1,20,1,85,112,1,344,0,0,0
4725036021,경상북도 상주시 외남면 구서리,0,22,8,39,236,2,90,0,0,0
4827038022,경상남도 밀양시 무안면 신법리,0,0,9,116,63,0,20,0,0,0
4827038025,경상남도 밀양시 무안면 죽월리,0,0,10,131,64,0,62,3,3,0
4827038027,경상남도 밀양시 무안면 내진리,0,0,17,75,83,0,63,0,3,0
4679036025,전라남도 화순군 도곡면 평리,0,0,15,0,90,0,0,0,0,0
4679036028,전라남도 화순군 도곡면 천암리,0,0,26,199,41,0,218,0,0,0
4679036030,전라남도 화순군 도곡면 미곡리,0,0,3,86,23,0,0,0,0,0
4679037000,전라남도 화순군 도암면,0,0,84,2165,582,0,356,1912,0,0
4679037022,전라남도 화순군 도암면 도장리,0,0,4,72,17,0,75,2,0,0
4679037025,전라남도 화순군 도암면 원천리,0,0,10,260,83,0,10,8,0,0
4679037028,전라남도 화순군 도암면 등광리,0,0,3,254,54,0,0,89,0,0
4679037031,전라남도 화순군 도암면 호암리,0,0,7,92,46,0,0,246,0,0
4773036030,경상북도 의성군 가음면 양지리,0,0,33,127,21,0,10,0,0,0
4773036032,경상북도 의성군 가음면 귀천리,0,0,18,156,71,0,6,0,0,0
4872039025,경상남도 의령군 부림면 손오리,0,0,15,174,75,0,12,0,0,0
4872039028,경상남도 의령군 부림면 여배리,0,0,10,139,63,0,71,0,0,0
4872039031,경상남도 의령군 부림면 권혜리,0,0,4,539,66,0,21,0,0,0
4872040021,경상남도 의령군 봉수면 청계리,0,0,2,365,81,0,93,0,0,0
4872040023,경상남도 의령군 봉수면 신현리,0,0,6,302,47,0,148,0,0,0
4872040026,경상남도 의령군 봉수면 서득리,0,0,16,217,54,0,27,0,0,0
4872041500,경상남도 의령군 궁류면,1,4,62,2865,555,0,823,42,0,0
4872041524,경상남도 의령군 궁류면 압곡리,0,0,15,308,68,0,14,0,0,0
4872041527,경상남도 의령군 궁류면 다현리,0,4,2,264,116,0,12,0,0,0
4872042021,경상남도 의령군 유곡면 상촌리,0,0,2,273,52,0,63,0,0,0
4872042024,경상남도 의령군 유곡면 신촌리,0,0,0,279,27,0,26,0,0,0
5011025323,제주특별자치도 제주시 애월읍 상귀리,0,0,5,247,65,0,1,0,0,0
5011025324,제주특별자치도 제주시 애월읍 구엄리,0,0,2,65,108,0,18,0,0,0
5011025325,제주특별자치도 제주시 애월읍 수산리,6,0,17,310,45,0,16,0,0,0
5011025326,제주특별자치도 제주시 애월읍 신엄리,44,0,0,385,35,0,79,0,0,0
5011025327,제주특별자치도 제주시 애월읍 장전리,27,0,2,267,38,0,9,0,0,0
5011025328,제주특별자치도 제주시 애월읍 소길리,904,0,0,264,144,0,41,0,0,0
5011025329,제주특별자치도 제주시 애월읍 고성리,439,0,19,430,377,0,0,0,0,0
5011025330,제주특별자치도 제주시 애월읍 하가리,125,0,1,208,9,0,40,0,0,0
5011025331,제주특별자치도 제주시 애월읍 상가리,594,0,0,606,171,0,38,0,0,0
5011025333,제주특별자치도 제주시 애월읍 고내리,55,0,3,106,43,0,54,0,0,0
4812132000,경상남도 창원시의창구 대산면,0,0,388,162,2834,0,0,0,0,0
4812132021,경상남도 창원시의창구 대산면 갈전리,0,0,15,6,325,0,0,0,0,0
4812132022,경상남도 창원시의창구 대산면 일동리,0,0,54,5,289,0,0,0,0,0
4812132023,경상남도 창원시의창구 대산면 모산리,0,0,68,4,360,0,0,0,0,0
4812132024,경상남도 창원시의창구 대산면 가술리,0,0,42,17,452,0,0,0,0,0
4812132025,경상남도 창원시의창구 대산면 제동리,0,0,9,25,454,0,0,0,0,0
4812132026,경상남도 창원시의창구 대산면 우암리,0,0,16,46,335,0,0,0,0,0
4812132027,경상남도 창원시의창구 대산면 북부리,0,0,98,18,227,0,0,0,0,0
4812132028,경상남도 창원시의창구 대산면 유등리,0,0,85,29,288,0,0,0,0,0
4812132029,경상남도 창원시의창구 대산면 대방리,0,0,0,9,103,0,0,0,0,0
4812300000,경상남도 창원시성산구,150,34,480,1995,4122,229,1350,467,75,0
4812514200,경상남도 창원시마산합포구 장군동2가,0,0,0,0,3,0,0,0,0,0
4812514300,경상남도 창원시마산합포구 장군동3가,0,0,0,0,3,0,0,0,0,0
4812514400,경상남도 창원시마산합포구 장군동4가,0,0,0,0,8,0,0,0,0,0
4812514500,경상남도 창원시마산합포구 장군동5가,0,0,0,0,2,0,0,0,0,0
4812514600,경상남도 창원시마산합포구 중성동,0,0,0,0,10,0,0,0,0,0
4812514700,경상남도 창원시마산합포구 중앙동1가,0,0,0,1,4,0,0,0,0,0
4812514800,경상남도 창원시마산합포구 중앙동2가,0,0,0,3,10,0,0,0,0,0
4812514900,경상남도 창원시마산합포구 중앙동3가,0,0,0,9,5,0,0,0,0,0
4812515000,경상남도 창원시마산합포구 창동,0,0,0,0,4,0,0,0,0,0
4812515100,경상남도 창원시마산합포구 창포동1가,0,0,0,0,2,0,0,0,0,0
4812515200,경상남도 창원시마산합포구 창포동2가,0,0,0,1,2,0,0,0,0,0
5011013000,제주특별자치도 제주시 도련일동,22,0,4,320,43,0,3,0,0,0
5011013100,제주특별자치도 제주시 도련이동,0,0,3,101,42,0,1,0,0,0
5011013200,제주특별자치도 제주시 용강동,310,0,16,457,321,0,0,0,0,0
5011013300,제주특별자치도 제주시 회천동,188,0,6,837,222,0,22,0,0,0
5011013400,제주특별자치도 제주시 오등동,861,0,39,562,657,0,248,0,0,0
5011013500,제주특별자치도 제주시 월평동,275,0,14,439,301,0,2,0,0,0
5011013600,제주특별자치도 제주시 영평동,322,0,28,333,641,0,31,0,0,0
5011013700,제주특별자치도 제주시 연동,88,0,12,537,581,0,10,0,0,0
5011013800,제주특별자치도 제주시 도평동,36,0,15,223,27,0,6,0,0,0
5011013900,제주특별자치도 제주시 해안동,893,0,61,1058,918,0,103,0,0,0
5011014000,제주특별자치도 제주시 내도동,0,0,13,83,50,0,2,0,0,0
4825032021,경상남도 김해시 주촌면 선지리,0,0,8,134,101,0,52,0,0,0
4825032024,경상남도 김해시 주촌면 천곡리,0,0,14,122,172,0,34,0,0,0
4825033000,경상남도 김해시 진례면,99,29,129,1109,2090,1,793,245,1,0
4825033022,경상남도 김해시 진례면 시례리,0,0,4,78,143,1,40,0,0,0
4825033024,경상남도 김해시 진례면 초전리,0,0,19,21,231,0,0,0,0,0
4825033028,경상남도 김해시 진례면 송현리,3,0,16,68,319,0,65,0,0,0
4825033030,경상남도 김해시 진례면 고모리,1,8,15,285,245,0,53,6,0,0
5013010300,제주특별자치도 서귀포시 서호동,339,0,10,281,452,0,28,0,0,0
4111512000,경기도 수원시팔달구 팔달로1가,0,0,0,0,5,0,0,0,0,0
4111512100,경기도 수원시팔달구 팔달로2가,0,0,0,0,5,0,0,0,0,0
4111512200,경기도 수원시팔달구 팔달로3가,0,0,0,4,5,0,0,0,0,0
4167025029,경기도 여주시 가남읍 오산리,0,0,12,0,142,11,0,0,0,0
4167025030,경기도 여주시 가남읍 정단리,0,0,37,0,221,3,0,0,0,0
4167025031,경기도 여주시 가남읍 화평리,0,0,5,0,161,31,0,0,0,0
4167025032,경기도 여주시 가남읍 본두리,0,0,6,0,444,97,81,0,0,0
4167025033,경기도 여주시 가남읍 하귀리,0,0,7,0,130,25,10,0,0,0
4167025034,경기도 여주시 가남읍 안금리,0,0,5,12,257,64,264,0,0,0
4167033027,경기도 여주시 금사면 소유리,0,0,0,230,26,0,66,0,0,0
4167033028,경기도 여주시 금사면 상호리,1,0,0,146,20,0,190,0,0,0
4167033029,경기도 여주시 금사면 하호리,0,0,9,165,69,0,84,0,0,0
4167033030,경기도 여주시 금사면 금사리,0,0,76,198,111,0,0,0,0,0
4167033031,경기도 여주시 금사면 외평리,0,0,45,263,96,3,0,0,0,0
4167036030,경기도 여주시 북내면 장암리,0,0,11,11,286,69,152,0,0,0
4167036031,경기도 여주시 북내면 중암리,0,0,8,202,294,31,242,0,0,0
4167036032,경기도 여주시 북내면 운촌리,0,0,9,20,567,47,87,0,0,0
4167036033,경기도 여주시 북내면 신접리,0,0,16,0,235,28,1,0,0,0
4167036034,경기도 여주시 북내면 지내리,0,0,12,4,325,34,0,0,0,0
4167036035,경기도 여주시 북내면 가정리,0,0,17,0,190,23,0,0,0,0
4167037000,경기도 여주시 강천면,0,0,441,367,3999,279,2340,0,0,0
4167037021,경기도 여주시 강천면 간매리,0,0,6,16,420,33,77,0,0,0
4167037022,경기도 여주시 강천면 걸은리,0,0,3,46,808,77,122,0,0,0
4167037023,경기도 여주시 강천면 이호리,0,0,35,0,239,32,0,0,0,0
4167037024,경기도 여주시 강천면 가야리,0,0,51,0,369,25,4,0,0,0
4167037025,경기도 여주시 강천면 적금리,0,0,77,0,353,41,8,0,0,0
4167025035,경기도 여주시 가남읍 양귀리,0,0,8,0,438,34,138,0,0,0
4167025036,경기도 여주시 가남읍 연대리,0,0,1,0,359,80,12,0,0,0
4167025037,경기도 여주시 가남읍 금당리,0,0,2,0,342,73,170,0,0,0
4167025038,경기도 여주시 가남읍 금곡리,0,0,3,0,190,36,37,0,0,0
4167025039,경기도 여주시 가남읍 송림리,0,0,3,1,382,59,0,0,0,0
4167025040,경기도 여주시 가남읍 삼승리,0,0,6,0,261,39,0,0,0,0
4167031000,경기도 여주시 점동면,0,0,487,1630,3660,319,1077,0,0,0
4167031021,경기도 여주시 점동면 청안리,0,0,12,13,346,47,100,0,0,0
4167031022,경기도 여주시 점동면 부구리,0,0,23,0,196,6,2,0,0,0
4167031023,경기도 여주시 점동면 덕평리,0,0,38,12,387,35,1,0,0,0
4167031024,경기도 여주시 점동면 원부리,0,0,28,4,183,29,0,0,0,0
4167031025,경기도 여주시 점동면 관한리,0,0,27,374,128,2,203,0,0,0
4167031026,경기도 여주시 점동면 뇌곡리,0,0,12,208,94,3,0,0,0,0
4167035000,경기도 여주시 대신면,0,0,588,286,5398,630,679,0,0,0
4167035021,경기도 여주시 대신면 후포리,0,0,1,1,477,63,0,0,0,0
4167035022,경기도 여주시 대신면 당산리,0,0,139,0,384,11,3,0,0,0
4167035023,경기도 여주시 대신면 가산리,0,0,37,9,276,46,0,0,0,0
4167035024,경기도 여주시 대신면 천남리,0,0,72,45,394,51,32,0,0,0
4167035025,경기도 여주시 대신면 하림리,0,0,6,71,329,70,124,0,0,0
4167037026,경기도 여주시 강천면 굴암리,0,0,42,0,126,20,0,0,0,0
4167037027,경기도 여주시 강천면 강천리,0,0,163,28,548,47,259,0,0,0
4167037028,경기도 여주시 강천면 부평리,0,0,31,96,436,3,850,0,0,0
4167037029,경기도 여주시 강천면 도전리,0,0,33,181,698,1,1021,0,0,0
4167038000,경기도 여주시 산북면,0,0,37,963,421,0,1839,0,0,0
4167038021,경기도 여주시 산북면 상품리,0,0,6,327,114,0,191,0,0,0
4167038022,경기도 여주시 산북면 송현리,0,0,1,94,51,0,223,0,0,0
4167038023,경기도 여주시 산북면 후리,0,0,0,152,51,0,125,0,0,0
4167038024,경기도 여주시 산북면 명품리,0,0,5,91,39,0,307,0,0,0
4167031027,경기도 여주시 점동면 성신리,0,0,0,182,98,3,0,0,0,0
4167031028,경기도 여주시 점동면 당진리,0,0,20,461,182,11,46,0,0,0
4167031029,경기도 여주시 점동면 현수리,0,0,29,130,198,3,85,0,0,0
4167031030,경기도 여주시 점동면 사곡리,0,0,7,8,394,24,44,0,0,0
4167035026,경기도 여주시 대신면 상구리,0,0,1,42,349,40,137,0,0,0
4793039000,경상북도 울진군 금강송면,146,0,313,11642,255,6,15062,2074,390,0
4793039021,경상북도 울진군 금강송면 삼근리,14,0,35,791,57,0,820,20,8,0
4793039022,경상북도 울진군 금강송면 하원리,24,0,36,679,32,0,693,344,0,0
4793039023,경상북도 울진군 금강송면 왕피리,11,0,99,2219,55,0,4834,528,2,0
4793039024,경상북도 울진군 금강송면 쌍전리,18,0,25,1967,28,0,1528,83,142,0
4793039025,경상북도 울진군 금강송면 소광리,9,0,50,3187,41,5,3753,494,2,0
4793039026,경상북도 울진군 금강송면 전곡리,46,0,35,1348,11,0,2523,121,125,0
4793039027,경상북도 울진군 금강송면 광회리,22,0,33,1449,31,1,910,483,111,0
4793040000,경상북도 울진군 매화면,6,0,188,4349,2160,53,2596,813,3,0
4793040021,경상북도 울진군 매화면 매화리,0,0,37,230,236,2,57,5,0,0
4793040022,경상북도 울진군 매화면 금매리,0,0,15,224,125,0,24,0,0,0
4793040023,경상북도 울진군 매화면 오산리,0,0,13,14,606,10,1,0,0,0
4793040024,경상북도 울진군 매화면 덕신리,0,0,3,184,248,13,131,0,0,0
4793040025,경상북도 울진군 매화면 신흥리,0,0,1,319,361,7,0,0,2,0
4793040026,경상북도 울진군 매화면 기양리,0,0,58,932,402,13,342,0,0,0
4793040027,경상북도 울진군 매화면 갈면리,1,0,36,1316,82,6,574,10,1,0
4793040028,경상북도 울진군 매화면 길곡리,5,0,24,1132,101,0,1467,798,0,0
4679037032,전라남도 화순군 도암면 우치리,0,0,3,173,38,0,0,593,0,0
4679037034,전라남도 화순군 도암면 왕정리,0,0,2,35,24,0,36,137,0,0
1141010200,서울특별시 서대문구 충정로3가,0,0,0,12,1,12,1,0,0,0
1165010100,서울특별시 서초구 방배동,0,0,1,315,200,101,52,0,0,0
1165000000,서울특별시 서초구,0,0,201,2104,1580,413,392,0,0,0
4721037026,경상북도 영주시 순흥면 청구리,13,0,2,36,359,49,17,0,0,0
4721038022,경상북도 영주시 단산면 사천리,0,0,10,8,292,37,0,0,0,0
4721038025,경상북도 영주시 단산면 옥대리,0,0,14,424,418,43,19,0,0,0
4721038028,경상북도 영주시 단산면 마락리,154,0,11,1214,36,0,469,1,0,0
4721039022,경상북도 영주시 부석면 북지리,49,30,1,461,148,8,144,42,0,0
4721039024,경상북도 영주시 부석면 소천리,10,0,13,136,447,55,523,29,0,0
4686036028,전라남도 함평군 나산면 용두리,0,0,12,245,103,0,0,0,0,0
4686036031,전라남도 함평군 나산면 월봉리,0,0,8,259,140,0,0,0,0,0
4686036034,전라남도 함평군 나산면 덕림리,0,0,22,115,91,0,5,0,0,0
4686037000,전라남도 함평군 해보면,0,0,81,1921,1245,0,691,0,0,0
4686037022,전라남도 함평군 해보면 대창리,0,0,9,26,109,0,0,0,0,0
4686037025,전라남도 함평군 해보면 금덕리,0,0,9,91,232,0,34,0,0,0
4817010100,경상남도 진주시 망경동,0,0,24,65,55,0,6,0,0,0
4817010400,경상남도 진주시 칠암동,0,0,31,0,79,0,0,0,0,0
4817010700,경상남도 진주시 남성동,0,0,3,7,6,0,4,0,0,0
4817010900,경상남도 진주시 대안동,0,0,0,0,9,0,0,0,0,0
4729037025,경상북도 경산시 남천면 신석리,0,0,4,147,32,0,293,17,0,0
4729037028,경상북도 경산시 남천면 송백리,0,0,8,400,85,0,583,70,0,0
4165033021,경기도 포천시 가산면 마산리,0,0,12,1,337,5,0,0,0,0
4165033022,경기도 포천시 가산면 감암리,0,0,14,2,170,45,0,0,0,0
4165033023,경기도 포천시 가산면 방축리,0,0,13,0,198,72,0,0,0,0
4165033024,경기도 포천시 가산면 가산리,0,0,0,0,147,91,0,0,0,0
4165033025,경기도 포천시 가산면 정교리,0,0,2,43,156,100,0,0,0,0
4165033026,경기도 포천시 가산면 금현리,0,0,3,248,290,133,0,0,0,0
4165033027,경기도 포천시 가산면 우금리,0,0,25,700,101,0,159,0,0,0
4165033028,경기도 포천시 가산면 마전리,0,0,10,227,154,47,72,0,0,0
4165034000,경기도 포천시 신북면,0,0,174,3611,2063,1437,2271,9,0,0
4165034021,경기도 포천시 신북면 가채리,0,0,34,130,456,63,51,0,0,0
4833032026,경상남도 양산시 원동면 선리,177,10,46,906,86,0,1551,104,92,0
4833032028,경상남도 양산시 원동면 화제리,83,25,102,793,366,0,734,216,9,0
4680032029,전라남도 장흥군 안양면 신촌리,0,0,9,314,98,0,30,0,0,0
4680032032,전라남도 장흥군 안양면 사촌리,0,0,11,161,110,0,73,0,0,0
4680033021,전라남도 장흥군 장동면 봉동리,6,0,10,342,124,0,53,0,0,0
4680033023,전라남도 장흥군 장동면 배산리,3,2,5,152,107,0,86,0,0,0
4680033028,전라남도 장흥군 장동면 용곡리,0,0,6,426,107,0,91,0,0,0
3023011600,대전광역시 대덕구 상서동,0,0,5,44,80,94,22,0,0,0
3011012500,대전광역시 동구 마산동,0,0,55,159,40,1,119,0,0,0
3011010900,대전광역시 동구 용운동,0,0,0,134,133,31,50,0,0,0
3011012700,대전광역시 동구 직동,0,0,149,270,34,0,213,0,0,0
3017010500,대전광역시 서구 용문동,0,0,13,41,45,0,0,0,0,0
3020011200,대전광역시 유성구 구암동,0,0,11,107,177,19,29,0,0,0
3020011100,대전광역시 유성구 봉명동,0,0,36,5,187,0,0,0,0,0
3020011500,대전광역시 유성구 상대동,0,0,4,21,79,64,0,0,0,0
4671034030,전라남도 담양군 창평면 해곡리,0,0,10,63,81,0,8,0,0,0
4671034032,전라남도 담양군 창평면 외동리,0,0,16,315,64,0,368,0,0,0
4671035023,전라남도 담양군 대덕면 비차리,0,0,3,273,75,0,21,47,0,0
4671035025,전라남도 담양군 대덕면 성곡리,0,0,9,205,49,0,15,13,0,0
4687037029,전라남도 영광군 법성면 용성리,0,0,7,63,316,0,3,0,0,0
4687038021,전라남도 영광군 낙월면 상낙월리,0,0,1,29,0,0,52,0,0,0
4687038024,전라남도 영광군 낙월면 송이리,1,0,15,103,6,0,215,0,0,0
4687038027,전라남도 영광군 낙월면 영외리,0,0,1,26,0,0,21,0,0,0
4687038029,전라남도 영광군 낙월면 죽도리,0,0,3,4,0,0,10,0,0,0
4688025022,전라남도 장성군 장성읍 성산리,0,0,0,83,60,0,0,0,46,0
4688025025,전라남도 장성군 장성읍 단광리,0,0,20,164,278,0,0,0,280,0
4688025028,전라남도 장성군 장성읍 안평리,0,0,31,171,153,0,0,24,0,0
4715010700,경상북도 김천시 황금동,0,0,0,42,14,18,11,0,0,0
4413310900,충청남도 천안시서북구 업성동,0,0,25,33,211,40,14,0,0,0
4413311000,충청남도 천안시서북구 신당동,0,0,3,35,220,95,0,0,0,0
4413311100,충청남도 천안시서북구 부대동,0,0,4,65,195,60,0,0,0,0
4831010800,경상남도 거제시 장평동,0,3,69,430,128,0,96,0,5,0
4831010900,경상남도 거제시 고현동,0,3,151,194,85,0,116,6,4,0
4831011000,경상남도 거제시 상동동,0,9,14,258,119,0,110,41,19,0
4831011100,경상남도 거제시 문동동,0,3,13,266,66,0,117,58,1,0
4831011200,경상남도 거제시 삼거동,22,4,8,647,79,0,189,50,0,0
4831011300,경상남도 거제시 양정동,7,10,11,227,79,0,50,40,0,0
4831011400,경상남도 거제시 수월동,6,17,4,368,110,0,131,39,16,0
2826012100,인천광역시 서구 불로동,0,0,1,236,305,0,0,0,0,0
4725033000,경상북도 상주시 낙동면,75,53,432,948,4998,165,2315,19,0,0
4725033022,경상북도 상주시 낙동면 낙동리,0,0,73,49,259,0,14,0,0,0
4725033024,경상북도 상주시 낙동면 구잠리,0,1,7,82,337,19,10,0,0,0
4725033030,경상북도 상주시 낙동면 내곡리,0,0,18,18,196,8,16,0,0,0
4157025324,경기도 김포시 고촌읍 신곡리,0,0,135,65,527,0,0,0,0,0
4111512300,경기도 수원시팔달구 남창동,0,0,0,23,4,0,0,0,0,0
4111512400,경기도 수원시팔달구 영동,0,0,0,0,4,0,0,0,0,0
4111512500,경기도 수원시팔달구 중동,0,0,0,0,4,0,0,0,0,0
4812534036,경상남도 창원시마산합포구 진전면 고사리,4,0,44,521,101,0,179,6,2,0
4812534037,경상남도 창원시마산합포구 진전면 여양리,8,0,5,588,91,0,218,84,22,0
4812700000,경상남도 창원시마산회원구,62,41,287,4548,1587,0,1591,977,1,0
4812710100,경상남도 창원시마산회원구 구암동,0,0,3,53,152,0,65,41,0,0
4812710200,경상남도 창원시마산회원구 두척동,9,0,5,260,98,0,204,115,0,0
4812710300,경상남도 창원시마산회원구 봉암동,1,29,74,336,37,0,99,0,0,0
4812511200,경상남도 창원시마산합포구 두월동1가,0,0,0,1,0,0,0,0,0,0
4812511300,경상남도 창원시마산합포구 두월동2가,0,0,0,1,0,0,0,0,0,0
4812511400,경상남도 창원시마산합포구 두월동3가,0,0,0,1,0,0,0,0,0,0
4812511500,경상남도 창원시마산합포구 문화동,0,0,0,3,7,0,0,0,0,0
4812511600,경상남도 창원시마산합포구 반월동,0,0,0,3,2,0,0,0,0,0
4812511700,경상남도 창원시마산합포구 부림동,0,0,0,0,5,0,0,0,0,0
4812511800,경상남도 창원시마산합포구 산호동,0,0,14,11,101,0,0,0,0,0
4812511900,경상남도 창원시마산합포구 상남동,0,0,2,10,30,0,0,0,0,0
4812512000,경상남도 창원시마산합포구 서성동,0,0,0,5,6,0,0,0,0,0
4812512100,경상남도 창원시마산합포구 성호동,0,0,0,1,12,0,3,0,0,0
4812532025,경상남도 창원시마산합포구 진동면 요장리,0,0,14,179,77,0,64,0,0,0
4812532026,경상남도 창원시마산합포구 진동면 다구리,0,0,2,87,55,0,127,0,0,0
4812532027,경상남도 창원시마산합포구 진동면 교동리,0,0,16,289,72,0,49,0,0,0
4812532028,경상남도 창원시마산합포구 진동면 인곡리,2,0,15,459,80,0,9,0,0,0
4812532029,경상남도 창원시마산합포구 진동면 태봉리,1,0,3,293,47,0,15,73,0,0
4812532030,경상남도 창원시마산합포구 진동면 동전리,9,0,11,339,97,0,227,50,0,0
4812533000,경상남도 창원시마산합포구 진북면,10,2,78,2123,923,0,1299,216,30,0
4812533021,경상남도 창원시마산합포구 진북면 지산리,0,0,12,136,106,0,1,0,0,0
4812533022,경상남도 창원시마산합포구 진북면 예곡리,0,0,3,72,48,0,0,0,0,0
4812533023,경상남도 창원시마산합포구 진북면 인곡리,2,0,6,391,97,0,226,56,4,0
4889038023,경상남도 합천군 덕곡면 병배리,0,0,5,201,28,0,50,0,0,0
4889038026,경상남도 합천군 덕곡면 율원리,0,0,3,476,59,0,6,0,0,0
4889039023,경상남도 합천군 청덕면 두곡리,0,0,7,237,66,0,193,0,0,0
4889039024,경상남도 합천군 청덕면 대부리,0,0,19,184,99,0,386,0,0,0
5013025921,제주특별자치도 서귀포시 성산읍 성산리,0,0,28,27,60,0,10,0,0,0
5013025922,제주특별자치도 서귀포시 성산읍 오조리,14,0,50,22,264,0,258,0,0,0
5013025923,제주특별자치도 서귀포시 성산읍 시흥리,23,0,12,77,471,0,214,0,0,0
5013025924,제주특별자치도 서귀포시 성산읍 고성리,6,0,8,64,635,0,155,0,0,0
5013025925,제주특별자치도 서귀포시 성산읍 수산리,427,0,4,246,1176,0,758,0,0,0
4728036025,경상북도 문경시 마성면 신현리,6,1,63,396,142,0,183,64,11,0
4728036028,경상북도 문경시 마성면 남호리,3,0,12,101,143,0,150,0,0,0
4728037000,경상북도 문경시 농암면,255,14,120,4479,1876,6,2797,757,37,0
4728037023,경상북도 문경시 농암면 연천리,7,1,10,651,129,0,183,0,1,0
4728037029,경상북도 문경시 농암면 사현리,10,5,0,212,326,1,9,0,0,0
4729010200,경상북도 경산시 삼북동,0,0,0,3,28,0,0,0,0,0
4729010500,경상북도 경산시 상방동,0,0,4,18,23,0,24,0,0,0
4812912600,경상남도 창원시진해구 중앙동,0,0,0,0,2,0,0,0,0,0
4812912700,경상남도 창원시진해구 부흥동,0,0,0,0,1,0,0,0,0,0
4812912800,경상남도 창원시진해구 중평동,0,0,0,0,2,0,0,0,0,0
4812912900,경상남도 창원시진해구 근화동,0,0,0,0,2,0,0,0,0,0
4812913000,경상남도 창원시진해구 송죽동,0,0,0,0,1,0,0,0,0,0
4682037034,전라남도 해남군 옥천면 용동리,6,7,25,676,141,0,473,17,0,0
4682038021,전라남도 해남군 계곡면 성진리,4,16,24,324,191,0,207,9,0,0
4682038024,전라남도 해남군 계곡면 당산리,0,23,6,345,148,0,113,1,0,0
4682038027,전라남도 해남군 계곡면 반계리,2,20,5,49,161,0,11,13,0,0
4682038030,전라남도 해남군 계곡면 여수리,0,0,7,77,185,0,66,0,0,0
4682039021,전라남도 해남군 마산면 화내리,0,2,6,254,107,0,64,0,0,0
4682039024,전라남도 해남군 마산면 송석리,0,0,9,159,65,0,70,105,9,0
4682039028,전라남도 해남군 마산면 연구리,0,0,587,14,472,0,0,0,0,0
4682039031,전라남도 해남군 마산면 상등리,0,0,43,380,206,0,89,9,5,0
4682040022,전라남도 해남군 황산면 원호리,0,0,410,587,237,0,0,0,0,0
4682040025,전라남도 해남군 황산면 우항리,0,0,209,307,238,0,0,0,0,0
4682040027,전라남도 해남군 황산면 한자리,0,0,389,216,602,0,0,0,0,0
4725045031,경상북도 상주시 공검면 중소리,1,2,31,57,118,6,271,16,0,0
