stdg_Cd,bjd_Nm,bould_Exist_Area,cobbles_Exist_Area,etc_Area,gravels_Exist_Area,gravels_None_Area,pebble_Exist_Area,rock_Exist_Area,rock_Many_Area,stone_Exist_Area,stonebould_Exist_Area
4824036022,경상남도 사천시 곤명면 용산리,10,0,8,94,286,0,30,0,0,0
4824036023,경상남도 사천시 곤명면 조장리,0,0,11,163,109,0,6,0,0,0
4824036024,경상남도 사천시 곤명면 봉계리,0,4,14,221,183,0,15,0,0,0
4824036026,경상남도 사천시 곤명면 삼정리,0,4,2,56,283,0,23,0,0,0
4824036028,경상남도 사천시 곤명면 마곡리,0,5,6,522,97,0,1,0,0,0
4824036029,경상남도 사천시 곤명면 성방리,0,0,10,586,131,0,43,0,0,0
4825012000,경상남도 김해시 안동,3,2,9,44,130,0,35,7,0,0
4825010200,경상남도 김해시 서상동,0,0,0,28,0,0,0,0,0,0
4825010300,경상남도 김해시 부원동,0,0,10,11,178,0,0,0,0,0
4825010500,경상남도 김해시 대성동,0,2,2,26,20,0,4,0,0,0
4481025028,충청남도 예산군 예산읍 관작리,0,0,8,96,133,18,168,0,3,0
4481025029,충청남도 예산군 예산읍 창소리,0,0,7,44,190,0,0,0,0,0
4481025030,충청남도 예산군 예산읍 신례원리,0,0,0,152,119,14,67,0,4,0
4481025032,충청남도 예산군 예산읍 궁평리,0,0,7,2,185,0,0,0,0,0
4773046034,경상북도 의성군 안평면 창길리,0,0,12,662,148,1,118,0,0,0
4773046035,경상북도 의성군 안평면 괴산리,0,0,8,511,74,0,14,0,0,0
4723025037,경상북도 영천시 금호읍 원기리,0,0,4,14,74,0,0,0,0,0
4723025038,경상북도 영천시 금호읍 신대리,0,0,37,32,176,0,0,0,0,0
4723025039,경상북도 영천시 금호읍 남성리,0,0,15,261,73,0,8,0,0,0
4723025041,경상북도 영천시 금호읍 황정리,0,0,45,41,152,0,2,0,0,0
4723031021,경상북도 영천시 청통면 호당리,0,0,22,109,133,0,107,0,0,0
4723031022,경상북도 영천시 청통면 우천리,0,0,13,342,85,0,36,0,0,0
4723031024,경상북도 영천시 청통면 신덕리,0,0,8,322,70,0,94,0,0,0
4723025030,경상북도 영천시 금호읍 관정리,0,0,20,4,117,0,0,0,0,0
4723025031,경상북도 영천시 금호읍 구암리,0,0,38,241,125,0,81,0,0,0
4723025033,경상북도 영천시 금호읍 대곡리,0,0,8,142,67,0,70,0,0,0
4723025034,경상북도 영천시 금호읍 호남리,0,0,42,149,89,0,15,0,0,0
4723033033,경상북도 영천시 화산면 유성리,0,0,17,184,163,0,26,0,0,0
4825036000,경상남도 김해시 상동면,316,56,379,1556,1484,3,2815,249,12,0
4825034025,경상남도 김해시 한림면 용덕리,0,0,6,222,97,0,0,8,0,0
4825034026,경상남도 김해시 한림면 안곡리,0,0,5,221,69,0,198,24,0,0
4825034028,경상남도 김해시 한림면 장방리,0,0,81,245,340,0,48,0,0,0
4825034029,경상남도 김해시 한림면 시산리,0,0,267,19,464,0,0,0,0,0
4825032000,경상남도 김해시 주촌면,16,15,85,1330,1052,0,592,34,2,0
4825032022,경상남도 김해시 주촌면 원지리,0,7,11,278,125,0,146,34,0,0
4825032023,경상남도 김해시 주촌면 덕암리,0,2,7,306,98,0,86,0,0,0
4423032032,충청남도 논산시 광석면 율리,0,0,0,0,249,0,0,0,0,0
4423032033,충청남도 논산시 광석면 오강리,0,0,0,0,172,0,0,0,0,0
4423033021,충청남도 논산시 노성면 읍내리,0,0,1,25,296,0,0,2,0,0
4423033022,충청남도 논산시 노성면 두사리,0,0,0,0,119,0,0,0,0,0
4423033023,충청남도 논산시 노성면 송당리,0,0,5,52,222,0,34,11,0,0
4423033025,충청남도 논산시 노성면 하도리,0,0,12,0,305,0,0,0,0,0
4721039030,경상북도 영주시 부석면 보계리,0,0,0,0,616,161,1,0,0,0
4723025036,경상북도 영천시 금호읍 오계리,0,0,11,93,121,0,0,0,0,0
4889041000,경상남도 합천군 대양면,0,0,177,2490,2170,0,768,94,0,0
4889041021,경상남도 합천군 대양면 정양리,0,0,91,78,113,0,118,0,0,0
4889041022,경상남도 합천군 대양면 아천리,0,0,33,254,38,0,88,0,0,0
4889041024,경상남도 합천군 대양면 무곡리,0,0,13,211,251,0,173,94,0,0
4889041025,경상남도 합천군 대양면 덕정리,0,0,9,185,202,0,0,0,0,0
4825033025,경상남도 김해시 진례면 신안리,52,4,24,190,174,0,229,125,0,0
4825033026,경상남도 김해시 진례면 산본리,14,8,13,83,205,0,178,63,0,0
4825033027,경상남도 김해시 진례면 신월리,15,1,4,24,120,0,38,37,0,0
4825033029,경상남도 김해시 진례면 담안리,0,6,13,132,218,0,66,0,0,0
4825034000,경상남도 김해시 한림면,3,8,527,2718,2078,0,557,36,0,0
4825034021,경상남도 김해시 한림면 명동리,0,0,11,294,130,0,14,0,0,0
4825034023,경상남도 김해시 한림면 병동리,3,1,11,307,158,0,53,0,0,0
4418039025,충청남도 보령시 미산면 늑전리,0,0,16,210,36,0,25,38,102,0
4418039026,충청남도 보령시 미산면 도흥리,1,0,0,155,46,0,147,0,570,0
4418039027,충청남도 보령시 미산면 봉성리,1,0,6,163,52,0,60,0,90,0
4418039029,충청남도 보령시 미산면 은현리,1,0,0,168,49,0,8,0,35,0
4418039030,충청남도 보령시 미산면 내평리,3,0,4,66,48,0,135,57,30,0
4423033026,충청남도 논산시 노성면 죽림리,0,1,0,27,233,0,8,6,0,0
4423032024,충청남도 논산시 광석면 갈산리,0,0,0,0,363,0,0,0,0,0
4423032025,충청남도 논산시 광석면 광리,0,0,0,0,135,0,0,0,0,0
4423032027,충청남도 논산시 광석면 산동리,0,0,0,0,244,0,0,0,0,0
4423032029,충청남도 논산시 광석면 왕전리,0,0,3,0,273,0,0,0,0,0
4423032030,충청남도 논산시 광석면 항월리,0,0,7,0,284,0,0,0,0,0
4717035030,경상북도 안동시 일직면 조탑리,0,0,33,138,47,0,413,0,76,0
4717034027,경상북도 안동시 풍천면 금계리,0,0,8,126,70,0,545,0,0,0
4717034028,경상북도 안동시 풍천면 구호리,0,0,12,84,68,0,343,0,0,0
4717034029,경상북도 안동시 풍천면 어담리,0,0,8,320,139,0,1080,0,80,0
4717034031,경상북도 안동시 풍천면 가곡리,0,0,21,0,347,43,12,0,0,0
4717034033,경상북도 안동시 풍천면 하회리,0,0,95,58,270,12,131,7,0,0
4717035000,경상북도 안동시 일직면,0,0,341,2104,1335,0,4228,0,563,0
4717035021,경상북도 안동시 일직면 귀미리,0,0,64,244,139,0,369,0,9,0
4717035023,경상북도 안동시 일직면 망호리,0,0,14,78,161,0,130,0,25,0
4723010100,경상북도 영천시 조교동,0,0,36,12,183,0,0,0,0,0
4723010300,경상북도 영천시 야사동,0,0,5,126,105,0,5,0,0,0
4723010500,경상북도 영천시 문외동,0,0,0,31,19,0,13,0,0,0
4721035032,경상북도 영주시 안정면 대평리,0,0,7,2,130,19,0,0,0,0
4721035033,경상북도 영주시 안정면 오계리,0,0,7,9,482,54,0,0,0,0
4777032042,경상북도 영덕군 남정면 사암리,0,20,3,774,50,0,115,8,8,0
4687037026,전라남도 영광군 법성면 입암리,0,0,22,155,61,0,122,0,0,0
4687037028,전라남도 영광군 법성면 월산리,0,0,10,67,260,0,2,0,0,0
4678033026,전라남도 보성군 겸백면 용산리,0,0,32,328,81,0,0,0,0,0
4688040030,전라남도 장성군 북하면 동현리,0,0,101,92,3,0,103,37,0,0
4688025036,전라남도 장성군 장성읍 용곡리,0,1,147,91,0,0,36,327,0,0
3171025600,울산광역시 울주군 온양읍,74,31,124,3078,1517,3,1562,29,30,0
3171025621,울산광역시 울주군 온양읍 발리,0,0,8,308,344,0,23,0,0,0
3171025623,울산광역시 울주군 온양읍 망양리,0,0,18,120,131,0,184,0,0,0
3171025624,울산광역시 울주군 온양읍 남창리,0,0,16,27,46,0,39,0,0,0
4711131026,경상북도 포항시남구 대송면 송동리,0,0,8,8,213,0,0,0,0,0
4711131027,경상북도 포항시남구 대송면 제내리,0,0,19,0,77,0,0,0,0,0
4711131028,경상북도 포항시남구 대송면 옥명리,0,0,0,1,241,0,0,0,0,0
4711132000,경상북도 포항시남구 동해면,0,0,34,3049,1177,1,126,0,0,0
4711132022,경상북도 포항시남구 동해면 약전리,0,0,0,47,68,0,0,0,0,0
4377033029,충청북도 음성군 맹동면 통동리,0,0,44,652,9,0,44,0,0,0
4377033027,충청북도 음성군 맹동면 본성리,0,0,1,0,115,0,0,0,0,0
4161033000,경기도 광주시 도척면,0,0,99,2900,914,20,1240,0,42,0
4161033022,경기도 광주시 도척면 유정리,0,0,17,176,165,0,147,0,0,0
4159025332,경기도 화성시 봉담읍 유리,0,5,27,43,51,2,33,18,0,0
4159025300,경기도 화성시 봉담읍,0,64,124,1924,1891,41,129,69,41,0
4159025322,경기도 화성시 봉담읍 내리,0,9,3,332,186,0,0,0,17,0
4159025323,경기도 화성시 봉담읍 수영리,0,0,2,15,284,0,0,0,0,0
4159025325,경기도 화성시 봉담읍 와우리,0,0,0,57,101,0,0,0,0,0
4159025326,경기도 화성시 봉담읍 수기리,0,0,5,45,76,0,0,0,0,0
4159025328,경기도 화성시 봉담읍 왕림리,0,22,0,107,109,9,7,12,6,0
4159025329,경기도 화성시 봉담읍 세곡리,0,1,2,79,19,3,3,34,0,0
4691033024,전라남도 신안군 자은면 유천리,0,0,24,340,98,0,20,99,0,0
4691033025,전라남도 신안군 자은면 유각리,0,0,43,366,202,0,44,20,0,0
4691033026,전라남도 신안군 자은면 면전리,0,0,10,149,83,0,15,0,0,0
4691033028,전라남도 신안군 자은면 고장리,0,0,29,258,296,0,107,62,0,0
4691033029,전라남도 신안군 자은면 구영리,0,0,8,211,95,0,72,46,0,0
4691034021,전라남도 신안군 비금면 광대리,0,0,22,226,78,0,44,77,0,0
4691034022,전라남도 신안군 비금면 용소리,0,0,6,1,191,0,0,0,0,0
4691034024,전라남도 신안군 비금면 가산리,0,0,36,89,218,0,80,0,0,0
4691034025,전라남도 신안군 비금면 덕산리,0,0,39,113,151,0,64,45,0,0
4691034027,전라남도 신안군 비금면 구림리,0,0,43,79,281,0,0,0,0,0
4691034028,전라남도 신안군 비금면 신원리,0,0,15,66,138,0,36,0,0,0
2644010500,부산광역시 강서구 죽림동,0,0,35,4,162,0,0,0,0,0
2644010600,부산광역시 강서구 식만동,0,0,34,0,221,0,0,0,0,0
2644010700,부산광역시 강서구 죽동동,0,0,35,2,413,0,1,0,0,0
2644010800,부산광역시 강서구 봉림동,0,0,261,3,727,0,1,0,0,0
2644011000,부산광역시 강서구 화전동,0,0,110,12,167,0,64,1,3,0
4159036030,경기도 화성시 팔탄면 덕우리,0,0,0,134,113,1,0,0,0,0
4159035026,경기도 화성시 서신면 제부리,0,3,24,49,70,0,0,0,0,0
4159035027,경기도 화성시 서신면 홍법리,0,3,0,169,116,0,0,0,0,0
4159035029,경기도 화성시 서신면 매화리,0,7,22,92,243,2,0,0,0,0
4159035030,경기도 화성시 서신면 용두리,0,4,4,248,204,0,0,0,0,0
4159035032,경기도 화성시 서신면 백미리,0,10,12,212,135,0,0,0,0,0
4159036000,경기도 화성시 팔탄면,0,23,220,1892,2713,106,70,27,38,0
4159036022,경기도 화성시 팔탄면 창곡리,0,3,0,159,137,3,0,0,25,0
4159036023,경기도 화성시 팔탄면 기천리,0,7,46,242,117,8,38,27,0,0
4159036025,경기도 화성시 팔탄면 구장리,0,0,8,185,239,47,23,0,0,0
4159036026,경기도 화성시 팔탄면 율암리,0,2,25,187,307,20,0,0,0,0
4159036028,경기도 화성시 팔탄면 덕천리,0,0,8,142,116,8,0,0,0,0
4615038029,전라남도 순천시 낙안면 평촌리,0,0,3,8,78,0,0,0,0,0
4673034024,전라남도 구례군 마산면 황전리,15,0,21,693,105,0,799,0,0,0
4673034025,전라남도 구례군 마산면 갑산리,0,0,3,35,217,0,0,0,0,0
4673035000,전라남도 구례군 광의면,65,0,88,1698,1008,0,506,0,0,0
4673035021,전라남도 구례군 광의면 연파리,0,0,9,29,79,0,0,0,0,0
4673035023,전라남도 구례군 광의면 대산리,0,0,14,13,140,0,0,0,0,0
4673035026,전라남도 구례군 광의면 대전리,0,0,3,134,67,0,0,0,0,0
4673035027,전라남도 구례군 광의면 온당리,0,0,7,463,191,0,0,0,0,0
4673036000,전라남도 구례군 용방면,0,128,69,470,982,0,810,0,0,0
4673036022,전라남도 구례군 용방면 신지리,0,0,16,26,127,0,0,0,0,0
4874038027,경상남도 창녕군 영산면 신제리,0,0,60,243,139,0,0,0,0,0
4874038028,경상남도 창녕군 영산면 월령리,0,0,20,94,312,0,0,0,0,0
4874039000,경상남도 창녕군 장마면,4,0,159,1772,879,7,171,0,2,0
4874039021,경상남도 창녕군 장마면 강리,0,0,17,53,116,0,5,0,0,0
4723038023,경상북도 영천시 고경면 창상리,0,0,15,16,108,0,7,0,0,0
4723038024,경상북도 영천시 고경면 대의리,0,0,15,319,94,0,26,0,0,0
4723038026,경상북도 영천시 고경면 오류리,0,0,15,487,56,0,74,0,0,0
4723038027,경상북도 영천시 고경면 고도리,0,0,5,362,38,0,36,0,0,0
4723038029,경상북도 영천시 고경면 용전리,0,0,22,669,161,0,45,0,0,0
4723038031,경상북도 영천시 고경면 상리리,0,0,8,226,73,0,18,0,0,0
4723038032,경상북도 영천시 고경면 학리,0,0,3,438,55,0,30,0,0,0
4723039039,경상북도 영천시 북안면 원당리,0,0,2,239,25,0,27,0,0,0
4824031025,경상남도 사천시 정동면 수청리,0,0,12,96,40,0,76,0,0,0
4824025021,경상남도 사천시 사천읍 선인리,0,0,0,51,70,0,0,0,0,0
4824025022,경상남도 사천시 사천읍 정의리,0,0,0,20,24,0,0,0,0,0
4824025024,경상남도 사천시 사천읍 수석리,0,0,2,20,144,0,0,0,0,0
4824025025,경상남도 사천시 사천읍 사주리,0,0,9,31,91,0,0,0,0,0
4824025027,경상남도 사천시 사천읍 중선리,0,0,14,0,170,0,0,0,0,0
4824025028,경상남도 사천시 사천읍 구암리,0,0,7,532,134,0,7,0,0,0
4824025030,경상남도 사천시 사천읍 금곡리,0,0,5,277,34,0,0,0,0,0
4824031022,경상남도 사천시 정동면 예수리,0,1,16,144,92,0,13,0,0,0
4824031023,경상남도 사천시 정동면 화암리,0,0,1,138,80,0,0,0,0,0
4824025000,경상남도 사천시 사천읍,0,0,107,1814,1027,0,28,0,0,0
4723031029,경상북도 영천시 청통면 신학리,0,0,8,56,102,0,11,0,0,0
4723031031,경상북도 영천시 청통면 애련리,0,0,10,276,166,0,55,0,0,0
4723031032,경상북도 영천시 청통면 계포리,0,0,9,84,54,0,5,0,0,0
4723031034,경상북도 영천시 청통면 신원리,54,1,18,348,218,0,340,117,0,0
4723032000,경상북도 영천시 신녕면,69,2,205,3654,1251,0,2432,337,130,0
4723032021,경상북도 영천시 신녕면 치산리,61,2,33,599,163,0,1081,71,0,0
4723032023,경상북도 영천시 신녕면 화서리,0,0,6,581,55,0,3,0,0,0
4723032025,경상북도 영천시 신녕면 왕산리,8,0,41,374,272,0,279,0,11,0
4723037031,경상북도 영천시 임고면 우항리,0,0,30,118,162,0,1,0,0,0
4723036025,경상북도 영천시 자양면 용산리,0,0,106,447,26,0,377,128,0,0
4723036028,경상북도 영천시 자양면 성곡리,0,0,184,312,14,0,98,42,6,0
4825025022,경상남도 김해시 진영읍 하계리,0,0,3,221,62,0,36,0,0,0
4825025023,경상남도 김해시 진영읍 방동리,0,1,2,62,21,0,11,0,0,0
4678032000,전라남도 보성군 미력면,3,2,143,1995,928,0,0,0,1,0
4678032021,전라남도 보성군 미력면 도개리,0,0,18,179,133,0,0,0,0,0
4678032022,전라남도 보성군 미력면 미력리,0,0,1,456,79,0,0,0,0,0
4678032024,전라남도 보성군 미력면 용정리,0,0,26,228,162,0,0,0,0,0
4678032025,전라남도 보성군 미력면 덕림리,2,0,30,175,114,0,0,0,0,0
4678032027,전라남도 보성군 미력면 초당리,0,0,3,216,112,0,0,0,0,0
4678033000,전라남도 보성군 겸백면,0,48,222,3536,910,0,0,0,42,0
4678033022,전라남도 보성군 겸백면 운림리,0,6,60,415,79,0,0,0,0,0
4678033023,전라남도 보성군 겸백면 은덕리,0,1,9,443,78,0,0,0,0,0
4711131000,경상북도 포항시남구 대송면,0,0,71,1214,1372,1,586,20,0,0
4711131021,경상북도 포항시남구 대송면 공수리,0,0,1,5,73,0,0,0,0,0
4711131023,경상북도 포항시남구 대송면 홍계리,0,0,1,265,58,0,22,0,0,0
4711131024,경상북도 포항시남구 대송면 산여리,0,0,7,520,7,1,252,20,0,0
4711310300,경상북도 포항시북구 남빈동,0,0,0,0,6,0,0,0,0,0
4711310400,경상북도 포항시북구 상원동,0,0,0,0,6,0,0,0,0,0
4711125623,경상북도 포항시남구 오천읍 항사리,0,0,76,566,52,0,1205,15,0,0
4711133035,경상북도 포항시남구 장기면 대진리,0,0,7,74,65,0,1,0,0,0
4711133037,경상북도 포항시남구 장기면 학계리,0,0,4,112,43,0,23,0,0,0
4711133038,경상북도 포항시남구 장기면 학곡리,0,0,6,250,74,0,0,0,0,0
4711133040,경상북도 포항시남구 장기면 창지리,0,0,3,226,47,0,0,0,0,0
4687038022,전라남도 영광군 낙월면 하낙월리,0,0,0,8,0,0,48,0,0,0
4687038023,전라남도 영광군 낙월면 임병리,0,0,8,6,0,0,23,0,0,0
4687038025,전라남도 영광군 낙월면 월촌리,0,0,3,77,7,0,87,0,0,0
4687038026,전라남도 영광군 낙월면 신기리,0,0,5,99,5,0,97,0,0,0
4687038028,전라남도 영광군 낙월면 석만리,0,0,2,7,0,0,44,0,0,0
4161010200,경기도 광주시 쌍령동,0,0,13,258,30,0,31,0,0,0
4161010300,경기도 광주시 송정동,0,0,12,327,66,0,95,0,7,0
4161010400,경기도 광주시 회덕동,0,0,3,246,24,0,75,0,2,0
4161010600,경기도 광주시 목현동,0,0,1,543,43,0,289,0,9,0
4161010700,경기도 광주시 삼동,0,0,1,257,37,0,127,0,0,0
4161010900,경기도 광주시 직동,0,0,0,345,31,0,218,0,2,0
4161011000,경기도 광주시 태전동,0,0,16,278,120,3,70,0,0,0
4161011100,경기도 광주시 장지동,0,0,20,161,148,10,17,0,0,0
4161011300,경기도 광주시 목동,0,0,3,320,50,0,218,0,8,0
4721035030,경상북도 영주시 안정면 옹암리,0,0,0,0,166,33,0,0,0,0
4723012100,경상북도 영천시 녹전동,0,0,18,98,130,0,15,0,0,0
4723012200,경상북도 영천시 도림동,0,0,15,341,105,0,129,0,0,0
4721035034,경상북도 영주시 안정면 동촌리,0,2,7,1,246,54,4,0,0,0
4721034026,경상북도 영주시 장수면 소룡리,0,0,7,0,315,94,0,0,0,0
4721034027,경상북도 영주시 장수면 호문리,0,0,8,0,365,108,0,0,0,0
4721034028,경상북도 영주시 장수면 파지리,0,0,0,0,164,39,0,0,0,0
4721035021,경상북도 영주시 안정면 신전리,0,0,8,0,118,12,0,0,0,0
4721035023,경상북도 영주시 안정면 봉암리,10,0,1,15,171,33,42,0,0,0
4721035024,경상북도 영주시 안정면 용산리,37,2,0,35,423,55,52,10,0,0
4721035026,경상북도 영주시 안정면 묵리,0,0,4,1,281,56,0,0,0,0
4721035027,경상북도 영주시 안정면 내줄리,0,0,20,1,287,38,0,0,0,0
4678033027,전라남도 보성군 겸백면 남양리,0,12,21,298,144,0,0,0,0,0
4678033028,전라남도 보성군 겸백면 사곡리,0,7,3,271,67,0,0,0,10,0
4775025021,경상북도 청송군 청송읍 월막리,0,0,23,246,48,0,44,0,0,0
4113100000,경기도 성남시수정구,0,0,109,2768,1244,93,326,0,0,0
4113110100,경기도 성남시수정구 신흥동,0,0,2,132,45,0,0,0,0,0
4113110300,경기도 성남시수정구 수진동,0,0,3,88,33,3,0,0,0,0
4113110400,경기도 성남시수정구 단대동,0,0,0,52,28,0,0,0,0,0
4113110600,경기도 성남시수정구 양지동,0,0,0,74,20,0,32,0,0,0
4113110700,경기도 성남시수정구 복정동,0,0,11,196,150,22,0,0,0,0
4113110900,경기도 성남시수정구 신촌동,0,0,5,17,59,0,0,0,0,0
4113111000,경기도 성남시수정구 오야동,0,0,10,43,66,0,0,0,0,0
4711132023,경상북도 포항시남구 동해면 금광리,0,0,3,241,162,0,0,0,0,0
4711132025,경상북도 포항시남구 동해면 석리,0,0,1,124,76,0,17,0,0,0
4711132026,경상북도 포항시남구 동해면 임곡리,0,0,0,129,63,0,0,0,0,0
4711132028,경상북도 포항시남구 동해면 마산리,0,0,1,209,17,1,0,0,0,0
4711132030,경상북도 포항시남구 동해면 중흥리,0,0,1,382,21,0,7,0,0,0
4711132031,경상북도 포항시남구 동해면 발산리,0,0,8,501,59,0,102,0,0,0
4711125624,경상북도 포항시남구 오천읍 진전리,0,0,43,517,48,0,755,0,0,0
4711125625,경상북도 포항시남구 오천읍 갈평리,0,0,27,775,60,0,120,0,0,0
4711125627,경상북도 포항시남구 오천읍 용산리,0,0,14,270,26,0,0,0,0,0
4711125628,경상북도 포항시남구 오천읍 광명리,0,0,2,191,133,0,0,0,0,0
4711125630,경상북도 포항시남구 오천읍 용덕리,0,0,7,5,186,0,0,0,0,0
4687037030,전라남도 영광군 법성면 용덕리,0,0,4,54,227,0,3,0,0,0
4687037031,전라남도 영광군 법성면 삼당리,0,0,14,1,300,0,0,0,0,0
4687038000,전라남도 영광군 낙월면,1,0,59,373,19,0,709,0,0,0
4377032029,충청북도 음성군 원남면 주봉리,0,0,13,175,139,0,158,0,0,0
4377032030,충청북도 음성군 원남면 문암리,0,0,4,90,454,0,36,0,0,0
4377032031,충청북도 음성군 원남면 조촌리,0,0,87,861,90,0,226,0,0,0
4377032033,충청북도 음성군 원남면 덕정리,0,0,0,143,75,0,376,0,0,0
4377033021,충청북도 음성군 맹동면 쌍정리,0,0,3,20,250,0,97,0,0,0
4377033022,충청북도 음성군 맹동면 인곡리,0,0,1,25,263,0,73,0,0,0
4377033024,충청북도 음성군 맹동면 봉현리,0,0,8,0,260,0,0,0,0,0
4161033023,경기도 광주시 도척면 방도리,0,0,0,313,219,19,2,0,0,0
4420041023,충청남도 아산시 신창면 창암리,0,0,3,80,234,55,0,0,0,0
4420041024,충청남도 아산시 신창면 황산리,0,0,0,97,118,37,0,0,0,0
4420041025,충청남도 아산시 신창면 행목리,0,0,4,7,253,60,0,0,0,0
4420041027,충청남도 아산시 신창면 신달리,0,1,22,3,226,0,0,0,0,0
4420041028,충청남도 아산시 신창면 남성리,0,0,3,27,413,29,0,0,0,0
4420041030,충청남도 아산시 신창면 가덕리,0,0,36,6,284,27,0,0,0,0
4420041031,충청남도 아산시 신창면 신곡리,0,0,25,1,201,21,0,0,0,0
4421000000,충청남도 서산시,0,0,3988,24156,38206,587,3081,699,86,0
4421010100,충청남도 서산시 읍내동,0,0,7,105,108,12,0,0,0,0
4421010200,충청남도 서산시 동문동,0,0,0,26,245,38,0,0,0,0
4131010700,경기도 구리시 토평동,0,0,220,0,369,0,0,0,0,0
4159025331,경기도 화성시 봉담읍 마하리,0,0,3,41,68,4,3,0,0,0
4691034030,전라남도 신안군 비금면 죽림리,0,0,43,104,241,0,114,27,0,0
2644011100,부산광역시 강서구 녹산동,0,1,71,58,190,1,186,22,0,0
2644011300,부산광역시 강서구 구랑동,0,0,8,86,231,4,128,13,22,0
2644011400,부산광역시 강서구 지사동,35,20,22,380,120,0,411,191,50,0
2644011600,부산광역시 강서구 범방동,1,0,46,35,324,0,27,0,0,0
2644011700,부산광역시 강서구 신호동,0,0,366,0,42,0,0,0,0,0
4159036029,경기도 화성시 팔탄면 지월리,0,0,6,86,93,11,10,0,0,0
4159035025,경기도 화성시 서신면 송교리,0,3,26,66,219,15,0,0,1,0
4159034024,경기도 화성시 송산면 용포리,0,0,24,56,203,4,0,0,0,0
4159034025,경기도 화성시 송산면 고정리,0,0,148,50,466,2,5,0,0,0
4159034027,경기도 화성시 송산면 천등리,0,3,3,114,108,0,0,0,0,0
4159034028,경기도 화성시 송산면 신천리,0,3,10,48,159,0,5,0,0,0
4159034030,경기도 화성시 송산면 마산리,0,0,8,115,224,15,0,0,0,0
4159034031,경기도 화성시 송산면 고포리,0,0,16,127,180,28,0,8,0,0
4159034033,경기도 화성시 송산면 중송리,0,1,5,128,153,0,0,0,0,0
4159034034,경기도 화성시 송산면 육일리,0,3,0,81,127,0,0,0,1,0
4159035000,경기도 화성시 서신면,0,95,251,2045,1918,20,0,0,3,0
4159035021,경기도 화성시 서신면 전곡리,0,14,60,393,202,1,0,0,0,0
4882025021,경상남도 고성군 고성읍 성내리,0,0,0,15,0,0,0,0,0,0
4882025022,경상남도 고성군 고성읍 서외리,0,0,0,28,20,0,0,0,0,0
4882025024,경상남도 고성군 고성읍 동외리,0,0,0,50,80,0,0,0,0,0
4882025025,경상남도 고성군 고성읍 송학리,0,0,7,35,146,0,0,0,0,0
4615038028,전라남도 순천시 낙안면 옥산리,0,0,3,58,74,0,0,0,0,0
4673034022,전라남도 구례군 마산면 광평리,0,0,13,175,55,0,55,0,0,0
4681031021,전라남도 강진군 군동면 파산리,0,0,14,292,190,0,98,0,0,0
4681031023,전라남도 강진군 군동면 라천리,0,0,4,152,194,0,17,0,0,0
4681031025,전라남도 강진군 군동면 화산리,0,0,15,530,175,0,230,0,0,0
4681031026,전라남도 강진군 군동면 용소리,0,0,34,426,133,0,55,0,0,0
4681031028,전라남도 강진군 군동면 장산리,0,0,17,162,144,0,29,328,0,0
4681031029,전라남도 강진군 군동면 덕천리,0,0,61,268,121,0,103,3,0,0
4681031031,전라남도 강진군 군동면 쌍덕리,0,0,5,90,94,0,5,0,0,0
4681031032,전라남도 강진군 군동면 금사리,0,0,22,317,52,0,207,0,0,0
4681032000,전라남도 강진군 칠량면,0,0,137,2109,1524,0,2109,127,0,0
4681032022,전라남도 강진군 칠량면 동백리,0,0,2,320,79,0,175,0,0,0
4725010100,경상북도 상주시 성하동,0,0,0,0,5,0,0,0,0,0
4725010200,경상북도 상주시 성동동,0,0,2,0,166,0,0,0,0,0
4725010400,경상북도 상주시 복룡동,0,0,32,0,123,0,0,0,0,0
4725010500,경상북도 상주시 냉림동,0,0,10,0,71,0,0,0,0,0
4725010700,경상북도 상주시 남성동,0,0,0,0,60,0,2,0,0,0
4725010800,경상북도 상주시 서문동,0,0,0,0,21,0,0,0,0,0
4723039038,경상북도 영천시 북안면 관리,0,0,8,314,22,0,34,0,0,0
4725025030,경상북도 상주시 함창읍 척동리,0,0,8,11,64,2,3,0,0,0
4725025031,경상북도 상주시 함창읍 태봉리,0,0,25,0,184,0,2,0,0,0
4723039041,경상북도 영천시 북안면 반정리,0,0,27,295,167,0,37,0,0,0
4723039024,경상북도 영천시 북안면 도유리,0,0,10,262,44,0,14,0,0,0
4824012000,경상남도 사천시 늑도동,0,0,5,45,0,0,0,0,0,0
4824012100,경상남도 사천시 신수동,0,0,12,100,1,0,0,0,0,0
4824012200,경상남도 사천시 백천동,0,0,19,237,15,0,268,73,39,0
4824012500,경상남도 사천시 대포동,0,0,3,14,46,0,0,0,0,0
4824012600,경상남도 사천시 송포동,7,0,7,228,166,0,14,0,0,0
4827038024,경상남도 밀양시 무안면 화봉리,0,0,11,411,127,0,206,21,0,0
4827038026,경상남도 밀양시 무안면 양효리,2,0,7,255,87,0,27,0,5,0
4723036029,경상북도 영천시 자양면 용화리,0,0,14,255,16,0,855,189,127,0
4723037021,경상북도 영천시 임고면 양항리,0,0,42,145,110,0,25,0,0,0
4723037023,경상북도 영천시 임고면 덕연리,0,0,32,268,96,0,15,0,0,0
4723037024,경상북도 영천시 임고면 삼매리,0,0,41,322,124,0,546,0,6,0
4723037026,경상북도 영천시 임고면 황강리,0,0,5,82,58,0,1,0,0,0
