stdg_Cd,bjd_Nm,etc_Area,excespoor_Drain_Area,exceswell_Drain_Area,moderpoor_Drain_Area,moderwell_Drain_Area,poor_Drain_Area,well_Drain_Area
4146125321,경기도 용인시처인구 모현읍 왕산리,36,16,296,54,36,0,274
4146125322,경기도 용인시처인구 모현읍 갈담리,21,9,184,54,78,0,210
4146125323,경기도 용인시처인구 모현읍 초부리,28,17,419,55,52,0,372
4146125324,경기도 용인시처인구 모현읍 일산리,38,0,99,74,56,0,156
4146125325,경기도 용인시처인구 모현읍 매산리,8,2,83,62,51,0,299
4146125326,경기도 용인시처인구 모현읍 동림리,2,0,148,40,3,0,163
4146125327,경기도 용인시처인구 모현읍 능원리,7,0,333,57,9,0,331
4831031022,경상남도 거제시 일운면 구조라리,8,0,78,0,25,0,132
4831031024,경상남도 거제시 일운면 지세포리,59,0,247,31,75,0,385
4831032023,경상남도 거제시 동부면 구천리,38,0,1241,5,92,0,306
3611033027,세종특별자치시  부강면 노호리,20,7,109,14,20,0,47
3611033028,세종특별자치시  부강면 금호리,21,21,239,29,55,0,84
3611034000,세종특별자치시  금남면,350,411,553,522,547,19,4854
3611034021,세종특별자치시  금남면 용포리,7,0,0,23,12,1,87
3611034022,세종특별자치시  금남면 발산리,14,3,0,14,42,0,115
3611034023,세종특별자치시  금남면 감성리,8,11,0,16,14,0,49
3611034024,세종특별자치시  금남면 두만리,14,0,1,35,69,0,174
3611034025,세종특별자치시  금남면 용담리,5,31,3,12,8,0,50
3611034026,세종특별자치시  금남면 축산리,6,0,0,33,29,0,325
3611034027,세종특별자치시  금남면 금천리,2,2,2,25,13,0,473
3611034028,세종특별자치시  금남면 영치리,0,10,0,7,25,0,216
1120010900,서울특별시 성동구 금호동1가,0,0,0,1,0,0,43
1129010600,서울특별시 성북구 동소문동3가,0,0,0,3,0,0,0
1129013700,서울특별시 성북구 상월곡동,0,0,40,10,0,0,4
1129013500,서울특별시 성북구 종암동,5,0,78,46,0,0,18
1171010600,서울특별시 송파구 삼전동,15,0,4,0,15,0,61
1171000000,서울특별시 송파구,485,57,461,440,355,46,1539
1156011200,서울특별시 영등포구 당산동2가,0,0,0,16,0,0,0
1156012300,서울특별시 영등포구 문래동5가,15,0,0,5,8,0,2
1156012500,서울특별시 영등포구 양평동1가,0,0,0,23,0,0,0
1156000000,서울특별시 영등포구,694,0,335,611,218,0,596
1117012000,서울특별시 용산구 도원동,0,0,0,0,0,0,9
4686037030,전라남도 함평군 해보면 대각리,2,0,415,0,65,0,150
4686038022,전라남도 함평군 월야면 양정리,6,2,23,79,46,0,214
4686038025,전라남도 함평군 월야면 월야리,16,0,0,102,87,0,142
4686038026,전라남도 함평군 월야면 월악리,7,18,18,90,88,0,142
4686038027,전라남도 함평군 월야면 계림리,10,6,0,91,9,0,64
4686038031,전라남도 함평군 월야면 용정리,2,0,55,33,11,0,45
4687025000,전라남도 영광군 영광읍,202,161,338,1085,321,117,2418
4687025022,전라남도 영광군 영광읍 백학리,0,1,8,2,4,0,38
4687025026,전라남도 영광군 영광읍 연성리,5,2,44,23,22,20,132
4687025031,전라남도 영광군 영광읍 양평리,22,8,0,70,15,15,165
4687025034,전라남도 영광군 영광읍 입석리,9,1,0,60,3,0,145
4687025036,전라남도 영광군 영광읍 녹사리,4,10,0,67,14,15,144
4729037030,경상북도 경산시 남천면 흥산리,4,0,184,0,58,0,219
4833033022,경상남도 양산시 상북면 대석리,19,0,504,6,102,0,297
4833033026,경상남도 양산시 상북면 좌삼리,8,9,473,5,28,0,179
4833033029,경상남도 양산시 상북면 신전리,20,0,137,5,50,0,78
4833034024,경상남도 양산시 하북면 답곡리,9,0,330,15,73,0,71
4833034027,경상남도 양산시 하북면 삼감리,7,0,205,12,53,0,94
4872025023,경상남도 의령군 의령읍 동동리,24,0,124,127,28,0,72
4872025026,경상남도 의령군 의령읍 만천리,48,0,219,18,39,0,42
4872025029,경상남도 의령군 의령읍 중리,3,0,52,4,51,0,200
4872031022,경상남도 의령군 가례면 양성리,0,0,117,11,21,0,71
4872031024,경상남도 의령군 가례면 괴진리,23,0,649,0,65,0,35
4872031026,경상남도 의령군 가례면 가례리,12,0,155,2,78,0,52
4872032022,경상남도 의령군 칠곡면 내조리,4,0,504,12,49,0,76
3020014700,대전광역시 유성구 송강동,0,14,89,14,6,0,40
3020014100,대전광역시 유성구 전민동,25,28,126,78,71,0,87
3020012100,대전광역시 유성구 죽동,7,9,11,53,22,0,112
3014011600,대전광역시 중구 문화동,0,0,138,54,93,0,78
3014011100,대전광역시 중구 부사동,0,0,32,40,17,0,27
2871025028,인천광역시 강화군 강화읍 월곳리,4,0,21,98,7,0,100
2871040023,인천광역시 강화군 교동면 상용리,17,0,18,132,11,0,199
2871040029,인천광역시 강화군 교동면 양갑리,2,0,0,284,0,6,61
2871033025,인천광역시 강화군 길상면 장흥리,43,18,7,98,21,0,294
2871041027,인천광역시 강화군 삼산면 미법리,6,0,59,20,0,0,15
2871042000,인천광역시 강화군 서도면,72,0,0,354,1,63,823
4688025031,전라남도 장성군 장성읍 용강리,27,0,70,14,3,0,60
4688025032,전라남도 장성군 장성읍 봉덕리,77,0,130,1,0,0,39
4688025035,전라남도 장성군 장성읍 야은리,26,0,12,51,18,0,188
4688031022,전라남도 장성군 진원면 산정리,6,0,0,42,19,0,150
4688031025,전라남도 장성군 진원면 진원리,11,0,17,26,84,0,362
4688032000,전라남도 장성군 남면,100,59,196,436,835,0,1196
4688032027,전라남도 장성군 남면 월정리,19,2,0,156,66,0,165
4688033000,전라남도 장성군 동화면,56,84,713,645,89,0,1316
4688033023,전라남도 장성군 동화면 서양리,7,0,190,25,10,0,201
4688033025,전라남도 장성군 동화면 남평리,3,21,30,74,6,0,104
4688033027,전라남도 장성군 동화면 월산리,10,14,71,82,13,0,175
4427032023,충청남도 당진시 석문면 삼봉리,75,0,0,192,61,400,564
4427032024,충청남도 당진시 석문면 장고항리,31,9,10,153,30,58,320
4427032025,충청남도 당진시 석문면 교로리,180,923,14,82,4,516,456
4427032026,충청남도 당진시 석문면 난지도리,325,1,3,9,1,62,411
4427032027,충청남도 당진시 석문면 초락도리,509,442,2,61,1,579,449
4427033000,충청남도 당진시 대호지면,614,973,146,551,38,593,3673
4427033021,충청남도 당진시 대호지면 조금리,50,94,0,27,5,0,349
4427033022,충청남도 당진시 대호지면 사성리,83,154,9,113,9,114,623
3611036024,세종특별자치시  연서면 고복리,49,45,10,18,41,0,432
3611036025,세종특별자치시  연서면 용암리,33,17,17,21,10,0,281
3611036026,세종특별자치시  연서면 쌍류리,4,24,0,65,41,0,544
3611036027,세종특별자치시  연서면 청라리,1,18,0,22,25,0,268
3611036028,세종특별자치시  연서면 기룡리,5,38,2,24,21,0,626
3611036029,세종특별자치시  연서면 신대리,8,74,36,34,29,0,301
4413133031,충청남도 천안시동남구 북면 납안리,6,0,37,35,37,0,616
4413133032,충청남도 천안시동남구 북면 운용리,1,0,177,8,54,0,345
4413133033,충청남도 천안시동남구 북면 대평리,0,0,346,30,54,0,361
4413134000,충청남도 천안시동남구 성남면,68,294,183,475,376,0,1909
4413134021,충청남도 천안시동남구 성남면 신덕리,1,31,88,51,62,0,243
4773037000,경상북도 의성군 금성면,221,0,4182,932,554,0,1472
4113313200,경기도 성남시중원구 중앙동,1,0,25,12,0,0,29
4427036021,충청남도 당진시 순성면 봉소리,8,39,0,131,22,0,459
4427036022,충청남도 당진시 순성면 백석리,4,9,0,80,31,0,160
4427036023,충청남도 당진시 순성면 양유리,7,0,0,110,29,0,158
4427036024,충청남도 당진시 순성면 나산리,5,0,4,102,4,0,179
4427036025,충청남도 당진시 순성면 광천리,8,16,0,61,8,0,156
4427036026,충청남도 당진시 순성면 본리,8,0,0,101,22,0,230
4427036027,충청남도 당진시 순성면 중방리,11,0,0,148,56,0,275
4427036028,충청남도 당진시 순성면 아찬리,14,0,0,107,14,0,173
4427036029,충청남도 당진시 순성면 옥호리,8,8,8,89,12,0,305
4872042027,경상남도 의령군 유곡면 칠곡리,22,0,297,11,76,0,163
4873025021,경상남도 함안군 가야읍 말산리,13,0,7,37,63,0,17
4413110400,충청남도 천안시동남구 사직동,1,0,1,3,9,0,11
4413110500,충청남도 천안시동남구 영성동,1,0,0,7,0,0,17
4413110600,충청남도 천안시동남구 오룡동,0,0,0,2,3,0,6
4413110700,충청남도 천안시동남구 원성동,5,2,0,83,50,0,60
4413110800,충청남도 천안시동남구 구성동,2,24,146,55,39,0,137
4413110900,충청남도 천안시동남구 청수동,3,7,33,3,8,0,17
4413111000,충청남도 천안시동남구 삼룡동,3,12,178,50,39,0,120
4413111100,충청남도 천안시동남구 청당동,0,25,70,50,23,0,138
4413111200,충청남도 천안시동남구 유량동,7,0,82,68,43,0,417
4729034041,경상북도 경산시 용성면 일광리,3,0,74,0,32,0,28
4159025900,경기도 화성시 향남읍,70,327,554,836,381,213,2619
4159025921,경기도 화성시 향남읍 평리,1,5,0,7,50,0,18
4159025922,경기도 화성시 향남읍 발안리,5,6,0,20,18,0,43
4159025923,경기도 화성시 향남읍 제암리,8,14,0,42,54,0,49
4159025924,경기도 화성시 향남읍 상신리,19,35,0,126,74,84,393
4159025925,경기도 화성시 향남읍 구문천리,9,59,0,33,16,82,324
4159025926,경기도 화성시 향남읍 하길리,3,41,75,117,51,0,457
4159025927,경기도 화성시 향남읍 화리현리,2,0,52,40,6,6,67
4159025928,경기도 화성시 향남읍 상두리,3,0,21,23,9,30,82
4159025929,경기도 화성시 향남읍 백토리,2,3,33,55,2,11,119
4159025930,경기도 화성시 향남읍 길성리,0,22,41,30,4,0,61
4415012500,충청남도 공주시 석장리동,43,0,0,26,13,0,437
4415012600,충청남도 공주시 송선동,4,43,45,49,17,0,244
4415012700,충청남도 공주시 동현동,2,0,39,72,17,0,348
4427039030,충청남도 당진시 송산면 무수리,427,0,0,72,19,116,236
4427039031,충청남도 당진시 송산면 유곡리,2,38,0,201,7,36,302
4427039032,충청남도 당진시 송산면 동곡리,195,21,1,84,0,233,250
4427039033,충청남도 당진시 송산면 가곡리,697,12,16,65,0,274,224
4825012300,경상남도 김해시 유하동,7,0,13,26,63,0,63
4825012400,경상남도 김해시 내덕동,6,31,24,33,38,21,30
4825012500,경상남도 김해시 부곡동,9,0,134,70,133,0,162
4825012600,경상남도 김해시 무계동,9,0,14,7,58,0,15
5011025000,제주특별자치도 제주시 한림읍,585,0,2756,28,24,0,5743
5011025021,제주특별자치도 제주시 한림읍 귀덕리,6,0,47,2,11,0,492
5011025022,제주특별자치도 제주시 한림읍 수원리,3,0,1,0,3,0,111
5011025023,제주특별자치도 제주시 한림읍 대림리,2,0,12,0,7,0,278
5011025024,제주특별자치도 제주시 한림읍 한림리,22,0,9,3,0,0,232
5011025025,제주특별자치도 제주시 한림읍 금악리,360,0,589,0,0,0,2112
5011025026,제주특별자치도 제주시 한림읍 동명리,1,0,14,18,1,0,340
5011025027,제주특별자치도 제주시 한림읍 명월리,0,0,172,1,0,0,379
4413325330,충청남도 천안시서북구 성거읍 석교리,1,13,84,33,16,0,26
4413325331,충청남도 천안시서북구 성거읍 요방리,0,38,110,34,2,0,62
4413325332,충청남도 천안시서북구 성거읍 소우리,6,23,46,52,1,0,126
5013011400,제주특별자치도 서귀포시 대포동,10,0,42,1,12,0,778
5013011500,제주특별자치도 서귀포시 월평동,0,0,0,8,13,0,143
5013011600,제주특별자치도 서귀포시 강정동,76,0,4,39,114,0,1369
5013011700,제주특별자치도 서귀포시 도순동,36,0,16,0,4,0,1444
5013011800,제주특별자치도 서귀포시 하원동,48,0,127,8,13,0,1634
5013011900,제주특별자치도 서귀포시 색달동,27,0,145,13,15,0,1829
5013012000,제주특별자치도 서귀포시 상예동,22,0,95,0,29,0,1347
5013012100,제주특별자치도 서귀포시 하예동,3,0,7,0,22,0,214
5013012200,제주특별자치도 서귀포시 영남동,13,0,20,0,0,0,1763
5013025000,제주특별자치도 서귀포시 대정읍,630,0,1045,72,583,0,5509
4311135037,충청북도 청주시상당구 문의면 등동리,2,0,35,44,9,0,151
4311135038,충청북도 청주시상당구 문의면 묘암리,0,0,0,0,6,0,421
4311135039,충청북도 청주시상당구 문의면 마구리,0,0,0,0,2,0,229
4311135040,충청북도 청주시상당구 문의면 마동리,0,0,0,0,24,0,667
4311135041,충청북도 청주시상당구 문의면 염티리,0,0,0,0,4,0,287
4311135042,충청북도 청주시상당구 문의면 노현리,17,0,0,38,58,0,483
4311200000,충청북도 청주시서원구,370,582,5758,1250,1001,9,3356
4311210100,충청북도 청주시서원구 사직동,29,12,74,18,0,0,89
4311210200,충청북도 청주시서원구 사창동,0,21,25,1,0,0,57
4311210300,충청북도 청주시서원구 모충동,20,21,58,18,18,0,26
4311210400,충청북도 청주시서원구 산남동,1,14,80,35,4,0,50
4311210500,충청북도 청주시서원구 미평동,1,0,79,37,14,0,43
4311210600,충청북도 청주시서원구 분평동,13,6,35,83,102,0,20
4311210700,충청북도 청주시서원구 수곡동,3,41,55,22,14,0,55
4311210800,충청북도 청주시서원구 성화동,2,42,121,26,6,0,64
4311210900,충청북도 청주시서원구 개신동,1,30,47,21,2,0,125
4311211000,충청북도 청주시서원구 죽림동,3,0,27,41,10,0,48
4311211100,충청북도 청주시서원구 장성동,3,0,29,19,16,0,24
4311211200,충청북도 청주시서원구 장암동,12,32,26,58,47,6,78
4311231000,충청북도 청주시서원구 남이면,47,205,2670,530,363,3,1836
4311231021,충청북도 청주시서원구 남이면 척산리,11,11,297,32,44,0,180
4311231022,충청북도 청주시서원구 남이면 외천리,6,0,228,15,28,0,63
4311231023,충청북도 청주시서원구 남이면 문동리,0,0,95,48,11,0,172
4311231024,충청북도 청주시서원구 남이면 척북리,1,0,10,9,8,0,45
4311231025,충청북도 청주시서원구 남이면 산막리,0,21,262,23,26,0,54
4311231026,충청북도 청주시서원구 남이면 비룡리,3,18,78,37,19,0,37
4311231027,충청북도 청주시서원구 남이면 구미리,10,29,76,7,13,3,29
4311231028,충청북도 청주시서원구 남이면 사동리,1,3,170,24,17,0,94
4311231029,충청북도 청주시서원구 남이면 갈원리,3,13,66,25,11,0,48
4311231030,충청북도 청주시서원구 남이면 팔봉리,0,23,159,18,9,0,67
4311231031,충청북도 청주시서원구 남이면 상발리,0,18,82,31,5,0,57
4311231032,충청북도 청주시서원구 남이면 구암리,0,2,97,46,7,0,77
4311231033,충청북도 청주시서원구 남이면 석실리,0,0,118,58,21,0,163
4311231034,충청북도 청주시서원구 남이면 석판리,0,17,58,26,6,0,84
4311231035,충청북도 청주시서원구 남이면 대련리,0,13,20,12,8,0,138
4311231036,충청북도 청주시서원구 남이면 가좌리,0,19,115,34,12,0,141
4311231037,충청북도 청주시서원구 남이면 양촌리,0,4,60,17,29,0,94
4311231038,충청북도 청주시서원구 남이면 가마리,0,5,51,34,24,0,68
4311231039,충청북도 청주시서원구 남이면 수대리,0,8,75,20,14,0,76
4311231040,충청북도 청주시서원구 남이면 부용외천리,9,0,551,13,51,0,150
4311232000,충청북도 청주시서원구 현도면,235,158,2434,341,407,0,842
4311232021,충청북도 청주시서원구 현도면 상삼리,0,4,133,18,14,0,44
4311232022,충청북도 청주시서원구 현도면 중삼리,2,2,107,14,16,0,46
4311232023,충청북도 청주시서원구 현도면 죽전리,18,45,98,32,58,0,40
4311232024,충청북도 청주시서원구 현도면 우록리,4,11,247,30,41,0,88
4311232025,충청북도 청주시서원구 현도면 시동리,0,10,186,27,22,0,54
4311232026,충청북도 청주시서원구 현도면 선동리,1,18,82,25,11,0,47
4311232027,충청북도 청주시서원구 현도면 시목리,21,14,80,44,24,0,56
4311232028,충청북도 청주시서원구 현도면 중척리,80,10,169,22,41,0,67
4311232029,충청북도 청주시서원구 현도면 하석리,33,0,426,16,34,0,76
4311232030,충청북도 청주시서원구 현도면 노산리,37,3,159,45,82,0,71
4311232031,충청북도 청주시서원구 현도면 달계리,0,24,208,40,9,0,70
4311232032,충청북도 청주시서원구 현도면 매봉리,3,18,106,13,11,0,44
4311232033,충청북도 청주시서원구 현도면 양지리,30,1,107,8,14,0,55
4311232034,충청북도 청주시서원구 현도면 죽암리,4,0,327,7,29,0,85
4311300000,충청북도 청주시흥덕구,1113,1150,4348,2656,3199,128,7300
4311310400,충청북도 청주시흥덕구 운천동,10,3,28,4,0,0,48
4311310500,충청북도 청주시흥덕구 신봉동,13,11,50,12,2,0,32
4311311300,충청북도 청주시흥덕구 가경동,7,23,6,81,15,0,202
4311311400,충청북도 청주시흥덕구 복대동,11,93,16,50,85,0,133
4311311500,충청북도 청주시흥덕구 봉명동,0,46,59,27,0,0,197
4311311600,충청북도 청주시흥덕구 송정동,0,26,0,36,10,0,136
4311311700,충청북도 청주시흥덕구 강서동,3,10,17,43,8,0,87
4311311800,충청북도 청주시흥덕구 석곡동,3,9,23,33,18,0,104
4311311900,충청북도 청주시흥덕구 휴암동,0,18,36,48,15,0,131
4311312000,충청북도 청주시흥덕구 신전동,3,44,2,18,16,0,103
4311312100,충청북도 청주시흥덕구 현암동,1,27,21,25,8,0,119
4311312200,충청북도 청주시흥덕구 동막동,1,57,27,29,19,0,181
4311312300,충청북도 청주시흥덕구 수의동,1,41,24,34,15,0,258
4311312400,충청북도 청주시흥덕구 지동동,12,37,67,48,72,0,138
4311312500,충청북도 청주시흥덕구 서촌동,20,18,8,59,54,7,120
4311312600,충청북도 청주시흥덕구 신성동,6,6,2,8,17,0,45
4311312700,충청북도 청주시흥덕구 평동,0,0,0,54,19,0,32
4311312800,충청북도 청주시흥덕구 신대동,58,0,23,93,76,0,10
4311312900,충청북도 청주시흥덕구 남촌동,0,0,0,19,35,0,24
4311313000,충청북도 청주시흥덕구 내곡동,1,5,0,43,26,0,53
4311313100,충청북도 청주시흥덕구 상신동,14,2,16,75,10,25,39
4311313200,충청북도 청주시흥덕구 원평동,32,0,22,35,39,37,27
4311313300,충청북도 청주시흥덕구 문암동,9,8,28,28,1,0,19
4136011200,경기도 남양주시 다산동,40,12,0,137,147,0,452
4775031500,경상북도 청송군 주왕산면,314,0,10509,70,600,0,1871
4775031521,경상북도 청송군 주왕산면 상평리,46,0,387,9,89,0,25
4775031522,경상북도 청송군 주왕산면 지리,38,0,536,28,18,0,58
4775031523,경상북도 청송군 주왕산면 하의리,15,0,544,18,66,0,114
4775031524,경상북도 청송군 주왕산면 상의리,48,0,1918,5,51,0,365
4775031525,경상북도 청송군 주왕산면 부일리,41,0,1495,3,123,0,162
4775031526,경상북도 청송군 주왕산면 신점리,25,0,934,7,31,0,135
4775031527,경상북도 청송군 주왕산면 주산지리,46,0,2334,0,115,0,422
4775031528,경상북도 청송군 주왕산면 내룡리,23,0,908,0,38,0,182
4775031529,경상북도 청송군 주왕산면 라리,11,0,776,0,57,0,262
4775031530,경상북도 청송군 주왕산면 항리,21,0,677,0,13,0,145
3611011500,세종특별자치시  산울동,0,18,55,33,14,0,166
3611011600,세종특별자치시  해밀동,0,7,18,12,19,0,43
3611011700,세종특별자치시  합강동,1,11,28,19,19,0,195
3611011800,세종특별자치시  집현동,6,79,105,36,39,0,291
4375033032,충청북도 진천군 문백면 구산동리,30,22,97,30,33,0,49
4719025600,경상북도 구미시 산동읍,115,70,783,662,956,0,3206
4719025621,경상북도 구미시 산동읍 동곡리,5,0,3,100,60,0,263
4719025622,경상북도 구미시 산동읍 도중리,7,9,20,52,65,0,367
4719025623,경상북도 구미시 산동읍 적림리,8,14,44,27,43,0,119
4719025624,경상북도 구미시 산동읍 성수리,33,23,86,31,251,0,35
4719025625,경상북도 구미시 산동읍 신당리,4,18,69,57,100,0,176
4719025626,경상북도 구미시 산동읍 봉산리,14,1,12,98,76,0,141
4719025627,경상북도 구미시 산동읍 임천리,8,1,1,97,102,0,268
4719025628,경상북도 구미시 산동읍 인덕리,14,4,35,90,98,0,384
4719025629,경상북도 구미시 산동읍 백현리,15,0,377,58,103,0,1090
4719025630,경상북도 구미시 산동읍 송산리,7,0,136,50,59,0,363
4146125900,경기도 용인시처인구 남사읍,190,41,1230,964,779,0,2673
4146125921,경기도 용인시처인구 남사읍 봉무리,27,0,11,81,49,0,267
4146125922,경기도 용인시처인구 남사읍 북리,18,0,95,101,43,0,541
4146125923,경기도 용인시처인구 남사읍 통삼리,7,22,40,85,28,0,372
4146125924,경기도 용인시처인구 남사읍 봉명리,17,1,11,103,92,0,348
4146125925,경기도 용인시처인구 남사읍 진목리,20,5,1,110,155,0,70
4146125926,경기도 용인시처인구 남사읍 원암리,8,0,135,42,50,0,44
4146125927,경기도 용인시처인구 남사읍 전궁리,7,0,93,75,93,0,37
4146125928,경기도 용인시처인구 남사읍 방아리,32,5,266,160,110,0,132
4146125929,경기도 용인시처인구 남사읍 창리,25,3,93,98,46,0,420
4146125930,경기도 용인시처인구 남사읍 아곡리,12,1,97,65,47,0,165
4146125931,경기도 용인시처인구 남사읍 완장리,17,5,386,44,65,0,273
4713031500,경상북도 경주시 문무대왕면,377,39,5725,378,1049,0,4435
4713031521,경상북도 경주시 문무대왕면 어일리,39,19,14,87,54,0,497
4713031522,경상북도 경주시 문무대왕면 입천리,52,0,301,6,82,0,340
4713031523,경상북도 경주시 문무대왕면 두산리,18,0,87,34,60,0,105
4713031524,경상북도 경주시 문무대왕면 송전리,8,0,270,61,60,0,240
4713031525,경상북도 경주시 문무대왕면 죽전리,6,0,201,4,35,0,179
4713031526,경상북도 경주시 문무대왕면 구길리,27,9,287,21,47,0,129
4713031527,경상북도 경주시 문무대왕면 용당리,24,8,184,74,17,0,51
4713031528,경상북도 경주시 문무대왕면 봉길리,22,3,347,15,47,0,120
4713031529,경상북도 경주시 문무대왕면 권이리,12,0,658,1,52,0,69
4713031530,경상북도 경주시 문무대왕면 호암리,9,0,656,13,29,0,222
4713031531,경상북도 경주시 문무대왕면 용동리,52,0,915,36,197,0,509
4713031532,경상북도 경주시 문무대왕면 와읍리,28,0,70,5,86,0,369
4713031533,경상북도 경주시 문무대왕면 안동리,48,0,420,14,118,0,539
4713031534,경상북도 경주시 문무대왕면 장항리,33,0,992,8,103,0,798
4713031535,경상북도 경주시 문무대왕면 범곡리,0,0,322,1,63,0,267
4671025039,전라남도 담양군 담양읍 담빛리,5,6,11,25,16,0,45
4671040035,전라남도 담양군 수북면 담빛리,0,0,0,11,20,0,1
4688034021,전라남도 장성군 삼서면 대곡리,9,45,113,84,17,0,157
4817043027,경상남도 진주시 미천면 미곡리,4,0,222,57,7,2,99
4817044000,경상남도 진주시 명석면,115,0,4478,686,210,3,1433
4817044022,경상남도 진주시 명석면 왕지리,4,0,235,49,12,0,42
4817044025,경상남도 진주시 명석면 계원리,5,0,202,55,13,0,103
4817044027,경상남도 진주시 명석면 외율리,2,0,779,43,41,3,196
4817044030,경상남도 진주시 명석면 용산리,14,0,672,86,15,0,207
4817045023,경상남도 진주시 대평면 하촌리,131,0,206,21,5,0,35
4817045026,경상남도 진주시 대평면 내촌리,152,0,118,30,1,0,104
4817046023,경상남도 진주시 수곡면 대천리,5,0,54,107,45,0,359
4812125040,경상남도 창원시의창구 동읍 봉강리,6,3,27,36,40,0,76
4812125041,경상남도 창원시의창구 동읍 본포리,46,1,45,11,33,0,91
4812125042,경상남도 창원시의창구 동읍 노연리,68,0,6,88,100,0,118
4721033030,경상북도 영주시 문수면 대양리,2,0,166,47,18,0,89
4785031039,경상북도 칠곡군 지천면 연화리,3,0,63,111,36,0,457
3611036030,세종특별자치시  연서면 국촌리,10,19,17,20,15,5,75
3611036031,세종특별자치시  연서면 와촌리,5,79,4,56,54,0,473
3611036032,세종특별자치시  연서면 부동리,4,7,0,24,17,4,81
3611036033,세종특별자치시  연서면 봉암리,54,24,1,25,86,14,131
3611037000,세종특별자치시  전의면,97,196,793,542,401,8,4183
3611037021,세종특별자치시  전의면 읍내리,7,10,54,32,6,0,49
3611037022,세종특별자치시  전의면 동교리,7,25,44,18,15,0,67
3611037023,세종특별자치시  전의면 서정리,6,20,111,23,18,0,117
3611037024,세종특별자치시  전의면 원성리,4,23,6,20,7,8,155
3611037025,세종특별자치시  전의면 신흥리,2,0,4,18,8,0,57
3611037026,세종특별자치시  전의면 유천리,17,23,86,81,72,0,826
4681037027,전라남도 강진군 작천면 야흥리,28,3,94,94,56,0,91
4681037028,전라남도 강진군 작천면 삼당리,13,9,96,63,36,0,58
4681038000,전라남도 강진군 병영면,70,18,1343,454,123,5,674
4681038022,전라남도 강진군 병영면 지로리,9,0,277,11,4,0,64
4681038025,전라남도 강진군 병영면 삼인리,9,0,62,55,4,0,63
5011010200,제주특별자치도 제주시 일도이동,2,0,16,0,0,0,204
5011010300,제주특별자치도 제주시 이도일동,1,0,3,0,0,0,62
5011010400,제주특별자치도 제주시 이도이동,7,0,5,0,0,0,285
5011010500,제주특별자치도 제주시 삼도일동,4,0,1,1,0,0,81
5011010600,제주특별자치도 제주시 삼도이동,13,0,2,0,0,0,68
5011010700,제주특별자치도 제주시 건입동,43,0,21,0,6,0,182
4824035026,경상남도 사천시 곤양면 환덕리,29,2,225,100,20,40,206
4824035027,경상남도 사천시 곤양면 묵곡리,12,0,532,137,10,0,204
4824035030,경상남도 사천시 곤양면 검정리,4,0,49,50,4,1,146
4824035033,경상남도 사천시 곤양면 맥사리,7,0,241,43,27,0,37
4824036025,경상남도 사천시 곤명면 초량리,12,0,236,32,44,0,105
4824036027,경상남도 사천시 곤명면 은사리,6,0,165,47,88,0,253
4824036030,경상남도 사천시 곤명면 작팔리,57,0,144,34,0,0,84
4824036033,경상남도 사천시 곤명면 신흥리,134,0,365,38,6,0,63
4824036035,경상남도 사천시 곤명면 금성리,175,0,100,56,3,0,35
4824037021,경상남도 사천시 서포면 금진리,6,0,256,59,19,52,184
4824037026,경상남도 사천시 서포면 자혜리,22,0,70,43,4,96,246
4824037028,경상남도 사천시 서포면 다평리,71,0,318,53,14,114,245
4111113200,경기도 수원시장안구 율전동,3,7,3,8,19,0,151
4111113300,경기도 수원시장안구 천천동,10,20,19,24,43,0,82
4111113400,경기도 수원시장안구 영화동,3,0,33,8,30,0,56
4111113500,경기도 수원시장안구 송죽동,19,9,58,27,11,0,44
4111113600,경기도 수원시장안구 조원동,0,3,97,48,50,0,90
4111113700,경기도 수원시장안구 연무동,4,0,23,1,28,0,40
4111113800,경기도 수원시장안구 상광교동,3,0,363,2,22,0,193
4111113900,경기도 수원시장안구 하광교동,44,0,321,14,30,0,70
4111312600,경기도 수원시권선구 세류동,6,2,30,54,106,0,169
4111312700,경기도 수원시권선구 평동,1,0,0,19,58,0,1
4111312800,경기도 수원시권선구 고색동,14,30,0,106,229,0,86
4111312900,경기도 수원시권선구 오목천동,22,4,16,114,12,0,207
4163011700,경기도 양주시 회정동,13,0,123,40,72,15,87
4163025000,경기도 양주시 백석읍,68,36,1928,307,400,34,1338
4163025021,경기도 양주시 백석읍 방성리,21,2,517,49,104,20,203
5013025021,제주특별자치도 서귀포시 대정읍 상모리,5,0,198,5,1,0,936
4812725025,경상남도 창원시마산회원구 내서읍 중리,24,0,271,5,150,0,103
4812725026,경상남도 창원시마산회원구 내서읍 상곡리,3,0,213,1,30,0,39
4812725027,경상남도 창원시마산회원구 내서읍 원계리,10,0,389,0,53,0,42
4812725028,경상남도 창원시마산회원구 내서읍 삼계리,22,1,549,13,132,0,209
4812725029,경상남도 창원시마산회원구 내서읍 신감리,10,0,778,1,89,0,119
4812725030,경상남도 창원시마산회원구 내서읍 감천리,17,0,533,6,90,0,201
4812900000,경상남도 창원시진해구,1493,176,3902,406,1455,0,4820
4812910100,경상남도 창원시진해구 동상동,0,0,0,0,4,0,4
4812910200,경상남도 창원시진해구 도천동,0,0,0,0,7,0,2
4812910300,경상남도 창원시진해구 도만동,0,0,0,4,8,0,0
4812910400,경상남도 창원시진해구 신흥동,0,0,0,0,8,0,0
