stdg_Cd,bjd_Nm,vldsia_Rfld1_Area,vldsia_Rfld2_Area,vldsia_Rfld3_Area,vldsia_Rfld4_Area,vldsia_Rfld5_Area,vldsia_Rfld6_Area
4377032025,충청북도 음성군 원남면 하당리,0,1,4,2,2,2
4377032028,충청북도 음성군 원남면 구안리,0,0,5,0,0,0
4377032032,충청북도 음성군 원남면 삼용리,0,3,8,2,1,0
4377033000,충청북도 음성군 맹동면,13,39,105,23,11,19
4377033023,충청북도 음성군 맹동면 마산리,1,5,11,5,1,3
4377033025,충청북도 음성군 맹동면 용촌리,4,6,44,8,6,6
4377033030,충청북도 음성군 맹동면 군자리,-,-,-,-,-,-
4377034021,충청북도 음성군 대소면 오산리,4,19,30,20,9,9
4377034024,충청북도 음성군 대소면 성본리,11,15,17,12,4,3
4377034027,충청북도 음성군 대소면 삼정리,2,9,28,14,4,7
4377034028,충청북도 음성군 대소면 미곡리,2,17,32,19,3,9
4183040025,경기도 양평군 용문면 연수리,0,0,0,0,2,2
4150034022,경기도 이천시 마장면 양촌리,2,3,1,0,0,1
4150034024,경기도 이천시 마장면 회억리,4,6,2,1,0,1
4150034030,경기도 이천시 마장면 덕평리,4,9,8,3,1,3
4150034033,경기도 이천시 마장면 작촌리,8,5,3,1,0,0
4150035026,경기도 이천시 대월면 사동리,4,8,4,2,1,2
4150035027,경기도 이천시 대월면 대대리,16,20,11,5,2,7
4150035030,경기도 이천시 대월면 구시리,40,61,21,9,6,12
4150035033,경기도 이천시 대월면 장평리,6,13,6,2,1,2
4150036021,경기도 이천시 모가면 진가리,16,15,6,2,0,1
4150036024,경기도 이천시 모가면 송곡리,7,15,9,4,1,4
4150036027,경기도 이천시 모가면 원두리,7,19,7,4,4,5
4380034026,충청북도 단양군 어상천면 방북리,0,0,0,0,1,2
4380035023,충청북도 단양군 적성면 하리,3,0,0,1,0,5
4380035027,충청북도 단양군 적성면 기동리,0,0,1,0,0,1
4380035030,충청북도 단양군 적성면 대가리,2,0,1,0,0,1
4380035032,충청북도 단양군 적성면 하원곡리,0,0,1,0,1,0
4380036021,충청북도 단양군 단성면 북상리,0,0,0,0,0,1
4380036023,충청북도 단양군 단성면 상방리,-,-,-,-,-,-
4380036027,충청북도 단양군 단성면 장회리,-,-,-,-,-,-
4874034027,경상남도 창녕군 이방면 모곡리,3,3,2,1,0,0
4874034030,경상남도 창녕군 이방면 거남리,3,3,2,1,0,0
4874034032,경상남도 창녕군 이방면 장천리,3,3,2,0,0,0
4874035021,경상남도 창녕군 유어면 부곡리,3,3,1,0,1,0
4874035024,경상남도 창녕군 유어면 세진리,4,4,3,0,0,0
4874035027,경상남도 창녕군 유어면 진창리,5,2,4,1,0,0
4874035029,경상남도 창녕군 유어면 풍조리,9,4,3,0,0,0
4874036021,경상남도 창녕군 대지면 모산리,3,3,4,2,1,1
4874036024,경상남도 창녕군 대지면 창산리,3,7,15,5,2,4
4874036027,경상남도 창녕군 대지면 구미리,1,5,1,2,1,2
4874037000,경상남도 창녕군 계성면,30,44,50,9,3,1
4874037023,경상남도 창녕군 계성면 신당리,2,6,2,0,0,0
4146125022,경기도 용인시처인구 포곡읍 금어리,13,21,4,2,1,1
4146125023,경기도 용인시처인구 포곡읍 둔전리,16,36,7,2,1,4
4146125024,경기도 용인시처인구 포곡읍 영문리,28,50,13,2,4,1
4146125025,경기도 용인시처인구 포곡읍 마성리,54,50,12,4,1,3
4146125027,경기도 용인시처인구 포곡읍 전대리,2,11,1,0,1,0
4146125028,경기도 용인시처인구 포곡읍 유운리,7,35,23,10,10,26
4146125029,경기도 용인시처인구 포곡읍 신원리,15,25,3,2,2,4
4691031025,전라남도 신안군 증도면 병풍리,23,5,6,4,9,10
4691032022,전라남도 신안군 임자면 대기리,143,77,161,97,89,66
4691032025,전라남도 신안군 임자면 삼두리,39,27,34,19,11,16
4691032028,전라남도 신안군 임자면 수도리,2,1,1,0,0,0
4691033023,전라남도 신안군 자은면 대율리,1,9,5,4,2,3
4691033027,전라남도 신안군 자은면 백산리,23,12,4,3,1,1
4691034000,전라남도 신안군 비금면,15,46,69,68,58,99
4691034023,전라남도 신안군 비금면 도고리,1,3,3,5,4,6
4691034026,전라남도 신안군 비금면 지당리,2,6,11,9,7,6
4691034029,전라남도 신안군 비금면 고서리,2,6,7,7,5,6
4691035021,전라남도 신안군 도초면 발매리,3,2,3,6,7,13
4691035024,전라남도 신안군 도초면 오류리,1,0,3,1,2,2
4775036032,경상북도 청송군 파천면 관리,1,30,2,0,0,0
4775036034,경상북도 청송군 파천면 덕천리,0,5,2,1,0,0
4775036037,경상북도 청송군 파천면 병부리,1,3,0,0,0,0
4775036041,경상북도 청송군 파천면 신기리,0,10,1,0,0,0
4775037000,경상북도 청송군 진보면,43,207,76,42,28,43
4775037039,경상북도 청송군 진보면 합강리,0,2,2,1,0,0
4775037041,경상북도 청송군 진보면 추현리,0,3,1,0,0,0
4775037044,경상북도 청송군 진보면 광덕리,35,60,24,23,16,21
4775037047,경상북도 청송군 진보면 시량리,1,21,2,1,1,1
4776025022,경상북도 영양군 영양읍 서부리,2,15,8,4,2,7
4776025025,경상북도 영양군 영양읍 황용리,1,0,0,0,0,0
4776025030,경상북도 영양군 영양읍 무학리,-,-,-,-,-,-
4313037025,충청북도 충주시 앙성면 중전리,1,1,2,0,0,1
4313037027,충청북도 충주시 앙성면 목미리,1,2,1,0,0,2
4313037030,충청북도 충주시 앙성면 용대리,0,3,2,1,1,1
4313037033,충청북도 충주시 앙성면 돈산리,1,3,1,1,0,1
4313039023,충청북도 충주시 금가면 유송리,6,11,1,2,2,2
4313039026,충청북도 충주시 금가면 문산리,1,11,8,2,3,2
4313039029,충청북도 충주시 금가면 사암리,9,11,10,2,3,8
4313040021,충청북도 충주시 동량면 조동리,0,1,1,1,2,1
4313040023,충청북도 충주시 동량면 지동리,-,-,-,-,-,-
4882038023,경상남도 고성군 개천면 가천리,18,33,17,15,4,15
4882038025,경상남도 고성군 개천면 용안리,5,13,4,2,0,7
4882038028,경상남도 고성군 개천면 예성리,21,10,9,4,2,6
4882039021,경상남도 고성군 구만면 효락리,9,24,30,16,7,20
4882039025,경상남도 고성군 구만면 용와리,6,8,15,9,4,12
4882040023,경상남도 고성군 회화면 봉동리,6,23,23,11,6,12
4882040026,경상남도 고성군 회화면 녹명리,1,9,7,5,4,4
4882041022,경상남도 고성군 마암면 삼락리,6,8,10,5,3,7
4882041025,경상남도 고성군 마암면 도전리,7,35,28,15,17,8
4882041026,경상남도 고성군 마암면 장산리,11,14,12,4,4,9
4882041029,경상남도 고성군 마암면 석마리,15,22,12,6,3,2
4146134029,경기도 용인시처인구 원삼면 목신리,58,90,68,17,12,11
4146134030,경기도 용인시처인구 원삼면 학일리,34,38,16,9,5,14
4146134031,경기도 용인시처인구 원삼면 문촌리,40,36,17,7,5,4
4146134032,경기도 용인시처인구 원삼면 가재월리,27,53,44,11,5,11
4146135000,경기도 용인시처인구 백암면,842,1564,748,370,171,205
4146135021,경기도 용인시처인구 백암면 백암리,10,57,42,4,1,1
4146135022,경기도 용인시처인구 백암면 박곡리,26,53,12,3,1,1
4146135023,경기도 용인시처인구 백암면 백봉리,79,188,89,61,21,20
4146135024,경기도 용인시처인구 백암면 고안리,135,218,69,32,14,13
4146135025,경기도 용인시처인구 백암면 옥산리,98,138,72,45,17,24
4146135026,경기도 용인시처인구 백암면 장평리,55,186,104,43,29,19
4372037039,충청북도 보은군 회남면 남대문리,1,1,0,0,0,0
4479034024,충청남도 청양군 목면 안심리,28,52,29,19,3,1
4479034026,충청남도 청양군 목면 본의리,19,34,15,8,2,7
4479035021,충청남도 청양군 청남면 청소리,21,52,20,4,3,5
4479035024,충청남도 청양군 청남면 천내리,31,46,9,3,0,1
4479035026,충청남도 청양군 청남면 중산리,34,47,21,8,3,7
4479035028,충청남도 청양군 청남면 인양리,110,469,286,212,165,324
4479035030,충청남도 청양군 청남면 아산리,35,91,11,4,3,39
4479036021,충청남도 청양군 장평면 중추리,24,49,5,2,2,5
4479036023,충청남도 청양군 장평면 미당리,12,19,15,3,0,0
4479036026,충청남도 청양군 장평면 지천리,2,11,1,7,0,1
4479036028,충청남도 청양군 장평면 화산리,8,36,17,3,1,1
4615032025,전라남도 순천시 서면 동산리,2,1,1,2,1,1
4615032028,전라남도 순천시 서면 선평리,1,3,2,1,0,1
4615032030,전라남도 순천시 서면 구상리,1,2,3,1,2,2
4615032033,전라남도 순천시 서면 판교리,1,1,2,1,1,1
4615033021,전라남도 순천시 황전면 죽청리,1,2,1,1,1,0
4615033024,전라남도 순천시 황전면 괴목리,2,0,1,1,0,0
4615033026,전라남도 순천시 황전면 황학리,6,4,2,2,0,1
4615033027,전라남도 순천시 황전면 월산리,3,10,2,1,0,0
4615033030,전라남도 순천시 황전면 선변리,15,4,2,2,0,2
4615033034,전라남도 순천시 황전면 모전리,8,4,5,4,2,2
4615034000,전라남도 순천시 월등면,22,46,40,35,18,31
4615034022,전라남도 순천시 월등면 농선리,8,7,5,2,2,3
4180036027,경기도 연천군 신서면 도밀리,0,1,0,1,1,2
4180036030,경기도 연천군 신서면 신현리,0,0,7,0,0,0
4180037022,경기도 연천군 중면 횡산리,0,20,48,2,0,0
4180038022,경기도 연천군 장남면 자작리,0,41,1,0,0,0
4180038024,경기도 연천군 장남면 반정리,0,1,11,0,0,0
4480036026,충청남도 홍성군 결성면 무량리,4,13,19,12,2,4
4480036028,충청남도 홍성군 결성면 용호리,5,15,35,24,12,6
4480037021,충청남도 홍성군 서부면 이호리,3,20,26,5,3,4
4480037024,충청남도 홍성군 서부면 상황리,3,20,26,9,1,3
4480037027,충청남도 홍성군 서부면 남당리,2,30,35,9,4,5
4480037029,충청남도 홍성군 서부면 양곡리,2,13,7,3,2,3
4817033023,경상남도 진주시 금곡면 송곡리,1,5,2,1,1,2
4817033024,경상남도 진주시 금곡면 정자리,7,14,12,10,7,18
4817031000,경상남도 진주시 내동면,33,27,13,7,9,18
4817037024,경상남도 진주시 이반성면 용암리,4,8,4,4,3,8
4415036023,충청남도 공주시 의당면 오인리,8,32,19,9,7,10
4415036026,충청남도 공주시 의당면 청룡리,10,38,114,17,13,21
4183041028,경기도 양평군 개군면 자연리,2,4,5,3,2,4
4183041031,경기도 양평군 개군면 주읍리,4,4,1,0,1,2
4375032032,충청북도 진천군 초평면 중석리,14,138,66,43,23,31
4375033026,충청북도 진천군 문백면 계산리,38,50,31,25,11,14
4375033029,충청북도 진천군 문백면 도하리,54,89,45,26,12,16
4375033031,충청북도 진천군 문백면 태락리,9,51,26,16,7,16
4375034022,충청북도 진천군 백곡면 용덕리,5,23,19,8,2,3
4375034024,충청북도 진천군 백곡면 양백리,0,3,3,2,1,2
4375034027,충청북도 진천군 백곡면 대문리,0,6,3,8,2,1
4375034029,충청북도 진천군 백곡면 사송리,2,22,10,5,5,8
4375035021,충청북도 진천군 이월면 사곡리,15,141,68,27,11,12
4375035024,충청북도 진천군 이월면 장양리,4,111,67,38,24,53
4482532025,충청남도 태안군 남면 양잠리,75,87,92,26,41,47
4482533000,충청남도 태안군 근흥면,362,765,431,272,145,398
4482533023,충청남도 태안군 근흥면 마금리,64,105,55,30,11,22
4482533029,충청남도 태안군 근흥면 가의도리,-,-,-,-,-,-
4482534022,충청남도 태안군 소원면 법산리,17,22,28,42,10,38
4482534024,충청남도 태안군 소원면 영전리,11,54,51,36,23,29
4482534025,충청남도 태안군 소원면 소근리,47,62,37,30,16,35
4482534028,충청남도 태안군 소원면 파도리,49,112,37,32,14,36
4482535021,충청남도 태안군 원북면 반계리,74,56,16,6,10,6
4482535025,충청남도 태안군 원북면 신두리,31,135,49,18,8,21
4482535027,충청남도 태안군 원북면 대기리,4,76,28,9,3,17
4482535030,충청남도 태안군 원북면 양산리,16,83,33,22,14,17
2871035021,인천광역시 강화군 양도면 하일리,16,40,44,23,9,18
2871035024,인천광역시 강화군 양도면 인산리,26,68,14,9,4,4
2871035027,인천광역시 강화군 양도면 도장리,40,104,71,35,12,16
2871036023,인천광역시 강화군 내가면 외포리,19,21,10,8,4,4
2871037000,인천광역시 강화군 하점면,499,1657,499,115,42,47
2871037023,인천광역시 강화군 하점면 부근리,17,10,5,0,1,1
2871037026,인천광역시 강화군 하점면 망월리,166,1082,328,50,20,11
2871038000,인천광역시 강화군 양사면,131,144,60,29,21,14
2871038024,인천광역시 강화군 양사면 교산리,36,36,26,15,15,4
2871039022,인천광역시 강화군 송해면 신당리,31,84,68,34,25,44
4423034022,충청남도 논산시 상월면 산성리,7,6,3,2,2,8
4423034025,충청남도 논산시 상월면 석종리,9,18,17,9,3,7
4423034028,충청남도 논산시 상월면 대우리,5,1,1,0,0,11
4155035033,경기도 안성시 대덕면 소내리,1,3,4,3,1,3
4315025035,충청북도 제천시 봉양읍 마곡리,6,2,1,1,0,1
4315031021,충청북도 제천시 금성면 구룡리,1,3,2,1,0,0
4315031023,충청북도 제천시 금성면 월굴리,0,0,0,0,0,1
4315031026,충청북도 제천시 금성면 활산리,0,2,2,1,0,2
4315031029,충청북도 제천시 금성면 진리,-,-,-,-,-,-
4315031033,충청북도 제천시 금성면 대장리,0,0,1,1,1,1
4415033027,충청남도 공주시 계룡면 중장리,15,39,23,13,9,12
4415033030,충청남도 공주시 계룡면 경천리,63,144,332,40,24,94
4415033034,충청남도 공주시 계룡면 월곡리,10,27,57,50,10,19
4415033037,충청남도 공주시 계룡면 유평리,21,38,118,90,11,16
4415034030,충청남도 공주시 반포면 상신리,1,6,4,1,1,2
4471032023,충청남도 금산군 제원면 수당리,8,12,2,1,0,1
4471032024,충청남도 금산군 제원면 명곡리,3,5,2,1,0,1
4122037000,경기도 평택시 현덕면,27,180,201,140,78,148
4122037022,경기도 평택시 현덕면 운정리,0,3,3,1,2,1
4122037025,경기도 평택시 현덕면 인광리,0,12,16,14,7,12
4122037029,경기도 평택시 현덕면 기산리,2,50,46,29,11,29
4122037031,경기도 평택시 현덕면 장수리,2,5,4,5,4,11
4125000000,경기도 동두천시,5,29,7,2,1,1
4125010300,경기도 동두천시 생연동,-,-,-,-,-,-
4159025330,경기도 화성시 봉담읍 당하리,0,1,1,0,0,0
4159025336,경기도 화성시 봉담읍 상기리,1,4,3,1,1,1
4423038023,충청남도 논산시 벌곡면 사정리,2,0,0,0,0,0
4423038025,충청남도 논산시 벌곡면 검천리,1,1,0,0,0,0
4423038028,충청남도 논산시 벌곡면 도산리,3,1,0,0,0,0
4423038031,충청남도 논산시 벌곡면 조동리,0,1,1,0,0,0
4423038034,충청남도 논산시 벌곡면 양산리,1,1,1,0,0,0
4423039024,충청남도 논산시 양촌면 양촌리,3,3,2,2,1,1
4423039027,충청남도 논산시 양촌면 채광리,2,3,1,10,1,1
4155039035,경기도 안성시 일죽면 화봉리,2,11,5,2,2,1
4155040022,경기도 안성시 죽산면 매산리,26,69,59,67,14,10
4155040025,경기도 안성시 죽산면 장능리,5,42,75,26,51,20
4155040030,경기도 안성시 죽산면 두교리,23,18,1,0,0,0
4155041024,경기도 안성시 삼죽면 덕산리,12,15,7,4,3,2
4155041027,경기도 안성시 삼죽면 진촌리,2,34,14,2,0,1
4155041030,경기도 안성시 삼죽면 기솔리,1,31,27,2,1,2
4155042022,경기도 안성시 고삼면 신창리,3,25,29,22,8,20
4155042025,경기도 안성시 고삼면 삼은리,2,3,2,1,0,0
4155042027,경기도 안성시 고삼면 월향리,3,6,6,4,4,5
4157010400,경기도 김포시 장기동,1,0,2,1,0,1
4157010700,경기도 김포시 풍무동,0,0,2,1,1,2
4711125621,경상북도 포항시남구 오천읍 원리,0,5,0,2,0,1
4711125626,경상북도 포항시남구 오천읍 문충리,3,4,5,2,0,6
4711125629,경상북도 포항시남구 오천읍 세계리,2,6,2,1,2,1
4711125631,경상북도 포항시남구 오천읍 구정리,-,-,-,-,-,-
4711131022,경상북도 포항시남구 대송면 장동리,1,4,4,3,2,3
4711131025,경상북도 포항시남구 대송면 대각리,1,4,0,1,1,2
4711131029,경상북도 포항시남구 대송면 남성리,1,5,3,2,1,4
4711132021,경상북도 포항시남구 동해면 도구리,0,2,2,0,1,0
4711132024,경상북도 포항시남구 동해면 신정리,0,1,2,1,1,3
4711132027,경상북도 포항시남구 동해면 입암리,0,0,0,0,0,1
4315033026,충청북도 제천시 수산면 대전리,-,-,-,-,-,-
4315033029,충청북도 제천시 수산면 원대리,-,-,-,-,-,-
4315033032,충청북도 제천시 수산면 구곡리,-,-,-,-,-,-
4315033035,충청북도 제천시 수산면 지곡리,-,-,-,-,-,-
4315033040,충청북도 제천시 수산면 하천리,-,-,-,-,-,-
4315034023,충청북도 제천시 덕산면 신현리,0,0,1,0,1,5
4315034026,충청북도 제천시 덕산면 도기리,5,16,1,2,1,4
4471035024,충청남도 금산군 남일면 초현리,7,33,6,2,0,2
4471035026,충청남도 금산군 남일면 신정리,12,58,11,1,2,2
4471036000,충청남도 금산군 남이면,46,340,82,28,11,29
4471036025,충청남도 금산군 남이면 대양리,6,28,6,4,1,3
4471036028,충청남도 금산군 남이면 매곡리,4,48,11,2,0,1
4471036030,충청남도 금산군 남이면 성곡리,12,61,12,1,1,3
4471037022,충청남도 금산군 진산면 엄정리,1,6,4,1,0,1
4471037025,충청남도 금산군 진산면 오항리,0,2,1,1,0,0
4471037028,충청남도 금산군 진산면 읍내리,1,4,2,1,1,1
4471037031,충청남도 금산군 진산면 두지리,2,8,2,1,0,0
4471038021,충청남도 금산군 복수면 용진리,1,2,5,5,4,6
4471038024,충청남도 금산군 복수면 수영리,5,10,4,1,1,2
4159034029,경기도 화성시 송산면 독지리,1,1,4,6,2,1
4159034032,경기도 화성시 송산면 지화리,0,1,5,6,3,2
4159034035,경기도 화성시 송산면 칠곡리,0,2,1,1,0,0
4159035022,경기도 화성시 서신면 상안리,0,4,2,1,0,0
4159035031,경기도 화성시 서신면 궁평리,2,2,1,2,1,1
4159036021,경기도 화성시 팔탄면 하저리,4,19,11,6,1,1
4159036024,경기도 화성시 팔탄면 가재리,2,5,3,0,0,1
4159036027,경기도 화성시 팔탄면 노하리,3,26,26,19,8,11
4159036033,경기도 화성시 팔탄면 화당리,1,1,0,1,0,0
4623035026,전라남도 광양시 진월면 오사리,3,12,11,4,4,2
4623035027,전라남도 광양시 진월면 신구리,9,18,27,10,7,6
4623035029,전라남도 광양시 진월면 월길리,4,8,7,3,2,1
4888025000,경상남도 거창군 거창읍,292,295,80,46,27,31
4888025022,경상남도 거창군 거창읍 중앙리,0,1,0,0,0,0
4888025023,경상남도 거창군 거창읍 대동리,14,17,1,3,1,8
4888025025,경상남도 거창군 거창읍 김천리,9,8,3,0,1,0
4887036023,경상남도 함양군 안의면 이전리,6,29,2,1,0,0
4887039026,경상남도 함양군 백전면 구산리,6,20,12,3,2,6
4888036023,경상남도 거창군 마리면 고학리,20,45,32,8,3,4
4888036025,경상남도 거창군 마리면 대동리,41,522,42,8,2,9
4887038000,경상남도 함양군 서상면,76,169,124,100,37,25
4887038021,경상남도 함양군 서상면 대남리,11,21,32,33,9,3
4887038022,경상남도 함양군 서상면 도천리,17,45,19,16,2,0
4874025035,경상남도 창녕군 창녕읍 옥천리,2,5,4,0,0,0
4874025037,경상남도 창녕군 창녕읍 교하리,-,-,-,-,-,-
4874025300,경상남도 창녕군 남지읍,57,63,41,7,0,1
4677042022,전라남도 고흥군 두원면 관덕리,0,15,64,34,1,1
4677042023,전라남도 고흥군 두원면 풍류리,102,42,225,98,5,6
4677042024,전라남도 고흥군 두원면 대금리,1,21,83,80,1,2
4817013000,경상남도 진주시 귀곡동,-,-,-,-,-,-
4817013200,경상남도 진주시 호탄동,0,0,1,0,0,0
4373033026,충청북도 옥천군 안내면 오덕리,2,12,3,3,1,2
4373033028,충청북도 옥천군 안내면 장계리,-,-,-,-,-,-
4373033029,충청북도 옥천군 안내면 방하목리,2,2,3,4,2,2
4373033032,충청북도 옥천군 안내면 용촌리,2,3,1,1,1,1
4373034021,충청북도 옥천군 청성면 산계리,48,79,30,11,7,8
4373034024,충청북도 옥천군 청성면 궁촌리,20,20,7,3,2,1
4373034028,충청북도 옥천군 청성면 묘금리,1,2,0,0,0,0
4373034030,충청북도 옥천군 청성면 합금리,0,0,1,0,0,0
4373034033,충청북도 옥천군 청성면 대안리,6,11,4,1,0,3
2871039025,인천광역시 강화군 송해면 상도리,39,60,57,28,8,16
4617032021,전라남도 나주시 왕곡면 덕산리,9,9,40,6,4,4
4617032024,전라남도 나주시 왕곡면 송죽리,16,15,53,48,3,4
4617032027,전라남도 나주시 왕곡면 화정리,15,16,59,7,3,8
4617032032,전라남도 나주시 왕곡면 장산리,17,8,160,33,3,2
4617033021,전라남도 나주시 반남면 흥덕리,99,3,5,12,30,4
4617033026,전라남도 나주시 반남면 대안리,26,20,169,34,6,30
4617034021,전라남도 나주시 공산면 금곡리,101,40,46,121,13,44
4617034024,전라남도 나주시 공산면 신곡리,33,68,52,30,24,29
4617034027,전라남도 나주시 공산면 동촌리,4,33,80,51,18,38
4617034030,전라남도 나주시 공산면 복용리,8,19,18,94,8,29
4617035023,전라남도 나주시 동강면 진천리,31,121,140,243,113,125
4617035026,전라남도 나주시 동강면 옥정리,27,102,115,74,43,148
4477033026,충청남도 서천군 기산면 원길리,8,70,46,16,8,23
4477033029,충청남도 서천군 기산면 월기리,11,30,9,4,1,3
4477033031,충청남도 서천군 기산면 영모리,20,40,12,10,4,8
4125010900,경기도 동두천시 상봉암동,1,4,1,0,0,0
4125011100,경기도 동두천시 탑동동,1,3,0,0,0,0
4127110400,경기도 안산시상록구 본오동,28,136,117,71,34,40
4127110700,경기도 안산시상록구 부곡동,3,20,1,2,3,2
4127111000,경기도 안산시상록구 팔곡일동,35,27,13,6,2,3
4127111500,경기도 안산시상록구 장하동,4,6,2,0,2,2
4127310200,경기도 안산시단원구 와동,-,-,-,-,-,-
4376036038,충청북도 괴산군 청천면 대전리,5,10,0,0,0,0
4376036041,충청북도 괴산군 청천면 거봉리,2,2,2,0,0,0
4376036047,충청북도 괴산군 청천면 송면리,11,14,3,3,2,1
4376036050,충청북도 괴산군 청천면 관평리,13,2,0,0,0,0
4376037021,충청북도 괴산군 청안면 읍내리,17,29,4,2,1,3
4376037023,충청북도 괴산군 청안면 문방리,26,26,6,4,1,1
4376037026,충청북도 괴산군 청안면 청용리,27,18,2,1,0,1
4376037028,충청북도 괴산군 청안면 운곡리,0,22,1,1,0,0
4376039000,충청북도 괴산군 사리면,233,277,102,37,19,31
4376039022,충청북도 괴산군 사리면 소매리,33,38,12,2,2,1
4376039028,충청북도 괴산군 사리면 화산리,11,28,6,1,1,1
4376040022,충청북도 괴산군 소수면 입암리,31,35,4,0,0,0
4182035000,경기도 가평군 북면,69,170,79,49,31,102
4182035025,경기도 가평군 북면 적목리,1,7,4,1,1,7
4182035028,경기도 가평군 북면 이곡리,6,11,5,2,0,2
4183025021,경기도 양평군 양평읍 양근리,-,-,-,-,-,-
4183025024,경기도 양평군 양평읍 덕평리,2,12,8,6,5,37
4183025028,경기도 양평군 양평읍 대흥리,8,4,2,1,1,4
4183025031,경기도 양평군 양평읍 회현리,2,2,1,1,2,6
4183031000,경기도 양평군 강상면,8,21,14,13,9,49
4183031026,경기도 양평군 강상면 세월리,3,4,4,2,0,5
4183032000,경기도 양평군 강하면,4,10,11,9,8,73
2917013000,광주광역시 북구 신용동,2,2,1,0,0,1
2917013500,광주광역시 북구 효령동,13,15,1,2,1,0
2917013900,광주광역시 북구 월출동,8,22,11,3,2,2
2920010300,광주광역시 광산구 도호동,1,1,0,0,0,0
2920010700,광주광역시 광산구 선암동,3,1,0,0,0,0
2920011000,광주광역시 광산구 황룡동,0,1,0,0,0,0
2920011100,광주광역시 광산구 박호동,13,18,5,3,2,8
2920011500,광주광역시 광산구 월계동,-,-,-,-,-,-
2920012000,광주광역시 광산구 운남동,-,-,-,-,-,-
2920012400,광주광역시 광산구 흑석동,-,-,-,-,-,-
2920012700,광주광역시 광산구 산정동,1,2,1,0,0,1
2920013200,광주광역시 광산구 신룡동,2,13,10,3,4,6
2920013900,광주광역시 광산구 유계동,16,7,5,2,4,1
4372035021,충청북도 보은군 삼승면 원남리,36,20,5,8,0,2
4420037028,충청남도 아산시 영인면 구성리,16,64,36,20,11,16
4420037031,충청남도 아산시 영인면 성내리,55,80,30,17,2,8
4420037033,충청남도 아산시 영인면 역리,37,91,33,15,8,9
4420038024,충청남도 아산시 인주면 걸매리,13,128,161,9,4,4
4420038027,충청남도 아산시 인주면 대음리,8,42,44,8,3,3
4420038030,충청남도 아산시 인주면 도흥리,17,78,33,17,6,10
4420039000,충청남도 아산시 선장면,129,876,638,291,147,172
4420039022,충청남도 아산시 선장면 돈포리,10,109,95,38,19,30
4420039023,충청남도 아산시 선장면 신덕리,5,82,78,44,13,15
4420039025,충청남도 아산시 선장면 장곳리,12,75,40,30,20,30
4420039028,충청남도 아산시 선장면 신동리,3,24,14,11,4,3
4420039031,충청남도 아산시 선장면 홍곳리,6,56,38,10,3,4
2871025029,인천광역시 강화군 강화읍 대산리,15,76,29,18,7,14
2871031023,인천광역시 강화군 선원면 지산리,7,18,19,2,4,1
2871031027,인천광역시 강화군 선원면 냉정리,18,25,9,6,3,5
2871032022,인천광역시 강화군 불은면 고능리,17,21,22,7,3,2
4418032000,충청남도 보령시 오천면,40,121,102,84,95,72
4418032023,충청남도 보령시 오천면 교성리,13,50,44,38,36,21
4418033000,충청남도 보령시 천북면,391,131,180,156,124,392
4418033023,충청남도 보령시 천북면 사호리,37,8,15,19,16,30
4418033025,충청남도 보령시 천북면 궁포리,41,13,27,8,12,35
4418033028,충청남도 보령시 천북면 신죽리,99,16,15,16,27,63
4418034025,충청남도 보령시 청소면 성연리,0,14,8,5,1,3
4418035000,충청남도 보령시 청라면,28,133,93,58,36,52
4873025025,경상남도 함안군 가야읍 신음리,1,5,2,3,1,6
4873025028,경상남도 함안군 가야읍 사내리,0,0,0,0,0,1
4873025031,경상남도 함안군 가야읍 산서리,2,0,0,0,2,4
4873031022,경상남도 함안군 함안면 북촌리,3,1,1,0,1,8
4148026200,경기도 파주시 조리읍,66,134,120,67,43,91
4148026224,경기도 파주시 조리읍 장곡리,4,8,15,9,8,23
4159036036,경기도 화성시 팔탄면 해창리,1,9,8,2,1,1
4159037022,경기도 화성시 장안면 석포리,6,29,26,13,2,5
4421025025,충청남도 서산시 대산읍 기은리,3,19,11,5,4,4
4421025028,충청남도 서산시 대산읍 화곡리,4,62,55,43,21,42
4421031000,충청남도 서산시 인지면,20,160,268,189,116,254
4421031023,충청남도 서산시 인지면 모월리,4,14,33,35,20,41
4421031025,충청남도 서산시 인지면 애정리,1,8,17,7,4,13
4421032000,충청남도 서산시 부석면,651,1910,2829,2091,1249,1883
4421032022,충청남도 서산시 부석면 강수리,18,32,16,25,20,77
4421032025,충청남도 서산시 부석면 갈마리,186,247,145,96,55,148
4421032028,충청남도 서산시 부석면 봉락리,74,223,196,123,62,113
4421032031,충청남도 서산시 부석면 강당리,53,403,996,772,434,458
4421032032,충청남도 서산시 부석면 마룡리,12,65,105,73,34,49
4421033021,충청남도 서산시 팔봉면 금학리,10,67,33,9,2,11
4476025036,충청남도 부여군 부여읍 자왕리,6,6,4,2,1,0
4476031021,충청남도 부여군 규암면 반산리,10,9,13,3,1,2
4476031024,충청남도 부여군 규암면 함양리,4,1,3,0,1,0
4476031026,충청남도 부여군 규암면 합정리,1,1,3,1,1,1
4476031027,충청남도 부여군 규암면 신성리,15,5,5,1,1,1
4476031030,충청남도 부여군 규암면 오수리,2,3,4,1,0,1
4476031036,충청남도 부여군 규암면 노화리,71,59,66,182,45,153
4476031039,충청남도 부여군 규암면 부여두리,27,43,22,18,14,30
