stdg_Cd,bjd_Nm,allvplain_Tpgraphy_Area,alpine_Tpgraphy_Area,diluvial_Tpgraphy_Area,etc_Area,hilly_Tpgraphy_Area,lavaplain_Tpgraphy_Area,lavaplate_Tpgraphy_Area,marnplain_Tpgraphy_Area,mount_Tpgraphy_Area,piedmont_Tpgraphy_Area,valley_Tpgraphy_Area
2726010600,대구광역시 수성구 수성동4가,23,0,36,4,0,0,0,0,0,0,0
2726010900,대구광역시 수성구 상동,83,0,39,8,0,0,0,0,0,0,1
2726011200,대구광역시 수성구 지산동,51,0,6,4,81,0,0,0,145,37,131
2726012400,대구광역시 수성구 이천동,0,0,0,6,56,0,0,0,158,12,90
2729010100,대구광역시 달서구 성당동,22,0,41,5,55,0,0,0,29,1,41
4882034024,경상남도 고성군 상리면 오산리,1,0,0,15,85,0,0,0,342,60,87
4882034025,경상남도 고성군 상리면 동산리,0,0,0,9,0,0,0,0,556,156,6
4882034027,경상남도 고성군 상리면 무선리,0,0,0,11,0,0,0,0,391,115,63
4822011400,경상남도 통영시 당동,0,0,0,2,0,0,0,0,18,4,5
3114010400,울산광역시 남구 신정동,51,0,54,26,260,0,0,133,81,4,92
3114010900,울산광역시 남구 선암동,0,0,0,31,173,0,0,0,55,1,83
3114011100,울산광역시 남구 부곡동,0,0,40,23,125,0,0,24,28,2,85
3114011300,울산광역시 남구 성암동,0,0,2,11,131,0,0,9,117,2,84
4480025025,충청남도 홍성군 홍성읍 옥암리,0,0,22,2,46,0,0,0,116,14,158
4480025028,충청남도 홍성군 홍성읍 신성리,0,0,9,0,66,0,0,0,6,4,75
4480025030,충청남도 홍성군 홍성읍 고암리,112,0,0,9,136,0,0,0,1,2,87
4480025032,충청남도 홍성군 홍성읍 구룡리,46,0,17,25,57,0,0,0,23,4,51
4480025321,충청남도 홍성군 광천읍 신진리,24,0,19,3,69,0,0,0,7,0,108
4125010500,경기도 동두천시 걸산동,58,0,0,2,0,0,0,0,871,66,35
4125010700,경기도 동두천시 동두천동,103,0,0,18,0,0,0,0,102,33,52
4688034025,전라남도 장성군 삼서면 대도리,18,0,1,21,16,0,0,0,191,29,64
4688034028,전라남도 장성군 삼서면 우치리,45,0,0,6,61,0,0,0,0,0,95
4688034030,전라남도 장성군 삼서면 석마리,22,0,0,17,95,0,0,0,20,0,158
4688034031,전라남도 장성군 삼서면 보생리,7,0,0,7,72,0,0,0,96,7,185
4687038031,전라남도 영광군 낙월면 각이리,0,0,0,17,9,0,0,0,58,1,0
1117011700,서울특별시 용산구 원효로3가,2,0,0,0,2,0,0,0,0,0,12
1114010800,서울특별시 중구 수하동,0,0,0,0,0,0,0,0,0,0,2
4673037034,전라남도 구례군 산동면 위안리,0,0,0,1,0,0,0,0,1068,145,26
4689025322,전라남도 완도군 금일읍 신구리,0,0,0,4,0,0,0,30,165,32,83
4689025325,전라남도 완도군 금일읍 충동리,0,0,0,18,0,0,0,4,471,126,81
4688037025,전라남도 장성군 서삼면 추암리,0,0,0,5,0,0,0,0,522,144,98
4688037026,전라남도 장성군 서삼면 금계리,50,0,0,19,13,0,0,0,120,16,57
4689025000,전라남도 완도군 완도읍,0,0,0,505,0,0,0,168,3090,801,806
4689025021,전라남도 완도군 완도읍 군내리,0,0,0,20,0,0,0,21,263,63,92
4689025023,전라남도 완도군 완도읍 죽청리,0,0,0,26,0,0,0,5,314,84,71
4689025024,전라남도 완도군 완도읍 장좌리,0,0,0,3,0,0,0,4,250,78,45
4689025025,전라남도 완도군 완도읍 대야리,0,0,0,6,0,0,0,4,540,159,82
4689025026,전라남도 완도군 완도읍 망석리,0,0,0,1,0,0,0,3,208,38,67
4677031027,전라남도 고흥군 풍양면 안동리,0,0,0,11,61,0,0,144,141,37,67
4677031028,전라남도 고흥군 풍양면 매곡리,0,0,0,44,59,0,0,138,382,83,83
4677031030,전라남도 고흥군 풍양면 송정리,0,0,0,12,44,0,0,0,195,66,94
4677031031,전라남도 고흥군 풍양면 율치리,0,0,0,20,48,0,0,0,552,112,103
4677032000,전라남도 고흥군 도덕면,0,0,8,959,1044,0,0,1744,447,106,642
4613012300,전라남도 여수시 둔덕동,0,0,0,0,0,0,0,0,247,88,74
4613012500,전라남도 여수시 만흥동,0,0,0,5,0,0,0,5,431,259,43
4613033000,전라남도 여수시 화양면,0,0,0,112,0,0,0,178,4450,1607,656
4613033021,전라남도 여수시 화양면 나진리,0,0,0,8,0,0,0,16,372,120,67
4613033023,전라남도 여수시 화양면 창무리,0,0,0,21,0,0,0,35,187,147,5
4613033024,전라남도 여수시 화양면 이천리,0,0,0,5,0,0,0,5,246,84,18
4613011400,전라남도 여수시 봉강동,0,0,0,0,0,0,0,0,14,27,8
4613011500,전라남도 여수시 봉산동,0,0,0,1,0,0,0,0,56,15,50
4613011600,전라남도 여수시 남산동,0,0,0,2,0,0,0,0,20,3,16
4613011800,전라남도 여수시 신월동,0,0,0,21,0,0,0,0,209,86,45
4613011900,전라남도 여수시 여서동,0,0,0,1,0,0,0,0,140,72,43
4613032029,전라남도 여수시 율촌면 상봉리,0,0,1,1,0,0,0,6,213,52,59
4613031021,전라남도 여수시 소라면 덕양리,0,0,0,4,0,0,0,53,313,119,134
4682038034,전라남도 해남군 계곡면 신평리,3,0,0,21,23,0,0,0,238,61,76
4682038035,전라남도 해남군 계곡면 황죽리,0,0,0,9,9,0,0,0,123,32,54
4682039000,전라남도 해남군 마산면,52,0,208,1200,0,0,0,171,3015,289,1260
4682043023,전라남도 해남군 화원면 신덕리,0,0,0,167,0,0,0,4,679,129,93
4682043024,전라남도 해남군 화원면 영호리,0,0,0,130,0,0,0,0,308,98,91
4682043026,전라남도 해남군 화원면 구림리,0,0,0,31,0,0,0,48,284,68,30
4682043027,전라남도 해남군 화원면 월호리,0,0,0,9,0,0,0,7,400,94,76
4482531022,충청남도 태안군 고남면 누동리,0,0,0,113,402,0,0,218,5,11,120
4482525027,충청남도 태안군 태안읍 평천리,7,0,253,22,70,0,0,135,0,0,79
4482525028,충청남도 태안군 태안읍 상옥리,1,0,92,6,149,0,0,0,205,25,155
4482525029,충청남도 태안군 태안읍 인평리,0,0,77,38,101,0,0,36,70,11,141
4482525030,충청남도 태안군 태안읍 도내리,0,0,0,20,287,0,0,151,52,13,133
4482525032,충청남도 태안군 태안읍 산후리,0,0,4,15,203,0,0,67,175,21,139
4482525033,충청남도 태안군 태안읍 삭선리,0,0,3,75,315,0,0,22,298,41,230
4482525321,충청남도 태안군 안면읍 승언리,0,0,0,126,872,0,0,523,120,49,253
4482525323,충청남도 태안군 안면읍 창기리,6,0,0,95,1038,0,0,662,102,101,236
4482525324,충청남도 태안군 안면읍 중장리,0,0,0,194,1043,0,0,1098,242,59,326
4482525326,충청남도 태안군 안면읍 황도리,0,0,0,1,46,0,0,4,0,0,12
4615031027,전라남도 순천시 해룡면 성산리,0,0,0,0,0,0,0,9,126,19,62
4613035022,전라남도 여수시 화정면 월호리,0,0,0,3,0,0,0,0,161,24,12
4613035023,전라남도 여수시 화정면 개도리,0,0,0,37,0,0,0,0,687,172,67
4613035024,전라남도 여수시 화정면 제도리,0,0,0,2,0,0,0,4,89,1,13
4613035026,전라남도 여수시 화정면 하화리,0,0,0,1,0,0,0,0,61,5,0
4613035027,전라남도 여수시 화정면 낭도리,0,0,0,15,0,0,0,4,438,43,57
4613035029,전라남도 여수시 화정면 적금리,0,0,0,3,0,0,0,0,59,10,15
4613035030,전라남도 여수시 화정면 여자리,0,0,0,1,0,0,0,0,58,0,8
4613036021,전라남도 여수시 삼산면 거문리,0,0,0,6,8,0,0,0,27,7,1
4615025000,전라남도 순천시 승주읍,97,0,0,308,202,0,0,7,6464,1406,794
4615025021,전라남도 순천시 승주읍 두월리,0,0,0,2,11,0,0,2,421,73,55
4615025022,전라남도 순천시 승주읍 신전리,0,0,0,3,12,0,0,3,501,98,71
4683036025,전라남도 영암군 군서면 양장리,0,0,0,153,71,0,0,377,0,0,63
4683036026,전라남도 영암군 군서면 모정리,0,0,0,24,59,0,0,188,0,0,87
4683036028,전라남도 영암군 군서면 동구림리,4,0,13,7,0,0,0,0,190,88,96
4683036029,전라남도 영암군 군서면 도갑리,0,0,113,20,5,0,0,0,754,93,89
4683025000,전라남도 영암군 영암읍,170,0,181,147,460,0,0,191,3084,677,1055
4683025021,전라남도 영암군 영암읍 회문리,3,0,0,9,0,0,0,0,566,110,88
4683025022,전라남도 영암군 영암읍 교동리,0,0,0,1,28,0,0,2,45,28,20
4683025024,전라남도 영암군 영암읍 동무리,0,0,7,0,12,0,0,0,0,0,0
4683033021,전라남도 영암군 신북면 모산리,1,0,0,4,253,0,0,0,28,2,167
4683033023,전라남도 영암군 신북면 유곡리,38,0,0,0,129,0,0,0,0,0,101
4683033024,전라남도 영암군 신북면 갈곡리,40,0,0,9,356,0,0,2,0,0,181
4683033026,전라남도 영암군 신북면 양계리,0,0,4,6,87,0,0,10,0,0,57
4683025027,전라남도 영암군 영암읍 춘양리,15,0,62,9,0,0,0,0,21,30,43
4683025029,전라남도 영암군 영암읍 개신리,0,0,44,22,30,0,0,0,458,128,79
4683025030,전라남도 영암군 영암읍 망호리,44,0,37,21,73,0,0,34,0,0,82
4683025032,전라남도 영암군 영암읍 대신리,66,0,9,7,37,0,0,0,0,0,50
4683025033,전라남도 영암군 영암읍 장암리,0,0,0,7,1,0,0,0,142,61,140
4683025035,전라남도 영암군 영암읍 학송리,0,0,0,34,46,0,0,0,608,77,116
4683025036,전라남도 영암군 영암읍 한대리,0,0,0,2,6,0,0,0,669,100,43
4683031021,전라남도 영암군 덕진면 노송리,0,0,7,10,66,0,0,0,57,110,149
4683031022,전라남도 영암군 덕진면 운암리,0,0,0,1,10,0,0,0,141,97,78
4683031024,전라남도 영암군 덕진면 백계리,0,0,0,11,53,0,0,0,51,54,141
4683025025,전라남도 영암군 영암읍 남풍리,0,0,7,2,13,0,0,0,2,4,17
4672040022,전라남도 곡성군 오산면 율천리,0,0,0,1,6,0,0,0,348,29,57
4615033022,전라남도 순천시 황전면 평촌리,0,0,0,3,0,0,0,0,587,154,5
4615033023,전라남도 순천시 황전면 수평리,28,0,0,14,0,0,0,0,168,60,32
4615033025,전라남도 순천시 황전면 죽내리,4,0,0,7,1,0,0,0,532,124,55
4615032023,전라남도 순천시 서면 구만리,74,0,0,16,18,0,0,0,361,76,26
4615032024,전라남도 순천시 서면 비월리,1,0,0,0,0,0,0,0,390,94,47
4615032026,전라남도 순천시 서면 운평리,23,0,0,17,11,0,0,0,633,115,94
4615032027,전라남도 순천시 서면 죽평리,49,0,0,11,1,0,0,0,108,26,35
4615032029,전라남도 순천시 서면 압곡리,3,0,0,16,0,0,0,0,608,162,121
4615032022,전라남도 순천시 서면 대구리,0,0,0,3,4,0,0,0,386,145,54
4615038023,전라남도 순천시 낙안면 서내리,0,0,0,1,2,0,0,0,13,37,16
4615038025,전라남도 순천시 낙안면 상송리,0,0,0,7,0,0,0,0,154,87,1
4615033036,전라남도 순천시 황전면 덕림리,1,0,0,5,13,0,0,0,654,252,54
4615034021,전라남도 순천시 월등면 대평리,0,0,0,2,7,0,0,0,170,109,44
4615034023,전라남도 순천시 월등면 월용리,0,0,0,7,3,0,0,0,537,141,62
4615034024,전라남도 순천시 월등면 신월리,0,0,0,2,25,0,0,0,230,154,9
4615034026,전라남도 순천시 월등면 갈평리,0,0,0,4,10,0,0,0,119,115,8
4615040021,전라남도 순천시 상사면 흘산리,22,0,0,19,18,0,0,0,320,106,14
4615040023,전라남도 순천시 상사면 용계리,0,0,0,160,43,0,0,0,398,88,21
4615040025,전라남도 순천시 상사면 봉래리,0,0,0,78,0,0,0,0,624,110,33
4615040026,전라남도 순천시 상사면 쌍지리,17,0,0,9,4,0,0,0,379,83,86
4615040028,전라남도 순천시 상사면 용암리,1,0,0,6,8,0,0,0,201,123,19
4673025028,전라남도 구례군 구례읍 논곡리,1,0,0,26,20,0,0,0,615,133,68
4673025029,전라남도 구례군 구례읍 계산리,5,0,0,68,14,0,0,0,1085,261,95
4623000000,전라남도 광양시,1577,0,28,4413,859,0,0,1554,27807,5100,3972
4623010100,전라남도 광양시 황금동,0,0,0,149,100,0,0,39,285,96,61
4623010200,전라남도 광양시 황길동,0,0,28,251,59,0,0,23,342,89,97
4623010300,전라남도 광양시 도이동,0,0,0,436,0,0,0,8,112,9,24
4623010500,전라남도 광양시 중군동,0,0,0,5,3,0,0,0,417,44,100
4623010600,전라남도 광양시 중동,0,0,0,87,10,0,0,86,150,0,90
4623035021,전라남도 광양시 진월면 망덕리,0,0,0,36,1,0,0,78,284,30,45
4623033021,전라남도 광양시 옥곡면 원월리,15,0,0,11,21,0,0,0,276,67,82
4623033022,전라남도 광양시 옥곡면 대죽리,0,0,0,7,21,0,0,0,400,114,85
4623033023,전라남도 광양시 옥곡면 묵백리,2,0,0,2,12,0,0,0,797,164,70
4623033025,전라남도 광양시 옥곡면 장동리,10,0,0,6,1,0,0,0,150,42,26
4623033027,전라남도 광양시 옥곡면 수평리,0,0,0,1,0,0,0,0,411,87,29
4623034000,전라남도 광양시 진상면,169,0,0,265,0,0,0,129,4794,815,332
4623034022,전라남도 광양시 진상면 섬거리,48,0,0,42,0,0,0,0,278,76,56
4623034023,전라남도 광양시 진상면 비평리,0,0,0,130,0,0,0,0,487,125,33
4623034025,전라남도 광양시 진상면 어치리,0,0,0,17,0,0,0,0,2100,248,47
4623034026,전라남도 광양시 진상면 지원리,19,0,0,7,0,0,0,0,247,97,39
4684035024,전라남도 무안군 망운면 송현리,0,0,0,11,259,0,0,63,0,3,95
4684036000,전라남도 무안군 해제면,0,0,3,432,2578,0,0,1667,394,192,1159
4684036021,전라남도 무안군 해제면 유월리,0,0,0,4,240,0,0,29,12,17,82
4684037022,전라남도 무안군 운남면 동암리,0,0,0,43,322,0,0,312,0,5,101
4122025022,경기도 평택시 팽성읍 남산리,0,0,0,0,116,0,0,0,0,11,150
4689035031,전라남도 완도군 청산면 지리,0,0,0,3,0,0,0,0,170,147,10
4689035032,전라남도 완도군 청산면 모도리,0,0,0,24,0,0,0,0,325,96,3
4689036000,전라남도 완도군 소안면,0,0,0,66,0,0,0,34,1654,700,200
4689039022,전라남도 완도군 생일면 금곡리,0,0,0,1,0,0,0,0,345,43,32
4689039023,전라남도 완도군 생일면 봉선리,0,0,0,8,0,0,0,0,309,57,7
4690000000,전라남도 진도군,0,0,17,2688,2,0,0,3997,23282,7401,5686
4689035022,전라남도 완도군 청산면 당락리,0,0,0,13,0,0,0,4,158,55,41
4476035028,충청남도 부여군 구룡면 죽교리,92,0,11,2,32,0,0,0,2,0,32
4476035029,충청남도 부여군 구룡면 동방리,7,0,17,12,51,0,0,67,4,0,72
4476036000,충청남도 부여군 홍산면,262,0,60,18,433,0,0,0,836,109,683
4686031031,전라남도 함평군 손불면 산남리,0,0,8,37,9,0,0,249,332,21,187
4686025029,전라남도 함평군 함평읍 옥산리,0,0,0,5,27,0,0,0,188,7,96
4686025030,전라남도 함평군 함평읍 가동리,0,0,0,1,109,0,0,0,24,3,60
4686025031,전라남도 함평군 함평읍 석성리,0,0,0,10,260,0,0,70,0,1,91
4686025033,전라남도 함평군 함평읍 진양리,36,0,0,10,11,0,0,0,172,8,103
4686031000,전라남도 함평군 손불면,17,0,61,258,80,0,0,551,2663,480,1313
4686031021,전라남도 함평군 손불면 학산리,0,0,0,18,0,0,0,97,309,70,135
4686031023,전라남도 함평군 손불면 북성리,3,0,0,2,0,0,0,0,294,97,60
4686031024,전라남도 함평군 손불면 월천리,4,0,0,129,0,0,0,87,253,15,128
4686032031,전라남도 함평군 신광면 가덕리,0,0,0,3,0,0,0,0,109,10,89
4615031036,전라남도 순천시 해룡면 농주리,0,0,0,32,2,0,0,22,138,38,40
4615031038,전라남도 순천시 해룡면 하사리,0,0,0,0,0,0,0,9,83,36,34
4615032000,전라남도 순천시 서면,577,0,0,173,53,0,0,11,7356,1462,702
4615038022,전라남도 순천시 낙안면 남내리,0,0,0,1,0,0,0,0,0,21,43
4615035034,전라남도 순천시 주암면 비룡리,0,0,0,3,2,0,0,0,424,116,59
4615035035,전라남도 순천시 주암면 한곡리,7,1,0,1,1,0,0,0,58,0,69
4615035037,전라남도 순천시 주암면 백록리,0,0,0,2,0,0,0,0,228,76,82
4615035038,전라남도 순천시 주암면 대구리,0,0,0,1,0,0,0,0,68,8,87
4615037000,전라남도 순천시 외서면,0,0,0,16,121,0,0,0,2348,582,465
4615037021,전라남도 순천시 외서면 신덕리,0,0,0,1,0,0,0,0,382,61,89
4615037023,전라남도 순천시 외서면 금성리,0,0,0,5,19,0,0,0,141,44,40
4615037024,전라남도 순천시 외서면 월암리,0,0,0,4,50,0,0,0,381,102,73
4680036028,전라남도 장흥군 부산면 기동리,64,0,0,25,0,0,0,0,89,12,6
4680036029,전라남도 장흥군 부산면 부춘리,20,0,0,20,0,0,0,0,203,43,29
4680037021,전라남도 장흥군 회진면 진목리,0,0,0,53,0,0,0,238,326,96,84
4680037022,전라남도 장흥군 회진면 회진리,0,0,6,53,14,0,0,206,302,105,110
4681034022,전라남도 강진군 도암면 계라리,24,0,0,8,145,0,0,0,224,121,136
4681034023,전라남도 강진군 도암면 지석리,0,0,0,18,102,0,0,0,92,93,118
4688039030,전라남도 장성군 북이면 수성리,0,0,0,50,0,0,0,0,251,48,25
4688039031,전라남도 장성군 북이면 오월리,0,0,0,10,30,0,0,0,169,51,91
4688039032,전라남도 장성군 북이면 조양리,16,0,0,7,4,0,0,0,196,46,77
4688040021,전라남도 장성군 북하면 월성리,0,0,0,22,0,0,0,0,685,160,33
4684025022,전라남도 무안군 무안읍 성동리,2,0,18,16,0,0,0,4,247,52,120
4684025023,전라남도 무안군 무안읍 성남리,0,0,0,4,7,0,0,0,206,70,81
4684025024,전라남도 무안군 무안읍 교촌리,0,0,0,4,94,0,0,0,119,0,106
4684025025,전라남도 무안군 무안읍 용월리,2,0,0,10,32,0,0,45,183,26,119
4684025027,전라남도 무안군 무안읍 매곡리,0,0,0,7,102,0,0,0,107,56,117
4684025028,전라남도 무안군 무안읍 성암리,0,0,0,17,0,0,0,0,454,58,53
4617032025,전라남도 나주시 왕곡면 신포리,0,0,0,11,46,0,0,20,143,26,80
4617032026,전라남도 나주시 왕곡면 월천리,0,0,1,1,79,0,0,66,0,0,42
4122025042,경기도 평택시 팽성읍 동창리,0,0,6,0,15,0,0,10,0,6,54
4122025043,경기도 평택시 팽성읍 내리,0,0,0,36,23,0,0,58,0,0,31
4122025044,경기도 평택시 팽성읍 대추리,0,0,13,19,54,0,0,239,0,22,76
4672032024,전라남도 곡성군 삼기면 의암리,11,0,5,13,74,0,0,0,251,74,81
4672032026,전라남도 곡성군 삼기면 청계리,1,0,0,0,15,0,0,0,6,25,36
4672032028,전라남도 곡성군 삼기면 노동리,0,0,0,3,51,0,0,0,105,98,27
4672032029,전라남도 곡성군 삼기면 수산리,7,0,0,3,44,0,0,0,368,145,30
4672032031,전라남도 곡성군 삼기면 경악리,0,0,0,0,20,0,0,0,89,34,27
4672032032,전라남도 곡성군 삼기면 금계리,0,0,0,0,22,0,0,0,190,70,18
4672033021,전라남도 곡성군 석곡면 석곡리,11,0,0,14,12,0,0,0,4,8,42
4672033022,전라남도 곡성군 석곡면 능파리,23,0,0,9,11,0,0,0,29,17,25
4672031030,전라남도 곡성군 오곡면 미산리,5,0,0,1,35,0,0,0,563,218,65
4672025029,전라남도 곡성군 곡성읍 대평리,189,0,37,5,0,0,0,0,0,0,0
4672025030,전라남도 곡성군 곡성읍 신리,88,0,0,60,0,0,0,0,0,0,0
4687036021,전라남도 영광군 염산면 축동리,0,0,24,14,42,0,0,145,39,62,36
4687036022,전라남도 영광군 염산면 상계리,50,0,0,50,143,0,0,58,344,180,136
4687035021,전라남도 영광군 군남면 포천리,58,0,0,13,37,0,0,0,11,6,20
4784039000,경상북도 성주군 월항면,473,0,51,117,9,0,0,0,2066,327,1078
4785033038,경상북도 칠곡군 가산면 용수리,0,0,0,13,0,0,0,0,598,107,51
4785033041,경상북도 칠곡군 가산면 심곡리,86,0,0,7,3,0,0,0,56,1,4
1156012000,서울특별시 영등포구 문래동2가,6,0,0,2,0,0,0,0,0,0,6
1150010800,서울특별시 강서구 공항동,0,0,0,0,173,0,0,57,0,0,61
4688032026,전라남도 장성군 남면 행정리,1,0,68,4,48,0,0,0,20,4,42
4688032028,전라남도 장성군 남면 삼태리,0,0,57,9,146,0,0,0,0,0,105
4688032029,전라남도 장성군 남면 월곡리,1,0,195,10,50,0,0,0,0,0,56
4688033021,전라남도 장성군 동화면 용정리,34,0,0,8,29,0,0,0,55,1,98
4688033022,전라남도 장성군 동화면 동호리,14,0,0,8,7,0,0,0,141,32,101
4673025025,전라남도 구례군 구례읍 신월리,23,0,0,55,13,0,0,0,128,33,48
4673025026,전라남도 구례군 구례읍 봉서리,131,0,76,59,14,0,0,0,337,157,107
4673025027,전라남도 구례군 구례읍 원방리,11,0,17,31,9,0,0,0,78,43,47
4681034025,전라남도 강진군 도암면 덕년리,0,0,0,9,153,0,0,0,310,94,128
4691037022,전라남도 신안군 하의면 어은리,0,0,0,14,0,0,0,71,332,105,14
4691041022,전라남도 신안군 팔금면 장촌리,0,0,0,14,0,0,0,58,96,15,17
4691040031,전라남도 신안군 안좌면 대척리,0,0,0,15,0,0,0,65,109,24,23
4691040033,전라남도 신안군 안좌면 소곡리,0,0,0,3,0,0,0,34,65,0,25
4691040034,전라남도 신안군 안좌면 박지리,0,0,0,3,0,0,0,15,97,4,1
4691040036,전라남도 신안군 안좌면 구대리,0,0,0,76,0,0,0,236,118,32,27
4691040037,전라남도 신안군 안좌면 마명리,0,0,0,3,0,0,0,56,58,3,19
4691040039,전라남도 신안군 안좌면 대우리,0,0,0,35,0,0,0,175,98,39,17
4691040040,전라남도 신안군 안좌면 방월리,0,0,0,5,0,0,0,69,106,47,21
4691040042,전라남도 신안군 안좌면 한운리,0,0,0,21,0,0,0,53,190,26,19
4691040043,전라남도 신안군 안좌면 시서리,0,0,0,9,0,0,0,27,197,54,38
4691040045,전라남도 신안군 안좌면 마진리,0,0,0,5,0,0,0,39,91,3,7
4680035031,전라남도 장흥군 유치면 용문리,14,0,0,15,11,0,0,0,1075,129,36
4680025333,전라남도 장흥군 관산읍 외동리,0,0,11,117,0,0,0,137,575,94,111
4680025334,전라남도 장흥군 관산읍 하발리,0,0,0,18,0,0,0,51,430,147,85
4680025336,전라남도 장흥군 관산읍 고마리,1,0,0,5,0,0,0,95,42,3,13
4680034021,전라남도 장흥군 장평면 용강리,11,0,0,5,0,0,0,0,104,15,30
4680034023,전라남도 장흥군 장평면 양촌리,50,0,10,7,0,0,0,0,49,1,34
4680034024,전라남도 장흥군 장평면 축내리,64,0,8,9,0,0,0,0,256,44,80
4680034026,전라남도 장흥군 장평면 봉림리,15,0,0,3,52,0,0,0,203,55,65
4680034028,전라남도 장흥군 장평면 병동리,0,0,0,4,48,0,0,0,407,105,47
4680034029,전라남도 장흥군 장평면 청용리,10,0,0,5,76,0,0,0,137,31,102
4680034031,전라남도 장흥군 장평면 선정리,52,0,0,5,10,0,0,0,159,30,35
4615040029,전라남도 순천시 상사면 비촌리,8,0,0,2,6,0,0,0,367,127,2
4615040031,전라남도 순천시 상사면 마륜리,29,0,0,12,0,0,0,10,129,23,28
4615040000,전라남도 순천시 상사면,100,0,0,550,161,0,0,10,3745,976,456
4617025022,전라남도 나주시 남평읍 대교리,49,0,0,1,0,0,0,0,0,0,0
4681036027,전라남도 강진군 성전면 수양리,136,0,0,13,27,0,0,0,68,37,66
4681040000,전라남도 강진군 마량면,10,0,10,54,0,0,0,95,1296,191,349
4681040021,전라남도 강진군 마량면 영동리,0,0,0,10,0,0,0,0,336,85,57
4681040023,전라남도 강진군 마량면 원포리,4,0,10,4,0,0,0,5,220,61,88
4681040025,전라남도 강진군 마량면 수인리,0,0,0,3,0,0,0,16,101,1,37
4682025000,전라남도 해남군 해남읍,104,0,331,1230,0,0,0,242,2806,731,1061
4682025022,전라남도 해남군 해남읍 평동리,0,0,0,0,0,0,0,0,0,0,11
4682025023,전라남도 해남군 해남읍 읍내리,0,0,0,0,0,0,0,0,0,0,3
4682025024,전라남도 해남군 해남읍 고도리,8,0,60,3,0,0,0,0,31,0,46
4681034027,전라남도 강진군 도암면 학장리,0,0,0,144,244,0,0,15,64,22,158
4681034028,전라남도 강진군 도암면 신기리,0,0,0,31,80,0,0,124,27,2,49
4617032028,전라남도 나주시 왕곡면 행전리,0,0,0,1,112,0,0,0,0,0,71
4617032029,전라남도 나주시 왕곡면 신원리,46,0,0,15,216,0,0,0,0,1,87
4617031022,전라남도 나주시 세지면 대산리,8,0,0,28,190,0,0,0,7,1,91
4623031000,전라남도 광양시 봉강면,35,0,0,145,42,0,0,0,4207,599,513
4623031022,전라남도 광양시 봉강면 지곡리,29,0,0,31,13,0,0,0,116,30,46
4617025026,전라남도 나주시 남평읍 서산리,20,0,0,10,0,0,0,0,372,49,33
4617025027,전라남도 나주시 남평읍 오계리,100,0,0,30,0,0,0,0,262,44,48
4617025028,전라남도 나주시 남평읍 상곡리,0,0,0,5,0,0,0,0,210,34,49
4617025030,전라남도 나주시 남평읍 남석리,99,0,0,40,0,0,0,0,276,31,36
4617025031,전라남도 나주시 남평읍 풍림리,56,0,0,23,0,0,0,0,302,48,67
4684033028,전라남도 무안군 청계면 복룡리,0,0,0,1,153,0,0,4,29,21,103
4684032036,전라남도 무안군 몽탄면 다산리,0,0,0,6,16,0,0,48,121,28,46
4684032000,전라남도 무안군 몽탄면,4,0,0,669,106,0,0,687,3429,539,964
4684032021,전라남도 무안군 몽탄면 달산리,0,0,0,27,5,0,0,0,521,85,91
4684032022,전라남도 무안군 몽탄면 봉명리,0,0,0,21,0,0,0,0,174,51,44
4684032023,전라남도 무안군 몽탄면 양장리,0,0,0,1,0,0,0,0,144,45,62
4684032025,전라남도 무안군 몽탄면 당호리,0,0,0,155,0,0,0,237,90,4,36
4689031021,전라남도 완도군 군외면 영풍리,0,0,0,7,0,0,0,6,323,84,62
4689031023,전라남도 완도군 군외면 황진리,0,0,0,8,0,0,0,17,415,83,64
4689031024,전라남도 완도군 군외면 원동리,0,0,0,13,0,0,0,9,163,10,40
4689031026,전라남도 완도군 군외면 대문리,0,0,0,17,0,0,0,11,507,74,80
4689031027,전라남도 완도군 군외면 삼두리,0,0,0,2,0,0,0,0,421,117,37
4689032000,전라남도 완도군 신지면,0,0,3,52,661,0,0,147,1433,271,544
4689032021,전라남도 완도군 신지면 송곡리,0,0,0,7,0,0,0,4,208,75,43
4689032023,전라남도 완도군 신지면 신상리,0,0,0,4,167,0,0,4,181,37,100
4682038032,전라남도 해남군 계곡면 가학리,0,0,25,231,56,0,0,13,431,50,184
4682038033,전라남도 해남군 계곡면 잠두리,0,0,0,295,54,0,0,15,533,95,83
4476025022,충청남도 부여군 부여읍 상금리,8,0,0,0,5,0,0,0,205,20,127
4476025024,충청남도 부여군 부여읍 정동리,227,0,0,90,16,0,0,0,76,0,70
4476025025,충청남도 부여군 부여읍 석목리,31,0,0,0,11,0,0,0,38,3,37
4476025027,충청남도 부여군 부여읍 가증리,31,0,0,0,44,0,0,0,44,0,73
4476025028,충청남도 부여군 부여읍 동남리,25,0,27,4,61,0,0,0,18,0,34
4476025030,충청남도 부여군 부여읍 관북리,1,0,0,0,9,0,0,0,5,2,5
4476025032,충청남도 부여군 부여읍 구교리,78,0,0,48,21,0,0,0,6,1,11
4476025034,충청남도 부여군 부여읍 중정리,142,0,0,106,4,0,0,0,61,0,40
4476025035,충청남도 부여군 부여읍 능산리,32,0,0,0,72,0,0,0,176,18,127
4476025037,충청남도 부여군 부여읍 저석리,140,0,0,80,5,0,0,0,96,21,36
