stdg_Cd,bjd_Nm,crush_Stone_Area,etc_Area,except_Area,low_Moist_Area,none_Area,rock_Area,salt_Area,sand_Area,slope_Area,spaicd_Area,stone_Power_Area,unripe_Area,volcano_Area
4677032022,전라남도 고흥군 도덕면 신양리,0,14,156,2,37,0,293,0,184,0,0,33,0
4677032023,전라남도 고흥군 도덕면 가야리,0,177,281,22,0,0,328,0,348,0,0,34,0
4677032025,전라남도 고흥군 도덕면 오마리,0,108,104,0,0,0,335,0,55,0,37,26,0
4677032026,전라남도 고흥군 도덕면 용동리,0,545,272,10,0,0,179,0,180,0,0,3,0
4678025324,전라남도 보성군 벌교읍 고읍리,0,13,194,0,60,0,0,81,115,0,11,0,0
4678000000,전라남도 보성군,0,2565,42360,476,2228,0,0,3756,11358,0,980,2707,0
4678025000,전라남도 보성군 보성읍,0,85,2742,9,94,0,0,400,1362,0,11,190,0
4725046031,경상북도 상주시 이안면 가장리,0,11,59,13,8,0,0,22,41,0,0,3,0
4725046033,경상북도 상주시 이안면 이안리,0,30,56,21,26,0,0,8,26,0,0,11,0
4725047000,경상북도 상주시 화남면,0,55,4808,0,7,0,0,77,347,0,139,28,0
4725047021,경상북도 상주시 화남면 동관리,0,22,2154,0,0,0,0,0,37,0,29,1,0
4725047023,경상북도 상주시 화남면 임곡리,0,0,143,0,0,0,0,1,20,0,2,5,0
4725047024,경상북도 상주시 화남면 중눌리,0,4,1006,0,0,0,0,53,85,0,1,0,0
4728025029,경상북도 문경시 문경읍 하초리,0,4,360,0,0,0,0,11,36,0,18,0,0
4728025030,경상북도 문경시 문경읍 상초리,0,71,2267,0,0,0,0,13,18,0,18,0,0
4728025032,경상북도 문경시 문경읍 팔영리,0,3,698,0,0,0,0,56,51,0,2,3,0
4728025332,경상북도 문경시 가은읍 원북리,0,64,2786,0,0,0,0,26,38,0,2,1,0
4678038022,전라남도 보성군 득량면 송곡리,0,8,215,0,0,0,0,8,124,0,0,125,0
4678038024,전라남도 보성군 득량면 오봉리,0,13,228,0,173,0,0,16,119,0,61,46,0
4678038025,전라남도 보성군 득량면 해평리,0,93,926,2,182,0,0,7,84,0,112,90,0
4678025336,전라남도 보성군 벌교읍 연산리,0,4,156,0,0,0,0,14,43,0,26,38,0
4678025337,전라남도 보성군 벌교읍 봉림리,0,6,38,0,0,0,0,23,19,0,11,0,0
4678025338,전라남도 보성군 벌교읍 회정리,0,11,102,0,41,0,0,0,68,0,0,27,0
4678025340,전라남도 보성군 벌교읍 호동리,0,14,118,0,107,0,0,9,62,0,0,11,0
4678025341,전라남도 보성군 벌교읍 장도리,0,24,187,0,32,0,0,1,70,0,0,6,0
4678037027,전라남도 보성군 조성면 대곡리,0,32,451,0,0,0,0,84,124,0,12,5,0
4678036022,전라남도 보성군 문덕면 용암리,0,18,907,0,0,0,0,43,93,0,0,0,0
4678036023,전라남도 보성군 문덕면 덕치리,0,152,222,0,0,0,0,18,15,0,0,0,0
4678036024,전라남도 보성군 문덕면 죽산리,0,73,736,0,0,0,0,13,32,0,0,0,0
4728025333,경상북도 문경시 가은읍 상괴리,0,17,460,0,0,0,0,50,16,0,28,7,0
4728025334,경상북도 문경시 가은읍 하괴리,0,17,961,0,0,0,0,25,64,0,27,53,0
4728031000,경상북도 문경시 영순면,0,275,1564,0,169,0,0,452,1256,0,25,145,0
4728031021,경상북도 문경시 영순면 의곡리,0,7,183,0,6,0,0,70,245,0,0,0,0
4728031023,경상북도 문경시 영순면 포내리,0,11,17,0,0,0,0,17,16,0,11,0,0
4728031024,경상북도 문경시 영순면 사근리,0,2,147,0,0,0,0,27,271,0,0,0,0
4728031026,경상북도 문경시 영순면 오룡리,0,13,14,0,17,0,0,22,65,0,0,31,0
4728031027,경상북도 문경시 영순면 금림리,0,4,96,0,4,0,0,6,115,0,0,2,0
4728034024,경상북도 문경시 산북면 이곡리,0,6,392,0,15,0,0,36,21,0,4,23,0
4728037021,경상북도 문경시 농암면 농암리,0,3,87,0,10,0,0,6,6,0,12,22,0
4728037022,경상북도 문경시 농암면 종곡리,0,9,258,0,18,0,0,18,17,0,0,56,0
4380025329,충청북도 단양군 매포읍 하시리,0,3,345,0,0,0,0,12,40,0,0,28,0
4380025330,충청북도 단양군 매포읍 상시리,0,6,409,0,0,0,0,14,32,0,1,46,0
4380033031,충청북도 단양군 영춘면 별방리,0,6,428,0,0,0,0,18,81,0,0,55,0
4380032023,충청북도 단양군 가곡면 여천리,0,0,792,0,0,0,0,5,112,0,12,9,0
4380032024,충청북도 단양군 가곡면 덕천리,0,52,221,0,0,0,0,34,68,0,1,2,0
4671034026,전라남도 담양군 창평면 의항리,0,12,34,0,2,0,0,34,19,0,24,9,0
4671034027,전라남도 담양군 창평면 일산리,0,7,14,0,0,0,0,21,25,0,0,3,0
4671034029,전라남도 담양군 창평면 유곡리,0,9,131,9,0,0,0,34,103,0,0,15,0
2920020200,광주광역시 광산구 오선동,0,2,7,4,11,0,0,0,209,0,0,6,0
4415031030,충청남도 공주시 이인면 구암리,0,3,204,25,0,0,0,49,25,0,0,3,0
4415025033,충청남도 공주시 유구읍 추계리,0,9,542,0,0,0,0,19,54,0,33,13,0
4415025034,충청남도 공주시 유구읍 덕곡리,0,4,390,0,0,0,0,44,20,0,6,0,0
4415025035,충청남도 공주시 유구읍 문금리,0,4,937,0,0,0,0,45,108,0,25,0,0
4122000000,경기도 평택시,0,4272,6317,1274,7625,0,1150,11132,10063,0,25,4711,0
4122037027,경기도 평택시 현덕면 신왕리,0,242,97,0,7,0,0,41,45,0,0,4,0
4122037028,경기도 평택시 현덕면 대안리,0,121,110,3,154,0,0,21,123,0,0,61,0
4122037030,경기도 평택시 현덕면 권관리,0,245,25,17,36,0,0,66,134,0,0,87,0
4122037032,경기도 평택시 현덕면 방축리,0,0,5,0,73,0,0,3,106,0,0,38,0
4889042030,경상남도 합천군 쌍백면 백역리,0,5,531,0,0,0,0,0,64,0,0,13,0
4889042031,경상남도 합천군 쌍백면 하신리,0,5,425,0,20,0,0,7,81,0,0,3,0
4889042033,경상남도 합천군 쌍백면 죽전리,0,5,298,0,0,0,0,0,81,0,0,4,0
4889043000,경상남도 합천군 삼가면,0,145,4263,0,270,0,0,205,937,0,55,172,0
4889043022,경상남도 합천군 삼가면 용흥리,0,8,640,0,1,0,0,1,117,0,5,29,0
4889043024,경상남도 합천군 삼가면 일부리,0,17,162,0,33,0,0,36,35,0,13,13,0
4889043025,경상남도 합천군 삼가면 어전리,0,10,216,0,35,0,0,24,57,0,11,5,0
4476033024,충청남도 부여군 외산면 문신리,0,2,186,0,2,0,0,0,89,0,9,18,0
4476033025,충청남도 부여군 외산면 가덕리,0,0,327,0,0,0,0,0,58,0,13,8,0
4476033027,충청남도 부여군 외산면 갈산리,0,3,220,0,0,0,0,0,49,0,16,28,0
4476033028,충청남도 부여군 외산면 장항리,0,14,400,0,28,0,0,0,28,0,33,8,0
4476033030,충청남도 부여군 외산면 만수리,0,54,747,0,0,0,0,0,26,0,38,27,0
4476033031,충청남도 부여군 외산면 복덕리,0,6,161,0,26,0,0,0,17,0,13,13,0
4476033032,충청남도 부여군 외산면 화성리,0,5,751,0,5,0,0,0,143,0,21,55,0
4476034000,충청남도 부여군 내산면,0,56,2834,77,14,0,0,157,735,0,15,159,0
4476034021,충청남도 부여군 내산면 운치리,0,15,316,41,14,0,0,40,23,0,7,21,0
4725040022,경상북도 상주시 화동면 선교리,0,5,468,1,21,0,0,3,207,0,0,20,0
4725042000,경상북도 상주시 화북면,0,174,8855,9,0,0,0,220,324,0,201,97,0
4725042022,경상북도 상주시 화북면 장암리,0,54,1463,0,0,0,0,22,50,0,33,25,0
4725042023,경상북도 상주시 화북면 상오리,0,12,2059,0,0,0,0,0,26,0,67,10,0
4725042025,경상북도 상주시 화북면 중벌리,0,53,1867,0,0,0,0,43,68,0,23,13,0
4725043000,경상북도 상주시 외서면,0,149,7084,53,98,0,0,180,978,0,108,169,0
4725043021,경상북도 상주시 외서면 연봉리,0,6,277,26,1,0,0,13,122,0,0,11,0
4725039029,경상북도 상주시 모서면 득수리,0,7,963,0,0,0,0,4,115,0,27,4,0
4725046024,경상북도 상주시 이안면 구미리,0,3,519,0,0,0,0,17,110,0,6,7,0
4725046025,경상북도 상주시 이안면 대현리,0,0,334,0,0,0,0,2,69,0,0,2,0
4725046027,경상북도 상주시 이안면 지산리,0,10,85,15,16,0,0,5,92,0,0,16,0
4725046028,경상북도 상주시 이안면 흑암리,0,0,83,0,29,0,0,0,63,0,0,8,0
4677033024,전라남도 고흥군 금산면 신촌리,0,28,192,30,0,0,45,0,150,0,0,0,0
4677033025,전라남도 고흥군 금산면 석정리,0,5,584,9,0,0,17,0,305,0,39,27,0
4677033027,전라남도 고흥군 금산면 오천리,0,12,715,0,0,0,0,0,83,0,22,15,0
4677034000,전라남도 고흥군 도화면,0,195,4324,13,0,0,122,3,1538,0,69,371,0
4677034022,전라남도 고흥군 도화면 구암리,0,70,978,0,0,0,89,0,268,0,0,19,0
4677034023,전라남도 고흥군 도화면 사덕리,0,35,250,10,0,0,32,0,115,0,16,32,0
4677034026,전라남도 고흥군 도화면 봉산리,0,5,340,0,0,0,0,0,83,0,0,47,0
4677034027,전라남도 고흥군 도화면 당오리,0,8,237,4,0,0,0,3,118,0,13,62,0
4677033000,전라남도 고흥군 금산면,0,171,4622,131,0,0,101,3,1259,0,170,95,0
4678025326,전라남도 보성군 벌교읍 추동리,0,26,952,0,0,0,0,5,142,0,38,4,0
4678025329,전라남도 보성군 벌교읍 칠동리,0,8,456,0,0,0,0,118,128,0,22,0,0
4728025328,경상북도 문경시 가은읍 전곡리,0,26,320,0,25,0,0,55,33,0,40,49,0
4728025329,경상북도 문경시 가은읍 성유리,0,3,309,0,0,0,0,4,40,0,19,12,0
4728025331,경상북도 문경시 가은읍 완장리,0,26,3844,0,0,0,0,83,97,0,22,5,0
4423010600,충청남도 논산시 등화동,0,5,20,0,92,0,0,80,9,0,0,33,0
4423010700,충청남도 논산시 지산동,0,3,13,0,0,0,0,284,0,0,4,0,0
4423010900,충청남도 논산시 내동,0,0,33,5,0,0,0,110,54,0,0,46,0
4423011000,충청남도 논산시 강산동,0,0,46,9,17,0,0,71,38,0,0,32,0
4423025000,충청남도 논산시 강경읍,0,79,55,1,158,0,0,334,40,0,0,36,0
4423025021,충청남도 논산시 강경읍 남교리,0,2,5,0,0,0,0,22,0,0,0,0,0
4423025023,충청남도 논산시 강경읍 북옥리,0,0,5,0,0,0,0,5,0,0,0,0,0
1114015200,서울특별시 중구 주교동,0,0,0,0,0,0,0,7,0,0,0,0,0
1114015300,서울특별시 중구 방산동,0,0,0,0,0,0,0,6,0,0,0,0,0
1114015400,서울특별시 중구 오장동,0,0,0,0,0,0,0,0,5,0,0,1,0
1114011200,서울특별시 중구 남창동,0,0,5,0,0,0,0,0,9,0,0,0,0
4773042033,경상북도 의성군 단북면 성암리,0,27,68,0,55,0,0,10,130,0,0,82,0
4773042034,경상북도 의성군 단북면 신하리,0,25,30,0,100,0,0,54,96,0,0,16,0
1111010200,서울특별시 종로구 신교동,0,0,3,1,0,0,0,0,2,0,0,3,0
1111010300,서울특별시 종로구 궁정동,0,0,1,2,0,0,0,4,0,0,0,0,0
1111010400,서울특별시 종로구 효자동,0,0,0,1,0,0,0,5,0,0,0,0,0
1111010500,서울특별시 종로구 창성동,0,0,0,0,0,0,0,6,0,0,0,0,0
1111010600,서울특별시 종로구 통의동,0,0,0,0,0,0,0,6,0,0,0,0,0
1111015600,서울특별시 종로구 종로3가,0,0,0,0,0,0,0,5,0,0,0,0,0
4415039024,충청남도 공주시 사곡면 계실리,0,4,482,0,0,0,0,43,80,0,34,1,0
4415039025,충청남도 공주시 사곡면 해월리,0,22,328,0,0,0,0,29,54,0,5,1,0
4423025026,충청남도 논산시 강경읍 중앙리,0,0,0,0,0,0,0,10,0,0,0,0,0
4421039024,충청남도 서산시 해미면 산수리,0,34,612,0,0,0,0,2,65,0,19,13,0
4421039026,충청남도 서산시 해미면 오학리,0,0,185,1,0,0,0,0,55,0,0,40,0
4421039027,충청남도 서산시 해미면 삼송리,0,4,311,0,0,0,0,4,126,0,47,74,0
4421039029,충청남도 서산시 해미면 홍천리,0,19,33,17,45,0,0,32,95,0,33,106,0
4421039030,충청남도 서산시 해미면 동암리,0,0,77,12,0,0,0,12,129,0,0,15,0
4421039032,충청남도 서산시 해미면 웅소성리,0,3,31,0,0,0,0,19,40,0,0,17,0
4421039033,충청남도 서산시 해미면 귀밀리,0,5,1,0,56,0,5,23,7,0,0,4,0
4421039035,충청남도 서산시 해미면 전천리,0,13,11,0,34,0,0,46,0,0,7,0,0
1114010500,서울특별시 중구 을지로2가,0,0,0,0,0,0,0,10,1,0,0,0,0
1114010600,서울특별시 중구 남대문로1가,0,0,0,0,0,0,0,2,0,0,0,0,0
1114010900,서울특별시 중구 장교동,0,0,0,0,0,0,0,3,0,0,0,0,0
1114011400,서울특별시 중구 태평로2가,0,0,0,0,0,0,0,5,3,0,0,0,0
1114011600,서울특별시 중구 남대문로3가,0,0,0,0,0,0,0,0,3,0,0,0,0
1114011900,서울특별시 중구 봉래동1가,0,0,0,0,0,0,0,0,4,0,0,0,0
1114012000,서울특별시 중구 봉래동2가,0,0,0,0,0,0,0,12,0,0,0,0,0
1114012100,서울특별시 중구 회현동1가,0,0,21,0,0,0,0,0,8,0,0,0,0
1114012300,서울특별시 중구 회현동3가,0,0,0,0,0,0,0,0,1,0,0,0,0
1114012400,서울특별시 중구 충무로1가,0,0,0,0,0,0,0,0,6,0,0,0,0
1114012600,서울특별시 중구 명동1가,0,0,0,0,0,0,0,1,2,0,0,0,0
1114012700,서울특별시 중구 명동2가,0,0,0,0,0,0,0,1,11,0,0,0,0
4476034023,충청남도 부여군 내산면 저동리,0,10,272,0,0,0,0,7,46,0,3,21,0
4476034024,충청남도 부여군 내산면 온해리,0,2,356,0,0,0,0,35,84,0,0,17,0
2611011100,부산광역시 중구 동광동1가,0,0,0,0,0,0,0,0,2,0,0,0,0
2611011200,부산광역시 중구 동광동2가,0,0,1,0,0,0,0,0,1,0,0,0,0
2611011300,부산광역시 중구 동광동3가,0,0,2,0,0,0,0,0,0,0,0,1,0
2611011500,부산광역시 중구 동광동5가,0,0,6,0,0,0,0,0,3,0,0,0,0
2611011600,부산광역시 중구 대청동1가,0,0,12,0,0,0,0,0,0,0,0,0,0
2611011700,부산광역시 중구 대청동2가,0,0,1,0,0,0,0,0,0,0,0,2,0
4482534026,충청남도 태안군 소원면 의항리,0,40,566,0,0,0,152,0,108,0,0,10,0
4482534027,충청남도 태안군 소원면 모항리,0,4,23,0,0,0,1,3,4,0,0,0,0
4482534029,충청남도 태안군 소원면 송현리,0,71,754,0,0,0,138,30,120,0,24,130,0
4482535000,충청남도 태안군 원북면,0,656,3850,10,1,0,550,245,1802,0,0,503,0
4482535022,충청남도 태안군 원북면 이곡리,0,50,354,0,0,0,55,102,170,0,0,33,0
4482535023,충청남도 태안군 원북면 황촌리,0,322,585,0,0,0,115,0,197,0,0,9,0
4482533026,충청남도 태안군 근흥면 도황리,0,15,321,9,0,0,5,84,132,0,0,89,0
4482532026,충청남도 태안군 남면 원청리,0,3,60,0,0,0,56,22,108,0,0,31,0
2611013000,부산광역시 중구 신창동4가,0,0,0,0,0,0,0,0,0,0,0,2,0
2611013200,부산광역시 중구 창선동2가,0,0,0,0,0,0,0,0,0,0,0,2,0
2611013300,부산광역시 중구 광복동1가,0,0,0,0,0,0,0,0,2,0,0,0,0
2611013400,부산광역시 중구 광복동2가,0,0,4,0,0,0,0,0,2,0,0,0,0
2611013500,부산광역시 중구 광복동3가,0,0,0,0,0,0,0,0,1,0,0,0,0
2611013700,부산광역시 중구 남포동2가,0,0,0,0,0,0,0,0,0,0,0,1,0
2611013800,부산광역시 중구 남포동3가,0,0,0,0,0,0,0,0,0,0,0,1,0
2611014000,부산광역시 중구 남포동5가,0,1,0,0,0,0,0,0,0,0,0,6,0
2611014100,부산광역시 중구 남포동6가,0,0,0,0,0,0,0,0,1,0,0,6,0
2614010100,부산광역시 서구 동대신동1가,0,0,13,0,0,0,0,0,0,0,11,0,0
2614010200,부산광역시 서구 동대신동2가,0,0,31,0,0,0,0,0,3,0,10,0,0
2620011200,부산광역시 영도구 신선동1가,0,0,12,0,0,0,0,0,0,0,0,0,0
4476032031,충청남도 부여군 은산면 거전리,0,21,327,0,0,0,0,17,55,0,1,1,0
4476032032,충청남도 부여군 은산면 용두리,0,17,96,0,0,0,0,8,23,0,2,2,0
4476032033,충청남도 부여군 은산면 내지리,0,4,228,8,13,0,0,62,74,0,8,16,0
4476032035,충청남도 부여군 은산면 금공리,0,14,112,1,0,0,0,4,84,0,1,25,0
4476032036,충청남도 부여군 은산면 가곡리,0,11,248,1,0,0,0,10,118,0,0,2,0
4476033000,충청남도 부여군 외산면,0,125,4243,0,105,0,0,0,630,0,289,238,0
4476033021,충청남도 부여군 외산면 삼산리,0,2,405,0,0,0,0,0,2,0,21,19,0
2600000000,부산광역시,0,7561,45493,2592,2748,0,385,3421,8241,2304,971,3571,0
2611000000,부산광역시 중구,0,15,132,39,0,0,0,0,16,0,1,82,0
2611010100,부산광역시 중구 영주동,0,0,61,0,0,0,0,0,2,0,0,0,0
2611010200,부산광역시 중구 대창동1가,0,0,2,0,0,0,0,0,0,0,0,0,0
2611010400,부산광역시 중구 중앙동1가,0,0,0,0,0,0,0,0,0,0,0,1,0
4482532027,충청남도 태안군 남면 당암리,0,37,97,0,0,0,332,12,220,0,0,32,0
4482532028,충청남도 태안군 남면 신온리,0,48,191,0,0,0,58,231,323,0,0,39,0
4482533021,충청남도 태안군 근흥면 두야리,0,20,184,15,0,0,212,0,142,0,0,69,0
4482533022,충청남도 태안군 근흥면 수룡리,0,30,128,4,0,0,0,0,100,0,0,27,0
4482533024,충청남도 태안군 근흥면 안기리,0,14,195,9,0,0,149,2,154,0,0,84,0
4482533025,충청남도 태안군 근흥면 용신리,0,18,177,7,0,0,38,50,129,0,0,65,0
2620011300,부산광역시 영도구 신선동2가,0,0,30,0,0,0,0,0,0,0,0,0,0
4822025023,경상남도 통영시 산양읍 미남리,0,6,272,0,0,0,0,0,22,0,4,0,0
4822025025,경상남도 통영시 산양읍 삼덕리,0,13,234,0,0,0,7,0,43,0,0,2,0
4822025027,경상남도 통영시 산양읍 풍화리,0,37,657,0,0,0,0,0,31,0,0,7,0
1114014000,서울특별시 중구 남학동,0,0,0,0,0,0,0,1,0,0,0,0,0
1123010600,서울특별시 동대문구 장안동,0,14,1,0,74,0,0,134,0,0,0,10,0
1123010700,서울특별시 동대문구 청량리동,0,1,76,0,0,0,0,30,11,0,0,0,0
1123010900,서울특별시 동대문구 휘경동,0,13,59,0,0,0,0,90,1,0,0,6,0
4773047024,경상북도 의성군 안사면 신수리,0,13,662,0,0,0,0,11,39,0,0,0,0
4773047026,경상북도 의성군 안사면 쌍호리,0,105,287,0,32,0,0,40,46,0,0,83,0
4831033022,경상남도 거제시 남부면 저구리,0,33,1051,0,0,0,0,0,32,0,8,0,0
4471034022,충청남도 금산군 군북면 내부리,0,9,111,10,0,0,0,107,19,0,0,3,0
4423036037,충청남도 논산시 연산면 사포리,0,0,26,0,0,0,0,100,31,0,1,72,0
4423036038,충청남도 논산시 연산면 송산리,0,1,3,0,0,0,0,131,23,0,0,34,0
4423036040,충청남도 논산시 연산면 신양리,0,0,292,0,0,0,0,46,50,0,40,19,0
1117012900,서울특별시 용산구 이촌동,0,243,74,0,0,0,0,91,0,0,0,0,0
1117013000,서울특별시 용산구 이태원동,0,0,29,0,0,0,0,0,94,0,0,20,0
1117013200,서울특별시 용산구 동빙고동,0,4,13,0,0,0,0,2,6,0,0,15,0
1117013300,서울특별시 용산구 서빙고동,0,24,16,0,0,0,0,26,0,0,0,13,0
1117013400,서울특별시 용산구 주성동,0,10,3,0,0,0,0,0,2,0,0,2,0
1117013600,서울특별시 용산구 보광동,0,15,18,0,0,0,0,0,25,0,0,14,0
1120000000,서울특별시 성동구,0,314,295,0,59,0,0,633,209,0,0,173,0
1120010100,서울특별시 성동구 상왕십리동,0,1,0,0,0,0,0,10,4,0,0,0,0
1120010200,서울특별시 성동구 하왕십리동,0,1,33,0,0,0,0,9,19,0,0,0,0
1117000000,서울특별시 용산구,0,386,394,0,0,0,0,662,623,0,0,126,0
1114013300,서울특별시 중구 충무로5가,0,0,2,0,0,0,0,1,3,0,0,0,0
1111018100,서울특별시 종로구 행촌동,0,0,7,0,0,0,0,5,0,0,0,0,0
4889044021,경상남도 합천군 가회면 월계리,0,8,766,0,0,0,0,0,134,0,0,10,0
4313025028,충청북도 충주시 주덕읍 제내리,0,11,67,22,20,0,0,64,49,0,0,24,0
4313025029,충청북도 충주시 주덕읍 장록리,0,20,105,106,24,0,0,56,41,0,0,16,0
4313025030,충청북도 충주시 주덕읍 덕련리,0,2,217,15,0,0,0,62,31,0,4,17,0
4313031000,충청북도 충주시 살미면,0,1308,6720,2,12,0,0,46,588,0,172,186,0
4313031021,충청북도 충주시 살미면 세성리,0,9,688,0,0,0,0,8,88,0,18,37,0
4313031023,충청북도 충주시 살미면 재오개리,0,71,727,0,0,0,0,0,16,0,10,0,0
4313031025,충청북도 충주시 살미면 신당리,0,225,610,0,0,0,0,0,2,0,0,0,0
4313031026,충청북도 충주시 살미면 신매리,0,125,275,0,0,0,0,0,25,0,0,1,0
4375034028,충청북도 진천군 백곡면 명암리,0,0,848,0,0,0,0,83,27,0,15,1,0
4375035000,충청북도 진천군 이월면,0,173,2054,286,63,0,0,1652,678,0,49,575,0
4375025024,충청북도 진천군 진천읍 읍내리,0,18,17,0,0,0,0,57,0,0,1,0,0
4115011200,경기도 의정부시 고산동,0,7,304,22,0,0,0,149,29,0,0,64,0
4115011300,경기도 의정부시 산곡동,0,4,391,44,0,0,0,99,30,0,15,0,0
2620011500,부산광역시 영도구 봉래동1가,0,0,0,7,0,0,0,0,0,0,0,0,0
2620011600,부산광역시 영도구 봉래동2가,0,0,1,9,0,0,0,0,2,0,0,0,0
2620011700,부산광역시 영도구 봉래동3가,0,0,4,2,0,0,0,0,4,0,0,0,0
2611011800,부산광역시 중구 대청동3가,0,0,0,0,0,0,0,0,0,0,0,1,0
2611011900,부산광역시 중구 대청동4가,0,0,17,0,0,0,0,0,0,0,0,2,0
2611012100,부산광역시 중구 보수동2가,0,0,0,0,0,0,0,0,0,0,0,6,0
2611012200,부산광역시 중구 보수동3가,0,0,0,0,0,0,0,0,0,0,0,5,0
2611012400,부산광역시 중구 부평동2가,0,0,0,0,0,0,0,0,0,0,0,6,0
2611012600,부산광역시 중구 부평동4가,0,0,0,0,0,0,0,0,0,0,0,5,0
2611012700,부산광역시 중구 신창동1가,0,0,0,0,0,0,0,0,1,0,0,2,0
2614012300,부산광역시 서구 남부민동,0,4,76,24,0,0,0,0,1,0,0,2,0
4889043031,경상남도 합천군 삼가면 문송리,0,3,683,0,0,0,0,0,103,0,0,14,0
4889043032,경상남도 합천군 삼가면 덕진리,0,6,511,0,12,0,0,10,51,0,1,9,0
4889044000,경상남도 합천군 가회면,0,113,5756,0,55,0,0,44,1001,0,16,32,0
4313025027,충청북도 충주시 주덕읍 사락리,0,5,317,0,0,0,0,48,93,0,0,64,0
4375025025,충청북도 진천군 진천읍 성석리,0,21,24,25,37,0,0,108,32,0,4,23,0
4375025026,충청북도 진천군 진천읍 벽암리,0,1,44,0,0,0,0,78,13,0,0,0,0
4375025028,충청북도 진천군 진천읍 장관리,0,32,104,15,0,0,0,119,68,0,6,33,0
4375025030,충청북도 진천군 진천읍 지암리,0,6,463,16,0,0,0,133,47,0,3,1,0
4375025031,충청북도 진천군 진천읍 사석리,0,8,257,0,0,0,0,103,35,0,4,0,0
4375025033,충청북도 진천군 진천읍 상계리,0,6,409,0,0,0,0,51,13,0,20,0,0
4375025035,충청북도 진천군 진천읍 연곡리,0,10,687,0,0,0,0,19,30,0,10,0,0
4375025036,충청북도 진천군 진천읍 삼덕리,0,11,15,0,23,0,0,90,100,0,12,34,0
4375025038,충청북도 진천군 진천읍 가산리,0,19,2,0,40,0,0,95,6,0,0,10,0
4375025040,충청북도 진천군 진천읍 산척리,0,6,0,0,7,0,0,5,101,0,0,47,0
4375025023,충청북도 진천군 진천읍 원덕리,0,0,226,25,0,0,0,26,19,0,0,5,0
4377034032,충청북도 음성군 대소면 대풍리,0,7,52,5,18,0,0,203,56,0,2,27,0
4377035021,충청북도 음성군 삼성면 덕정리,0,13,55,54,0,0,0,359,85,0,0,26,0
1141010500,서울특별시 서대문구 냉천동,0,0,6,0,0,0,0,5,0,0,0,0,0
1141010600,서울특별시 서대문구 천연동,0,0,10,0,0,0,0,1,4,0,0,0,0
1141010800,서울특별시 서대문구 영천동,0,0,9,0,0,0,0,3,2,0,0,0,0
1129013900,서울특별시 성북구 석관동,0,14,50,0,0,0,0,106,0,0,0,4,0
1129000000,서울특별시 성북구,0,27,1712,0,0,0,0,692,28,0,0,4,0
1129010100,서울특별시 성북구 성북동,0,0,249,0,0,0,0,9,6,0,0,0,0
1120010700,서울특별시 성동구 행당동,0,1,41,0,0,0,0,34,44,0,0,30,0
1120010800,서울특별시 성동구 응봉동,0,9,6,0,0,0,0,14,16,0,0,10,0
1120011000,서울특별시 성동구 금호동2가,0,0,13,0,0,0,0,0,18,0,0,0,0
1120011100,서울특별시 성동구 금호동3가,0,0,16,0,0,0,0,0,12,0,0,5,0
4377034022,충청북도 음성군 대소면 태생리,0,10,49,15,24,0,0,190,29,0,1,16,0
4377034023,충청북도 음성군 대소면 소석리,0,0,42,37,0,0,0,195,46,0,0,0,0
4377034025,충청북도 음성군 대소면 부윤리,0,0,83,27,9,0,0,111,53,0,0,21,0
4377034026,충청북도 음성군 대소면 수태리,0,4,84,8,20,0,0,99,59,0,0,15,0
4613033029,전라남도 여수시 화양면 장수리,0,4,410,0,0,0,0,0,103,0,0,3,0
4613034000,전라남도 여수시 남면,0,60,3548,0,8,0,0,0,524,0,50,18,0
4613034021,전라남도 여수시 남면 우학리,0,2,346,0,0,0,0,0,82,0,15,0,0
4613034022,전라남도 여수시 남면 심장리,0,4,349,0,0,0,0,0,83,0,0,5,0
4613034024,전라남도 여수시 남면 유송리,0,11,691,0,0,0,0,0,61,0,0,1,0
4613034025,전라남도 여수시 남면 안도리,0,6,318,0,0,0,0,0,44,0,0,1,0
1129013200,서울특별시 성북구 보문동3가,0,0,7,0,0,0,0,3,2,0,0,0,0
1129013300,서울특별시 성북구 정릉동,0,2,802,0,0,0,0,36,1,0,0,0,0
1129013600,서울특별시 성북구 하월곡동,0,1,71,0,0,0,0,108,0,0,0,0,0
1129013800,서울특별시 성북구 장위동,0,2,79,0,0,0,0,122,0,0,0,0,0
1117010200,서울특별시 용산구 용산동2가,0,0,42,0,0,0,0,20,46,0,0,10,0
1117010300,서울특별시 용산구 용산동4가,0,0,0,0,0,0,0,10,62,0,0,7,0
1117010500,서울특별시 용산구 남영동,0,0,0,0,0,0,0,7,0,0,0,0,0
1117010700,서울특별시 용산구 동자동,0,0,5,0,0,0,0,21,2,0,0,0,0
1117010800,서울특별시 용산구 서계동,0,0,3,0,0,0,0,8,14,0,0,0,0
1120011400,서울특별시 성동구 성수동1가,0,77,25,0,0,0,0,184,0,0,0,0,0
1120011500,서울특별시 성동구 성수동2가,0,38,1,0,2,0,0,182,0,0,0,0,0
1129011300,서울특별시 성북구 삼선동3가,0,0,12,0,0,0,0,1,4,0,0,0,0
4113511600,경기도 성남시분당구 대장동,0,5,341,0,0,0,0,137,1,0,9,0,0
4113511700,경기도 성남시분당구 석운동,0,1,344,0,0,0,0,66,9,0,2,0,0
