stdg_Cd,bjd_Nm,alfisols_Area,andisols_Area,entisols_Area,etc_Area,histosols_Area,inceptisols_Area,mollisols_Area,ultisols_Area
4415031034,충청남도 공주시 이인면 반송리,4,0,0,3,0,297,0,0
4415031036,충청남도 공주시 이인면 운암리,2,0,14,84,0,703,0,0
4415032000,충청남도 공주시 탄천면,19,0,80,206,0,6084,0,32
4415032021,충청남도 공주시 탄천면 삼각리,1,0,2,4,0,621,0,0
4415032023,충청남도 공주시 탄천면 장선리,2,0,3,19,0,261,0,11
4415032024,충청남도 공주시 탄천면 안영리,0,0,3,7,0,412,0,0
4415032026,충청남도 공주시 탄천면 화정리,0,0,1,7,0,176,0,1
4415032027,충청남도 공주시 탄천면 남산리,0,0,2,7,0,779,0,20
4680025030,전라남도 장흥군 장흥읍 사안리,16,0,27,15,0,178,0,6
4680025031,전라남도 장흥군 장흥읍 영전리,13,0,6,27,0,336,0,0
4680025033,전라남도 장흥군 장흥읍 평장리,3,0,19,14,0,169,0,0
4680025034,전라남도 장흥군 장흥읍 덕제리,31,0,1,11,0,502,0,0
4680025038,전라남도 장흥군 장흥읍 향양리,80,0,0,3,0,123,0,18
4680025039,전라남도 장흥군 장흥읍 삼산리,31,0,2,1,0,271,0,44
4680025042,전라남도 장흥군 장흥읍 상리,41,0,0,0,0,0,0,0
4477039026,충청남도 서천군 종천면 화산리,38,0,11,2,0,110,0,2
4477039028,충청남도 서천군 종천면 도만리,3,0,5,1,0,55,0,2
4477039029,충청남도 서천군 종천면 석촌리,48,0,0,8,0,153,0,0
4477039030,충청남도 서천군 종천면 지석리,15,0,77,32,0,131,0,14
4477040000,충청남도 서천군 비인면,313,0,645,39,0,2128,0,14
4477040022,충청남도 서천군 비인면 성북리,58,0,74,4,0,214,0,0
4477040023,충청남도 서천군 비인면 선도리,54,0,83,9,0,96,0,5
4690036038,전라남도 진도군 조도면 진목도리,3,0,0,1,0,28,0,9
4690036040,전라남도 진도군 조도면 눌옥도리,4,0,0,1,0,58,0,0
4690034021,전라남도 진도군 임회면 명슬리,52,0,2,4,0,166,0,83
4690033021,전라남도 진도군 의신면 사천리,47,0,9,25,0,817,0,62
4690033022,전라남도 진도군 의신면 침계리,25,0,32,23,0,219,0,34
4690036029,전라남도 진도군 조도면 나배도리,6,0,0,1,0,20,0,69
4690036030,전라남도 진도군 조도면 맹성리,47,0,0,2,0,166,0,80
4690036032,전라남도 진도군 조도면 성남도리,9,0,0,2,0,65,0,71
4690036033,전라남도 진도군 조도면 죽항도리,5,0,0,2,0,43,0,5
4690036035,전라남도 진도군 조도면 청등도리,0,0,0,1,0,5,0,0
4374039029,충청북도 영동군 양산면 가선리,1,0,42,59,0,797,0,12
4374040000,충청북도 영동군 심천면,42,0,1290,613,0,5726,0,136
4374040021,충청북도 영동군 심천면 심천리,0,0,287,81,0,171,0,0
4374040023,충청북도 영동군 심천면 길현리,0,0,215,0,0,410,0,56
4374040024,충청북도 영동군 심천면 구탄리,2,0,174,48,0,190,0,0
4374040026,충청북도 영동군 심천면 고당리,13,0,37,167,0,587,0,52
4374040027,충청북도 영동군 심천면 마곡리,5,0,0,13,0,1067,0,0
4375034000,충청북도 진천군 백곡면,151,0,425,41,0,7422,0,0
4375032028,충청북도 진천군 초평면 용기리,64,0,10,15,0,248,0,3
4375032030,충청북도 진천군 초평면 은암리,45,0,213,6,0,281,0,0
4375032031,충청북도 진천군 초평면 진암리,2,0,14,21,0,216,0,0
4418039034,충청남도 보령시 미산면 남심리,6,0,1,2,0,314,0,0
4420025024,충청남도 아산시 염치읍 중방리,25,0,0,5,0,112,0,0
4420025026,충청남도 아산시 염치읍 쌍죽리,2,0,1,0,0,155,0,0
4420025028,충청남도 아산시 염치읍 곡교리,0,0,8,24,0,127,0,0
4420025029,충청남도 아산시 염치읍 석두리,2,0,1,14,0,150,0,0
4420025031,충청남도 아산시 염치읍 방현리,21,0,0,2,0,388,0,0
4420025032,충청남도 아산시 염치읍 송곡리,0,0,16,9,0,153,0,0
4480033022,충청남도 홍성군 홍동면 월현리,30,0,0,0,0,177,0,0
4480033023,충청남도 홍성군 홍동면 원천리,30,0,0,0,0,200,0,0
4480033025,충청남도 홍성군 홍동면 화신리,52,0,0,10,0,79,0,0
4480033027,충청남도 홍성군 홍동면 금평리,82,0,0,1,0,163,0,0
4480033028,충청남도 홍성군 홍동면 구정리,51,0,0,4,0,196,0,0
4479036031,충청남도 청양군 장평면 분향리,22,0,16,51,0,396,0,0
4479037000,충청남도 청양군 남양면,214,0,11,184,0,5408,0,68
4480032033,충청남도 홍성군 금마면 송강리,4,0,3,3,0,84,0,0
4480032031,충청남도 홍성군 금마면 죽림리,106,0,8,4,0,129,0,56
4376032025,충청북도 괴산군 장연면 조곡리,0,0,368,13,0,250,0,0
4376032026,충청북도 괴산군 장연면 장암리,0,0,514,12,0,191,0,0
4376032000,충청북도 괴산군 장연면,0,0,3416,86,0,2638,0,0
4420031027,충청남도 아산시 송악면 유곡리,0,0,118,8,0,426,0,0
4686034000,전라남도 함평군 엄다면,813,0,11,113,0,1276,0,103
4686032032,전라남도 함평군 신광면 유천리,5,0,0,2,0,93,0,30
4686033000,전라남도 함평군 학교면,853,0,708,253,0,2575,0,251
4686033022,전라남도 함평군 학교면 고막리,57,0,193,14,0,125,0,14
4686033023,전라남도 함평군 학교면 금송리,166,0,60,24,0,161,0,0
2920016900,광주광역시 광산구 산수동,48,0,1,20,0,87,0,10
2920017000,광주광역시 광산구 선동,32,0,10,25,0,273,0,10
2920013600,광주광역시 광산구 오산동,9,0,9,35,0,176,0,0
2920013700,광주광역시 광산구 사호동,18,0,18,16,0,233,0,0
2920013800,광주광역시 광산구 하산동,79,0,0,10,0,48,0,98
2920014000,광주광역시 광산구 본덕동,46,0,12,29,0,113,0,119
2920014200,광주광역시 광산구 요기동,84,0,0,5,0,23,0,61
2920014300,광주광역시 광산구 복룡동,3,0,0,0,0,7,0,0
2920014400,광주광역시 광산구 송대동,0,0,9,8,0,27,0,0
2920014600,광주광역시 광산구 월전동,146,0,3,5,0,18,0,0
2920014700,광주광역시 광산구 장록동,109,0,20,6,0,3,0,0
2920014800,광주광역시 광산구 송촌동,7,0,36,17,0,10,0,0
2871035023,인천광역시 강화군 양도면 건평리,11,0,0,7,0,223,0,0
2871035025,인천광역시 강화군 양도면 삼흥리,94,0,18,0,0,596,0,0
2871035026,인천광역시 강화군 양도면 길정리,106,0,17,50,0,467,0,0
2871035028,인천광역시 강화군 양도면 조산리,95,0,3,1,0,123,0,0
2871032021,인천광역시 강화군 불은면 두운리,48,0,2,0,0,458,0,0
2871032023,인천광역시 강화군 불은면 오두리,18,0,0,1,0,139,0,0
2871032024,인천광역시 강화군 불은면 넙성리,20,0,0,0,0,184,0,0
2871034026,인천광역시 강화군 화도면 동막리,0,0,65,5,0,213,0,0
2871032025,인천광역시 강화군 불은면 신현리,85,0,0,2,0,213,0,0
2871032027,인천광역시 강화군 불은면 삼성리,158,0,61,5,0,426,0,0
2871032028,인천광역시 강화군 불은면 덕성리,59,0,0,11,0,211,0,0
4423040024,충청남도 논산시 가야곡면 함적리,6,0,55,1,0,137,0,30
4423040026,충청남도 논산시 가야곡면 병암리,0,0,73,133,0,127,0,1
4315012400,충청북도 제천시 왕암동,13,0,5,8,0,556,0,0
4315012600,충청북도 제천시 신동,0,0,11,26,0,467,0,0
4315012700,충청북도 제천시 자작동,69,0,206,1,0,369,0,0
4315025000,충청북도 제천시 봉양읍,523,0,940,302,0,12569,0,10
4315025021,충청북도 제천시 봉양읍 주포리,3,0,10,10,0,116,0,0
4315025023,충청북도 제천시 봉양읍 미당리,152,0,34,13,0,449,0,2
4315025024,충청북도 제천시 봉양읍 명도리,36,0,35,12,0,785,0,5
4315025026,충청북도 제천시 봉양읍 명암리,25,0,200,14,0,1920,0,0
4315025028,충청북도 제천시 봉양읍 옥전리,29,0,134,22,0,1158,0,0
4315025029,충청북도 제천시 봉양읍 구학리,40,0,112,19,0,1019,0,0
4315012000,충청북도 제천시 신백동,0,0,3,4,0,133,0,0
4889045024,경상남도 합천군 대병면 유전리,51,0,59,107,0,270,0,35
4481036021,충청남도 예산군 덕산면 읍내리,124,0,6,3,0,22,0,9
4481036023,충청남도 예산군 덕산면 옥계리,1,0,127,37,0,196,0,12
4481036024,충청남도 예산군 덕산면 상가리,3,0,578,1,0,360,0,0
4481036025,충청남도 예산군 덕산면 사동리,14,0,39,0,0,118,0,15
4481032021,충청남도 예산군 신양면 신양리,0,0,54,22,0,273,0,0
4481034021,충청남도 예산군 대흥면 동서리,0,0,0,30,0,118,0,0
4481034023,충청남도 예산군 대흥면 교촌리,0,0,3,125,0,252,0,0
4481034024,충청남도 예산군 대흥면 송지리,0,0,28,107,0,28,0,0
4481034026,충청남도 예산군 대흥면 신속리,0,0,33,87,0,34,0,0
4481034028,충청남도 예산군 대흥면 지곡리,1,0,48,1,0,94,0,0
4481034029,충청남도 예산군 대흥면 하탄방리,0,0,32,16,0,82,0,0
4481034031,충청남도 예산군 대흥면 금곡리,0,0,2,0,0,208,0,0
4471034028,충청남도 금산군 군북면 보광리,11,0,92,0,0,352,0,0
4471034030,충청남도 금산군 군북면 산안리,41,0,42,4,0,1030,0,0
4471035000,충청남도 금산군 남일면,59,0,184,200,0,4367,0,0
4471035022,충청남도 금산군 남일면 마장리,21,0,1,10,0,386,0,0
4471035023,충청남도 금산군 남일면 상동리,0,0,17,41,0,397,0,0
4471035025,충청남도 금산군 남일면 덕천리,7,0,31,31,0,389,0,0
4471035027,충청남도 금산군 남일면 신동리,2,0,49,14,0,847,0,0
4471035028,충청남도 금산군 남일면 음대리,5,0,6,17,0,221,0,0
4471034027,충청남도 금산군 군북면 조정리,1,0,51,2,0,408,0,0
4373034034,충청북도 옥천군 청성면 도장리,14,0,9,0,0,333,0,0
4374025024,충청북도 영동군 영동읍 화신리,4,0,220,4,0,453,0,0
4374025026,충청북도 영동군 영동읍 산익리,0,0,30,1,0,406,0,0
4374025027,충청북도 영동군 영동읍 매천리,0,0,45,10,0,344,0,0
4374025029,충청북도 영동군 영동읍 오탄리,0,0,40,21,0,681,0,14
4374025030,충청북도 영동군 영동읍 산이리,0,0,21,4,0,574,0,0
4374025031,충청북도 영동군 영동읍 설계리,0,0,255,3,0,555,0,0
4373034026,충청북도 옥천군 청성면 삼남리,3,0,102,0,0,395,0,0
4373034027,충청북도 옥천군 청성면 조천리,2,0,70,0,0,372,0,0
4373034029,충청북도 옥천군 청성면 고당리,0,0,85,38,0,399,0,0
4373034031,충청북도 옥천군 청성면 양저리,0,0,407,30,0,184,0,0
4415036033,충청남도 공주시 의당면 가산리,27,0,1,7,0,317,0,0
4415036035,충청남도 공주시 의당면 도신리,42,0,8,3,0,439,0,0
4415036036,충청남도 공주시 의당면 덕학리,38,0,12,0,0,623,0,0
4415037000,충청남도 공주시 정안면,61,0,805,200,0,9791,0,0
4415036021,충청남도 공주시 의당면 월곡리,33,0,15,7,0,510,0,0
4415036022,충청남도 공주시 의당면 두만리,11,0,9,1,0,391,0,0
4415036024,충청남도 공주시 의당면 수촌리,0,0,19,27,0,272,0,0
4415036025,충청남도 공주시 의당면 율정리,0,0,0,7,0,225,0,0
4415036027,충청남도 공주시 의당면 유계리,0,0,0,4,0,551,0,0
4477031031,충청남도 서천군 마서면 송내리,111,0,0,0,0,114,0,0
4477031033,충청남도 서천군 마서면 도삼리,75,0,0,81,0,246,0,0
4477031034,충청남도 서천군 마서면 신포리,81,0,0,3,0,93,0,0
4477031036,충청남도 서천군 마서면 당선리,21,0,0,86,0,156,0,0
4477031037,충청남도 서천군 마서면 어리,67,0,0,0,0,78,0,2
4477032021,충청남도 서천군 화양면 옥포리,65,0,0,89,0,95,0,0
4477032022,충청남도 서천군 화양면 보현리,45,0,0,0,0,54,0,0
4477032024,충청남도 서천군 화양면 완포리,21,0,0,52,0,88,0,0
4477032025,충청남도 서천군 화양면 화촌리,10,0,0,13,0,120,0,0
4477034026,충청남도 서천군 한산면 종지리,72,0,0,1,0,33,0,1
4477036025,충청남도 서천군 시초면 용곡리,38,0,0,7,0,64,0,0
4479025027,충청남도 청양군 청양읍 군량리,26,0,0,5,0,350,0,2
4479025029,충청남도 청양군 청양읍 송방리,11,0,0,5,0,232,0,0
4479025031,충청남도 청양군 청양읍 학당리,17,0,0,6,0,415,0,0
4479031000,충청남도 청양군 운곡면,121,1,75,119,0,4342,0,20
4479031022,충청남도 청양군 운곡면 효제리,12,0,0,7,0,324,0,6
4415033035,충청남도 공주시 계룡면 죽곡리,8,0,1,1,0,230,0,0
4415033036,충청남도 공주시 계룡면 향지리,3,0,20,0,0,344,0,0
4415034000,충청남도 공주시 반포면,239,0,1896,100,0,3733,0,29
4415034021,충청남도 공주시 반포면 공암리,22,0,65,21,0,182,0,0
4415034023,충청남도 공주시 반포면 송곡리,7,0,212,11,0,285,0,0
4680025023,전라남도 장흥군 장흥읍 기양리,0,0,7,13,0,5,0,0
4680025024,전라남도 장흥군 장흥읍 예양리,0,0,16,6,0,8,0,0
4680025026,전라남도 장흥군 장흥읍 교촌리,0,0,0,0,0,15,0,0
4680025027,전라남도 장흥군 장흥읍 충열리,2,0,1,6,0,56,0,0
4680032027,전라남도 장흥군 안양면 지천리,1,0,0,3,0,71,0,2
4680032028,전라남도 장흥군 안양면 학송리,18,0,0,34,0,838,0,0
4680032030,전라남도 장흥군 안양면 수락리,12,0,0,0,0,309,0,10
4680032031,전라남도 장흥군 안양면 수문리,3,0,4,7,0,139,0,0
4680032033,전라남도 장흥군 안양면 해창리,23,0,0,31,0,382,0,5
4680033000,전라남도 장흥군 장동면,390,0,102,84,0,3821,0,71
4680033022,전라남도 장흥군 장동면 조양리,16,0,22,33,0,372,0,0
4690036027,전라남도 진도군 조도면 소마도리,0,0,5,0,0,52,0,12
4690035027,전라남도 진도군 지산면 소포리,48,0,0,62,0,524,0,69
4691031023,전라남도 신안군 증도면 대초리,57,0,130,73,0,796,0,0
4691031024,전라남도 신안군 증도면 우전리,3,0,65,10,0,158,0,0
4691032000,전라남도 신안군 임자면,778,0,942,182,0,2443,0,131
4691032021,전라남도 신안군 임자면 도찬리,211,0,232,23,0,133,0,8
4691032023,전라남도 신안군 임자면 광산리,75,0,91,18,0,227,0,20
4691032024,전라남도 신안군 임자면 재원리,14,0,0,3,0,248,0,14
4691032026,전라남도 신안군 임자면 이흑암리,68,0,178,34,0,475,0,23
4691032027,전라남도 신안군 임자면 진리,18,0,0,34,0,227,0,15
4691033000,전라남도 신안군 자은면,1176,0,1554,181,0,2205,0,133
4691033021,전라남도 신안군 자은면 한운리,169,0,225,9,0,214,0,0
4415040033,충청남도 공주시 신풍면 평소리,0,0,21,6,0,333,0,0
4415040034,충청남도 공주시 신풍면 화흥리,11,0,144,1,0,437,0,0
2917010800,광주광역시 북구 동림동,100,0,32,14,0,118,0,63
2917010900,광주광역시 북구 운암동,8,0,12,3,0,157,0,171
2917011100,광주광역시 북구 풍향동,36,0,0,0,0,30,0,0
2917011200,광주광역시 북구 문흥동,4,0,0,0,0,186,0,111
2917011300,광주광역시 북구 각화동,3,0,0,2,0,247,0,47
2917011400,광주광역시 북구 두암동,3,0,29,0,0,307,0,11
2917011500,광주광역시 북구 오치동,23,0,0,2,0,159,0,108
2917011700,광주광역시 북구 매곡동,14,0,0,0,0,125,0,47
2917011800,광주광역시 북구 충효동,2,0,13,33,0,256,0,32
2917011900,광주광역시 북구 덕의동,9,0,0,30,0,210,0,27
2917012100,광주광역시 북구 망월동,0,0,11,13,0,465,0,0
2915511600,광주광역시 남구 구소동,12,0,38,2,0,42,0,1
2915511700,광주광역시 남구 양촌동,157,0,9,13,0,61,0,0
4421025021,충청남도 서산시 대산읍 대산리,129,0,0,4,0,584,0,99
4421025023,충청남도 서산시 대산읍 웅도리,17,0,0,5,0,68,0,59
4421025024,충청남도 서산시 대산읍 오지리,14,0,12,36,0,569,0,62
4421025027,충청남도 서산시 대산읍 대죽리,54,0,19,489,0,733,0,57
4421025029,충청남도 서산시 대산읍 운산리,114,0,28,452,0,1798,0,87
4421025030,충청남도 서산시 대산읍 영탑리,47,0,3,57,0,759,0,24
4420037029,충청남도 아산시 영인면 창용리,140,0,0,280,0,262,0,88
4420037030,충청남도 아산시 영인면 신봉리,89,0,146,13,0,445,0,73
4421011200,충청남도 서산시 오남동,114,0,0,4,0,141,0,151
4420040026,충청남도 아산시 도고면 신유리,13,0,17,49,0,168,0,0
4182000000,경기도 가평군,813,0,31993,2593,0,48674,0,6
4480038030,충청남도 홍성군 갈산면 부기리,27,0,0,1,0,275,0,1
4480038031,충청남도 홍성군 갈산면 기산리,42,0,76,19,0,441,0,0
4480033030,충청남도 홍성군 홍동면 수란리,4,0,0,3,0,312,0,16
4480036022,충청남도 홍성군 결성면 성호리,31,0,0,6,0,356,0,0
4480036024,충청남도 홍성군 결성면 금곡리,67,0,0,10,0,180,0,15
4480036025,충청남도 홍성군 결성면 성곡리,20,0,0,0,0,332,0,25
4480036027,충청남도 홍성군 결성면 교항리,27,0,41,33,0,377,0,2
4315032042,충청북도 제천시 청풍면 도리,2,0,54,102,0,20,0,0
4315032044,충청북도 제천시 청풍면 북진리,36,0,0,73,0,1,1,0
4315032046,충청북도 제천시 청풍면 교리,30,0,308,92,0,93,1,0
4315032047,충청북도 제천시 청풍면 학현리,27,0,611,6,0,480,0,0
4315033021,충청북도 제천시 수산면 수산리,107,0,193,12,0,150,13,0
4315033022,충청북도 제천시 수산면 내리,104,0,108,0,0,113,7,0
4315036000,충청북도 제천시 백운면,341,0,1255,198,0,11657,0,0
4315036021,충청북도 제천시 백운면 평동리,21,0,41,10,0,723,0,0
4315036023,충청북도 제천시 백운면 덕동리,13,0,218,21,0,2277,0,0
4315036024,충청북도 제천시 백운면 화당리,20,0,271,15,0,1608,0,0
4315036026,충청북도 제천시 백운면 방학리,99,0,131,36,0,1402,0,0
4471039027,충청남도 금산군 추부면 요광리,22,0,220,17,0,286,0,0
4471039028,충청남도 금산군 추부면 신평리,24,0,112,13,0,279,0,0
4471039030,충청남도 금산군 추부면 서대리,58,0,194,4,0,330,0,0
4372037022,충청북도 보은군 회남면 금곡리,0,0,0,3,0,197,0,0
4372037024,충청북도 보은군 회남면 용호리,0,0,0,63,0,172,0,0
4372037025,충청북도 보은군 회남면 은운리,0,0,1,9,0,332,0,0
4372037027,충청북도 보은군 회남면 법수리,0,0,1,82,0,203,0,0
4372037029,충청북도 보은군 회남면 거교리,0,0,0,26,0,143,0,0
4372037032,충청북도 보은군 회남면 서탄리,0,0,0,123,0,239,0,0
4372037033,충청북도 보은군 회남면 산수리,0,0,0,70,0,82,0,0
4372037035,충청북도 보은군 회남면 어성리,0,0,0,15,0,112,0,0
4372037037,충청북도 보은군 회남면 사음리,0,0,0,86,0,130,0,0
4372037021,충청북도 보은군 회남면 신곡리,0,0,0,68,0,109,0,0
4374025032,충청북도 영동군 영동읍 심원리,4,0,579,21,0,334,0,0
4374025033,충청북도 영동군 영동읍 봉현리,0,0,367,4,0,449,0,0
4374025035,충청북도 영동군 영동읍 가리,0,0,150,5,0,739,0,70
4374025036,충청북도 영동군 영동읍 임계리,0,0,351,5,0,523,0,0
4374031021,충청북도 영동군 용산면 구촌리,3,0,0,4,0,218,0,0
4374038029,충청북도 영동군 학산면 범화리,6,0,84,14,0,1118,0,0
4374035029,충청북도 영동군 상촌면 흥덕리,2,0,192,5,0,1360,0,0
4374035030,충청북도 영동군 상촌면 궁촌리,30,0,607,16,0,839,0,0
4374036000,충청북도 영동군 양강면,47,0,1601,233,0,5968,0,427
4374036021,충청북도 영동군 양강면 괴목리,2,0,56,13,0,464,0,5
4374036023,충청북도 영동군 양강면 양정리,0,0,50,4,0,142,0,0
4418025024,충청남도 보령시 웅천읍 성동리,22,0,47,58,0,325,0,0
4418025025,충청남도 보령시 웅천읍 대천리,4,0,25,20,0,100,0,0
4418032026,충청남도 보령시 오천면 효자도리,4,0,0,10,0,37,0,76
4418032027,충청남도 보령시 오천면 원산도리,29,0,29,33,0,546,0,178
4418032028,충청남도 보령시 오천면 삽시도리,2,0,151,68,0,253,0,92
4418032030,충청남도 보령시 오천면 외연도리,0,0,5,67,0,304,0,0
4418033021,충청남도 보령시 천북면 하만리,32,0,0,181,0,724,0,0
4418033022,충청남도 보령시 천북면 학성리,9,0,1,24,0,765,0,0
4418033024,충청남도 보령시 천북면 장은리,24,0,0,189,0,895,0,0
4418033026,충청남도 보령시 천북면 낙동리,22,0,51,419,0,754,0,0
4479036029,충청남도 청양군 장평면 구룡리,2,0,19,28,0,146,0,0
4479036030,충청남도 청양군 장평면 관현리,9,0,9,9,0,298,0,0
4479031023,충청남도 청양군 운곡면 후덕리,11,0,0,5,0,318,0,0
4479033034,충청남도 청양군 정산면 학암리,21,0,0,4,0,292,0,0
4479033036,충청남도 청양군 정산면 광생리,6,0,0,4,0,149,0,0
4479034000,충청남도 청양군 목면,133,0,16,241,0,3046,0,9
4479034022,충청남도 청양군 목면 화양리,20,0,4,55,0,445,0,5
4479034023,충청남도 청양군 목면 신흥리,20,0,6,107,0,552,0,0
4479034025,충청남도 청양군 목면 송암리,12,0,4,18,0,387,0,0
4479034027,충청남도 청양군 목면 대평리,19,0,0,17,0,450,0,0
4479035000,충청남도 청양군 청남면,43,0,166,310,0,3043,0,0
4418032024,충청남도 보령시 오천면 갈현리,5,0,0,0,0,131,0,1
4418032025,충청남도 보령시 오천면 오포리,10,0,0,64,0,824,0,4
4418036021,충청남도 보령시 남포면 읍내리,7,0,0,0,0,130,0,0
4418034026,충청남도 보령시 청소면 정전리,8,0,39,6,0,272,0,2
4418034027,충청남도 보령시 청소면 야현리,44,0,0,7,0,197,0,11
4681037026,전라남도 강진군 작천면 이남리,11,0,8,7,0,137,0,11
4681037029,전라남도 강진군 작천면 평기리,43,0,7,14,0,480,0,0
4681032023,전라남도 강진군 칠량면 영동리,104,0,1,0,0,455,0,4
4681032024,전라남도 강진군 칠량면 현평리,1,0,7,11,0,105,0,0
4681032026,전라남도 강진군 칠량면 영복리,52,0,20,3,0,162,0,38
4479033032,충청남도 청양군 정산면 신덕리,14,0,13,11,0,274,0,0
4479038026,충청남도 청양군 화성면 기덕리,5,0,0,4,0,172,0,0
4479038028,충청남도 청양군 화성면 용당리,6,0,0,11,0,273,0,0
4479038029,충청남도 청양군 화성면 신정리,15,0,0,8,0,351,0,5
4375033000,충청북도 진천군 문백면,182,0,240,183,0,5406,0,0
4375033021,충청북도 진천군 문백면 문덕리,21,0,11,4,0,378,0,0
4375033022,충청북도 진천군 문백면 사양리,17,0,16,10,0,567,0,0
4375033023,충청북도 진천군 문백면 장월리,8,0,3,7,0,177,0,0
4375033025,충청북도 진천군 문백면 평산리,11,0,8,10,0,537,0,0
4375033027,충청북도 진천군 문백면 봉죽리,25,0,31,12,0,479,0,0
4375033028,충청북도 진천군 문백면 은탄리,12,0,43,51,0,846,0,0
4375033030,충청북도 진천군 문백면 옥성리,9,0,31,16,0,644,0,0
4682031029,전라남도 해남군 삼산면 상가리,19,0,11,8,0,406,0,52
4682032000,전라남도 해남군 화산면,804,0,60,527,0,4017,0,217
4691033022,전라남도 신안군 자은면 송산리,96,0,76,5,0,107,0,21
4691031000,전라남도 신안군 증도면,133,0,243,309,0,2567,0,105
4691000000,전라남도 신안군,6691,0,8820,3947,0,40878,0,3934
4691036025,전라남도 신안군 흑산면 심리,20,0,0,9,0,201,0,0
4691036028,전라남도 신안군 흑산면 오리,0,0,0,2,0,91,0,0
4691036029,전라남도 신안군 흑산면 홍도리,4,0,0,193,0,463,0,0
4691036031,전라남도 신안군 흑산면 수리,0,0,0,12,0,108,0,0
4691036032,전라남도 신안군 흑산면 가거도리,19,0,807,94,0,50,0,0
4480036029,충청남도 홍성군 결성면 형산리,63,0,0,0,0,320,0,0
4480037000,충청남도 홍성군 서부면,313,0,160,260,0,4013,29,4
4480037022,충청남도 홍성군 서부면 광리,59,0,15,27,0,440,0,0
4480037023,충청남도 홍성군 서부면 궁리,41,0,144,149,0,316,3,0
2914010600,광주광역시 서구 농성동,3,0,5,0,0,130,0,0
2911011000,광주광역시 동구 산수동,37,0,15,0,0,87,0,6
2911011100,광주광역시 동구 지산동,4,0,55,1,0,180,0,18
2911011200,광주광역시 동구 남동,0,0,3,0,0,4,0,0
2911011300,광주광역시 동구 광산동,0,0,3,0,0,4,0,0
2911011500,광주광역시 동구 호남동,0,0,6,1,0,0,0,0
2911011600,광주광역시 동구 불로동,0,0,8,1,0,0,0,0
4376034027,충청북도 괴산군 칠성면 사은리,1,0,2128,122,0,354,0,17
4376034028,충청북도 괴산군 칠성면 외사리,11,0,33,19,0,138,0,6
4376034029,충청북도 괴산군 칠성면 송동리,16,0,289,36,0,211,0,0
4376041032,충청북도 괴산군 불정면 세평리,1,0,10,9,0,146,0,0
4376040025,충청북도 괴산군 소수면 소암리,23,0,7,13,0,983,0,0
4376040027,충청북도 괴산군 소수면 옥현리,18,0,0,0,0,330,0,0
4376040028,충청북도 괴산군 소수면 길선리,23,0,1,27,0,654,0,0
4376041021,충청북도 괴산군 불정면 목도리,30,0,26,29,0,394,0,0
4376041022,충청북도 괴산군 불정면 창산리,11,0,41,31,0,433,0,0
4421031024,충청남도 서산시 인지면 산동리,19,0,48,19,0,506,0,114
4421038031,충청남도 서산시 운산면 안호리,0,0,31,12,0,126,0,0
4421038032,충청남도 서산시 운산면 용장리,51,0,50,30,0,310,0,0
4421038034,충청남도 서산시 운산면 여미리,43,0,0,0,0,193,0,0
4421038035,충청남도 서산시 운산면 가좌리,54,0,0,1,0,205,0,63
4421038029,충청남도 서산시 운산면 수평리,19,0,75,6,0,391,0,0
4421037023,충청남도 서산시 음암면 문양리,17,0,0,0,0,377,0,1
4421037025,충청남도 서산시 음암면 부산리,88,0,0,18,0,176,0,97
4421037026,충청남도 서산시 음암면 상홍리,67,0,0,49,0,99,0,163
4421037028,충청남도 서산시 음암면 유계리,36,0,0,15,0,113,0,148
4421037029,충청남도 서산시 음암면 성암리,55,0,0,5,0,45,0,51
4421038000,충청남도 서산시 운산면,576,0,1298,236,0,5723,0,434
4481025326,충청남도 예산군 삽교읍 목리,13,0,98,12,0,221,0,151
4481025327,충청남도 예산군 삽교읍 신리,9,0,72,23,0,174,0,50
4481025329,충청남도 예산군 삽교읍 송산리,31,0,3,0,0,112,0,20
4481025331,충청남도 예산군 삽교읍 상하리,146,0,0,0,0,134,0,97
4481025332,충청남도 예산군 삽교읍 창정리,137,0,0,5,0,78,0,0
4481025334,충청남도 예산군 삽교읍 상성리,0,0,1,3,0,44,0,47
4481025335,충청남도 예산군 삽교읍 용동리,8,0,11,10,0,275,0,64
4481025336,충청남도 예산군 삽교읍 하포리,154,0,0,11,0,142,0,0
4481025337,충청남도 예산군 삽교읍 성리,71,0,4,9,0,197,0,0
4481025321,충청남도 예산군 삽교읍 두리,102,0,0,13,0,150,0,63
4481033024,충청남도 예산군 광시면 하장대리,0,0,0,10,0,61,0,0
4481033026,충청남도 예산군 광시면 구례리,0,0,0,0,0,278,0,0
4315038000,충청북도 제천시 송학면,644,0,563,94,0,5941,50,16
4315038021,충청북도 제천시 송학면 무도리,62,0,60,4,0,753,9,2
4315038023,충청북도 제천시 송학면 입석리,57,0,1,5,0,305,0,0
4315038024,충청북도 제천시 송학면 시곡리,173,0,117,14,0,848,28,9
4476042028,충청남도 부여군 장암면 지토리,1,0,57,1,0,620,0,165
4476042030,충청남도 부여군 장암면 북고리,2,0,48,15,0,348,0,50
4476043000,충청남도 부여군 세도면,834,0,345,201,0,2567,0,196
4476043022,충청남도 부여군 세도면 장산리,69,0,22,1,0,159,0,5
4415011800,충청남도 공주시 무릉동,9,0,13,25,0,326,0,0
