stdg_Cd,bjd_Nm,allcolluvm_Layer_Area,alluvm_Layer_Area,colluvm_Layer_Area,diluvm_Layer_Area,etc_Area,residum_Layer_Area
4681037032,전라남도 강진군 작천면 평리,0,97,0,0,6,0
4681038021,전라남도 강진군 병영면 상낙리,65,6,46,0,4,156
4684033026,전라남도 무안군 청계면 구로리,59,28,9,0,4,160
4611010100,전라남도 목포시 용당동,58,117,3,0,2,13
4611010200,전라남도 목포시 산정동,36,299,4,0,47,79
4691039000,전라남도 신안군 장산면,256,632,273,0,90,1587
4623035000,전라남도 광양시 진월면,502,576,388,0,475,1857
4623032028,전라남도 광양시 옥룡면 운곡리,14,55,9,0,9,60
4671032028,전라남도 담양군 고서면 원강리,77,93,2,0,20,170
4623031023,전라남도 광양시 봉강면 봉당리,19,68,77,0,59,290
4623031024,전라남도 광양시 봉강면 부저리,32,36,61,0,2,288
4623031025,전라남도 광양시 봉강면 구서리,15,53,94,0,15,446
4623031027,전라남도 광양시 봉강면 신룡리,14,24,138,0,14,860
4623032021,전라남도 광양시 옥룡면 산남리,81,60,36,0,8,132
4623032022,전라남도 광양시 옥룡면 운평리,30,71,28,0,6,130
4623032024,전라남도 광양시 옥룡면 동곡리,76,6,295,0,13,2291
4613013100,전라남도 여수시 소호동,10,11,137,0,10,160
4613013200,전라남도 여수시 시전동,14,0,37,0,2,128
4613013400,전라남도 여수시 웅천동,51,20,61,0,71,180
4613013500,전라남도 여수시 선원동,86,20,20,0,2,122
4613013600,전라남도 여수시 여천동,24,58,68,0,6,81
4613013800,전라남도 여수시 주삼동,85,46,74,0,4,155
4613013900,전라남도 여수시 봉계동,32,35,91,0,11,364
4613014100,전라남도 여수시 화치동,77,126,56,0,189,250
4672033026,전라남도 곡성군 석곡면 연반리,73,28,168,6,16,574
4672033028,전라남도 곡성군 석곡면 온수리,25,25,46,0,3,212
4672033029,전라남도 곡성군 석곡면 염곡리,32,63,277,0,9,1223
4672033031,전라남도 곡성군 석곡면 구봉리,28,14,84,0,1,228
4672033032,전라남도 곡성군 석곡면 봉전리,40,1,13,0,3,80
4672034000,전라남도 곡성군 목사동면,502,296,796,23,169,2884
4672034022,전라남도 곡성군 목사동면 동암리,9,3,28,0,1,119
4672034023,전라남도 곡성군 목사동면 구룡리,23,11,44,0,19,184
4672034025,전라남도 곡성군 목사동면 수곡리,32,2,156,0,1,389
4672034027,전라남도 곡성군 목사동면 공북리,30,63,26,8,34,106
4672034028,전라남도 곡성군 목사동면 대곡리,121,54,84,0,55,304
4673033029,전라남도 구례군 토지면 문수리,5,64,175,0,10,1851
4673033030,전라남도 구례군 토지면 금내리,24,19,20,123,27,0
4673034000,전라남도 구례군 마산면,261,313,531,138,93,1896
4672037028,전라남도 곡성군 옥과면 수리,40,87,14,22,16,200
4672037029,전라남도 곡성군 옥과면 소룡리,69,0,1,57,2,74
4672037030,전라남도 곡성군 옥과면 합강리,71,55,10,2,38,319
4672038000,전라남도 곡성군 입면,668,626,362,47,144,1572
4672038021,전라남도 곡성군 입면 매월리,52,76,40,5,5,248
4672038022,전라남도 곡성군 입면 흑석리,4,23,0,0,4,6
4672038024,전라남도 곡성군 입면 약천리,53,32,47,0,10,224
4672038026,전라남도 곡성군 입면 금산리,75,7,30,3,0,113
4672038027,전라남도 곡성군 입면 서봉리,42,112,37,0,27,109
4785033035,경상북도 칠곡군 가산면 금화리,12,9,95,0,18,827
4785033036,경상북도 칠곡군 가산면 가산리,99,24,153,0,1,672
4785036028,경상북도 칠곡군 약목면 복성리,98,81,55,42,10,190
4785036029,경상북도 칠곡군 약목면 동안리,16,117,0,29,12,0
4785032030,경상북도 칠곡군 동명면 금암리,61,78,75,12,20,396
4785032031,경상북도 칠곡군 동명면 송산리,68,11,182,33,9,558
1132010700,서울특별시 도봉구 창동,103,190,0,0,21,113
1141010900,서울특별시 서대문구 현저동,14,0,0,0,0,39
1129010900,서울특별시 성북구 동소문동6가,9,0,0,0,0,1
1120010600,서울특별시 성동구 사근동,12,21,0,0,4,30
4825034032,경상남도 김해시 한림면 금곡리,47,52,75,0,25,483
4825035021,경상남도 김해시 생림면 나전리,83,36,177,0,13,504
4825035023,경상남도 김해시 생림면 봉림리,65,40,130,0,19,546
4825035024,경상남도 김해시 생림면 생림리,22,76,60,0,12,229
4825035026,경상남도 김해시 생림면 생철리,62,132,161,2,12,370
4825035027,경상남도 김해시 생림면 안양리,30,70,57,0,1,304
4415000000,충청남도 공주시,11467,9939,5126,241,2518,57091
4418038026,충청남도 보령시 주산면 증산리,124,175,62,0,125,476
4418038028,충청남도 보령시 주산면 화평리,41,49,6,26,31,152
4418038029,충청남도 보령시 주산면 동오리,27,29,12,11,23,136
4418038031,충청남도 보령시 주산면 황율리,109,5,0,0,1,128
4418039000,충청남도 보령시 미산면,786,15,323,0,537,4922
4418039022,충청남도 보령시 미산면 도화담리,62,6,58,0,11,510
4418039024,충청남도 보령시 미산면 용수리,5,0,36,0,253,719
4717035027,경상북도 안동시 일직면 평팔리,169,0,47,0,7,754
4717035028,경상북도 안동시 일직면 용각리,156,0,108,0,20,917
4721032025,경상북도 영주시 평은면 금광리,77,99,45,32,101,268
4721025033,경상북도 영주시 풍기읍 수철리,20,15,255,0,15,1688
4721025034,경상북도 영주시 풍기읍 전구리,50,44,132,21,13,386
4721031000,경상북도 영주시 이산면,1648,465,26,11,215,3058
4721031022,경상북도 영주시 이산면 신암리,159,180,3,5,57,320
4721031023,경상북도 영주시 이산면 지동리,249,28,0,0,3,556
4721031025,경상북도 영주시 이산면 용상리,233,1,7,0,1,349
4721031026,경상북도 영주시 이산면 신천리,194,24,2,0,23,362
4721031028,경상북도 영주시 이산면 내림리,60,38,10,0,26,138
4721032000,경상북도 영주시 평은면,1021,377,460,38,287,4129
4777032037,경상북도 영덕군 남정면 부경리,4,26,16,0,11,65
4777032038,경상북도 영덕군 남정면 회리,30,60,60,0,15,1082
4777032040,경상북도 영덕군 남정면 봉전리,31,50,17,0,7,247
3171025628,울산광역시 울주군 온양읍 외광리,93,31,93,0,17,574
3171025629,울산광역시 울주군 온양읍 운화리,98,53,323,3,21,1430
3171025900,울산광역시 울주군 범서읍,878,276,550,298,265,5398
3171025921,울산광역시 울주군 범서읍 사연리,34,34,34,47,51,229
3171025923,울산광역시 울주군 범서읍 입암리,47,32,16,134,38,60
3171025924,울산광역시 울주군 범서읍 굴화리,68,30,38,30,25,333
3171025926,울산광역시 울주군 범서읍 두산리,177,45,86,0,24,778
4313038500,충청북도 충주시 중앙탑면,1008,725,134,26,469,2419
4313038521,충청북도 충주시 중앙탑면 탑평리,27,126,0,0,103,69
4313038522,충청북도 충주시 중앙탑면 봉황리,63,68,39,0,30,341
4313038523,충청북도 충주시 중앙탑면 가흥리,212,119,4,8,72,291
4313038524,충청북도 충주시 중앙탑면 장천리,120,264,13,0,118,253
4313038525,충청북도 충주시 중앙탑면 하구암리,229,22,46,0,9,586
4313038526,충청북도 충주시 중앙탑면 용전리,192,25,6,13,30,376
4313038527,충청북도 충주시 중앙탑면 루암리,120,58,12,5,36,283
4313038528,충청북도 충주시 중앙탑면 창동리,47,42,13,0,71,220
4617013400,전라남도 나주시 빛가람동,179,73,0,0,9,475
4372032530,충청북도 보은군 장안면 장안리,32,80,13,0,8,183
4672036022,전라남도 곡성군 고달면 뇌죽리,115,37,10,0,40,184
4672036024,전라남도 곡성군 고달면 백곡리,149,17,19,0,6,212
4672036027,전라남도 곡성군 고달면 두가리,18,26,190,0,15,831
4672037022,전라남도 곡성군 옥과면 죽림리,51,44,10,0,10,155
4715041022,경상북도 김천시 구성면 양각리,144,62,2,0,5,405
4715041023,경상북도 김천시 구성면 흥평리,123,62,23,0,4,806
4715041027,경상북도 김천시 구성면 구미리,44,40,0,0,12,134
4715041028,경상북도 김천시 구성면 임평리,49,24,1,0,3,183
4715041030,경상북도 김천시 구성면 월계리,77,17,22,0,3,262
4715041032,경상북도 김천시 구성면 작내리,76,23,4,0,5,224
4715041035,경상북도 김천시 구성면 상원리,64,50,0,0,17,240
4715042000,경상북도 김천시 지례면,769,406,342,0,126,3755
4715042027,경상북도 김천시 지례면 신평리,87,23,68,0,7,316
4715042030,경상북도 김천시 지례면 여배리,77,40,48,0,18,522
4715043022,경상북도 김천시 부항면 유촌리,83,31,6,0,6,255
4715043024,경상북도 김천시 부항면 사등리,90,52,26,0,6,403
4822025024,경상남도 통영시 산양읍 연화리,1,0,89,0,4,180
4822025026,경상남도 통영시 산양읍 남평리,33,26,149,0,5,267
4822025029,경상남도 통영시 산양읍 추도리,0,0,41,0,15,109
4822031022,경상남도 통영시 용남면 동달리,26,21,69,0,7,177
4822031027,경상남도 통영시 용남면 지도리,7,1,34,0,9,148
4822033023,경상남도 통영시 도산면 법송리,57,33,108,0,35,548
4822033026,경상남도 통영시 도산면 저산리,12,0,56,0,3,131
4822033027,경상남도 통영시 도산면 수월리,14,9,118,0,14,485
4822034022,경상남도 통영시 광도면 우동리,25,37,71,0,16,565
4822034024,경상남도 통영시 광도면 죽림리,11,44,147,0,112,380
4822034026,경상남도 통영시 광도면 황리,35,41,158,0,110,476
4889035024,경상남도 합천군 율곡면 갑산리,59,83,0,0,60,225
4889035027,경상남도 합천군 율곡면 와리,95,17,0,0,6,510
4889035032,경상남도 합천군 율곡면 영전리,82,12,17,0,16,445
4889036000,경상남도 합천군 초계면,427,214,519,8,53,1085
4889036022,경상남도 합천군 초계면 초계리,32,50,3,0,4,22
4889036023,경상남도 합천군 초계면 중리,32,25,13,0,2,29
4889036026,경상남도 합천군 초계면 택리,92,6,100,0,5,199
4889036028,경상남도 합천군 초계면 관평리,8,62,32,3,7,0
4889036031,경상남도 합천군 초계면 신촌리,43,35,49,0,11,358
4889037023,경상남도 합천군 쌍책면 건태리,42,73,4,0,56,248
4889037027,경상남도 합천군 쌍책면 성산리,38,61,0,0,22,72
4889038021,경상남도 합천군 덕곡면 포두리,57,57,8,0,27,345
4783035037,경상북도 고령군 개진면 오사리,46,61,59,0,7,426
4783035041,경상북도 고령군 개진면 생리,18,47,27,0,32,109
4783036000,경상북도 고령군 우곡면,592,941,81,0,637,2527
4783036034,경상북도 고령군 우곡면 도진리,25,50,11,0,24,162
4783036036,경상북도 고령군 우곡면 답곡리,77,110,2,0,82,130
4783036039,경상북도 고령군 우곡면 객기리,18,133,4,0,23,38
4783036042,경상북도 고령군 우곡면 대곡리,91,51,13,0,34,361
4783036044,경상북도 고령군 우곡면 야정리,21,98,10,0,61,94
4681038028,전라남도 강진군 병영면 상고리,45,1,7,0,0,47
4681038030,전라남도 강진군 병영면 하고리,8,126,0,0,3,19
4681039021,전라남도 강진군 옴천면 봉림리,35,75,30,0,15,246
4681039024,전라남도 강진군 옴천면 월곡리,9,8,19,0,12,207
4887025028,경상남도 함양군 함양읍 백연리,74,17,0,0,3,79
4887025031,경상남도 함양군 함양읍 삼산리,101,6,18,0,2,130
4887025034,경상남도 함양군 함양읍 구룡리,130,21,118,0,18,418
4887031021,경상남도 함양군 마천면 가흥리,25,3,149,0,21,435
4887031023,경상남도 함양군 마천면 덕전리,33,1,102,0,4,309
4887031026,경상남도 함양군 마천면 추성리,0,0,229,0,27,2485
4887032000,경상남도 함양군 휴천면,524,143,975,0,113,4423
4887032023,경상남도 함양군 휴천면 태관리,53,39,45,0,0,398
4887032025,경상남도 함양군 휴천면 호산리,117,30,47,0,7,354
4725033034,경상북도 상주시 낙동면 용포리,94,23,82,0,6,369
4725033037,경상북도 상주시 낙동면 유곡리,133,53,86,0,18,295
4719025027,경상북도 구미시 선산읍 북산리,45,98,14,0,50,97
4719025030,경상북도 구미시 선산읍 화조리,39,110,6,0,39,65
4719025033,경상북도 구미시 선산읍 생곡리,73,156,50,0,96,240
4719025037,경상북도 구미시 선산읍 소재리,40,1,25,0,1,99
4719025321,경상북도 구미시 고아읍 관심리,36,123,5,0,9,17
4719025326,경상북도 구미시 고아읍 신촌리,98,61,29,0,17,124
4719025329,경상북도 구미시 고아읍 외예리,121,8,56,6,3,142
4719025332,경상북도 구미시 고아읍 문성리,146,146,18,0,13,144
4719025335,경상북도 구미시 고아읍 송림리,76,23,8,11,6,72
4719025338,경상북도 구미시 고아읍 예강리,32,179,6,0,86,68
4719031023,경상북도 구미시 무을면 오가리,114,43,11,0,3,173
4719031026,경상북도 구미시 무을면 무등리,92,72,32,0,10,325
4812513400,경상남도 창원시마산합포구 월영동,55,0,68,0,8,186
4812513500,경상남도 창원시마산합포구 월포동,25,0,0,0,0,0
4812513600,경상남도 창원시마산합포구 예곡동,62,29,118,0,4,397
4812513700,경상남도 창원시마산합포구 오동동,25,0,0,0,15,0
4812513800,경상남도 창원시마산합포구 우산동,9,18,42,0,3,139
4812513900,경상남도 창원시마산합포구 유록동,1,0,1,0,0,0
4812514000,경상남도 창원시마산합포구 자산동,23,0,22,0,3,67
4812514100,경상남도 창원시마산합포구 장군동1가,4,0,0,0,0,0
3611038024,세종특별자치시  전동면 석곡리,58,51,2,0,14,159
3611038025,세종특별자치시  전동면 보덕리,66,67,13,0,17,224
3611038026,세종특별자치시  전동면 송곡리,72,51,36,0,8,196
3611038027,세종특별자치시  전동면 송정리,132,16,4,0,5,344
3611038028,세종특별자치시  전동면 청람리,102,36,18,0,17,335
3611038029,세종특별자치시  전동면 미곡리,80,63,3,0,8,308
3611038030,세종특별자치시  전동면 송성리,147,55,32,0,32,620
3611038031,세종특별자치시  전동면 심중리,82,43,64,0,23,441
3611039000,세종특별자치시  소정면,390,249,21,0,30,974
3611039021,세종특별자치시  소정면 소정리,88,93,1,0,15,186
3611039022,세종특별자치시  소정면 운당리,52,45,7,0,4,154
3611039023,세종특별자치시  소정면 대곡리,130,61,2,0,7,332
3611039024,세종특별자치시  소정면 고등리,119,49,11,0,3,301
5011011900,제주특별자치도 제주시 오라일동,3,58,0,0,4,0
5011012000,제주특별자치도 제주시 오라이동,145,1029,33,231,82,1185
5011012100,제주특별자치도 제주시 오라삼동,0,83,1,2,0,4
5011012200,제주특별자치도 제주시 노형동,84,861,1,27,22,464
5011012300,제주특별자치도 제주시 외도일동,9,244,0,98,4,3
5011012400,제주특별자치도 제주시 외도이동,0,28,0,0,3,0
5011012500,제주특별자치도 제주시 이호일동,0,97,0,0,15,0
5011012600,제주특별자치도 제주시 이호이동,2,149,0,0,2,0
5011012700,제주특별자치도 제주시 도두일동,8,157,0,14,13,8
5011012800,제주특별자치도 제주시 도두이동,0,197,0,0,4,0
5011012900,제주특별자치도 제주시 도남동,6,191,0,48,9,6
4812510100,경상남도 창원시마산합포구 가포동,25,7,83,0,94,325
4812510200,경상남도 창원시마산합포구 교방동,32,2,38,0,2,155
4812510300,경상남도 창원시마산합포구 교원동,8,0,3,0,0,0
4812510400,경상남도 창원시마산합포구 남성동,8,0,0,0,7,0
4812510500,경상남도 창원시마산합포구 대내동,5,0,0,0,0,1
4812510600,경상남도 창원시마산합포구 대성동1가,2,0,0,0,0,0
4812510700,경상남도 창원시마산합포구 대성동2가,2,0,0,0,0,0
4812510800,경상남도 창원시마산합포구 대외동,2,0,0,0,0,0
4812510900,경상남도 창원시마산합포구 대창동,3,0,3,0,0,0
4812511000,경상남도 창원시마산합포구 덕동동,45,32,67,0,13,268
4812511100,경상남도 창원시마산합포구 동성동,6,0,0,0,4,0
3611032000,세종특별자치시  연동면,588,615,2,0,155,778
3611032021,세종특별자치시  연동면 내판리,125,5,0,0,2,146
3611032022,세종특별자치시  연동면 문주리,23,140,0,0,41,34
3611032023,세종특별자치시  연동면 명학리,117,29,1,0,20,201
3611032024,세종특별자치시  연동면 응암리,184,45,1,0,8,231
3611032025,세종특별자치시  연동면 노송리,89,4,0,0,0,91
3611032026,세종특별자치시  연동면 예양리,14,170,0,0,51,23
3611032027,세종특별자치시  연동면 송용리,34,218,0,0,30,28
3611032028,세종특별자치시  연동면 합강리,2,2,0,0,2,24
4824012700,경상남도 사천시 죽림동,58,15,157,17,8,464
4824025023,경상남도 사천시 사천읍 평화리,0,20,0,0,0,0
4824025026,경상남도 사천시 사천읍 용당리,29,86,0,0,18,21
4824025029,경상남도 사천시 사천읍 장전리,121,1,19,0,3,338
4824031000,경상남도 사천시 정동면,444,508,231,0,108,2385
4812532000,경상남도 창원시마산합포구 진동면,254,247,344,0,90,2297
4812532021,경상남도 창원시마산합포구 진동면 고현리,18,3,7,0,5,87
4812532022,경상남도 창원시마산합포구 진동면 신기리,15,53,9,0,11,51
4812532023,경상남도 창원시마산합포구 진동면 사동리,6,17,3,0,8,34
4812532024,경상남도 창원시마산합포구 진동면 진동리,41,64,4,0,5,29
4686032023,전라남도 함평군 신광면 동정리,93,33,38,0,6,202
4686032026,전라남도 함평군 신광면 삼덕리,60,69,57,0,7,350
4686032028,전라남도 함평군 신광면 복흥리,59,64,36,0,2,155
4686033021,전라남도 함평군 학교면 복천리,34,101,42,0,20,197
4686033024,전라남도 함평군 학교면 월호리,22,114,20,0,68,213
4686033027,전라남도 함평군 학교면 사거리,20,128,1,0,18,112
3171025927,울산광역시 울주군 범서읍 구영리,90,21,9,61,50,450
3171025929,울산광역시 울주군 범서읍 망성리,35,16,32,10,10,332
4161000000,경기도 광주시,4707,3882,2934,55,1753,29669
3171025625,울산광역시 울주군 온양읍 동상리,37,102,32,0,21,156
4711132033,경상북도 포항시남구 동해면 중산리,22,5,6,0,2,62
4711132034,경상북도 포항시남구 동해면 공당리,75,5,16,0,3,194
4476025038,충청남도 부여군 부여읍 신정리,65,64,9,0,1,140
4476025039,충청남도 부여군 부여읍 송간리,55,19,5,0,0,100
4476025040,충청남도 부여군 부여읍 군수리,3,223,0,35,23,4
4377033028,충청북도 음성군 맹동면 두성리,162,10,0,0,2,183
4161033026,경기도 광주시 도척면 도웅리,32,32,47,0,9,532
4161033028,경기도 광주시 도척면 진우리,125,51,87,1,14,560
4161034000,경기도 광주시 퇴촌면,310,510,408,0,261,4538
4161034021,경기도 광주시 퇴촌면 광동리,41,58,8,0,79,86
4161034023,경기도 광주시 퇴촌면 우산리,0,47,125,0,3,1144
4161034025,경기도 광주시 퇴촌면 도수리,54,99,50,0,11,758
4161034026,경기도 광주시 퇴촌면 오리,25,9,0,0,48,49
4161034027,경기도 광주시 퇴촌면 도마리,37,17,34,0,18,319
4161034029,경기도 광주시 퇴촌면 원당리,2,18,24,0,6,192
4161035000,경기도 광주시 남종면,278,311,206,0,788,3255
4161035021,경기도 광주시 남종면 분원리,10,6,18,0,142,93
4161033024,경기도 광주시 도척면 추곡리,72,29,46,0,15,443
4421010300,충청남도 서산시 갈산동,184,7,40,26,0,456
4421010400,충청남도 서산시 온석동,89,9,9,6,3,166
4421010500,충청남도 서산시 잠홍동,44,28,2,81,2,136
4421010700,충청남도 서산시 석림동,30,53,0,72,2,113
4421010800,충청남도 서산시 석남동,33,94,0,1,1,111
4425000000,충청남도 계룡시,1137,463,379,11,139,3953
4425010100,충청남도 계룡시 금암동,82,31,7,0,6,150
4425031000,충청남도 계룡시 두마면,313,66,51,0,25,813
4425031021,충청남도 계룡시 두마면 두계리,45,15,0,0,10,86
4425031022,충청남도 계룡시 두마면 왕대리,58,26,9,0,11,94
4425031023,충청남도 계룡시 두마면 입암리,69,16,31,0,2,338
4425031024,충청남도 계룡시 두마면 농소리,141,8,10,0,1,295
4888035022,경상남도 거창군 위천면 남산리,97,83,35,22,14,309
4888035025,경상남도 거창군 위천면 강천리,93,28,49,20,8,221
4888036000,경상남도 거창군 마리면,632,704,346,30,84,2821
4888036024,경상남도 거창군 마리면 율리,48,73,31,0,19,340
4888036026,경상남도 거창군 마리면 하고리,76,50,28,0,8,288
4888037021,경상남도 거창군 남상면 무촌리,240,102,84,36,21,784
4888037025,경상남도 거창군 남상면 송변리,32,14,9,14,5,83
4824031021,경상남도 사천시 정동면 고읍리,0,119,0,0,7,5
4824031024,경상남도 사천시 정동면 풍정리,44,30,3,0,6,154
4824031028,경상남도 사천시 정동면 감곡리,75,31,36,0,7,395
4824032000,경상남도 사천시 사남면,510,419,467,0,281,2565
4824032023,경상남도 사천시 사남면 방지리,49,13,1,0,43,57
4886025029,경상남도 산청군 산청읍 내수리,25,6,109,0,0,520
4886031024,경상남도 산청군 차황면 실매리,70,24,68,0,5,220
4163032030,경기도 양주시 남면 황방리,61,3,54,0,32,332
4163033000,경기도 양주시 광적면,1353,389,57,42,72,2935
4163033021,경기도 양주시 광적면 가납리,147,134,4,27,19,250
4163033022,경기도 양주시 광적면 광석리,130,57,0,3,3,77
4163033023,경기도 양주시 광적면 우고리,185,4,8,0,0,421
4163033024,경기도 양주시 광적면 비암리,245,21,40,0,13,1330
4163033025,경기도 양주시 광적면 효촌리,210,10,2,0,14,344
4163033026,경기도 양주시 광적면 덕도리,278,61,4,0,5,410
4163033027,경기도 양주시 광적면 석우리,158,102,0,11,19,102
4163034000,경기도 양주시 장흥면,638,352,313,0,92,4997
4165041023,경기도 포천시 화현면 지현리,241,138,71,0,32,934
4165041022,경기도 포천시 화현면 명덕리,94,78,125,0,11,809
4163000000,경기도 양주시,7370,2644,875,492,661,18837
4163010100,경기도 양주시 유양동,99,18,25,0,4,289
4163010200,경기도 양주시 어둔동,76,10,42,17,13,306
4822035023,경상남도 통영시 욕지면 연화리,6,0,27,0,22,163
4822035025,경상남도 통영시 욕지면 두미리,0,0,45,0,29,430
4822036022,경상남도 통영시 한산면 염호리,13,2,49,0,10,333
4822036025,경상남도 통영시 한산면 추봉리,10,0,58,0,10,306
4822036028,경상남도 통영시 한산면 매죽리,0,0,27,0,36,286
4822037022,경상남도 통영시 사량면 돈지리,10,0,133,0,10,579
4824010700,경상남도 사천시 좌룡동,40,7,45,0,3,40
4824011000,경상남도 사천시 와룡동,1,8,126,0,29,508
4824011500,경상남도 사천시 사등동,28,6,1,0,11,56
4824011900,경상남도 사천시 마도동,0,0,3,0,6,11
4824012300,경상남도 사천시 신벽동,10,56,49,0,2,187
4824012400,경상남도 사천시 노룡동,24,0,0,126,13,20
4790037000,경상북도 예천군 유천면,1283,338,156,0,67,2031
4790037044,경상북도 예천군 유천면 광전리,71,45,1,0,6,160
4790037047,경상북도 예천군 유천면 송전리,68,21,2,0,1,75
4682040030,전라남도 해남군 황산면 외입리,49,99,10,28,8,219
4682040032,전라남도 해남군 황산면 관춘리,160,94,121,12,501,803
4682041022,전라남도 해남군 산이면 금송리,120,73,0,0,339,237
4682041028,전라남도 해남군 산이면 대진리,94,65,0,0,361,244
4682041030,전라남도 해남군 산이면 구성리,27,38,0,0,771,137
4713025322,경상북도 경주시 안강읍 사방리,81,111,57,0,49,301
4713025325,경상북도 경주시 안강읍 근계리,143,78,73,34,23,469
4713025330,경상북도 경주시 안강읍 하곡리,78,14,25,0,24,270
4725046029,경상북도 상주시 이안면 소암리,25,46,0,36,2,21
4725046030,경상북도 상주시 이안면 여물리,62,55,21,2,29,126
4725047022,경상북도 상주시 화남면 평온리,52,127,161,0,24,994
4725047025,경상북도 상주시 화남면 소곡리,155,4,60,7,5,309
4728010100,경상북도 문경시 점촌동,55,34,17,6,0,27
4728010400,경상북도 문경시 우지동,85,79,2,0,26,215
4728025023,경상북도 문경시 문경읍 교촌리,34,23,1,0,1,57
4728025025,경상북도 문경시 문경읍 지곡리,52,20,62,0,0,383
4728025028,경상북도 문경시 문경읍 각서리,26,30,91,0,4,924
4677033023,전라남도 고흥군 금산면 신전리,42,61,14,0,21,143
4677033026,전라남도 고흥군 금산면 신평리,57,77,405,0,52,1467
4677034021,전라남도 고흥군 도화면 가화리,78,98,174,0,17,753
4677034025,전라남도 고흥군 도화면 덕중리,146,5,99,0,19,514
4686033029,전라남도 함평군 학교면 죽정리,127,95,107,0,22,498
4686034021,전라남도 함평군 엄다면 엄다리,36,174,13,0,19,107
4686034024,전라남도 함평군 엄다면 삼정리,35,49,28,7,6,173
4686034026,전라남도 함평군 엄다면 학야리,0,148,0,0,13,0
4686035021,전라남도 함평군 대동면 상옥리,51,56,27,0,13,175
4686035024,전라남도 함평군 대동면 월송리,68,36,2,0,7,194
4812125021,경상남도 창원시의창구 동읍 용강리,67,37,70,0,2,179
4812125022,경상남도 창원시의창구 동읍 용전리,35,14,15,0,1,67
4812125023,경상남도 창원시의창구 동읍 남산리,31,37,8,3,4,51
4812125024,경상남도 창원시의창구 동읍 덕천리,30,43,0,0,1,135
4812125025,경상남도 창원시의창구 동읍 덕산리,51,24,64,3,3,148
4812125026,경상남도 창원시의창구 동읍 봉산리,27,1,27,0,1,84
4812125027,경상남도 창원시의창구 동읍 송정리,45,2,1,13,0,0
4812125028,경상남도 창원시의창구 동읍 용정리,32,0,4,9,1,0
4812125029,경상남도 창원시의창구 동읍 단계리,59,0,84,0,17,267
4812125030,경상남도 창원시의창구 동읍 무성리,39,7,2,6,0,12
4812125031,경상남도 창원시의창구 동읍 무점리,10,43,1,0,30,11
4729035025,경상북도 경산시 남산면 평기리,57,0,35,0,3,246
4729035028,경상북도 경산시 남산면 사림리,26,3,67,0,4,358
4729035030,경상북도 경산시 남산면 우검리,40,18,3,0,6,61
4729035033,경상북도 경산시 남산면 조곡리,53,17,50,0,19,350
5011025923,제주특별자치도 제주시 조천읍 조천리,0,694,0,2,12,38
5011025924,제주특별자치도 제주시 조천읍 함덕리,0,783,0,10,34,46
5011025925,제주특별자치도 제주시 조천읍 신흥리,0,99,0,0,10,2
5011025926,제주특별자치도 제주시 조천읍 대흘리,6,1338,7,0,1,121
5011025927,제주특별자치도 제주시 조천읍 북촌리,0,760,0,5,3,12
5011025928,제주특별자치도 제주시 조천읍 와산리,0,761,21,0,3,76
5011025929,제주특별자치도 제주시 조천읍 교래리,0,2166,9,0,48,2901
5011025930,제주특별자치도 제주시 조천읍 선흘리,56,2701,2,0,4,391
5011031000,제주특별자치도 제주시 한경면,0,5055,74,1129,892,751
5011031021,제주특별자치도 제주시 한경면 청수리,0,702,34,219,129,213
4831039030,경상남도 거제시 장목면 시방리,19,1,53,0,5,121
4833010300,경상남도 양산시 중부동,6,96,13,0,20,18
4833010600,경상남도 양산시 신기동,6,51,47,0,12,134
4833011000,경상남도 양산시 교동,39,8,66,0,6,290
4833011200,경상남도 양산시 어곡동,77,35,348,0,20,1616
4833025322,경상남도 양산시 물금읍 증산리,11,394,3,0,92,22
4833031000,경상남도 양산시 동면,525,326,1179,0,261,3353
4833031024,경상남도 양산시 동면 사송리,85,11,253,0,13,337
4833031027,경상남도 양산시 동면 금산리,43,76,145,0,55,410
3611035026,세종특별자치시  장군면 하봉리,104,2,2,0,2,140
3611035027,세종특별자치시  장군면 은용리,103,26,48,0,7,409
3611035028,세종특별자치시  장군면 산학리,71,46,12,0,14,253
3611035029,세종특별자치시  장군면 송문리,73,50,22,0,9,151
3611035030,세종특별자치시  장군면 송정리,43,0,5,0,0,95
3611035031,세종특별자치시  장군면 송학리,89,36,29,0,9,210
3611035032,세종특별자치시  장군면 용현리,21,44,20,0,5,130
3611035033,세종특별자치시  장군면 용암리,145,29,13,0,5,311
3611035034,세종특별자치시  장군면 태산리,50,22,10,0,2,120
3611036000,세종특별자치시  연서면,1508,717,16,0,283,2942
3611036021,세종특별자치시  연서면 월하리,135,124,4,0,88,165
3611036022,세종특별자치시  연서면 쌍전리,27,83,0,0,11,38
3611036023,세종특별자치시  연서면 성제리,79,79,2,0,11,133
2920011200,광주광역시 광산구 비아동,18,15,0,30,7,99
2920012100,광주광역시 광산구 안청동,3,74,0,91,1,22
2920014100,광주광역시 광산구 용봉동,13,92,0,0,23,45
2920013400,광주광역시 광산구 임곡동,27,111,34,0,27,131
2915512800,광주광역시 남구 대지동,19,106,10,8,7,45
2915511100,광주광역시 남구 임암동,21,18,35,44,6,62
2915512000,광주광역시 남구 지석동,15,62,0,0,5,32
2911012000,광주광역시 동구 용연동,15,13,53,0,8,703
