stdg_Cd,bjd_Nm,soil_Crop_Cd,soil_Crop_Nm,high_Suit_Area,suit_Area,poss_Area,low_Suit_Area,etc_Area
2811014000,인천광역시 중구 북성동3가,CR005,사과,0,0,0,6,0
2811014100,인천광역시 중구 선린동,CR005,사과,0,1,0,3,0
2811014200,인천광역시 중구 송월동1가,CR005,사과,8,2,0,3,0
2811014300,인천광역시 중구 송월동2가,CR005,사과,0,2,0,0,0
2811014400,인천광역시 중구 송월동3가,CR005,사과,0,3,0,3,0
2811014500,인천광역시 중구 중산동,CR005,사과,79,8,177,1043,78
2811014600,인천광역시 중구 운남동,CR005,사과,107,30,107,825,20
2811014700,인천광역시 중구 운서동,CR005,사과,152,43,105,5289,878
2811014800,인천광역시 중구 운북동,CR005,사과,63,125,95,955,8
2811014900,인천광역시 중구 을왕동,CR005,사과,50,53,65,595,11
2811015000,인천광역시 중구 남북동,CR005,사과,14,43,68,267,2
2811015100,인천광역시 중구 덕교동,CR005,사과,20,19,35,217,8
2811015200,인천광역시 중구 무의동,CR005,사과,81,11,60,874,11
2814000000,인천광역시 동구,CR005,사과,36,32,92,542,19
2814010100,인천광역시 동구 만석동,CR005,사과,6,0,3,106,0
2814010200,인천광역시 동구 화수동,CR005,사과,8,0,9,44,0
2814010300,인천광역시 동구 송현동,CR005,사과,1,4,9,240,18
2814010400,인천광역시 동구 화평동,CR005,사과,0,0,5,8,0
2814010500,인천광역시 동구 창영동,CR005,사과,0,1,6,7,0
2814010600,인천광역시 동구 금곡동,CR005,사과,0,2,7,6,0
2814010700,인천광역시 동구 송림동,CR005,사과,20,25,54,131,0
2817710100,인천광역시 미추홀구 숭의동,CR005,사과,10,15,73,104,0
2817710200,인천광역시 미추홀구 용현동,CR005,사과,47,44,69,273,0
2817710400,인천광역시 미추홀구 도화동,CR005,사과,25,57,51,252,0
2818500000,인천광역시 연수구,CR005,사과,229,230,313,4100,743
2818510100,인천광역시 연수구 옥련동,CR005,사과,35,39,39,293,0
2818510200,인천광역시 연수구 선학동,CR005,사과,32,25,70,109,5
2818510300,인천광역시 연수구 연수동,CR005,사과,57,62,103,128,0
2818510400,인천광역시 연수구 청학동,CR005,사과,34,29,29,147,0
2818510500,인천광역시 연수구 동춘동,CR005,사과,71,75,73,362,0
2818510600,인천광역시 연수구 송도동,CR005,사과,0,0,0,3061,738
2820000000,인천광역시 남동구,CR005,사과,650,364,1112,3407,201
2820010100,인천광역시 남동구 구월동,CR005,사과,56,91,97,293,3
2820010200,인천광역시 남동구 간석동,CR005,사과,86,21,98,219,0
2820010300,인천광역시 남동구 만수동,CR005,사과,96,68,147,293,7
2820010400,인천광역시 남동구 장수동,CR005,사과,129,18,171,369,11
2820010500,인천광역시 남동구 서창동,CR005,사과,26,17,66,279,15
2820010600,인천광역시 남동구 운연동,CR005,사과,24,29,53,190,3
2820010700,인천광역시 남동구 남촌동,CR005,사과,17,44,32,263,18
2820010800,인천광역시 남동구 수산동,CR005,사과,45,15,95,88,5
2820010900,인천광역시 남동구 도림동,CR005,사과,57,38,84,174,1
2820011000,인천광역시 남동구 논현동,CR005,사과,82,23,192,606,49
2820011100,인천광역시 남동구 고잔동,CR005,사과,33,0,75,632,88
2823700000,인천광역시 부평구,CR005,사과,437,112,1182,1433,43
2823710100,인천광역시 부평구 부평동,CR005,사과,43,0,318,267,3
2823710200,인천광역시 부평구 십정동,CR005,사과,68,23,67,195,0
2823710300,인천광역시 부평구 산곡동,CR005,사과,119,16,186,223,0
2823710400,인천광역시 부평구 청천동,CR005,사과,96,13,197,179,7
2823710500,인천광역시 부평구 삼산동,CR005,사과,21,3,62,229,23
2823710600,인천광역시 부평구 갈산동,CR005,사과,3,9,80,68,10
2823710700,인천광역시 부평구 부개동,CR005,사과,5,8,144,88,0
2823710800,인천광역시 부평구 일신동,CR005,사과,25,39,47,72,0
2823710900,인천광역시 부평구 구산동,CR005,사과,57,0,80,111,0
2824500000,인천광역시 계양구,CR005,사과,401,175,874,2930,174
2824510100,인천광역시 계양구 효성동,CR005,사과,80,14,146,258,1
2824510200,인천광역시 계양구 계산동,CR005,사과,58,15,140,181,5
2824510300,인천광역시 계양구 작전동,CR005,사과,10,26,147,86,1
2824510400,인천광역시 계양구 서운동,CR005,사과,0,3,34,188,15
2824510500,인천광역시 계양구 임학동,CR005,사과,8,4,24,21,0
2824510600,인천광역시 계양구 용종동,CR005,사과,0,0,30,49,4
2824510700,인천광역시 계양구 병방동,CR005,사과,12,5,19,116,6
2824510800,인천광역시 계양구 방축동,CR005,사과,17,9,39,94,0
2824510900,인천광역시 계양구 박촌동,CR005,사과,23,6,30,84,6
2824511000,인천광역시 계양구 동양동,CR005,사과,29,6,27,243,14
2824511100,인천광역시 계양구 귤현동,CR005,사과,29,3,21,288,18
2824511200,인천광역시 계양구 상야동,CR005,사과,0,0,0,256,31
2824511300,인천광역시 계양구 하야동,CR005,사과,0,0,0,77,4
2824511400,인천광역시 계양구 평동,CR005,사과,0,0,0,59,6
2824511500,인천광역시 계양구 노오지동,CR005,사과,0,0,0,45,6
2824511600,인천광역시 계양구 선주지동,CR005,사과,3,6,23,87,16
2824511700,인천광역시 계양구 이화동,CR005,사과,5,25,27,96,0
2824511800,인천광역시 계양구 오류동,CR005,사과,16,4,9,77,0
2824511900,인천광역시 계양구 갈현동,CR005,사과,23,17,14,85,7
2824512000,인천광역시 계양구 둑실동,CR005,사과,41,14,64,140,7
2824512100,인천광역시 계양구 목상동,CR005,사과,18,4,21,167,8
2824512200,인천광역시 계양구 다남동,CR005,사과,24,12,45,189,6
2824512300,인천광역시 계양구 장기동,CR005,사과,4,2,14,45,12
2826000000,인천광역시 서구,CR005,사과,907,344,2081,8164,411
2826010100,인천광역시 서구 백석동,CR005,사과,17,9,27,213,2
2826010200,인천광역시 서구 시천동,CR005,사과,9,11,34,117,30
2826010300,인천광역시 서구 검암동,CR005,사과,18,32,122,251,11
2826010400,인천광역시 서구 경서동,CR005,사과,20,37,83,335,26
2826010500,인천광역시 서구 공촌동,CR005,사과,67,14,86,281,4
2826010600,인천광역시 서구 연희동,CR005,사과,18,25,61,168,6
2826010700,인천광역시 서구 심곡동,CR005,사과,25,8,83,96,1
2826010800,인천광역시 서구 가정동,CR005,사과,23,27,183,197,0
2826010900,인천광역시 서구 신현동,CR005,사과,21,9,20,66,0
2826011000,인천광역시 서구 석남동,CR005,사과,56,11,112,356,0
2826011100,인천광역시 서구 원창동,CR005,사과,22,3,72,765,10
2826011200,인천광역시 서구 가좌동,CR005,사과,59,28,153,637,12
2826011300,인천광역시 서구 마전동,CR005,사과,85,14,131,295,3
2826011400,인천광역시 서구 당하동,CR005,사과,56,14,204,241,4
2826011500,인천광역시 서구 원당동,CR005,사과,49,7,80,193,6
2826011700,인천광역시 서구 대곡동,CR005,사과,70,46,101,317,4
2826011800,인천광역시 서구 금곡동,CR005,사과,54,10,104,263,4
2826011900,인천광역시 서구 오류동,CR005,사과,65,11,140,908,139
2826012000,인천광역시 서구 왕길동,CR005,사과,70,14,134,281,0
2826012100,인천광역시 서구 불로동,CR005,사과,77,12,114,335,1
2826012200,인천광역시 서구 청라동,CR005,사과,25,3,37,1849,147
2871000000,인천광역시 강화군,CR005,사과,3710,1968,6789,27249,1288
2871025000,인천광역시 강화군 강화읍,CR005,사과,389,177,463,1404,52
2871025021,인천광역시 강화군 강화읍 신문리,CR005,사과,32,0,2,50,0
2871025022,인천광역시 강화군 강화읍 관청리,CR005,사과,62,8,51,34,0
2871025023,인천광역시 강화군 강화읍 국화리,CR005,사과,114,9,115,323,23
2871025024,인천광역시 강화군 강화읍 남산리,CR005,사과,39,9,99,58,1
2871025025,인천광역시 강화군 강화읍 갑곳리,CR005,사과,9,62,27,162,8
2871025026,인천광역시 강화군 강화읍 용정리,CR005,사과,15,54,19,171,8
2871025027,인천광역시 강화군 강화읍 옥림리,CR005,사과,50,14,50,162,4
2871025028,인천광역시 강화군 강화읍 월곳리,CR005,사과,40,8,40,139,4
2871025029,인천광역시 강화군 강화읍 대산리,CR005,사과,29,14,61,305,5
2871031000,인천광역시 강화군 선원면,CR005,사과,263,137,427,1279,26
2871031021,인천광역시 강화군 선원면 금월리,CR005,사과,55,6,47,172,3
2871031022,인천광역시 강화군 선원면 연리,CR005,사과,16,14,14,279,1
2871031023,인천광역시 강화군 선원면 지산리,CR005,사과,25,22,28,156,9
2871031024,인천광역시 강화군 선원면 신정리,CR005,사과,21,16,28,136,3
2871031025,인천광역시 강화군 선원면 창리,CR005,사과,38,20,82,136,0
2871031026,인천광역시 강화군 선원면 선행리,CR005,사과,85,7,100,259,4
2871031027,인천광역시 강화군 선원면 냉정리,CR005,사과,23,53,129,142,6
2871032000,인천광역시 강화군 불은면,CR005,사과,372,343,671,1734,22
2871032021,인천광역시 강화군 불은면 두운리,CR005,사과,79,39,125,266,0
2871032022,인천광역시 강화군 불은면 고능리,CR005,사과,41,25,53,263,0
2871032023,인천광역시 강화군 불은면 오두리,CR005,사과,11,20,10,114,1
2871032024,인천광역시 강화군 불은면 넙성리,CR005,사과,5,36,25,139,0
2871032025,인천광역시 강화군 불은면 신현리,CR005,사과,38,28,47,185,2
2871032026,인천광역시 강화군 불은면 삼동암리,CR005,사과,88,78,224,264,3
2871032027,인천광역시 강화군 불은면 삼성리,CR005,사과,92,87,170,298,5
2871032028,인천광역시 강화군 불은면 덕성리,CR005,사과,18,30,18,204,11
2871033000,인천광역시 강화군 길상면,CR005,사과,274,296,637,2170,121
2871033021,인천광역시 강화군 길상면 온수리,CR005,사과,61,65,118,284,11
2871033022,인천광역시 강화군 길상면 선두리,CR005,사과,63,21,166,817,22
2871033023,인천광역시 강화군 길상면 동검리,CR005,사과,23,0,34,128,4
2871033024,인천광역시 강화군 길상면 초지리,CR005,사과,26,68,104,464,31
2871033025,인천광역시 강화군 길상면 장흥리,CR005,사과,76,31,77,253,43
2871033026,인천광역시 강화군 길상면 길직리,CR005,사과,25,111,138,224,9
2871034000,인천광역시 강화군 화도면,CR005,사과,368,122,444,3132,154
2871034021,인천광역시 강화군 화도면 내리,CR005,사과,45,28,113,382,1
2871034022,인천광역시 강화군 화도면 상방리,CR005,사과,40,34,65,272,0
2871034023,인천광역시 강화군 화도면 문산리,CR005,사과,24,27,46,231,0
2871034024,인천광역시 강화군 화도면 덕포리,CR005,사과,36,16,38,480,10
2871034025,인천광역시 강화군 화도면 사기리,CR005,사과,36,0,13,551,41
2871034026,인천광역시 강화군 화도면 동막리,CR005,사과,34,0,3,242,5
2871034027,인천광역시 강화군 화도면 흥왕리,CR005,사과,55,0,50,406,30
2871034028,인천광역시 강화군 화도면 여차리,CR005,사과,55,0,37,211,58
2871034029,인천광역시 강화군 화도면 장화리,CR005,사과,43,17,80,358,9
2871035000,인천광역시 강화군 양도면,CR005,사과,265,325,610,2243,89
2871035021,인천광역시 강화군 양도면 하일리,CR005,사과,25,8,49,184,3
2871035022,인천광역시 강화군 양도면 능내리,CR005,사과,28,15,28,173,7
2871035023,인천광역시 강화군 양도면 건평리,CR005,사과,38,8,56,132,7
2871035024,인천광역시 강화군 양도면 인산리,CR005,사과,31,39,142,432,19
2871035025,인천광역시 강화군 양도면 삼흥리,CR005,사과,54,68,149,435,0
2871035026,인천광역시 강화군 양도면 길정리,CR005,사과,53,45,75,415,50
2871035027,인천광역시 강화군 양도면 도장리,CR005,사과,20,103,85,332,1
2871035028,인천광역시 강화군 양도면 조산리,CR005,사과,16,39,27,140,1
2871036000,인천광역시 강화군 내가면,CR005,사과,275,96,511,1959,126
2871036021,인천광역시 강화군 내가면 고천리,CR005,사과,116,93,221,962,97
2871036022,인천광역시 강화군 내가면 오상리,CR005,사과,64,1,74,328,14
2871036023,인천광역시 강화군 내가면 외포리,CR005,사과,29,0,63,260,3
2871036024,인천광역시 강화군 내가면 황청리,CR005,사과,41,2,105,173,9
2871036025,인천광역시 강화군 내가면 구하리,CR005,사과,25,0,49,236,2
2871037000,인천광역시 강화군 하점면,CR005,사과,331,163,865,2234,16
2871037021,인천광역시 강화군 하점면 신봉리,CR005,사과,38,9,211,130,0
2871037022,인천광역시 강화군 하점면 장정리,CR005,사과,42,20,106,156,0
2871037023,인천광역시 강화군 하점면 부근리,CR005,사과,28,69,86,199,0
2871037024,인천광역시 강화군 하점면 삼거리,CR005,사과,55,34,100,400,4
2871037025,인천광역시 강화군 하점면 신삼리,CR005,사과,54,7,114,270,0
2871037026,인천광역시 강화군 하점면 망월리,CR005,사과,38,3,51,566,12
2871037027,인천광역시 강화군 하점면 창후리,CR005,사과,33,9,91,303,0
2871037028,인천광역시 강화군 하점면 이강리,CR005,사과,44,12,106,211,0
2871038000,인천광역시 강화군 양사면,CR005,사과,276,66,602,1676,17
2871038021,인천광역시 강화군 양사면 철산리,CR005,사과,20,4,31,122,0
2871038022,인천광역시 강화군 양사면 덕하리,CR005,사과,95,1,153,382,0
2871038023,인천광역시 강화군 양사면 북성리,CR005,사과,33,23,70,406,9
2871038024,인천광역시 강화군 양사면 교산리,CR005,사과,44,34,126,404,7
2871038025,인천광역시 강화군 양사면 인화리,CR005,사과,85,5,221,363,1
2871039000,인천광역시 강화군 송해면,CR005,사과,213,127,394,1458,38
2871039021,인천광역시 강화군 송해면 솔정리,CR005,사과,21,27,81,94,0
2871039022,인천광역시 강화군 송해면 신당리,CR005,사과,10,12,28,216,0
2871039023,인천광역시 강화군 송해면 숭뢰리,CR005,사과,32,2,60,166,25
2871039024,인천광역시 강화군 송해면 당산리,CR005,사과,4,21,13,233,0
2871039025,인천광역시 강화군 송해면 상도리,CR005,사과,28,25,76,190,0
2871039026,인천광역시 강화군 송해면 하도리,CR005,사과,80,7,85,273,13
2871039027,인천광역시 강화군 송해면 양오리,CR005,사과,39,33,50,285,0
2871040000,인천광역시 강화군 교동면,CR005,사과,246,113,475,3546,324
2871040021,인천광역시 강화군 교동면 대룡리,CR005,사과,15,12,61,321,3
2871040022,인천광역시 강화군 교동면 읍내리,CR005,사과,11,16,60,89,11
2871040023,인천광역시 강화군 교동면 상용리,CR005,사과,23,10,136,192,17
2871040024,인천광역시 강화군 교동면 봉소리,CR005,사과,17,14,42,262,3
2871040025,인천광역시 강화군 교동면 고구리,CR005,사과,34,16,65,354,91
2871040026,인천광역시 강화군 교동면 삼선리,CR005,사과,12,26,30,299,0
2871040027,인천광역시 강화군 교동면 인사리,CR005,사과,8,9,0,307,25
2871040028,인천광역시 강화군 교동면 난정리,CR005,사과,19,1,23,300,126
2871040029,인천광역시 강화군 교동면 양갑리,CR005,사과,17,1,12,322,2
2871040030,인천광역시 강화군 교동면 동산리,CR005,사과,24,1,20,244,30
2871040031,인천광역시 강화군 교동면 서한리,CR005,사과,27,2,13,235,13
2871040032,인천광역시 강화군 교동면 무학리,CR005,사과,10,0,3,324,4
2871040033,인천광역시 강화군 교동면 지석리,CR005,사과,29,6,11,297,1
2871041000,인천광역시 강화군 삼산면,CR005,사과,293,2,415,3594,230
2871041021,인천광역시 강화군 삼산면 석모리,CR005,사과,94,0,108,744,43
2871041022,인천광역시 강화군 삼산면 상리,CR005,사과,25,0,25,677,15
2871041023,인천광역시 강화군 삼산면 하리,CR005,사과,14,0,19,472,69
2871041024,인천광역시 강화군 삼산면 석포리,CR005,사과,42,2,38,440,12
2871041025,인천광역시 강화군 삼산면 매음리,CR005,사과,88,0,180,1071,59
2871041026,인천광역시 강화군 삼산면 서검리,CR005,사과,15,0,45,111,27
2871041027,인천광역시 강화군 삼산면 미법리,CR005,사과,15,0,0,78,6
2871042000,인천광역시 강화군 서도면,CR005,사과,145,0,275,821,72
2871042021,인천광역시 강화군 서도면 주문도리,CR005,사과,48,0,48,349,14
2871042022,인천광역시 강화군 서도면 아차도리,CR005,사과,11,0,35,3,5
2871042023,인천광역시 강화군 서도면 말도리,CR005,사과,15,0,43,68,15
2871042024,인천광역시 강화군 서도면 볼음도리,CR005,사과,72,0,148,401,38
2872000000,인천광역시 옹진군,CR005,사과,806,512,5598,8730,1135
2872031000,인천광역시 옹진군 북도면,CR005,사과,125,61,288,1191,73
2872031021,인천광역시 옹진군 북도면 시도리,CR005,사과,19,18,95,106,16
2872031022,인천광역시 옹진군 북도면 신도리,CR005,사과,59,16,117,490,36
2872031023,인천광역시 옹진군 북도면 모도리,CR005,사과,6,2,0,67,3
2872031024,인천광역시 옹진군 북도면 장봉리,CR005,사과,41,24,77,527,17
2872033000,인천광역시 옹진군 백령면,CR005,사과,145,146,3190,1256,388
2872033021,인천광역시 옹진군 백령면 진촌리,CR005,사과,35,46,1021,563,180
2872033022,인천광역시 옹진군 백령면 북포리,CR005,사과,3,25,290,201,4
2872033023,인천광역시 옹진군 백령면 가을리,CR005,사과,58,32,483,82,19
2872033024,인천광역시 옹진군 백령면 연화리,CR005,사과,15,12,696,120,140
2872033025,인천광역시 옹진군 백령면 남포리,CR005,사과,34,31,700,289,45
2872034000,인천광역시 옹진군 대청면,CR005,사과,30,0,1107,165,258
2872034021,인천광역시 옹진군 대청면 대청리,CR005,사과,30,0,900,150,185
2872034022,인천광역시 옹진군 대청면 소청리,CR005,사과,0,0,207,14,73
2872035000,인천광역시 옹진군 덕적면,CR005,사과,229,20,108,2894,73
2872035021,인천광역시 옹진군 덕적면 북리,CR005,사과,29,15,17,619,6
2872035022,인천광역시 옹진군 덕적면 진리,CR005,사과,65,4,9,605,3
2872035023,인천광역시 옹진군 덕적면 서포리,CR005,사과,72,0,54,684,26
2872035024,인천광역시 옹진군 덕적면 소야리,CR005,사과,29,0,5,257,10
2872035026,인천광역시 옹진군 덕적면 백아리,CR005,사과,17,0,23,232,18
2872035027,인천광역시 옹진군 덕적면 문갑리,CR005,사과,16,0,1,330,6
2872035028,인천광역시 옹진군 덕적면 굴업리,CR005,사과,2,0,0,166,5
2872036000,인천광역시 옹진군 영흥면,CR005,사과,144,172,255,1815,183
2872036021,인천광역시 옹진군 영흥면 외리,CR005,사과,33,63,106,673,105
2872036022,인천광역시 옹진군 영흥면 내리,CR005,사과,97,89,135,954,65
2872036023,인천광역시 옹진군 영흥면 선재리,CR005,사과,14,20,14,187,13
2872037000,인천광역시 옹진군 자월면,CR005,사과,112,50,167,1377,29
2872037021,인천광역시 옹진군 자월면 자월리,CR005,사과,71,25,27,577,15
2872037022,인천광역시 옹진군 자월면 이작리,CR005,사과,23,13,63,293,7
2872037023,인천광역시 옹진군 자월면 승봉리,CR005,사과,18,12,76,507,7
2872038000,인천광역시 옹진군 연평면,CR005,사과,20,63,484,33,131
2872038021,인천광역시 옹진군 연평면 연평리,CR005,사과,20,63,484,33,131
2900000000,광주광역시,CR005,사과,3619,1581,13069,27349,1713
2911000000,광주광역시 동구,CR005,사과,166,134,426,4096,56
2911010100,광주광역시 동구 대인동,CR005,사과,0,0,21,0,0
2911010200,광주광역시 동구 금남로5가,CR005,사과,0,2,8,0,0
2911010300,광주광역시 동구 충장로5가,CR005,사과,0,6,0,0,0
2911010400,광주광역시 동구 수기동,CR005,사과,0,8,0,0,1
2911010500,광주광역시 동구 대의동,CR005,사과,0,0,7,0,0
2911010600,광주광역시 동구 궁동,CR005,사과,0,0,6,0,0
2911010700,광주광역시 동구 장동,CR005,사과,0,0,12,1,0
2911010800,광주광역시 동구 동명동,CR005,사과,0,0,32,11,0
2911010900,광주광역시 동구 계림동,CR005,사과,0,0,41,78,0
2911011000,광주광역시 동구 산수동,CR005,사과,0,4,38,104,0
2911011100,광주광역시 동구 지산동,CR005,사과,0,4,22,231,1
2911011200,광주광역시 동구 남동,CR005,사과,0,3,4,0,0
2911011300,광주광역시 동구 광산동,CR005,사과,0,3,4,0,0
2911011400,광주광역시 동구 금동,CR005,사과,0,10,0,0,0
2911011500,광주광역시 동구 호남동,CR005,사과,0,6,0,0,1
2911011600,광주광역시 동구 불로동,CR005,사과,0,8,0,0,1
2911011700,광주광역시 동구 황금동,CR005,사과,0,5,0,0,0
2911011800,광주광역시 동구 서석동,CR005,사과,0,0,18,90,0
2911011900,광주광역시 동구 소태동,CR005,사과,26,11,27,468,5
2911012000,광주광역시 동구 용연동,CR005,사과,14,0,5,764,8
2911012100,광주광역시 동구 운림동,CR005,사과,31,2,10,971,4
2911012200,광주광역시 동구 학동,CR005,사과,3,41,47,92,5
2911012300,광주광역시 동구 월남동,CR005,사과,18,0,27,302,6
2911012400,광주광역시 동구 선교동,CR005,사과,11,0,19,297,9
2911012500,광주광역시 동구 내남동,CR005,사과,24,0,34,419,8
2911012600,광주광역시 동구 용산동,CR005,사과,39,9,36,267,8
2911012700,광주광역시 동구 충장로1가,CR005,사과,0,2,0,0,0
2911012800,광주광역시 동구 충장로2가,CR005,사과,0,1,0,0,0
2911012900,광주광역시 동구 충장로3가,CR005,사과,0,2,0,0,0
2911013000,광주광역시 동구 충장로4가,CR005,사과,0,4,0,0,0
2911013100,광주광역시 동구 금남로1가,CR005,사과,0,0,2,0,0
2911013200,광주광역시 동구 금남로2가,CR005,사과,0,1,1,0,0
2911013300,광주광역시 동구 금남로3가,CR005,사과,0,1,2,0,0
2911013400,광주광역시 동구 금남로4가,CR005,사과,0,1,3,0,0
2914000000,광주광역시 서구,CR005,사과,530,78,1440,1733,161
2914010400,광주광역시 서구 양동,CR005,사과,1,60,0,12,5
2914010600,광주광역시 서구 농성동,CR005,사과,89,5,0,44,0
2914011500,광주광역시 서구 광천동,CR005,사과,43,1,0,55,14
2914011600,광주광역시 서구 유촌동,CR005,사과,67,0,44,22,24
2914011700,광주광역시 서구 덕흥동,CR005,사과,45,0,175,23,23
2914011800,광주광역시 서구 쌍촌동,CR005,사과,42,0,159,129,15
2914011900,광주광역시 서구 화정동,CR005,사과,44,0,172,120,0
2914012000,광주광역시 서구 치평동,CR005,사과,20,0,58,143,12
2914012100,광주광역시 서구 내방동,CR005,사과,3,0,32,71,0
2914012500,광주광역시 서구 서창동,CR005,사과,13,0,47,151,3
2914012600,광주광역시 서구 세하동,CR005,사과,6,3,143,109,13
2914012700,광주광역시 서구 용두동,CR005,사과,48,3,82,155,20
2914012800,광주광역시 서구 풍암동,CR005,사과,36,0,147,282,14
2914012900,광주광역시 서구 벽진동,CR005,사과,2,0,15,3,0
2914013000,광주광역시 서구 금호동,CR005,사과,47,4,128,96,2
2914013100,광주광역시 서구 마륵동,CR005,사과,9,0,11,24,0
2914013200,광주광역시 서구 매월동,CR005,사과,1,2,157,266,6
2914013300,광주광역시 서구 동천동,CR005,사과,12,0,70,28,8
2915500000,광주광역시 남구,CR005,사과,386,176,1986,3299,204
2915510100,광주광역시 남구 사동,CR005,사과,0,7,3,4,1
2915510200,광주광역시 남구 구동,CR005,사과,0,8,1,4,1
2915510300,광주광역시 남구 서동,CR005,사과,0,6,14,13,0
2915510400,광주광역시 남구 월산동,CR005,사과,69,10,13,104,0
2915510500,광주광역시 남구 백운동,CR005,사과,27,0,32,37,0
2915510600,광주광역시 남구 주월동,CR005,사과,34,0,30,165,0
2915510700,광주광역시 남구 노대동,CR005,사과,6,18,33,264,5
2915510800,광주광역시 남구 진월동,CR005,사과,12,6,25,222,3
2915510900,광주광역시 남구 덕남동,CR005,사과,0,1,28,205,9
2915511000,광주광역시 남구 행암동,CR005,사과,1,22,40,131,9
2915511100,광주광역시 남구 임암동,CR005,사과,4,1,94,82,6
2915511200,광주광역시 남구 송하동,CR005,사과,0,8,49,225,3
2915511300,광주광역시 남구 양림동,CR005,사과,0,18,23,20,2
2915511400,광주광역시 남구 방림동,CR005,사과,0,28,23,54,5
2915511500,광주광역시 남구 봉선동,CR005,사과,7,4,44,209,0
2915511600,광주광역시 남구 구소동,CR005,사과,35,3,55,0,2
2915511700,광주광역시 남구 양촌동,CR005,사과,9,0,135,83,13
2915511800,광주광역시 남구 도금동,CR005,사과,1,1,65,73,4
2915511900,광주광역시 남구 승촌동,CR005,사과,92,7,81,74,45
2915512000,광주광역시 남구 지석동,CR005,사과,6,0,43,59,5
2915512100,광주광역시 남구 압촌동,CR005,사과,10,2,79,126,7
2915512200,광주광역시 남구 화장동,CR005,사과,9,1,270,141,33
2915512300,광주광역시 남구 칠석동,CR005,사과,6,3,166,19,12
2915512400,광주광역시 남구 석정동,CR005,사과,12,7,88,80,2
2915512500,광주광역시 남구 신장동,CR005,사과,2,0,96,5,3
2915512600,광주광역시 남구 양과동,CR005,사과,0,1,136,363,8
2915512700,광주광역시 남구 이장동,CR005,사과,6,2,129,99,6
2915512800,광주광역시 남구 대지동,CR005,사과,15,5,68,100,7
2915512900,광주광역시 남구 원산동,CR005,사과,20,2,67,257,12
2915513000,광주광역시 남구 월성동,CR005,사과,5,4,55,81,3
2917000000,광주광역시 북구,CR005,사과,617,538,2930,7497,359
2917010100,광주광역시 북구 중흥동,CR005,사과,0,0,43,114,0
2917010200,광주광역시 북구 유동,CR005,사과,0,7,24,0,0
2917010300,광주광역시 북구 누문동,CR005,사과,0,17,1,0,1
2917010400,광주광역시 북구 북동,CR005,사과,0,0,18,0,0
2917010500,광주광역시 북구 임동,CR005,사과,14,53,50,0,10
2917010600,광주광역시 북구 신안동,CR005,사과,4,0,69,48,3
2917010700,광주광역시 북구 용봉동,CR005,사과,25,1,243,36,6
2917010800,광주광역시 북구 동림동,CR005,사과,68,11,84,151,14
2917010900,광주광역시 북구 운암동,CR005,사과,47,0,188,114,3
2917011000,광주광역시 북구 우산동,CR005,사과,0,0,52,41,0
2917011100,광주광역시 북구 풍향동,CR005,사과,0,0,8,58,0
2917011200,광주광역시 북구 문흥동,CR005,사과,4,17,83,196,0
2917011300,광주광역시 북구 각화동,CR005,사과,0,15,29,253,2
2917011400,광주광역시 북구 두암동,CR005,사과,0,0,110,240,0
2917011500,광주광역시 북구 오치동,CR005,사과,23,13,135,120,2
2917011600,광주광역시 북구 삼각동,CR005,사과,22,24,60,226,1
2917011700,광주광역시 북구 매곡동,CR005,사과,7,25,48,106,0
2917011800,광주광역시 북구 충효동,CR005,사과,13,13,73,203,33
2917011900,광주광역시 북구 덕의동,CR005,사과,0,16,5,225,30
2917012000,광주광역시 북구 금곡동,CR005,사과,11,9,43,1356,7
2917012100,광주광역시 북구 망월동,CR005,사과,36,38,78,324,13
2917012200,광주광역시 북구 청풍동,CR005,사과,6,28,52,527,27
2917012300,광주광역시 북구 화암동,CR005,사과,2,1,1,622,1
2917012400,광주광역시 북구 장등동,CR005,사과,47,53,44,540,6
2917012500,광주광역시 북구 운정동,CR005,사과,28,27,35,217,8
2917012600,광주광역시 북구 본촌동,CR005,사과,7,12,45,98,1
2917012700,광주광역시 북구 일곡동,CR005,사과,11,34,57,287,0
2917012800,광주광역시 북구 양산동,CR005,사과,12,8,100,130,6
2917012900,광주광역시 북구 연제동,CR005,사과,38,2,99,100,17
2917013000,광주광역시 북구 신용동,CR005,사과,33,0,82,53,14
2917013100,광주광역시 북구 용두동,CR005,사과,30,1,132,39,13
2917013200,광주광역시 북구 지야동,CR005,사과,2,6,87,59,31
2917013300,광주광역시 북구 태령동,CR005,사과,16,0,42,51,0
2917013400,광주광역시 북구 수곡동,CR005,사과,5,14,46,109,1
2917013500,광주광역시 북구 효령동,CR005,사과,10,14,70,242,5
2917013600,광주광역시 북구 용전동,CR005,사과,29,35,106,92,27
2917013700,광주광역시 북구 용강동,CR005,사과,22,0,143,11,11
2917013800,광주광역시 북구 생용동,CR005,사과,5,28,87,224,11
2917013900,광주광역시 북구 월출동,CR005,사과,12,5,92,137,20
2917014000,광주광역시 북구 대촌동,CR005,사과,15,0,51,80,18
2917014100,광주광역시 북구 오룡동,CR005,사과,14,12,116,68,18
2920000000,광주광역시 광산구,CR005,사과,1920,656,6286,10723,934
2920010100,광주광역시 광산구 송정동,CR005,사과,94,0,0,6,8
2920010200,광주광역시 광산구 도산동,CR005,사과,53,0,19,11,17
