stdg_Cd,bjd_Nm,soil_Crop_Cd,soil_Crop_Nm,high_Suit_Area,suit_Area,poss_Area,low_Suit_Area,etc_Area
1100000000,서울특별시,CR005,사과,12092,5537,14662,23708,4568
1111000000,서울특별시 종로구,CR005,사과,640,74,211,1452,22
1111010100,서울특별시 종로구 청운동,CR005,사과,2,4,10,63,0
1111010200,서울특별시 종로구 신교동,CR005,사과,2,3,3,2,0
1111010300,서울특별시 종로구 궁정동,CR005,사과,4,0,0,3,0
1111010400,서울특별시 종로구 효자동,CR005,사과,5,0,0,1,0
1111010500,서울특별시 종로구 창성동,CR005,사과,6,0,0,0,0
1111010600,서울특별시 종로구 통의동,CR005,사과,6,0,0,0,0
1111010700,서울특별시 종로구 적선동,CR005,사과,4,0,0,0,0
1111010800,서울특별시 종로구 통인동,CR005,사과,2,0,0,3,0
1111010900,서울특별시 종로구 누상동,CR005,사과,3,1,3,20,0
1111011000,서울특별시 종로구 누하동,CR005,사과,0,1,1,4,0
1111011100,서울특별시 종로구 옥인동,CR005,사과,1,2,9,30,0
1111011200,서울특별시 종로구 체부동,CR005,사과,2,0,0,2,0
1111011300,서울특별시 종로구 필운동,CR005,사과,0,2,1,5,0
1111011400,서울특별시 종로구 내자동,CR005,사과,5,0,0,0,0
1111011500,서울특별시 종로구 사직동,CR005,사과,5,2,3,19,0
1111011600,서울특별시 종로구 도렴동,CR005,사과,3,0,0,0,0
1111011700,서울특별시 종로구 당주동,CR005,사과,4,0,0,0,0
1111011800,서울특별시 종로구 내수동,CR005,사과,5,2,0,0,0
1111011900,서울특별시 종로구 세종로,CR005,사과,67,0,5,16,0
1111012000,서울특별시 종로구 신문로1가,CR005,사과,7,0,0,0,0
1111012100,서울특별시 종로구 신문로2가,CR005,사과,3,5,13,5,0
1111012200,서울특별시 종로구 청진동,CR005,사과,6,0,0,0,0
1111012300,서울특별시 종로구 서린동,CR005,사과,5,0,0,0,0
1111012400,서울특별시 종로구 수송동,CR005,사과,10,0,0,0,0
1111012500,서울특별시 종로구 중학동,CR005,사과,3,0,0,0,0
1111012600,서울특별시 종로구 종로1가,CR005,사과,4,0,0,0,0
1111012700,서울특별시 종로구 공평동,CR005,사과,4,0,0,0,0
1111012900,서울특별시 종로구 견지동,CR005,사과,5,0,0,0,0
1111013000,서울특별시 종로구 와룡동,CR005,사과,36,7,2,26,0
1111013100,서울특별시 종로구 권농동,CR005,사과,2,2,0,0,0
1111013200,서울특별시 종로구 운니동,CR005,사과,7,0,0,0,0
1111013300,서울특별시 종로구 익선동,CR005,사과,5,0,0,0,0
1111013400,서울특별시 종로구 경운동,CR005,사과,6,0,0,0,0
1111013500,서울특별시 종로구 관철동,CR005,사과,8,0,0,0,0
1111013600,서울특별시 종로구 인사동,CR005,사과,7,0,0,0,0
1111013700,서울특별시 종로구 낙원동,CR005,사과,7,0,0,0,0
1111013800,서울특별시 종로구 종로2가,CR005,사과,6,0,0,0,0
1111013900,서울특별시 종로구 팔판동,CR005,사과,1,0,3,0,0
1111014000,서울특별시 종로구 삼청동,CR005,사과,6,0,13,98,0
1111014100,서울특별시 종로구 안국동,CR005,사과,7,0,0,0,0
1111014200,서울특별시 종로구 소격동,CR005,사과,6,0,0,0,0
1111014300,서울특별시 종로구 화동,CR005,사과,4,0,0,2,0
1111014400,서울특별시 종로구 사간동,CR005,사과,3,0,0,0,0
1111014500,서울특별시 종로구 송현동,CR005,사과,5,0,0,0,0
1111014600,서울특별시 종로구 가회동,CR005,사과,7,0,3,6,0
1111014700,서울특별시 종로구 재동,CR005,사과,5,0,0,0,0
1111014800,서울특별시 종로구 계동,CR005,사과,7,2,0,7,0
1111014900,서울특별시 종로구 원서동,CR005,사과,2,0,1,12,0
1111015000,서울특별시 종로구 훈정동,CR005,사과,1,20,0,0,0
1111015100,서울특별시 종로구 묘동,CR005,사과,3,0,0,0,0
1111015200,서울특별시 종로구 봉익동,CR005,사과,4,0,0,0,0
1111015300,서울특별시 종로구 돈의동,CR005,사과,3,0,0,0,0
1111015400,서울특별시 종로구 장사동,CR005,사과,6,0,0,0,0
1111015600,서울특별시 종로구 종로3가,CR005,사과,5,0,0,0,0
1111015700,서울특별시 종로구 인의동,CR005,사과,4,2,2,0,0
1111015800,서울특별시 종로구 예지동,CR005,사과,7,0,0,0,0
1111015900,서울특별시 종로구 원남동,CR005,사과,6,0,1,0,0
1111016000,서울특별시 종로구 연지동,CR005,사과,9,0,2,0,0
1111016100,서울특별시 종로구 종로4가,CR005,사과,4,0,0,0,0
1111016200,서울특별시 종로구 효제동,CR005,사과,9,0,1,0,0
1111016300,서울특별시 종로구 종로5가,CR005,사과,11,0,0,0,0
1111016400,서울특별시 종로구 종로6가,CR005,사과,12,0,0,3,0
1111016500,서울특별시 종로구 이화동,CR005,사과,3,0,3,7,0
1111016600,서울특별시 종로구 연건동,CR005,사과,13,0,17,0,0
1111016700,서울특별시 종로구 충신동,CR005,사과,7,0,1,5,0
1111016800,서울특별시 종로구 동숭동,CR005,사과,14,0,2,20,0
1111016900,서울특별시 종로구 혜화동,CR005,사과,19,0,0,13,0
1111017000,서울특별시 종로구 명륜1가,CR005,사과,12,0,0,7,0
1111017100,서울특별시 종로구 명륜2가,CR005,사과,11,0,0,0,0
1111017200,서울특별시 종로구 명륜4가,CR005,사과,6,0,2,0,0
1111017300,서울특별시 종로구 명륜3가,CR005,사과,13,0,4,25,0
1111017400,서울특별시 종로구 창신동,CR005,사과,42,0,0,36,0
1111017500,서울특별시 종로구 숭인동,CR005,사과,27,0,10,22,0
1111017600,서울특별시 종로구 교남동,CR005,사과,0,0,1,1,0
1111017700,서울특별시 종로구 평동,CR005,사과,0,0,5,3,0
1111017800,서울특별시 종로구 송월동,CR005,사과,2,0,2,1,0
1111018100,서울특별시 종로구 행촌동,CR005,사과,5,0,0,7,0
1111018200,서울특별시 종로구 구기동,CR005,사과,5,7,23,334,6
1111018300,서울특별시 종로구 평창동,CR005,사과,29,5,13,457,15
1111018400,서울특별시 종로구 부암동,CR005,사과,9,0,18,128,0
1111018500,서울특별시 종로구 홍지동,CR005,사과,4,2,14,16,0
1111018600,서울특별시 종로구 신영동,CR005,사과,3,5,16,13,0
1111018700,서울특별시 종로구 무악동,CR005,사과,6,0,1,30,0
1114000000,서울특별시 중구,CR005,사과,235,32,480,249,1
1114010100,서울특별시 중구 무교동,CR005,사과,3,0,0,0,0
1114010200,서울특별시 중구 다동,CR005,사과,6,0,0,0,0
1114010300,서울특별시 중구 태평로1가,CR005,사과,7,0,0,0,0
1114010400,서울특별시 중구 을지로1가,CR005,사과,6,0,1,0,0
1114010500,서울특별시 중구 을지로2가,CR005,사과,10,0,1,0,0
1114010600,서울특별시 중구 남대문로1가,CR005,사과,2,0,0,0,0
1114010800,서울특별시 중구 수하동,CR005,사과,2,0,0,0,0
1114010900,서울특별시 중구 장교동,CR005,사과,3,0,0,0,0
1114011000,서울특별시 중구 수표동,CR005,사과,4,0,0,0,0
1114011100,서울특별시 중구 소공동,CR005,사과,3,0,6,0,0
1114011200,서울특별시 중구 남창동,CR005,사과,0,6,8,0,0
1114011300,서울특별시 중구 북창동,CR005,사과,1,0,4,0,0
1114011400,서울특별시 중구 태평로2가,CR005,사과,5,0,3,0,0
1114011500,서울특별시 중구 남대문로2가,CR005,사과,2,0,0,0,0
1114011600,서울특별시 중구 남대문로3가,CR005,사과,0,0,3,0,0
1114011700,서울특별시 중구 남대문로4가,CR005,사과,0,0,5,0,0
1114011900,서울특별시 중구 봉래동1가,CR005,사과,0,0,4,0,0
1114012000,서울특별시 중구 봉래동2가,CR005,사과,3,0,0,9,0
1114012100,서울특별시 중구 회현동1가,CR005,사과,0,7,13,10,0
1114012200,서울특별시 중구 회현동2가,CR005,사과,0,2,5,0,0
1114012300,서울특별시 중구 회현동3가,CR005,사과,0,0,1,0,0
1114012400,서울특별시 중구 충무로1가,CR005,사과,0,0,6,0,0
1114012500,서울특별시 중구 충무로2가,CR005,사과,1,0,6,0,0
1114012600,서울특별시 중구 명동1가,CR005,사과,1,0,2,0,0
1114012700,서울특별시 중구 명동2가,CR005,사과,1,0,11,0,0
1114012800,서울특별시 중구 남산동1가,CR005,사과,0,0,2,0,0
1114013000,서울특별시 중구 남산동3가,CR005,사과,0,0,3,0,0
1114013100,서울특별시 중구 저동1가,CR005,사과,1,0,3,0,0
1114013300,서울특별시 중구 충무로5가,CR005,사과,1,0,3,2,0
1114013400,서울특별시 중구 인현동2가,CR005,사과,3,0,4,0,0
1114013500,서울특별시 중구 예관동,CR005,사과,2,0,2,0,0
1114013600,서울특별시 중구 묵정동,CR005,사과,0,0,0,6,0
1114013700,서울특별시 중구 필동1가,CR005,사과,3,0,1,0,0
1114013800,서울특별시 중구 필동2가,CR005,사과,8,0,10,0,0
1114013900,서울특별시 중구 필동3가,CR005,사과,4,0,2,3,0
1114014000,서울특별시 중구 남학동,CR005,사과,1,0,0,0,0
1114014100,서울특별시 중구 주자동,CR005,사과,1,0,2,0,0
1114014200,서울특별시 중구 예장동,CR005,사과,2,0,21,44,0
1114014300,서울특별시 중구 장충동1가,CR005,사과,0,0,15,0,0
1114014400,서울특별시 중구 장충동2가,CR005,사과,1,0,69,49,0
1114014500,서울특별시 중구 광희동1가,CR005,사과,2,0,1,2,0
1114014600,서울특별시 중구 광희동2가,CR005,사과,1,0,3,1,0
1114014700,서울특별시 중구 쌍림동,CR005,사과,0,0,7,1,0
1114014800,서울특별시 중구 을지로6가,CR005,사과,17,0,0,2,0
1114014900,서울특별시 중구 을지로7가,CR005,사과,6,0,0,3,0
1114015000,서울특별시 중구 을지로4가,CR005,사과,7,0,0,0,0
1114015100,서울특별시 중구 을지로5가,CR005,사과,5,0,0,2,0
1114015200,서울특별시 중구 주교동,CR005,사과,7,0,0,0,0
1114015300,서울특별시 중구 방산동,CR005,사과,6,0,0,0,0
1114015400,서울특별시 중구 오장동,CR005,사과,1,0,5,0,0
1114015500,서울특별시 중구 을지로3가,CR005,사과,8,0,0,0,0
1114015600,서울특별시 중구 입정동,CR005,사과,4,0,0,0,0
1114015700,서울특별시 중구 산림동,CR005,사과,4,0,0,0,0
1114015800,서울특별시 중구 충무로3가,CR005,사과,2,0,3,0,0
1114015900,서울특별시 중구 초동,CR005,사과,5,0,0,0,0
1114016000,서울특별시 중구 인현동1가,CR005,사과,4,0,0,0,0
1114016100,서울특별시 중구 저동2가,CR005,사과,3,0,2,0,0
1114016200,서울특별시 중구 신당동,CR005,사과,32,0,126,81,0
1114016300,서울특별시 중구 흥인동,CR005,사과,7,0,0,6,0
1114016400,서울특별시 중구 무학동,CR005,사과,0,0,0,3,0
1114016500,서울특별시 중구 황학동,CR005,사과,2,0,29,2,1
1114016600,서울특별시 중구 서소문동,CR005,사과,1,0,11,0,0
1114016700,서울특별시 중구 정동,CR005,사과,6,4,20,0,0
1114016800,서울특별시 중구 순화동,CR005,사과,0,0,8,6,0
1114016900,서울특별시 중구 의주로1가,CR005,사과,0,0,0,3,0
1114017000,서울특별시 중구 충정로1가,CR005,사과,0,0,2,1,0
1114017100,서울특별시 중구 중림동,CR005,사과,3,8,7,4,0
1114017200,서울특별시 중구 의주로2가,CR005,사과,0,0,0,4,0
1114017300,서울특별시 중구 만리동1가,CR005,사과,2,2,2,1,0
1114017400,서울특별시 중구 만리동2가,CR005,사과,0,2,12,0,0
1117000000,서울특별시 용산구,CR005,사과,429,526,570,280,386
1117010100,서울특별시 용산구 후암동,CR005,사과,4,12,26,45,0
1117010200,서울특별시 용산구 용산동2가,CR005,사과,10,42,23,42,0
1117010300,서울특별시 용산구 용산동4가,CR005,사과,7,62,10,0,0
1117010400,서울특별시 용산구 갈월동,CR005,사과,0,2,14,7,0
1117010500,서울특별시 용산구 남영동,CR005,사과,0,0,7,0,0
1117010600,서울특별시 용산구 용산동1가,CR005,사과,0,13,48,0,0
1117010700,서울특별시 용산구 동자동,CR005,사과,4,2,5,17,0
1117010800,서울특별시 용산구 서계동,CR005,사과,0,14,3,8,0
1117011000,서울특별시 용산구 청파동2가,CR005,사과,0,7,9,6,0
1117011100,서울특별시 용산구 청파동3가,CR005,사과,2,12,6,3,0
1117011200,서울특별시 용산구 원효로1가,CR005,사과,8,6,7,0,0
1117011300,서울특별시 용산구 원효로2가,CR005,사과,11,1,0,0,0
1117011400,서울특별시 용산구 신창동,CR005,사과,0,6,0,0,0
1117011500,서울특별시 용산구 산천동,CR005,사과,0,5,0,5,0
1117011600,서울특별시 용산구 청암동,CR005,사과,0,5,0,0,2
1117011700,서울특별시 용산구 원효로3가,CR005,사과,14,2,0,0,0
1117011800,서울특별시 용산구 원효로4가,CR005,사과,15,8,0,0,8
1117011900,서울특별시 용산구 효창동,CR005,사과,0,15,19,10,0
1117012000,서울특별시 용산구 도원동,CR005,사과,0,7,0,2,0
1117012100,서울특별시 용산구 용문동,CR005,사과,5,4,0,10,0
1117012200,서울특별시 용산구 문배동,CR005,사과,5,0,6,0,0
1117012300,서울특별시 용산구 신계동,CR005,사과,8,0,6,0,0
1117012500,서울특별시 용산구 한강로2가,CR005,사과,17,0,27,0,0
1117012600,서울특별시 용산구 용산동3가,CR005,사과,1,28,4,0,0
1117012700,서울특별시 용산구 용산동5가,CR005,사과,9,22,38,0,0
1117012800,서울특별시 용산구 한강로3가,CR005,사과,88,0,31,0,0
1117012900,서울특별시 용산구 이촌동,CR005,사과,91,74,0,0,243
1117013000,서울특별시 용산구 이태원동,CR005,사과,31,79,9,25,0
1117013100,서울특별시 용산구 한남동,CR005,사과,36,25,160,50,32
1117013200,서울특별시 용산구 동빙고동,CR005,사과,11,7,2,16,4
1117013300,서울특별시 용산구 서빙고동,CR005,사과,20,20,9,5,24
1117013400,서울특별시 용산구 주성동,CR005,사과,1,2,0,4,10
1117013500,서울특별시 용산구 용산동6가,CR005,사과,15,25,57,0,48
1117013600,서울특별시 용산구 보광동,CR005,사과,11,11,16,19,15
1120000000,서울특별시 성동구,CR005,사과,345,168,534,321,314
1120010100,서울특별시 성동구 상왕십리동,CR005,사과,0,0,14,0,1
1120010200,서울특별시 성동구 하왕십리동,CR005,사과,0,0,61,0,1
1120010300,서울특별시 성동구 홍익동,CR005,사과,4,0,13,0,1
1120010400,서울특별시 성동구 도선동,CR005,사과,0,0,14,0,0
1120010500,서울특별시 성동구 마장동,CR005,사과,8,45,38,10,4
1120010600,서울특별시 성동구 사근동,CR005,사과,12,20,31,0,4
1120010700,서울특별시 성동구 행당동,CR005,사과,6,29,106,8,1
1120010800,서울특별시 성동구 응봉동,CR005,사과,4,7,19,17,9
1120010900,서울특별시 성동구 금호동1가,CR005,사과,2,0,41,1,0
1120011000,서울특별시 성동구 금호동2가,CR005,사과,0,0,28,2,0
1120011100,서울특별시 성동구 금호동3가,CR005,사과,5,0,24,4,0
1120011200,서울특별시 성동구 금호동4가,CR005,사과,4,2,31,24,19
1120011300,서울특별시 성동구 옥수동,CR005,사과,9,5,62,17,101
1120011400,서울특별시 성동구 성수동1가,CR005,사과,184,25,0,0,77
1120011500,서울특별시 성동구 성수동2가,CR005,사과,104,1,0,80,38
1120011800,서울특별시 성동구 송정동,CR005,사과,2,27,18,61,36
1120012200,서울특별시 성동구 용답동,CR005,사과,0,7,33,96,22
1121500000,서울특별시 광진구,CR005,사과,300,254,272,679,200
1121510100,서울특별시 광진구 중곡동,CR005,사과,23,70,44,265,6
1121510200,서울특별시 광진구 능동,CR005,사과,1,42,56,11,0
1121510300,서울특별시 광진구 구의동,CR005,사과,42,79,54,107,19
1121510400,서울특별시 광진구 광장동,CR005,사과,74,20,21,86,38
1121510500,서울특별시 광진구 자양동,CR005,사과,131,22,45,132,130
1121510700,서울특별시 광진구 화양동,CR005,사과,22,6,23,56,6
1121510900,서울특별시 광진구 군자동,CR005,사과,7,15,29,22,0
1123000000,서울특별시 동대문구,CR005,사과,202,23,462,674,63
1123010100,서울특별시 동대문구 신설동,CR005,사과,0,0,32,0,3
1123010200,서울특별시 동대문구 용두동,CR005,사과,15,0,101,3,9
1123010300,서울특별시 동대문구 제기동,CR005,사과,33,0,47,32,7
1123010400,서울특별시 동대문구 전농동,CR005,사과,45,1,47,113,0
1123010500,서울특별시 동대문구 답십리동,CR005,사과,38,1,44,83,0
1123010600,서울특별시 동대문구 장안동,CR005,사과,0,10,41,167,14
1123010700,서울특별시 동대문구 청량리동,CR005,사과,25,0,17,76,1
1123010800,서울특별시 동대문구 회기동,CR005,사과,0,0,8,68,0
1123010900,서울특별시 동대문구 휘경동,CR005,사과,16,6,63,72,13
1123011000,서울특별시 동대문구 이문동,CR005,사과,31,6,61,60,16
1126000000,서울특별시 중랑구,CR005,사과,349,284,603,533,85
1126010100,서울특별시 중랑구 면목동,CR005,사과,119,70,147,217,49
1126010200,서울특별시 중랑구 상봉동,CR005,사과,19,13,108,13,1
1126010300,서울특별시 중랑구 중화동,CR005,사과,10,3,87,47,20
1126010400,서울특별시 중랑구 묵동,CR005,사과,47,24,64,42,14
1126010500,서울특별시 중랑구 망우동,CR005,사과,66,77,108,138,0
1126010600,서울특별시 중랑구 신내동,CR005,사과,88,98,88,77,2
1129000000,서울특별시 성북구,CR005,사과,298,32,511,1594,27
1129010100,서울특별시 성북구 성북동,CR005,사과,14,0,40,210,0
1129010200,서울특별시 성북구 성북동1가,CR005,사과,0,0,5,3,0
1129010300,서울특별시 성북구 돈암동,CR005,사과,5,3,7,98,0
1129010400,서울특별시 성북구 동소문동1가,CR005,사과,0,0,4,3,0
1129010500,서울특별시 성북구 동소문동2가,CR005,사과,0,0,4,0,0
1129010600,서울특별시 성북구 동소문동3가,CR005,사과,0,0,3,0,0
1129010700,서울특별시 성북구 동소문동4가,CR005,사과,0,0,7,2,0
1129010800,서울특별시 성북구 동소문동5가,CR005,사과,1,0,3,0,0
1129010900,서울특별시 성북구 동소문동6가,CR005,사과,7,0,2,1,0
1129011000,서울특별시 성북구 동소문동7가,CR005,사과,4,0,0,3,0
1129011100,서울특별시 성북구 삼선동1가,CR005,사과,2,0,1,18,0
1129011200,서울특별시 성북구 삼선동2가,CR005,사과,4,0,1,18,0
1129011300,서울특별시 성북구 삼선동3가,CR005,사과,5,0,0,12,0
1129011400,서울특별시 성북구 삼선동4가,CR005,사과,2,0,7,0,0
1129011500,서울특별시 성북구 삼선동5가,CR005,사과,10,0,0,2,0
1129011600,서울특별시 성북구 동선동1가,CR005,사과,8,0,0,0,0
1129011700,서울특별시 성북구 동선동2가,CR005,사과,9,0,0,1,0
1129011800,서울특별시 성북구 동선동3가,CR005,사과,6,0,0,4,0
1129011900,서울특별시 성북구 동선동4가,CR005,사과,6,0,0,3,0
1129012000,서울특별시 성북구 동선동5가,CR005,사과,3,0,0,3,0
1129012100,서울특별시 성북구 안암동1가,CR005,사과,6,0,1,3,0
1129012200,서울특별시 성북구 안암동2가,CR005,사과,4,0,5,2,0
1129012300,서울특별시 성북구 안암동3가,CR005,사과,5,0,4,2,0
1129012400,서울특별시 성북구 안암동4가,CR005,사과,0,0,4,2,0
1129012500,서울특별시 성북구 안암동5가,CR005,사과,14,0,9,73,0
1129012600,서울특별시 성북구 보문동4가,CR005,사과,3,0,0,0,1
1129012700,서울특별시 성북구 보문동5가,CR005,사과,6,0,0,0,0
1129012800,서울특별시 성북구 보문동6가,CR005,사과,6,0,0,8,0
1129012900,서울특별시 성북구 보문동7가,CR005,사과,5,0,1,0,1
1129013000,서울특별시 성북구 보문동1가,CR005,사과,7,0,0,0,0
1129013100,서울특별시 성북구 보문동2가,CR005,사과,5,0,0,2,0
1129013200,서울특별시 성북구 보문동3가,CR005,사과,4,0,0,7,0
1129013300,서울특별시 성북구 정릉동,CR005,사과,15,23,76,726,2
1129013400,서울특별시 성북구 길음동,CR005,사과,24,1,24,72,0
1129013500,서울특별시 성북구 종암동,CR005,사과,18,0,46,78,5
1129013600,서울특별시 성북구 하월곡동,CR005,사과,22,0,86,71,1
1129013700,서울특별시 성북구 상월곡동,CR005,사과,4,0,10,40,0
1129013800,서울특별시 성북구 장위동,CR005,사과,34,0,88,79,2
1129013900,서울특별시 성북구 석관동,CR005,사과,33,4,73,50,14
1130500000,서울특별시 강북구,CR005,사과,253,62,592,1448,8
1130510100,서울특별시 강북구 미아동,CR005,사과,65,2,144,228,0
1130510200,서울특별시 강북구 번동,CR005,사과,59,4,83,118,4
1130510300,서울특별시 강북구 수유동,CR005,사과,89,55,237,383,2
1130510400,서울특별시 강북구 우이동,CR005,사과,40,1,128,720,2
1132000000,서울특별시 도봉구,CR005,사과,372,162,724,770,41
1132010500,서울특별시 도봉구 쌍문동,CR005,사과,54,60,141,22,2
1132010600,서울특별시 도봉구 방학동,CR005,사과,85,37,187,91,7
1132010700,서울특별시 도봉구 창동,CR005,사과,123,11,244,27,21
1132010800,서울특별시 도봉구 도봉동,CR005,사과,110,54,152,630,10
1135000000,서울특별시 노원구,CR005,사과,791,277,1095,1283,115
1135010200,서울특별시 노원구 월계동,CR005,사과,116,16,165,110,22
1135010300,서울특별시 노원구 공릉동,CR005,사과,168,185,310,134,27
1135010400,서울특별시 노원구 하계동,CR005,사과,53,28,80,36,6
1135010500,서울특별시 노원구 상계동,CR005,사과,310,16,396,805,53
1135010600,서울특별시 노원구 중계동,CR005,사과,145,32,144,197,7
1138010100,서울특별시 은평구 수색동,CR005,사과,61,0,9,59,0
1138010200,서울특별시 은평구 녹번동,CR005,사과,47,10,68,55,0
1138010300,서울특별시 은평구 불광동,CR005,사과,65,17,130,222,18
1138010400,서울특별시 은평구 갈현동,CR005,사과,58,8,72,57,0
1138010500,서울특별시 은평구 구산동,CR005,사과,32,0,53,53,0
1138010600,서울특별시 은평구 대조동,CR005,사과,59,3,24,0,0
1138010700,서울특별시 은평구 응암동,CR005,사과,90,3,108,53,8
1138010800,서울특별시 은평구 역촌동,CR005,사과,85,0,24,7,0
1138010900,서울특별시 은평구 신사동,CR005,사과,62,0,57,66,0
1138011000,서울특별시 은평구 증산동,CR005,사과,50,0,4,26,0
1138011400,서울특별시 은평구 진관동,CR005,사과,100,63,202,778,13
1141000000,서울특별시 서대문구,CR005,사과,422,65,635,615,32
1141010100,서울특별시 서대문구 충정로2가,CR005,사과,5,0,4,4,0
1141010200,서울특별시 서대문구 충정로3가,CR005,사과,4,12,8,2,0
1141010300,서울특별시 서대문구 합동,CR005,사과,0,3,0,2,0
1141010400,서울특별시 서대문구 미근동,CR005,사과,0,0,0,8,0
1141010500,서울특별시 서대문구 냉천동,CR005,사과,3,0,6,2,0
1141010600,서울특별시 서대문구 천연동,CR005,사과,0,0,12,4,0
1141010700,서울특별시 서대문구 옥천동,CR005,사과,1,0,3,1,0
1141010800,서울특별시 서대문구 영천동,CR005,사과,1,0,8,5,0
1141010900,서울특별시 서대문구 현저동,CR005,사과,13,0,14,26,0
1141011000,서울특별시 서대문구 북아현동,CR005,사과,16,24,37,31,0
1141011100,서울특별시 서대문구 홍제동,CR005,사과,15,6,88,201,4
1141011200,서울특별시 서대문구 대현동,CR005,사과,9,0,31,7,0
1141011300,서울특별시 서대문구 대신동,CR005,사과,12,0,13,2,0
1141011400,서울특별시 서대문구 신촌동,CR005,사과,32,0,27,28,0
1141011500,서울특별시 서대문구 봉원동,CR005,사과,4,0,4,35,0
1141011600,서울특별시 서대문구 창천동,CR005,사과,25,0,36,0,0
1141011700,서울특별시 서대문구 연희동,CR005,사과,73,6,149,66,7
1141011800,서울특별시 서대문구 홍은동,CR005,사과,58,15,95,192,8
1141011900,서울특별시 서대문구 북가좌동,CR005,사과,68,0,63,0,9
1141012000,서울특별시 서대문구 남가좌동,CR005,사과,83,0,39,0,4
1144000000,서울특별시 마포구,CR005,사과,635,495,370,397,489
1144010100,서울특별시 마포구 아현동,CR005,사과,2,14,61,2,0
1144010200,서울특별시 마포구 공덕동,CR005,사과,13,12,31,20,0
1144010300,서울특별시 마포구 신공덕동,CR005,사과,0,10,10,4,0
1144010400,서울특별시 마포구 도화동,CR005,사과,0,19,3,37,0
1144010500,서울특별시 마포구 용강동,CR005,사과,0,3,0,22,6
1144010600,서울특별시 마포구 토정동,CR005,사과,0,0,0,4,7
1144010700,서울특별시 마포구 마포동,CR005,사과,0,5,0,16,2
1144010800,서울특별시 마포구 대흥동,CR005,사과,2,5,19,34,0
1144010900,서울특별시 마포구 염리동,CR005,사과,13,0,17,23,0
1144011000,서울특별시 마포구 노고산동,CR005,사과,9,0,20,2,0
1144011100,서울특별시 마포구 신수동,CR005,사과,0,0,24,36,0
1144011200,서울특별시 마포구 현석동,CR005,사과,0,0,8,4,7
1144011300,서울특별시 마포구 구수동,CR005,사과,0,0,5,0,0
1144011400,서울특별시 마포구 창전동,CR005,사과,4,0,37,6,0
1144011500,서울특별시 마포구 상수동,CR005,사과,24,0,17,3,12
1144011600,서울특별시 마포구 하중동,CR005,사과,0,0,5,0,5
1144011700,서울특별시 마포구 신정동,CR005,사과,0,0,7,0,5
1144011800,서울특별시 마포구 당인동,CR005,사과,10,0,9,0,13
1144012000,서울특별시 마포구 서교동,CR005,사과,67,36,15,0,0
1144012100,서울특별시 마포구 동교동,CR005,사과,26,14,1,0,0
1144012200,서울특별시 마포구 합정동,CR005,사과,61,3,42,0,66
1144012300,서울특별시 마포구 망원동,CR005,사과,85,36,2,0,49
1144012400,서울특별시 마포구 연남동,CR005,사과,21,43,0,0,0
1144012500,서울특별시 마포구 성산동,CR005,사과,20,115,17,86,19
1144012600,서울특별시 마포구 중동,CR005,사과,11,9,5,8,1
1144012700,서울특별시 마포구 상암동,CR005,사과,266,171,14,90,299
1147000000,서울특별시 양천구,CR005,사과,256,205,230,995,53
1147010100,서울특별시 양천구 신정동,CR005,사과,117,77,135,358,30
1147010200,서울특별시 양천구 목동,CR005,사과,48,93,12,361,20
1147010300,서울특별시 양천구 신월동,CR005,사과,92,35,83,275,3
1150000000,서울특별시 강서구,CR005,사과,558,374,804,1988,421
1150010100,서울특별시 강서구 염창동,CR005,사과,40,18,38,26,52
1150010200,서울특별시 강서구 등촌동,CR005,사과,31,27,1,204,0
1150010300,서울특별시 강서구 화곡동,CR005,사과,113,62,92,367,0
1150010400,서울특별시 강서구 가양동,CR005,사과,58,16,7,60,104
1150010500,서울특별시 강서구 마곡동,CR005,사과,30,15,40,388,64
1150010600,서울특별시 강서구 내발산동,CR005,사과,29,40,21,73,0
1150010700,서울특별시 강서구 외발산동,CR005,사과,19,18,42,53,0
1150010800,서울특별시 강서구 공항동,CR005,사과,5,14,173,98,0
1150010900,서울특별시 강서구 방화동,CR005,사과,51,64,135,139,84
1150011000,서울특별시 강서구 개화동,CR005,사과,168,35,12,166,99
1150011100,서울특별시 강서구 과해동,CR005,사과,2,23,60,183,11
1150011200,서울특별시 강서구 오곡동,CR005,사과,12,28,137,190,7
1150011300,서울특별시 강서구 오쇠동,CR005,사과,0,13,46,40,0
1153000000,서울특별시 구로구,CR005,사과,466,291,302,854,96
1153010100,서울특별시 구로구 신도림동,CR005,사과,58,49,0,0,32
1153010200,서울특별시 구로구 구로동,CR005,사과,146,107,127,106,41
1153010300,서울특별시 구로구 가리봉동,CR005,사과,10,11,17,3,0
1153010600,서울특별시 구로구 고척동,CR005,사과,45,27,24,109,13
1153010700,서울특별시 구로구 개봉동,CR005,사과,33,20,28,207,6
1153010800,서울특별시 구로구 오류동,CR005,사과,36,30,27,133,0
1153010900,서울특별시 구로구 궁동,CR005,사과,39,16,41,85,1
1153011000,서울특별시 구로구 온수동,CR005,사과,19,13,3,49,0
1153011100,서울특별시 구로구 천왕동,CR005,사과,44,7,18,81,2
1153011200,서울특별시 구로구 항동,CR005,사과,36,11,17,81,0
1154500000,서울특별시 금천구,CR005,사과,245,84,281,630,61
1154510100,서울특별시 금천구 가산동,CR005,사과,40,52,37,98,23
