alfisols_Area,andisols_Area,bjd_Nm,entisols_Area,etc_Area,histosols_Area,inceptisols_Area,mollisols_Area,stdg_Cd,ultisols_Area
3,0,경상북도 예천군 보문면 간방리,9,33,0,415,0,4790035037,0
5,0,경상북도 예천군 보문면 기곡리,1,40,0,403,0,4790035040,0
31,0,경상북도 예천군 보문면 산성리,36,14,0,520,0,4790035042,0
32,0,경상북도 예천군 보문면 오암리,31,8,0,786,0,4790035046,0
41,0,경상남도 합천군 묘산면 화양리,2,3,0,353,0,4889032030,0
33,0,경상남도 합천군 가야면 구미리,16,5,0,249,0,4889033024,0
46,0,경상남도 합천군 가야면 매화리,0,3,0,194,0,4889033027,0
65,0,경상남도 합천군 가야면 사촌리,18,3,0,310,0,4889033030,0
115,0,경상남도 합천군 가야면 치인리,239,124,0,2347,0,4889033034,64
36,0,경상남도 합천군 야로면 청계리,0,0,0,395,0,4889034022,0
30,0,경상남도 합천군 야로면 묵촌리,0,2,0,425,0,4889034025,4
27,0,경상남도 합천군 야로면 하빈리,0,2,0,428,0,4889034028,0
2,0,경상남도 합천군 야로면 야로리,3,8,0,110,0,4889034030,0
23,0,경상남도 합천군 야로면 나대리,0,1,0,787,0,4889034032,4
36,0,경상남도 합천군 율곡면,221,724,0,6370,0,4889035000,5
0,0,경상북도 경주시 사정동,19,4,0,71,0,4713010900,0
11,0,경상북도 경주시 인왕동,9,15,0,213,0,4713011200,0
20,0,경상북도 경주시 서악동,35,45,0,363,0,4713011500,10
38,0,경상북도 경주시 광명동,25,26,0,719,0,4713011700,5
47,0,경상북도 경주시 남산동,87,23,0,960,0,4713012000,0
76,0,경상북도 경주시 보문동,32,19,0,324,0,4713012300,11
6,0,경상북도 경주시 동천동,89,37,0,378,0,4713012600,13
13,0,경상북도 경주시 구정동,33,24,0,252,0,4713013100,0
15,0,경상북도 경주시 진현동,11,2,0,371,0,4713013400,40
59,0,경상북도 경주시 배동,37,50,0,481,0,4713014300,8
18,0,경상북도 경주시 감포읍 대본리,3,9,0,412,0,4713025021,71
19,0,경상북도 경주시 감포읍 나정리,11,6,0,187,0,4713025024,72
11,0,경상북도 경주시 감포읍 팔조리,1,10,0,425,0,4713025027,25
3,0,경기도 양주시 남면 매곡리,36,6,0,228,0,4163032023,0
6,0,경기도 양주시 남면 구암리,2,15,0,227,0,4163032024,0
0,0,경기도 양주시 남면 두곡리,9,12,0,116,0,4163032025,0
0,0,경기도 양주시 남면 경신리,13,5,0,202,0,4163032026,0
25,0,경기도 양주시 남면 상수리,58,40,0,467,0,4163032027,0
10,0,경기도 양주시 남면 입암리,13,12,0,252,0,4163032028,0
4,0,경상남도 창원시성산구 반지동,10,13,0,69,0,4812312400,2
10,0,경상남도 창원시성산구 중앙동,2,0,0,157,0,4812312500,20
9,0,경상남도 창원시성산구 반림동,0,3,0,61,0,4812312600,5
16,0,경상남도 창원시성산구 상남동,7,5,0,128,0,4812312700,10
57,0,경상남도 창원시성산구 성주동,5,25,0,320,0,4812312800,8
15,0,경상남도 창원시성산구 웅남동,0,3,0,175,0,4812312900,10
2,0,경상남도 창원시성산구 사파동,3,2,0,122,0,4812313000,1
6,0,경상남도 창원시성산구 가음동,0,5,0,96,0,4812313100,6
60,0,경상남도 창원시성산구 성산동,0,9,0,194,0,4812313200,0
5,0,경상남도 창원시성산구 남양동,0,3,0,53,0,4812313300,0
593,0,경상남도 창원시마산합포구,587,711,0,21218,0,4812500000,1014
12,0,세종특별자치시  조치원읍 신흥리,0,0,0,24,0,3611025029,38
0,0,세종특별자치시  조치원읍 죽림리,0,0,0,43,0,3611025030,25
0,0,세종특별자치시  조치원읍 번암리,7,12,0,45,0,3611025031,49
14,0,세종특별자치시  조치원읍 신안리,29,31,0,339,0,3611025032,0
10,0,세종특별자치시  조치원읍 봉산리,0,3,0,307,0,3611025033,30
7,0,세종특별자치시  조치원읍 서창리,15,6,0,111,0,3611025034,3
3,0,세종특별자치시  연기면,14,26,0,1156,0,3611031000,8
0,0,세종특별자치시  연기면 연기리,5,0,0,136,0,3611031021,0
2,0,세종특별자치시  연기면 보통리,3,14,0,160,0,3611031022,8
1,0,세종특별자치시  연기면 눌왕리,5,9,0,349,0,3611031023,0
0,0,세종특별자치시  연기면 수산리,0,3,0,510,0,3611031024,0
15,0,전라남도 영암군 신북면 금수리,0,2,0,68,0,4683033022,153
18,0,전라남도 영암군 신북면 학동리,0,6,0,130,0,4683033025,228
5,0,전라남도 영암군 신북면 장산리,0,5,0,435,0,4683033027,68
46,0,전라남도 영암군 신북면 월평리,5,10,0,113,0,4683033030,70
42,0,전라남도 영암군 시종면 신학리,443,283,0,310,0,4683034024,201
50,0,전라남도 영암군 시종면 만수리,0,12,0,106,0,4683034027,195
196,0,전라남도 영암군 시종면 신흥리,66,36,0,73,0,4683034032,129
84,0,전라남도 영암군 도포면 봉호리,91,18,0,105,0,4683035022,186
34,0,전라남도 영암군 도포면 덕화리,47,4,0,40,0,4683035023,83
57,0,전라남도 영암군 도포면 영호리,0,12,0,113,0,4683035026,230
56,0,전라남도 영암군 도포면 성산리,0,42,0,210,0,4683035027,345
6,0,경상북도 문경시 산북면 대하리,8,12,0,318,0,4728034023,7
79,0,경상북도 문경시 산북면 우곡리,73,10,0,383,1,4728034025,0
18,0,경상북도 문경시 산북면 거산리,49,10,0,557,0,4728034028,0
31,0,경상북도 문경시 산북면 소야리,52,0,0,491,0,4728034033,0
59,0,경상북도 문경시 산북면 약석리,0,12,0,254,0,4728034036,12
25,0,경상북도 문경시 산북면 월천리,0,1,0,461,0,4728034039,7
422,0,경상북도 문경시 동로면,3444,328,0,9796,2,4728035000,296
51,0,경상북도 문경시 동로면 인곡리,35,92,0,475,0,4728035022,0
65,0,경상북도 문경시 동로면 석항리,239,9,0,2056,0,4728035025,27
879,0,경상북도 문경시 마성면,283,194,0,6075,72,4728036000,15
12,0,경상북도 문경시 마성면 상내리,12,2,0,1270,0,4728036023,14
2,0,경상남도 밀양시 부북면 위양리,0,11,0,443,0,4827031033,8
30,0,경상남도 밀양시 상동면 가곡리,45,68,0,415,0,4827032022,8
2,0,경상남도 밀양시 상동면 옥산리,13,38,0,859,0,4827032024,12
5,0,경상남도 밀양시 상동면 매화리,17,26,0,261,0,4827032027,0
1,0,경상남도 밀양시 산외면 다죽리,50,56,0,354,0,4827033021,12
18,0,경상남도 밀양시 산외면 금천리,64,34,0,151,0,4827033024,0
330,0,경상남도 밀양시 산내면,335,395,0,9230,0,4827034000,515
13,0,경상남도 밀양시 산내면 봉의리,31,20,0,767,0,4827034022,112
42,0,경상남도 밀양시 산내면 임고리,24,34,0,962,0,4827034024,86
60,0,경상남도 밀양시 산내면 삼양리,11,63,0,2356,0,4827034027,10
10,0,경상남도 밀양시 단장면 태룡리,24,33,0,441,0,4827035021,2
110,0,경기도 김포시 통진읍 수참리,0,9,0,65,0,4157025024,8
35,0,경기도 김포시 통진읍 가현리,0,0,0,318,0,4157025025,43
136,0,경기도 김포시 통진읍 동을산리,0,2,0,75,0,4157025026,6
3,0,경기도 김포시 통진읍 귀전리,0,1,0,351,0,4157025027,0
0,0,경기도 김포시 통진읍 고정리,0,0,0,329,0,4157025028,0
2,0,경기도 김포시 통진읍 옹정리,0,0,0,460,0,4157025029,0
1,0,서울특별시 강남구 수서동,34,28,0,199,0,1168011500,0
0,0,서울특별시 강남구 청담동,7,51,0,176,0,1168010400,0
25,0,서울특별시 강동구 둔촌동,0,0,0,221,0,1174010600,0
11,0,서울특별시 강동구 명일동,0,0,0,146,0,1174010100,0
0,0,서울특별시 강서구 가양동,55,104,0,86,0,1150010400,0
62,0,서울특별시 강서구 오곡동,0,7,0,249,0,1150011200,57
19,0,전라남도 무안군 해제면 임수리,0,12,0,134,0,4684036031,71
261,0,전라남도 무안군 해제면 천장리,0,62,0,141,0,4684036034,194
6,0,전라남도 함평군 함평읍 함평리,0,0,0,68,0,4686025021,0
28,0,전라남도 함평군 함평읍 자풍리,0,3,0,231,0,4686025026,94
28,0,전라남도 함평군 함평읍 장년리,0,7,0,235,0,4686025032,76
15,0,전라남도 함평군 함평읍 대덕리,3,8,0,284,0,4686025034,9
24,0,전라남도 함평군 손불면 양재리,0,6,0,429,0,4686031022,23
35,0,전라남도 함평군 손불면 동암리,0,3,0,191,0,4686031026,113
32,0,전라남도 함평군 손불면 죽장리,0,2,0,309,0,4686031027,13
32,0,전라남도 함평군 손불면 석창리,0,8,0,352,0,4686031030,98
2,0,경상남도 창원시의창구 사화동,1,1,0,45,0,4812112000,5
0,0,충청남도 천안시서북구 직산읍 모시리,13,1,0,188,0,4413325629,0
0,0,충청남도 천안시서북구 직산읍 자은가리,0,8,0,94,0,4413325630,0
13,0,충청남도 천안시서북구 직산읍 양당리,0,13,0,219,0,4413325631,0
0,0,충청남도 천안시서북구 직산읍 신갈리,0,0,0,156,0,4413325632,0
0,0,충청남도 천안시서북구 직산읍 마정리,33,20,0,341,0,4413325633,0
9,0,충청남도 천안시서북구 직산읍 석곡리,22,6,0,121,0,4413325634,0
165,0,충청남도 천안시서북구 입장면,1129,112,0,2841,0,4413331000,34
3,0,충청남도 천안시서북구 입장면 하장리,34,2,0,7,0,4413331021,0
29,0,충청남도 천안시서북구 입장면 상장리,2,2,0,24,0,4413331022,0
3,0,충청남도 천안시서북구 입장면 기로리,89,19,0,139,0,4413331023,0
17,0,충청남도 천안시서북구 입장면 도림리,34,3,0,346,0,4413331024,0
343,49,제주특별자치도 서귀포시 대정읍 영락리,59,48,0,4,20,5013025032,110
562,6,제주특별자치도 서귀포시 대정읍 신도리,79,5,0,57,18,5013025033,164
0,18175,제주특별자치도 서귀포시 남원읍,25,366,0,144,93,5013025300,27
0,723,제주특별자치도 서귀포시 남원읍 남원리,13,16,0,84,0,5013025321,0
0,742,제주특별자치도 서귀포시 남원읍 태흥리,0,22,0,0,0,5013025322,0
0,3108,제주특별자치도 서귀포시 남원읍 한남리,0,59,0,3,23,5013025323,15
0,2985,제주특별자치도 서귀포시 남원읍 수망리,0,37,0,0,0,5013025324,8
0,809,제주특별자치도 서귀포시 남원읍 의귀리,9,25,0,30,14,5013025325,1
0,1887,제주특별자치도 서귀포시 남원읍 신흥리,0,28,0,20,33,5013025326,0
0,2599,제주특별자치도 서귀포시 남원읍 위미리,1,104,0,0,0,5013025327,0
49,0,경기도 남양주시 별내동,512,45,0,1266,0,4136011100,0
8125,0,충청남도 당진시,1625,7358,0,48468,0,4427000000,3890
0,0,충청남도 당진시 읍내동,24,3,0,202,0,4427010100,0
34,0,충청남도 당진시 채운동,26,14,0,319,0,4427010200,0
123,0,충청남도 당진시 우두동,0,34,0,309,0,4427010300,0
0,0,충청북도 보은군 회인면 용촌리,7,5,0,434,0,4372038522,0
0,0,충청북도 보은군 회인면 신문리,8,2,0,383,0,4372038523,0
0,0,충청북도 보은군 회인면 쌍암리,6,13,0,617,0,4372038524,0
0,0,충청북도 보은군 회인면 갈티리,0,0,0,178,0,4372038525,0
0,0,충청북도 보은군 회인면 건천리,37,3,0,573,0,4372038526,0
0,0,충청북도 보은군 회인면 부수리,28,5,0,174,0,4372038527,0
0,0,충청북도 보은군 회인면 송평리,0,6,0,416,0,4372038528,0
0,0,충청북도 보은군 회인면 오동리,15,5,0,559,0,4372038529,0
0,0,충청북도 보은군 회인면 고석리,36,9,0,333,0,4372038530,0
0,0,충청북도 보은군 회인면 애곡리,1,0,0,371,0,4372038531,0
0,0,충청북도 보은군 회인면 눌곡리,2,9,0,174,0,4372038532,0
0,0,충청북도 보은군 회인면 죽암리,0,8,0,150,0,4372038533,0
15,0,경상남도 창원시마산합포구 진전면 봉암리,0,19,0,299,0,4812534028,0
29,0,경상남도 창원시마산합포구 진전면 일암리,5,16,0,464,0,4812534029,0
19,0,경상남도 창원시마산합포구 진전면 오서리,5,24,0,669,0,4812534030,0
12,0,경상남도 창원시마산합포구 진전면 이명리,25,7,0,310,0,4812534031,0
1,0,경상남도 창원시마산합포구 진전면 창포리,0,9,0,151,0,4812534032,0
11,0,경상남도 창원시마산합포구 진전면 시락리,5,5,0,574,0,4812534033,3
19,0,경상남도 창원시마산합포구 진전면 평암리,24,7,0,1056,0,4812534034,10
0,0,경상남도 창원시마산합포구 진전면 금암리,27,0,0,447,0,4812534035,16
27,0,충청남도 당진시 송악읍 광명리,0,2,0,154,0,4427025327,2
48,0,충청남도 당진시 송악읍 반촌리,0,2,0,215,0,4427025328,80
88,0,충청남도 당진시 송악읍 영천리,0,5,0,224,0,4427025329,48
41,0,충청남도 당진시 송악읍 금곡리,0,10,0,89,0,4427025330,84
107,0,충청남도 당진시 송악읍 전대리,0,20,0,189,0,4427025331,93
47,0,충청남도 당진시 송악읍 도원리,0,1,0,30,0,4427025332,40
212,0,충청남도 당진시 송악읍 복운리,0,95,0,463,0,4427025333,127
55,0,충청남도 당진시 송악읍 중흥리,0,0,0,284,0,4427025334,100
39,0,충청남도 당진시 송악읍 오곡리,0,1,0,135,0,4427025335,44
105,0,충청남도 당진시 송악읍 부곡리,0,70,0,211,0,4427025336,76
22,0,충청남도 당진시 송악읍 한진리,0,53,0,284,0,4427025337,0
40,0,충청남도 당진시 송악읍 고대리,1,260,0,528,0,4427025338,122
2,0,충청남도 천안시동남구 광덕면 신흥리,11,16,0,199,0,4413132026,0
6,0,충청남도 천안시동남구 광덕면 무학리,41,9,0,604,0,4413132027,0
0,0,충청남도 천안시동남구 광덕면 신덕리,10,2,0,358,0,4413132028,0
3,0,충청남도 천안시동남구 광덕면 행정리,1,3,0,169,0,4413132029,0
7,0,충청남도 천안시동남구 광덕면 대평리,38,19,0,325,0,4413132030,0
3,0,충청남도 천안시동남구 광덕면 원덕리,157,5,0,1195,0,4413132031,0
97,0,충청남도 천안시동남구 북면,527,77,0,5124,0,4413133000,0
5,0,충청남도 천안시동남구 북면 연춘리,3,18,0,80,0,4413133021,0
11,0,충청남도 천안시동남구 북면 상동리,0,0,0,180,0,4413133022,0
12,0,충청남도 천안시동남구 북면 은지리,46,9,0,321,0,4413133023,0
20,0,충청남도 당진시 정미면 모평리,4,8,0,127,0,4427034036,0
21,0,충청남도 당진시 정미면 봉생리,0,0,0,287,0,4427034037,0
153,0,충청남도 당진시 면천면,0,54,0,3700,0,4427035000,9
4,0,충청남도 당진시 면천면 성상리,0,16,0,379,0,4427035021,0
3,0,충청남도 당진시 면천면 성하리,0,0,0,272,0,4427035022,0
0,0,충청남도 당진시 면천면 원동리,0,28,0,123,0,4427035023,0
1,0,충청남도 당진시 면천면 문봉리,0,1,0,463,0,4427035024,7
1,0,충청남도 당진시 면천면 자개리,0,3,0,282,0,4427035025,2
6,0,충청남도 당진시 면천면 율사리,0,0,0,379,0,4427035026,0
4,0,충청남도 당진시 면천면 대치리,0,0,0,293,0,4427035027,0
35,0,충청남도 당진시 면천면 삼웅리,0,0,0,428,0,4427035028,0
23,0,충청남도 천안시동남구 병천면 관성리,36,9,0,892,0,4413136026,0
10,0,충청남도 천안시동남구 병천면 봉항리,157,10,0,1061,0,4413136027,0
8,0,충청남도 천안시동남구 병천면 용두리,0,27,0,279,0,4413136028,0
124,0,경기도 화성시 장안면 노진리,0,37,0,359,0,4159037030,15
14,0,전라남도 순천시 낙안면 교촌리,0,14,0,393,0,4615038030,4
41,0,전라남도 순천시 낙안면 신기리,0,2,0,239,0,4615038031,1
29,0,전라남도 순천시 낙안면 용능리,0,1,0,228,0,4615038033,35
47,0,전라남도 순천시 낙안면 내운리,0,1,0,205,0,4615038034,13
45,0,전라남도 순천시 낙안면 금산리,130,4,0,351,0,4615038036,9
17,0,전라남도 순천시 낙안면 평사리,0,5,0,517,0,4615038037,0
20,0,전라남도 순천시 낙안면 석흥리,92,3,0,429,0,4615038039,0
918,0,전라남도 순천시 별량면,98,110,0,5787,0,4615039000,11
36,0,전라남도 순천시 별량면 운천리,0,11,0,527,0,4615039022,0
62,0,전라남도 순천시 별량면 덕정리,0,3,0,273,0,4615039024,0
39,0,전라남도 순천시 별량면 우산리,0,7,0,207,0,4615039025,0
17,0,경상남도 밀양시 초동면 덕산리,10,11,0,561,0,4827037031,56
27,0,경상남도 밀양시 초동면 봉황리,0,16,0,912,0,4827037032,23
19,0,경상남도 밀양시 무안면 무안리,16,22,0,494,0,4827038021,7
1,0,경상남도 창녕군 장마면 유리,0,31,0,577,0,4874039022,0
0,0,경상남도 창녕군 영산면 서리,0,7,0,88,0,4874038021,0
34,0,경상남도 창녕군 영산면 구계리,0,14,0,788,0,4874038022,20
4,0,경상남도 창녕군 영산면 교리,0,4,0,240,0,4874038023,0
5,0,경상남도 창녕군 영산면 동리,0,3,0,80,0,4874038025,0
23,0,경상북도 영천시 고경면 덕암리,4,10,0,250,0,4723038045,0
11,0,경상북도 영천시 고경면 파계리,0,34,0,518,0,4723038047,0
6,0,경상북도 영천시 고경면 덕정리,0,7,0,423,0,4723038049,4
1,0,경상북도 영천시 고경면 논실리,0,4,0,377,0,4723038051,0
38,0,경상북도 영천시 고경면 전사리,13,12,0,52,0,4723038034,0
13,0,경상북도 상주시 낙양동,5,6,0,176,0,4725011000,0
24,0,경상북도 상주시 개운동,8,27,0,588,0,4725011100,3
4,0,경상북도 영천시 고경면 삼귀리,1,9,0,655,0,4723038037,0
860,0,경상북도 영천시 고경면,352,351,0,10338,0,4723038000,105
0,0,경상북도 영천시 고경면 단포리,99,36,0,4,0,4723038021,0
0,0,경상남도 사천시 정동면 대곡리,0,12,0,379,0,4824031026,0
5,0,경상남도 사천시 정동면 장산리,0,15,0,530,0,4824031027,0
0,0,경상남도 사천시 정동면 학촌리,16,19,0,377,0,4824031029,0
7,0,경상남도 사천시 정동면 소곡리,6,12,0,671,0,4824031030,0
26,0,경상남도 사천시 사남면 죽천리,4,6,0,107,0,4824032021,0
21,0,경상남도 사천시 사남면 초전리,17,78,0,117,0,4824032022,0
51,0,경상남도 사천시 사남면 월성리,0,2,0,108,0,4824032025,0
2,0,경상남도 사천시 사남면 우천리,10,49,0,880,0,4824032027,0
5,0,경상남도 사천시 사남면 종천리,0,10,0,359,0,4824032028,0
6,0,경상남도 사천시 사남면 사촌리,0,6,0,341,0,4824032029,0
0,0,경상남도 사천시 사남면 가천리,0,2,0,438,0,4824032031,0
40,0,전라남도 구례군 산동면 좌사리,126,9,0,2508,0,4673037026,44
21,0,전라남도 구례군 산동면 내산리,10,7,0,208,0,4673037029,0
59,0,전라남도 구례군 산동면 관산리,21,4,0,298,0,4673037030,23
61,0,전라남도 구례군 산동면 계천리,59,9,0,910,0,4673037032,22
6498,0,전라남도 고흥군,3208,5666,0,59830,0,4677000000,5431
97,0,전라남도 고흥군 고흥읍 등암리,15,19,0,652,0,4677025024,0
1,0,전라남도 고흥군 고흥읍 서문리,0,1,0,27,0,4677025028,0
26,0,전라남도 고흥군 도양읍 득량리,0,1,0,140,0,4677025325,26
14,0,전라남도 고흥군 풍양면 야막리,0,7,0,172,0,4677031022,5
27,0,전라남도 고흥군 풍양면 고옥리,16,25,0,162,0,4677031025,82
29,0,전라남도 고흥군 풍양면 풍남리,14,10,0,593,0,4677031029,27
16,0,전라남도 고흥군 풍양면 봉양리,0,3,0,151,0,4677031032,33
24,0,전라남도 고흥군 도덕면 봉덕리,83,56,0,349,0,4677032024,50
14,0,경상북도 안동시 북후면 연곡리,398,4,0,336,0,4717032027,0
40,0,경상북도 안동시 북후면 월전리,3,18,0,780,0,4717032030,1
15,0,경상북도 안동시 서후면 태장리,77,0,0,513,0,4717033023,0
22,0,경상북도 안동시 서후면 성곡리,32,3,0,712,0,4717033026,0
5,0,경상북도 안동시 서후면 명리,2,2,0,407,0,4717033029,0
282,0,경상북도 안동시 풍천면,495,548,0,8156,0,4717034000,20
16,0,경상북도 안동시 풍천면 도양리,3,49,0,554,0,4717034022,9
6,0,경상북도 안동시 풍천면 기산리,101,78,0,377,0,4717034025,2
31,0,경상북도 안동시 풍천면 인금리,34,6,0,1171,0,4717034030,0
10,0,경상북도 안동시 풍천면 병산리,83,87,0,306,0,4717034032,0
2,0,경상북도 안동시 일직면 구천리,36,37,0,144,0,4717035022,0
58,0,경상북도 봉화군 봉성면,341,57,0,6202,0,4792032000,3
7,0,경상북도 봉화군 봉성면 봉성리,10,0,0,453,0,4792032021,0
4,0,경상북도 봉화군 봉성면 동양리,49,1,0,434,0,4792032025,0
161,0,경상북도 봉화군 법전면,163,94,0,6629,0,4792033000,6
13,0,경상북도 봉화군 법전면 척곡리,3,7,0,858,0,4792033023,1
32,0,경상북도 봉화군 법전면 어지리,37,3,0,1251,0,4792033026,0
7,0,경상북도 봉화군 춘양면 의양리,32,10,0,467,0,4792034021,0
64,0,경상북도 봉화군 춘양면 석현리,172,10,0,1300,0,4792034024,2
113,0,경상북도 봉화군 춘양면 도심리,104,24,0,1471,0,4792034026,3
27,0,경상북도 봉화군 춘양면 소로리,69,18,0,1023,0,4792034029,0
113,0,경상북도 봉화군 소천면 현동리,509,97,0,1164,0,4792035021,288
27,0,경상남도 합천군 대병면 역평리,17,229,0,395,0,4889045022,0
22,0,경상남도 합천군 대병면 양리,39,4,0,221,0,4889045025,21
28,0,경상남도 합천군 대병면 대지리,20,11,0,764,0,4889045028,15
0,0,경상남도 합천군 용주면 공암리,0,2,0,690,0,4889046021,0
3,0,경상남도 합천군 용주면 장전리,1,6,0,615,0,4889046023,0
10,0,경상남도 합천군 용주면 손목리,25,46,0,102,0,4889046026,0
25,0,경상남도 합천군 용주면 성산리,14,172,0,581,0,4889046029,0
9,0,경상남도 합천군 용주면 봉기리,35,14,0,521,0,4889046033,0
86,0,경상남도 합천군 용주면 가호리,222,99,0,333,0,4889046037,14
58,0,전라남도 보성군 노동면 금호리,5,7,0,249,0,4678031024,0
25,0,전라남도 보성군 노동면 거석리,27,1,0,420,0,4678031027,10
11,0,전라남도 보성군 노동면 학동리,31,3,0,637,0,4678031029,0
18,0,전라남도 보성군 미력면 화방리,0,61,0,692,0,4678032023,43
17,0,전라남도 보성군 미력면 반룡리,0,5,0,251,0,4678032026,51
4,0,전라남도 보성군 겸백면 석호리,4,29,0,375,0,4678033021,34
17,0,전라남도 보성군 겸백면 평호리,13,21,0,260,0,4678033024,35
44,0,전라남도 보성군 겸백면 수남리,0,1,0,1266,0,4678033029,0
5,0,전라남도 보성군 율어면 금천리,0,6,0,585,0,4678034022,4
19,0,전라남도 보성군 율어면 문양리,19,8,0,524,0,4678034024,1
26,0,전라남도 보성군 율어면 장동리,50,3,0,273,0,4678034029,32
55,0,경상북도 안동시 녹전면 원천리,237,21,0,445,0,4717043024,0
12,0,경상북도 안동시 녹전면 죽송리,294,2,0,183,0,4717043027,0
14,0,경상북도 안동시 녹전면 서삼리,291,6,0,316,0,4717043030,0
13,0,경상북도 구미시 봉곡동,6,5,0,339,0,4719010400,0
50,0,경상북도 구미시 수점동,2,16,0,322,0,4719010700,0
2,0,경상북도 구미시 송정동,2,2,0,138,0,4719011000,15
2,0,경상북도 구미시 임은동,0,2,0,111,0,4719011700,6
8,0,경상북도 구미시 황상동,0,5,0,443,0,4719012100,3
2,0,경상북도 구미시 시미동,4,0,0,181,0,4719012400,12
31,0,경상북도 구미시 거의동,22,11,0,300,0,4719012700,0
329,0,경상북도 구미시 선산읍,773,821,0,4776,0,4719025000,5
14,0,경상북도 구미시 선산읍 노상리,24,0,0,374,0,4719025023,0
10,0,경상남도 창원시의창구 차용동,2,2,0,59,0,4812112100,21
7,0,경상남도 창원시의창구 내리동,0,1,0,212,0,4812112200,23
21,0,경상남도 창원시의창구 명서동,36,11,0,89,0,4812112400,17
15,0,경상남도 창원시의창구 사림동,0,7,0,129,0,4812112500,7
23,0,경상남도 창원시의창구 봉곡동,11,1,0,90,0,4812112700,3
81,0,경상남도 창원시의창구 팔용동,17,32,0,304,0,4812112900,8
762,0,경상남도 창원시의창구 동읍,88,670,0,3836,0,4812125000,608
5,0,경상북도 경산시 자인면 울옥리,0,3,0,101,0,4729033028,0
66,0,경상북도 경산시 자인면 계남리,35,18,0,32,0,4729033031,0
77,0,경상북도 경산시 자인면 계림리,0,4,0,56,0,4729033034,0
51,0,경상북도 경산시 자인면 일언리,1,3,0,29,0,4729033035,0
426,0,경상북도 경산시 용성면,267,167,0,6944,0,4729034000,176
9,0,경상북도 경산시 용성면 송림리,131,30,0,585,0,4729034023,11
29,0,경상북도 경산시 용성면 매남리,0,10,0,1445,0,4729034028,72
7,0,경상북도 경산시 용성면 도덕리,0,5,0,141,0,4729034031,0
15,0,경상북도 경산시 용성면 고은리,14,7,0,154,0,4729034034,0
9,0,경상북도 경산시 용성면 대종리,7,7,0,196,0,4729034036,0
15,0,경상북도 경산시 용성면 용전리,0,5,0,285,0,4729034039,17
21,0,경상북도 경산시 용성면 부일리,0,4,0,545,0,4729034040,10
25,0,경상북도 상주시 외서면 관동리,19,11,0,109,0,4725043022,31
38,0,경상북도 상주시 외서면 백전리,155,14,0,684,0,4725043026,0
35,0,경상북도 상주시 외서면 우산리,164,36,0,1075,0,4725043029,2
11,0,경상북도 상주시 외서면 이촌리,24,18,0,820,0,4725043030,1
1,0,경상북도 상주시 은척면 봉중리,15,7,0,134,0,4725044021,0
29,0,경상북도 상주시 은척면 남곡리,157,11,0,780,0,4725044024,32
10,0,경상북도 상주시 은척면 장암리,9,2,0,369,0,4725044027,3
27,0,경상북도 상주시 은척면 하흘리,154,35,0,599,0,4725044030,22
28,0,경상북도 상주시 공검면 동막리,1,3,0,164,0,4725045022,8
49,0,경상북도 상주시 공검면 화동리,20,6,0,167,0,4725045026,85
3,0,경상북도 상주시 공검면 예주리,12,22,0,330,0,4725045029,39
22,0,경기도 파주시 신촌동,0,164,0,163,0,4148012000,0
0,0,경기도 파주시 연다산동,0,0,0,3,0,4148012100,0
177,0,경기도 파주시 와동동,0,0,0,170,0,4148012200,0
10,1419,제주특별자치도 제주시 구좌읍 한동리,89,2,0,0,64,5011025630,3
0,482,제주특별자치도 제주시 구좌읍 하도리,89,64,0,86,14,5011025631,5
0,1538,제주특별자치도 제주시 구좌읍 종달리,82,58,0,0,21,5011025632,1
0,726,제주특별자치도 제주시 구좌읍 평대리,46,6,0,0,77,5011025633,0
0,1596,제주특별자치도 제주시 구좌읍 김녕리,215,12,0,121,23,5011025634,26
130,13438,제주특별자치도 제주시 조천읍,405,120,0,534,183,5011025900,285
113,285,제주특별자치도 제주시 조천읍 신촌리,126,6,0,95,81,5011025921,75
0,953,제주특별자치도 제주시 조천읍 와흘리,3,0,0,111,35,5011025922,95
46,0,경상남도 거제시 사등면 덕호리,0,6,0,75,0,4831036027,21
39,0,경상남도 거제시 연초면 한내리,6,61,0,272,0,4831037021,50
6,0,경상남도 거제시 연초면 덕치리,8,9,0,156,0,4831037026,9
15,0,경상남도 거제시 연초면 이목리,0,46,0,228,0,4831037028,48
19,0,경상남도 거제시 연초면 송정리,0,0,0,205,0,4831037030,58
20,0,경상남도 거제시 하청면 덕곡리,7,6,0,303,0,4831038022,45
30,0,경상남도 거제시 하청면 실전리,11,20,0,270,0,4831038025,26
42,0,경상남도 거제시 하청면 연구리,0,17,0,269,0,4831038028,60
8,0,경상남도 거제시 장목면 유호리,2,8,0,166,0,4831039022,15
19,0,경상남도 거제시 장목면 관포리,7,3,0,123,0,4831039025,75
32,0,경상남도 거제시 장목면 율천리,0,2,0,205,0,4831039027,37
8,0,세종특별자치시  금남면 성강리,50,7,0,352,0,3611034042,0
12,0,세종특별자치시  금남면 봉암리,44,10,0,92,0,3611034043,0
11,0,세종특별자치시  금남면 국곡리,31,14,0,322,0,3611034044,0
5,0,세종특별자치시  금남면 원봉리,5,37,0,345,0,3611034045,0
12,0,세종특별자치시  금남면 도남리,193,33,0,220,0,3611034046,0
145,0,세종특별자치시  장군면,112,196,0,4919,0,3611035000,0
