alfisols_Area,andisols_Area,bjd_Nm,entisols_Area,etc_Area,histosols_Area,inceptisols_Area,mollisols_Area,stdg_Cd,ultisols_Area
1,0,경상북도 경산시 남산면 연하리,8,8,0,181,0,4729035029,0
44,0,경상북도 경산시 남산면 사월리,47,11,0,24,0,4729035031,0
1,0,경상북도 경산시 남산면 송내리,6,13,0,134,0,4729035032,0
43,0,경상북도 영양군 수비면 송하리,619,44,0,323,0,4776034038,0
38,0,경상북도 영양군 입암면 신구리,11,29,0,237,0,4776031034,0
19,0,경상북도 영양군 입암면 양항리,0,2,0,786,0,4776031035,0
64,0,경상북도 영양군 입암면 연당리,10,39,0,424,0,4776031036,0
42,0,경상북도 영양군 입암면 교리,7,1,0,432,0,4776031037,0
49,0,경상북도 영양군 입암면 삼산리,44,50,0,141,0,4776031038,6
2,0,경상북도 예천군 유천면 고림리,0,0,0,164,0,4790037053,0
0,0,경상북도 예천군 유천면 송지리,0,4,0,226,0,4790037054,0
16,0,경상북도 의성군 다인면 양서리,1,27,0,379,0,4773044044,0
6,0,경상북도 의성군 다인면 용곡리,0,51,0,245,0,4773044045,0
17,0,경상북도 의성군 다인면 달제리,46,12,0,1217,0,4773044047,0
1,0,경상북도 의성군 안평면 하령리,138,4,0,176,0,4773046045,0
21,0,경상북도 의성군 안평면 삼춘리,1095,11,0,536,0,4773046046,0
0,0,경상북도 의성군 안사면 중하리,16,5,0,1374,0,4773047021,0
5,0,경상북도 의성군 안사면 안사리,51,9,0,653,0,4773047022,0
17,0,경상남도 거제시 둔덕면 상둔리,13,13,0,400,0,4831035021,88
37,0,경상남도 거제시 둔덕면 거림리,12,5,0,331,0,4831035023,41
11,0,경상남도 거제시 둔덕면 산방리,16,16,0,174,0,4831035024,30
31,0,경상남도 거제시 둔덕면 하둔리,44,35,0,80,0,4831035026,65
3,0,경상남도 거제시 둔덕면 어구리,1,5,0,116,0,4831035027,18
4,0,경상남도 거제시 동부면 산촌리,22,19,0,154,0,4831032021,9
13,0,경상남도 거제시 동부면 산양리,13,22,0,330,0,4831032022,55
32,0,경상남도 거제시 동부면 부춘리,27,7,0,473,0,4831032024,60
74,0,경상남도 거제시 동부면 오송리,3,10,0,308,0,4831032025,74
28,0,경상남도 거제시 동부면 율포리,11,5,0,424,0,4831032027,55
26,0,경상남도 거제시 동부면 학동리,10,10,0,660,0,4831032028,101
12,0,경상남도 거제시 남부면 탑포리,11,14,0,717,0,4831033021,43
17,0,충청북도 음성군 생극면 팔성리,20,14,0,423,0,4377036025,0
16,0,충청북도 음성군 생극면 임곡리,5,2,0,418,0,4377036027,0
63,0,충청북도 음성군 생극면 방축리,7,3,0,176,0,4377036028,0
11,0,충청북도 음성군 생극면 차곡리,7,6,0,599,0,4377036030,0
30,0,충청북도 음성군 생극면 오생리,2,4,0,446,0,4377036031,0
0,0,충청북도 괴산군 청천면 지경리,157,2,0,121,0,4376036039,0
4,0,충청북도 괴산군 청천면 덕평리,131,26,0,173,0,4376036040,0
0,0,충청북도 괴산군 청천면 지촌리,145,18,0,214,0,4376036042,0
0,0,충청북도 괴산군 청천면 운교리,237,16,0,121,0,4376036043,0
0,0,충청북도 음성군 삼성면 대야리,0,4,0,330,0,4377035032,0
38,0,충청북도 음성군 대소면 삼호리,1,12,0,211,0,4377034029,0
35,0,충청북도 음성군 대소면 오류리,4,13,0,359,0,4377034031,0
74,0,경상북도 영덕군 영덕읍,268,183,0,6127,0,4777025000,16
10,0,경상북도 영덕군 영덕읍 구미리,19,13,0,254,0,4777025021,0
13,0,경상북도 영덕군 달산면 대지리,63,48,0,661,0,4777033032,1
3,0,경상북도 영덕군 달산면 용평리,0,6,0,385,0,4777033033,0
37,0,경상북도 영덕군 달산면 매일리,0,11,0,640,0,4777033034,0
29,0,경상북도 의성군 단촌면 관덕리,28,37,0,373,0,4773031033,0
3,0,경상북도 의성군 의성읍 팔성리,8,12,0,517,0,4773025029,0
0,0,경상북도 의성군 의성읍 용연리,31,14,0,340,0,4773025030,0
0,0,경상북도 의성군 의성읍 철파리,28,21,0,450,0,4773025032,0
44,0,경상북도 청송군 청송읍 덕리,13,25,0,358,0,4775025022,3
81,0,경상북도 청송군 청송읍 청운리,59,41,0,919,0,4775025024,0
25,0,경상북도 청송군 청송읍 송생리,64,42,0,269,0,4775025025,0
40,0,경상북도 청송군 청송읍 거대리,1,8,0,1436,0,4775025027,0
3,0,경상남도 의령군 용덕면 와요리,8,6,0,316,0,4872035023,0
97,0,경상남도 의령군 용덕면 가락리,0,5,0,119,0,4872035024,0
43,0,경상남도 의령군 용덕면 신촌리,1,3,0,83,0,4872035026,0
30,0,경상남도 의령군 용덕면 교암리,0,6,0,41,0,4872035027,0
10,0,경상남도 의령군 가례면 봉두리,7,8,0,160,0,4872031029,0
0,0,경상남도 창녕군 이방면 상리,2,1,0,150,0,4874034026,0
0,0,경상남도 창녕군 이방면 옥천리,0,23,0,366,0,4874034028,0
0,0,경상남도 창녕군 이방면 초곡리,0,4,0,496,0,4874034029,0
0,0,경상남도 창녕군 이방면 송곡리,6,15,0,101,0,4874034031,0
0,0,경상남도 창녕군 이방면 등림리,28,66,0,321,0,4874034033,0
6,0,경상남도 창녕군 유어면,188,496,0,2641,0,4874035000,0
83,0,경상북도 영양군 수비면 수하리,3756,97,0,965,0,4776034030,43
17,0,경상북도 영양군 수비면 발리리,403,20,0,845,0,4776034031,0
21,0,경상북도 영양군 수비면 죽파리,2577,21,0,617,0,4776034033,0
27,0,경상북도 영양군 수비면 계리,1501,25,0,867,0,4776034035,0
1,0,경상북도 영양군 수비면 본신리,1724,9,0,273,0,4776034036,0
12,0,경상북도 영덕군 달산면 주응리,165,11,0,557,0,4777033036,0
21,0,경상북도 영덕군 달산면 인곡리,64,14,0,362,0,4777033038,6
10,0,경상북도 영덕군 달산면 용전리,65,5,0,500,0,4777033039,17
9,0,경상북도 영덕군 달산면 봉산리,229,10,0,766,0,4777033041,10
203,0,경상북도 영덕군 지품면,809,309,0,13618,0,4777034000,98
13,0,충청북도 단양군 대강면 괴평리,132,14,0,186,2,4380031034,0
1,0,충청북도 단양군 대강면 사인암리,47,4,0,64,0,4380031035,0
507,0,충청북도 단양군 단양읍,1653,540,0,4623,257,4380025000,0
77,0,전라남도 나주시 반남면 신촌리,0,12,0,72,0,4617033025,72
11,0,전라남도 순천시 송광면 오봉리,0,101,0,330,0,4615036021,2
13,0,전라남도 순천시 송광면 신평리,712,105,0,361,0,4615036023,22
0,0,전라남도 순천시 송광면 낙수리,0,157,0,209,0,4615036024,0
21,0,전라남도 순천시 송광면 후곡리,434,77,0,201,0,4615036026,21
5,0,전라남도 순천시 송광면 월산리,270,230,0,689,0,4615036027,2
44,0,경상남도 양산시 상북면 소토리,22,32,0,398,0,4833033023,224
18,0,경상북도 구미시 장천면 상장리,25,17,0,271,0,4719036021,0
22,0,경상북도 구미시 장천면 하장리,14,12,0,300,0,4719036022,0
29,0,경상북도 구미시 장천면 금산리,0,9,0,593,0,4719036024,0
44,0,경상북도 구미시 장천면 오로리,0,40,0,1145,0,4719036025,0
35,0,경상북도 구미시 장천면 여남리,0,9,0,436,0,4719036027,0
8,0,경상북도 구미시 장천면 신장리,68,22,0,450,0,4719036029,0
0,0,경상북도 영주시 문수면 조제리,5,36,0,479,0,4721033028,0
5,0,경상북도 영주시 문수면 수도리,0,39,0,143,0,4721033029,0
11,0,충청북도 영동군 용화면 조동리,650,15,0,502,0,4374037022,0
11,0,충청북도 영동군 용화면 안정리,264,3,0,396,0,4374037023,0
0,0,충청북도 영동군 용화면 용강리,105,16,0,241,0,4374037025,0
2,0,충청북도 영동군 용화면 여의리,78,8,0,617,0,4374037026,0
55,0,경상북도 청송군 현서면 두현리,17,13,0,1252,0,4775034046,0
806,0,경상북도 청송군 안덕면,212,296,0,9466,0,4775035000,10
78,0,경상북도 청송군 현동면 월매리,325,27,0,1594,0,4775033031,0
80,0,경상북도 청송군 현동면 개일리,32,23,0,859,0,4775033032,0
50,0,경상북도 청송군 현동면 인지리,38,25,0,589,0,4775033034,0
523,0,경상북도 청송군 현서면,197,106,0,10387,0,4775034000,50
146,0,경상북도 의성군 봉양면,696,243,0,5625,0,4773038000,0
0,0,경상북도 의성군 금성면 개일리,0,3,0,554,0,4773037047,0
15,0,경상남도 거제시 연초면 명동리,0,12,0,483,0,4831037027,68
42,0,경상남도 거창군 가조면 석강리,84,7,0,367,0,4888040023,65
40,0,경상남도 거창군 가조면 사병리,62,10,0,357,0,4888040024,25
62,0,경상남도 거창군 가조면 일부리,29,15,0,229,0,4888040025,15
0,0,경상남도 거창군 가조면 마상리,3,6,0,138,0,4888040028,0
61,0,경상남도 거창군 가조면 수월리,414,15,0,835,0,4888040029,40
153,0,경상남도 거창군 가북면,395,149,0,8816,0,4888041000,106
13,0,경상남도 거창군 가북면 용산리,134,33,0,739,0,4888041021,10
16,0,경상남도 거창군 가북면 우혜리,165,24,0,1457,0,4888041022,6
10,0,경상남도 거창군 가북면 해평리,44,16,0,1248,0,4888041024,2
65,0,경상남도 거창군 가북면 용암리,28,13,0,1780,0,4888041025,32
16,0,경상남도 거창군 가북면 박암리,0,31,0,735,0,4888041027,5
0,0,경상북도 의성군 다인면 가원리,68,11,0,512,0,4773044038,0
2,0,충청북도 충주시 충인동,4,1,0,0,0,4313010400,0
50,0,충청북도 충주시 호암동,22,35,0,482,0,4313010700,23
116,0,충청북도 충주시 풍동,42,58,0,467,0,4313011000,0
0,0,경상남도 함안군 가야읍 가야리,0,13,0,231,0,4873025029,0
0,0,경상남도 함안군 함안면 괴산리,0,9,0,119,0,4873031023,0
0,0,경상남도 함안군 함안면 강명리,46,20,0,813,0,4873031025,3
1223,0,경상남도 함안군,1367,2206,0,36389,0,4873000000,410
26,0,경상북도 청송군 진보면 기곡리,36,22,0,543,0,4775037040,0
49,0,경상북도 청송군 진보면 부곡리,8,29,0,801,0,4775037042,0
1,0,경상북도 예천군 예천읍 왕신리,15,14,0,193,0,4790025031,3
3,0,경상북도 예천군 예천읍 청복리,3,0,0,462,0,4790025032,50
2,0,경상북도 예천군 예천읍 갈구리,0,0,0,268,0,4790025035,0
22,0,경상북도 예천군 예천읍 용산리,15,6,0,338,0,4790025037,0
3,0,경상남도 의령군 부림면 입산리,3,12,0,113,0,4872039023,0
32,0,경상북도 경산시 남천면 산전리,24,12,0,1219,0,4729037023,37
3,0,경상북도 경산시 남천면 대명리,37,11,0,74,0,4729037024,1
15,0,경상북도 경산시 남천면 신방리,7,10,0,235,0,4729037029,240
203,0,경상북도 의성군 비안면,1072,346,0,4918,0,4773039000,0
37,0,충청남도 논산시 부적면 아호리,15,3,0,93,0,4423035032,0
38,0,충청남도 논산시 부적면 부인리,16,1,0,181,0,4423035033,0
82,0,충청남도 논산시 부적면 덕평리,5,5,0,300,0,4423035022,10
0,0,경상북도 안동시 임동면 박곡리,443,410,0,1463,0,4717040028,5
15,0,경상북도 안동시 임동면 지리,19,97,0,293,0,4717040031,11
65,0,경상북도 영양군 영양읍 동부리,0,2,0,400,0,4776025021,0
73,0,경상북도 영양군 영양읍 감천리,68,83,0,1002,0,4776025023,0
39,0,경상북도 영양군 영양읍 삼지리,0,12,0,154,0,4776025026,0
20,0,경상북도 영양군 영양읍 현리,28,46,0,513,0,4776025027,0
37,0,경상북도 영양군 영양읍 하원리,14,17,0,101,0,4776025028,0
57,0,경상북도 영양군 영양읍 대천리,15,21,0,1120,0,4776025032,0
15,0,경상북도 의성군 단촌면 하화리,24,21,0,701,0,4773031031,0
2,0,경상북도 의성군 의성읍 비봉리,0,5,0,509,0,4773025028,0
36,0,경상북도 청송군 진보면 고현리,16,47,0,624,0,4775037048,0
46,0,경상북도 청송군 진보면 신촌리,31,43,0,892,0,4775037049,0
17,0,경상북도 예천군 용문면 사부리,144,3,0,725,0,4790031049,0
21,0,경상북도 예천군 용문면 내지리,325,21,0,655,0,4790031050,2
0,0,경상북도 의성군 안계면 용기리,82,31,0,446,0,4773043030,0
134,0,경상북도 의성군 안평면,2453,120,0,7401,0,4773046000,0
23,0,경상남도 통영시 용남면 화삼리,14,7,0,93,0,4822031021,33
32,0,경상남도 통영시 미수동,3,10,0,174,0,4822011500,30
20,0,경상남도 거제시 옥포동,22,23,0,448,0,4831010600,69
19,0,경상남도 거제시 덕포동,11,4,0,455,0,4831010700,20
44,0,경상남도 거제시 일운면,6,90,0,2130,0,4831031000,787
12,0,경상남도 거제시 일운면 망치리,3,3,0,512,0,4831031021,153
4,0,경상남도 거제시 일운면 와현리,0,6,0,244,0,4831031023,134
1,0,충청북도 괴산군 괴산읍 능촌리,19,26,0,544,0,4376025027,0
0,0,충청북도 괴산군 괴산읍 대덕리,16,13,0,348,0,4376025029,0
24,0,충청북도 괴산군 괴산읍 검승리,153,56,0,506,0,4376025031,0
0,0,충청북도 괴산군 장연면 송덕리,534,16,0,342,0,4376032028,0
20,0,충청북도 괴산군 연풍면 삼풍리,169,10,0,116,0,4376033021,0
62,0,충청북도 괴산군 연풍면 주진리,258,19,0,1361,0,4376033023,0
0,0,충청북도 괴산군 청안면 장암리,654,2,0,319,0,4376037031,0
375,0,경상북도 안동시 예안면,1355,1582,0,13062,0,4717041000,52
4,0,경상북도 안동시 예안면 천전리,186,250,0,63,0,4717041021,7
41,0,경상북도 안동시 예안면 귀단리,127,153,0,455,0,4717041023,16
11,0,경상북도 안동시 도산면 온혜리,1034,12,0,445,0,4717042028,0
20,0,경상북도 구미시 사곡동,0,1,0,200,0,4719011500,9
7,0,경상북도 구미시 상모동,25,2,0,301,0,4719011600,5
14,0,경상북도 구미시 오태동,2,26,0,521,0,4719011800,8
41,0,경상북도 구미시 신동,5,16,0,353,0,4719011900,0
61,0,경상북도 구미시 구평동,6,13,0,771,0,4719012000,0
18,0,경상북도 구미시 인의동,4,4,0,284,0,4719012200,0
10,0,경상북도 구미시 진평동,45,61,0,259,0,4719012300,0
7,0,경상북도 구미시 임수동,22,50,0,238,0,4719012500,1
6,0,경상북도 구미시 양호동,103,99,0,232,0,4719012600,3
42,0,경상북도 구미시 옥계동,1,17,0,311,0,4719012800,0
19,0,경상북도 구미시 구포동,52,18,0,418,0,4719012900,1
10,0,경상북도 구미시 금전동,46,21,0,488,0,4719013000,2
15,0,경상남도 합천군 합천읍 합천리,34,54,0,182,0,4889025021,0
4,0,경상남도 합천군 합천읍 금양리,5,16,0,521,0,4889025022,0
43,0,경상남도 합천군 합천읍 내곡리,15,2,0,186,0,4889025024,7
27,0,경상남도 합천군 합천읍 서산리,31,58,0,1145,0,4889025025,1
55,0,경상남도 합천군 합천읍 외곡리,11,5,0,422,0,4889025027,10
0,0,경상남도 함안군 산인면 부봉리,0,7,0,409,0,4873038026,0
11,0,경상남도 함안군 여항면,67,24,0,2630,0,4873039000,95
2,0,경상남도 함안군 여항면 외암리,25,11,0,526,0,4873039021,9
2,0,경상남도 함안군 여항면 주서리,11,4,0,549,0,4873039023,26
3,0,경상남도 함안군 여항면 주동리,8,2,0,661,0,4873039024,48
23,0,경상남도 함안군 산인면 모곡리,14,11,0,471,0,4873038023,0
1,0,경상남도 창녕군 대지면,77,64,0,1662,0,4874036000,0
10,0,경상북도 경산시 용성면 외촌리,0,14,0,528,0,4729034030,18
16,0,경상북도 경산시 용성면 고죽리,0,5,0,796,0,4729034032,2
39,0,경상북도 경산시 용성면 미산리,26,9,0,126,0,4729034033,0
7,0,경상북도 경산시 용성면 가척리,0,5,0,245,0,4729034037,0
9,0,경상북도 경산시 용성면 용천리,31,4,0,150,0,4729034038,6
123,0,경상북도 경산시 남천면,332,105,0,5536,0,4729037000,897
7,0,경상북도 예천군 개포면 이사리,0,1,0,298,0,4790039024,0
16,0,경상북도 예천군 개포면 가곡리,2,5,0,387,0,4790039027,1
12,0,경상북도 예천군 개포면 황산리,16,1,0,314,0,4790039028,0
3,0,경상북도 예천군 개포면 장송리,0,3,0,213,0,4790039029,0
4,0,경상북도 의성군 금성면 수정리,316,13,0,357,0,4773037050,0
0,0,경상남도 함안군 대산면 장암리,26,87,0,751,0,4873034028,0
10,0,경상남도 함안군 칠서면,233,411,0,2938,0,4873035000,0
8,0,경상남도 함안군 칠서면 회산리,17,12,0,541,0,4873035021,0
0,0,경상남도 함안군 칠서면 구포리,63,35,0,184,0,4873035023,0
519,0,경상북도 영양군 입암면,642,339,0,6491,0,4776031000,6
2856,0,경상북도 영양군,19400,1487,0,58121,0,4776000000,146
212,0,경상북도 의성군 구천면,532,218,0,3406,0,4773040000,0
88,0,경상북도 영양군 석보면 원리리,35,25,0,166,0,4776035034,0
28,0,경상북도 영양군 석보면 옥계리,0,7,0,886,0,4776035035,0
26,0,경상북도 영양군 석보면 요원리,0,0,0,929,0,4776035037,2
39,0,경상북도 영양군 석보면 신평리,6,9,0,451,0,4776035039,0
19,0,경상북도 영양군 석보면 포산리,105,5,0,389,0,4776035040,30
42,0,경상북도 영양군 석보면 화매리,67,28,0,1138,0,4776035042,0
66,0,경상북도 영양군 석보면 답곡리,20,8,0,987,0,4776035043,0
51,0,경상북도 영양군 석보면 홍계리,0,1,0,1081,0,4776035044,0
1,0,경상북도 영양군 석보면 삼의리,215,7,0,1477,0,4776035046,30
2,0,경상북도 예천군 개포면 갈마리,0,4,0,162,0,4790039031,0
0,0,경상북도 예천군 개포면 풍정리,0,1,0,120,0,4790039032,0
6,0,경상북도 예천군 개포면 경진리,5,16,0,230,0,4790039022,0
6,0,경상북도 예천군 개포면 동송리,46,121,0,264,0,4790039023,1
4694,0,경상북도 청송군,3545,2168,0,73684,0,4775000000,679
9,0,경상남도 의령군 정곡면 오방리,0,3,0,388,0,4872036024,0
9,0,경상남도 의령군 정곡면 성황리,0,22,0,251,0,4872036026,0
0,0,경상남도 의령군 정곡면 가현리,6,23,0,74,0,4872036028,0
4,0,경상남도 의령군 정곡면 백곡리,2,33,0,432,0,4872036029,0
23,0,경상남도 의령군 지정면,290,243,0,4136,0,4872037000,0
4,0,경상남도 의령군 지정면 봉곡리,28,6,0,472,0,4872037021,0
100,0,경상남도 의령군 부림면 막곡리,0,1,0,141,0,4872039022,0
35,0,경상남도 의령군 용덕면 정동리,20,47,0,258,0,4872035029,0
25,0,경상남도 의령군 용덕면 운곡리,21,3,0,101,0,4872035030,0
6,0,경상남도 의령군 용덕면 용소리,0,2,0,398,0,4872035032,0
50,0,경상남도 의령군 정곡면,74,245,0,3645,0,4872036000,0
14,0,경상남도 창녕군 부곡면 수다리,51,5,0,713,0,4874042030,34
3,0,경상남도 창녕군 이방면 현창리,100,86,0,234,0,4874034024,0
1,0,경상남도 창녕군 도천면 도천리,15,8,0,247,0,4874040021,0
3,0,경상남도 창녕군 도천면 일리,3,6,0,126,0,4874040022,0
27,0,경상북도 예천군 감천면 벌방리,6,6,0,302,0,4790034041,16
11,0,경상북도 예천군 감천면 수한리,0,0,0,317,0,4790034042,0
11,0,경상북도 예천군 감천면 증거리,0,0,0,184,0,4790034044,0
13,0,경상북도 예천군 감천면 돈산리,18,0,0,384,0,4790034045,2
11,0,경상북도 예천군 감천면 유리,9,5,0,484,0,4790034046,0
0,0,경상북도 예천군 감천면 미석리,69,18,0,355,0,4790034047,0
0,0,경상북도 예천군 감천면 장산리,24,33,0,306,0,4790034049,0
7,0,경상남도 통영시 산양읍 곤리리,0,5,0,39,0,4822025028,51
4,0,경상남도 통영시 산양읍 저림리,0,15,0,79,0,4822025030,35
7,0,경상남도 통영시 산양읍 연곡리,0,15,0,91,0,4822025031,32
199,0,경상남도 통영시 용남면,98,51,0,894,0,4822031000,452
27,0,경상북도 영양군 입암면 대천리,8,13,0,765,0,4776031040,0
12,0,경상북도 영양군 입암면 금학리,326,5,0,917,0,4776031041,0
39,0,경상북도 영양군 일월면 가곡리,3,9,0,713,0,4776033042,0
380,0,경상북도 영양군 수비면,12067,287,0,9028,0,4776034000,46
4,0,경상북도 영덕군 강구면 강구리,31,18,0,73,0,4777031031,3
0,0,경상북도 영덕군 강구면 오포리,10,19,0,172,0,4777031032,0
8,0,경상북도 영덕군 강구면 삼사리,11,4,0,162,0,4777031033,0
2,0,경상북도 영덕군 강구면 상직리,0,10,0,943,0,4777031035,0
109,0,경상북도 의성군 의성읍,267,173,0,6279,0,4773025000,0
10,0,경상북도 의성군 의성읍 후죽리,25,13,0,210,0,4773025021,0
0,0,경상북도 의성군 의성읍 상리리,16,1,0,611,0,4773025023,0
8,0,경상북도 영덕군 지품면 용덕리,29,14,0,898,0,4777034043,0
3,0,경상북도 영덕군 지품면 송천리,31,13,0,1370,0,4777034044,0
14,0,경상북도 영덕군 지품면 수암리,34,8,0,1005,0,4777034046,0
3,0,경상북도 영덕군 지품면 복곡리,7,9,0,633,0,4777034047,7
30,0,경상북도 영덕군 지품면 지품리,2,4,0,416,0,4777034049,0
12,0,경상북도 영덕군 지품면 황장리,0,2,0,782,0,4777034051,0
9,0,경상북도 영덕군 지품면 신안리,123,27,0,581,0,4777034052,0
2,0,경상북도 영덕군 지품면 율전리,6,2,0,386,0,4777034054,0
0,0,경상북도 영덕군 지품면 도계리,59,1,0,945,0,4777034055,0
4,0,경상북도 경주시 양남면 석읍리,2,9,0,291,0,4713032030,8
6,0,경상북도 경주시 양남면 환서리,5,27,0,468,0,4713032032,13
0,0,경상북도 경주시 양남면 상라리,14,9,0,704,0,4713032033,0
38,0,경상북도 경주시 양남면 나아리,25,5,0,146,0,4713032035,58
568,0,경상북도 경주시 내남면,377,373,0,10095,0,4713033000,717
63,0,경상북도 경주시 내남면 노곡리,66,33,0,1557,0,4713033022,6
25,0,경상북도 경주시 내남면 이조리,30,39,0,218,0,4713033024,4
33,0,경상북도 경주시 내남면 용장리,48,70,0,792,0,4713033025,17
1,0,경상북도 경주시 양남면 효동리,30,10,0,1231,0,4713032025,149
20,0,경상북도 경주시 강동면 모서리,61,4,0,331,0,4713037021,1
2,0,경상남도 합천군 덕곡면 본곡리,0,3,0,478,0,4889038027,0
98,0,경상남도 합천군 가야면 대전리,22,11,0,580,0,4889033022,25
26,0,경상남도 합천군 가야면 가천리,136,1,0,279,0,4889033023,6
93,0,경상남도 합천군 가야면 성기리,165,8,0,728,0,4889033025,8
51,0,경상남도 합천군 가야면 매안리,13,10,0,234,0,4889033026,5
39,0,경상남도 합천군 가야면 청현리,13,3,0,571,0,4889033028,4
11,0,경상남도 합천군 가야면 이천리,1,11,0,367,0,4889033029,2
0,0,경상남도 합천군 청덕면 성태리,4,14,0,410,0,4889039028,0
15,0,경상북도 김천시 증산면 황점리,101,6,0,1122,0,4715045030,0
13,0,경상북도 김천시 대덕면 문의리,17,6,0,362,0,4715044030,11
15,0,경상북도 안동시 정상동,75,83,0,398,0,4717013900,0
2,0,경상북도 김천시 부항면 파천리,77,7,0,1221,0,4715043030,0
6,0,경상북도 김천시 부항면 안간리,24,1,0,483,0,4715043031,0
0,0,경상북도 김천시 부항면 두산리,21,6,0,329,0,4715043032,0
3,0,경상남도 합천군 율곡면 율진리,9,25,0,638,0,4889035028,0
7,0,경상남도 합천군 초계면 대동리,0,3,0,166,0,4889036024,3
48,0,경상남도 합천군 초계면 상대리,4,9,0,181,0,4889036025,5
25,0,경상남도 합천군 초계면 원당리,0,4,0,287,0,4889036027,63
0,0,경상남도 합천군 쌍책면 다라리,3,17,0,245,0,4889037029,0
39,0,경상북도 청송군 청송읍 부곡리,12,6,0,1086,0,4775025029,0
58,0,경상북도 청송군 부남면 하속리,52,17,0,768,0,4775032033,53
37,0,경상북도 청송군 부남면 구천리,86,22,0,827,0,4775032034,3
44,0,경상북도 청송군 부남면 이현리,38,24,0,1398,0,4775032036,93
0,0,충청북도 괴산군 괴산읍 사창리,11,6,0,335,0,4376025026,0
38,0,경상북도 영양군 일월면 주곡리,3,9,0,668,0,4776033032,0
51,0,경상북도 영양군 일월면 곡강리,12,38,0,180,0,4776033033,0
43,0,경상북도 영양군 일월면 문암리,40,23,0,760,0,4776033034,0
9,0,경상북도 영양군 일월면 용화리,1785,15,0,1723,0,4776033036,0
47,0,경상북도 영양군 일월면 도계리,5,18,0,848,0,4776033037,0
62,0,경상북도 영양군 일월면 가천리,343,39,0,514,0,4776033039,0
36,0,경상북도 영양군 일월면 도곡리,524,14,0,1070,0,4776033040,0
93,0,충청남도 예산군 오가면 신석리,0,0,0,44,0,4481040024,57
59,0,충청남도 예산군 오가면 좌방리,0,3,0,79,0,4481040026,58
74,0,충청남도 예산군 오가면 분천리,0,4,0,142,0,4481040027,116
0,0,충청남도 예산군 오가면 내량리,0,0,0,188,0,4481040029,116
21,0,충청남도 예산군 오가면 원천리,0,4,0,296,0,4481040030,89
46,0,충청남도 예산군 오가면 오촌리,0,3,0,174,0,4481040032,69
177,0,충청북도 제천시 신월동,29,15,0,703,0,4315011200,12
70,0,충청북도 제천시 모산동,35,25,0,432,0,4315011400,2
4,0,충청북도 제천시 고암동,36,3,0,624,0,4315011500,0
4,0,충청북도 제천시 흑석동,6,4,0,311,0,4315011700,0
152,0,충청북도 제천시 두학동,319,28,0,766,0,4315011800,0
151,0,충청북도 충주시 소태면,449,281,0,5405,0,4313043000,4
15,0,충청북도 충주시 소태면 복탄리,82,109,0,839,0,4313043022,0
22,0,충청북도 충주시 소태면 주치리,89,7,0,912,0,4313043024,0
16,0,충청북도 충주시 소태면 구룡리,63,2,0,643,0,4313043025,0
2,0,충청북도 충주시 소태면 동막리,7,0,0,352,0,4313043027,0
24,0,충청북도 충주시 소태면 양촌리,26,24,0,398,0,4313043028,0
0,0,충청남도 금산군 제원면 명암리,0,23,0,266,0,4471032022,0
1,0,충청남도 금산군 제원면 구억리,15,11,0,114,0,4471032025,0
18,0,충청남도 금산군 제원면 길곡리,26,0,0,407,0,4471032027,0
13,0,충청남도 금산군 제원면 신안리,266,11,0,831,0,4471032028,0
0,0,충청남도 금산군 제원면 저곡리,2,54,0,191,0,4471032030,0
3,0,충청남도 금산군 제원면 금성리,0,10,0,271,0,4471032031,0
9,0,충청남도 금산군 제원면 천내리,278,128,0,629,0,4471032033,0
12,0,충청남도 논산시 가야곡면 육곡리,51,0,0,148,0,4423040021,2
55,0,충청남도 논산시 가야곡면 강청리,57,4,0,305,0,4423040022,4
8,0,충청남도 금산군 금성면 하신리,0,1,0,292,0,4471031030,0
0,0,충청남도 금산군 금산읍 상리,0,0,0,89,0,4471025024,0
0,0,충청남도 금산군 금산읍 아인리,0,7,0,201,0,4471025025,0
51,0,충청남도 보령시 웅천읍 구룡리,0,0,0,406,0,4418025027,21
44,0,충청남도 보령시 웅천읍 관당리,31,6,0,251,0,4418025028,15
67,0,충청남도 보령시 웅천읍 소황리,30,221,0,241,0,4418025030,0
64,0,충청남도 보령시 웅천읍 황교리,7,137,0,340,0,4418025031,13
22,0,충청남도 보령시 웅천읍 노천리,1,50,0,309,0,4418025033,30
143,0,충청남도 보령시 주포면,0,20,0,975,0,4418031000,196
13,0,충청남도 보령시 주포면 마강리,0,7,0,203,0,4418031022,30
17,0,충청남도 보령시 주포면 관산리,0,3,0,179,0,4418031024,81
11,0,충청남도 보령시 주포면 연지리,0,6,0,239,0,4418031025,0
9,0,충청남도 금산군 금산읍 계진리,2,0,0,213,0,4471025027,0
25,0,충청남도 금산군 금산읍 음지리,9,4,0,275,0,4471025029,0
12,0,충청남도 청양군 운곡면 신대리,0,36,0,1009,0,4479031025,0
11,0,충청남도 청양군 운곡면 영양리,3,10,0,425,0,4479031026,8
5,1,충청남도 청양군 운곡면 광암리,26,15,0,251,0,4479031028,0
22,0,충청남도 청양군 운곡면 추광리,26,11,0,801,0,4479031029,0
16,0,충청남도 청양군 대치면 주정리,16,13,0,451,0,4479032021,0
15,0,충청남도 청양군 대치면 광금리,0,2,0,313,0,4479032023,0
