bjd_Nm,etc_Area,excespoor_Drain_Area,exceswell_Drain_Area,moderpoor_Drain_Area,moderwell_Drain_Area,poor_Drain_Area,stdg_Cd,well_Drain_Area
광주광역시 동구 남동,0,0,3,4,0,0,2911011200,0
광주광역시 동구 광산동,0,0,3,4,0,0,2911011300,0
광주광역시 동구 호남동,1,0,6,0,0,0,2911011500,0
광주광역시 동구 불로동,1,0,8,0,0,0,2911011600,0
충청북도 괴산군 칠성면 사은리,122,0,56,19,30,0,4376034027,2394
충청북도 괴산군 칠성면 외사리,19,0,27,13,50,0,4376034028,97
충청북도 괴산군 칠성면 송동리,36,0,0,11,41,0,4376034029,462
충청북도 괴산군 불정면 세평리,9,0,76,16,39,0,4376041032,26
충청북도 괴산군 소수면 소암리,13,2,757,57,30,0,4376040025,168
충청북도 괴산군 소수면 옥현리,0,6,205,31,33,0,4376040027,74
충청북도 괴산군 소수면 길선리,27,5,498,49,30,0,4376040028,97
충청북도 괴산군 불정면 목도리,29,0,238,59,47,0,4376041021,107
충청북도 괴산군 불정면 창산리,31,0,212,42,47,0,4376041022,184
충청남도 서산시 인지면 산동리,19,218,0,43,31,43,4421031024,351
충청남도 서산시 운산면 안호리,12,0,18,81,3,0,4421038031,56
충청남도 서산시 운산면 용장리,30,0,2,47,148,0,4421038032,213
충청남도 서산시 운산면 여미리,0,7,2,17,36,0,4421038034,174
충청남도 서산시 운산면 가좌리,1,14,0,55,28,0,4421038035,224
충청남도 서산시 운산면 수평리,6,0,72,14,31,0,4421038029,367
충청남도 서산시 음암면 문양리,0,0,3,93,16,0,4421037023,281
충청남도 서산시 음암면 부산리,18,0,0,79,56,0,4421037025,227
충청남도 서산시 음암면 상홍리,49,0,0,87,33,0,4421037026,210
충청남도 서산시 음암면 유계리,15,0,0,74,40,0,4421037028,182
충청남도 서산시 음암면 성암리,5,0,0,36,49,0,4421037029,66
충청남도 서산시 운산면,236,89,1149,798,900,0,4421038000,5098
충청남도 예산군 삽교읍 목리,12,53,128,58,28,0,4481025326,215
충청남도 예산군 삽교읍 신리,23,6,93,35,86,0,4481025327,85
충청남도 예산군 삽교읍 송산리,0,0,0,83,34,24,4481025329,25
충청남도 예산군 삽교읍 상하리,0,30,0,63,145,0,4481025331,138
충청남도 예산군 삽교읍 창정리,5,10,0,60,70,0,4481025332,75
충청남도 예산군 삽교읍 상성리,3,0,0,36,0,0,4481025334,55
충청남도 예산군 삽교읍 용동리,10,0,0,28,38,214,4481025335,79
충청남도 예산군 삽교읍 하포리,11,66,0,199,14,11,4481025336,6
충청남도 예산군 삽교읍 성리,9,0,1,113,23,124,4481025337,10
충청남도 예산군 삽교읍 두리,13,5,0,59,103,32,4481025321,117
충청남도 예산군 광시면 하장대리,10,0,15,1,31,0,4481033024,13
충청남도 예산군 광시면 구례리,0,0,89,26,27,0,4481033026,136
충청북도 제천시 송학면,94,102,4525,229,385,0,4315038000,1973
충청북도 제천시 송학면 무도리,4,33,469,66,55,0,4315038021,264
충청북도 제천시 송학면 입석리,5,22,199,14,45,0,4315038023,82
충청북도 제천시 송학면 시곡리,14,7,630,63,88,0,4315038024,386
충청남도 부여군 장암면 지토리,1,111,332,91,24,0,4476042028,284
충청남도 부여군 장암면 북고리,15,81,146,40,15,0,4476042030,166
충청남도 부여군 세도면,201,213,807,977,876,0,4476043000,1070
충청남도 부여군 세도면 장산리,1,0,60,22,71,0,4476043022,101
충청남도 공주시 무릉동,25,0,0,31,12,0,4415011800,305
충청남도 공주시 신관동,79,19,89,39,37,0,4415012000,141
충청남도 공주시 반죽동,1,0,14,0,0,0,4415010100,21
충청남도 공주시 봉황동,1,0,12,0,0,0,4415010200,27
충청북도 진천군 백곡면 석현리,9,0,357,37,30,0,4375034021,90
충청북도 진천군 백곡면 성대리,7,19,1213,50,71,0,4375034023,247
충청북도 진천군 백곡면 구수리,6,5,437,21,57,0,4375034025,87
충청북도 진천군 백곡면 갈월리,0,0,708,11,95,0,4375034026,150
충청북도 영동군 양산면 누교리,38,1,1078,16,61,0,4374039028,174
충청남도 서천군 시초면 신곡리,4,0,0,60,1,0,4477036026,72
충청남도 서천군 시초면 태성리,10,0,0,79,7,0,4477036027,66
충청남도 서천군 시초면 봉선리,92,1,0,43,18,0,4477036028,103
충청남도 서천군 시초면 후암리,27,0,8,54,4,0,4477036030,89
충청남도 서천군 문산면,45,7,554,587,83,0,4477037000,1551
충청남도 서천군 문산면 문장리,1,0,38,66,10,0,4477037022,119
충청남도 서천군 문산면 북산리,0,6,66,58,17,0,4477037023,160
충청남도 서천군 문산면 금복리,6,0,79,92,9,0,4477037024,398
충청남도 서천군 문산면 수암리,12,0,116,59,11,0,4477037025,211
충청남도 서천군 문산면 구동리,0,0,54,69,6,0,4477037027,208
충청남도 아산시,3471,381,4523,13455,6143,214,4420000000,26120
충청남도 보령시 청소면 신송리,155,37,0,50,1,40,4418034022,232
충청남도 보령시 청소면 재정리,0,12,15,69,11,0,4418034023,305
충청남도 보령시 성주면 성주리,14,0,30,0,14,0,4418040021,2196
충청남도 보령시 성주면 개화리,25,0,138,3,86,0,4418040022,1574
충청남도 보령시 주교면 주교리,27,79,16,194,22,0,4418041021,288
충청남도 보령시 주교면 송학리,84,55,191,39,10,8,4418041023,288
충청남도 보령시 주교면 고정리,65,0,52,41,0,27,4418041024,196
충청남도 보령시 주교면 신대리,1,0,316,117,89,0,4418041026,214
충청남도 청양군 남양면 대봉리,18,0,1,71,33,0,4479037025,351
충청남도 청양군 남양면 매곡리,1,0,32,41,3,0,4479037027,192
충청남도 청양군 남양면 온직리,36,5,678,48,30,0,4479037029,281
충청남도 청양군 남양면 용두리,22,0,119,42,23,0,4479037030,126
충청남도 청양군 남양면 봉암리,10,28,128,77,9,0,4479037032,313
충청남도 청양군 화성면,98,4,1471,663,205,0,4479038000,1788
충청남도 청양군 화성면 장계리,2,0,20,68,13,0,4479038022,254
충청남도 청양군 화성면 농암리,6,0,166,55,15,0,4479038024,106
충청남도 홍성군 홍동면,55,153,173,525,680,22,4480033000,2180
충청남도 아산시 둔포면 운교리,6,0,0,40,26,0,4420036031,71
충청남도 아산시 둔포면 석곡리,5,17,0,68,51,0,4420036032,300
충청남도 아산시 둔포면 신왕리,2,1,1,25,27,0,4420036034,90
충청남도 아산시 영인면,792,95,576,1632,473,4,4420037000,2070
충청남도 아산시 영인면 아산리,15,5,124,14,17,0,4420037021,273
충청남도 아산시 영인면 신현리,5,0,65,35,47,0,4420037023,115
충청남도 아산시 영인면 월선리,4,0,29,82,38,0,4420037024,129
충청남도 아산시 영인면 백석포리,208,0,0,301,18,4,4420037026,77
충청남도 아산시 영인면 와우리,0,4,0,25,11,0,4420037027,24
충청남도 아산시 송악면 강당리,8,0,574,0,13,0,4420031024,277
충청북도 옥천군 동이면 청마리,106,0,3,3,47,0,4373031026,1016
충청북도 옥천군 동이면 석탄리,96,0,137,32,38,0,4373031028,477
충청북도 옥천군 동이면 남곡리,3,31,131,49,15,0,4373031029,102
충청북도 옥천군 안남면,106,0,243,109,308,0,4373032000,2409
충청북도 옥천군 안남면 연주리,55,0,6,3,45,0,4373032021,571
충청북도 옥천군 안남면 지수리,13,0,7,3,56,0,4373032023,607
충청북도 옥천군 옥천읍 오대리,144,0,4,0,10,0,4373025041,496
충청북도 옥천군 청산면 법화리,0,0,212,21,5,0,4373035036,61
충청북도 옥천군 청산면 대성리,24,0,352,19,30,0,4373035037,75
충청북도 옥천군 이원면,333,39,3915,459,667,0,4373036000,1268
전라남도 진도군 군내면 나리,109,25,0,33,38,0,4690031021,386
전라남도 진도군 군내면 녹진리,302,20,7,88,83,87,4690031022,729
전라남도 진도군 군내면 둔전리,21,178,91,6,59,33,4690031024,448
전라남도 진도군 군내면 용장리,2,0,67,0,45,0,4690031026,179
전라남도 진도군 군내면 송산리,2,0,52,24,23,0,4690031027,162
전라남도 진도군 진도읍 포산리,69,20,1,48,147,282,4690025026,368
전라남도 진도군 임회면 사령리,8,13,149,23,44,0,4690034025,75
전라남도 진도군 임회면 석교리,7,1,199,12,71,0,4690034026,313
전라남도 진도군 임회면 상만리,4,1,55,40,47,0,4690034028,424
전라남도 진도군 임회면 죽림리,6,4,116,18,40,0,4690034029,452
전라남도 진도군 임회면 굴포리,8,7,175,14,27,0,4690034031,157
전라남도 진도군 임회면 남동리,23,7,408,6,19,0,4690034032,284
충청남도 공주시 반포면 하신리,5,0,257,2,47,0,4415034031,80
충청남도 공주시 계룡면 금대리,6,0,20,58,52,0,4415033032,142
충청남도 공주시 계룡면 상성리,2,0,2,34,25,0,4415033033,124
경기도 양평군 양평읍,283,89,1019,516,618,0,4183025000,1710
경기도 양평군 양평읍 오빈리,53,11,120,43,27,0,4183025022,86
경기도 양평군 양평읍 신애리,5,24,293,2,54,0,4183025023,128
경기도 양평군 양평읍 공흥리,3,14,18,68,41,0,4183025025,141
경기도 양평군 양평읍 백안리,1,1,285,34,91,0,4183025026,177
전라남도 목포시 보광동2가,0,0,0,1,0,0,4611013000,0
전라남도 목포시 보광동3가,0,0,0,1,0,0,4611013100,0
전라남도 목포시 대의동1가,0,0,0,1,0,0,4611013300,0
전라남도 목포시 대의동2가,0,0,0,2,0,0,4611013400,4
전라남도 목포시 중앙동1가,0,0,0,1,0,0,4611013600,0
전라남도 목포시 중앙동2가,0,0,0,1,0,0,4611013700,0
충청남도 서산시 음암면 탑곡리,69,36,2,55,113,0,4421037022,386
충청남도 서산시 지곡면 중왕리,7,172,0,13,6,5,4421034025,269
충청남도 서산시 지곡면 도성리,19,29,0,59,8,46,4421034026,404
충청북도 음성군 음성읍 용산리,21,26,830,49,129,0,4377025025,558
충청북도 음성군 음성읍 감우리,1,7,408,27,10,0,4377025027,155
충청북도 음성군 음성읍 신천리,13,7,146,77,63,0,4377025029,217
충청북도 음성군 음성읍 초천리,0,7,285,76,26,0,4377025030,456
충청북도 음성군 감곡면 상우리,14,2,156,67,66,0,4377037030,231
충청북도 음성군 감곡면 왕장리,15,14,54,52,84,0,4377037031,86
경기도 연천군 신서면 내산리,0,0,909,0,0,0,4180036023,33
충청남도 부여군 임천면 두곡리,107,28,60,105,11,7,4476041029,138
충청남도 부여군 세도면 청송리,1,1,19,146,65,0,4476043024,164
충청남도 부여군 세도면 동사리,6,18,100,147,29,0,4476043025,59
충청남도 부여군 세도면 간대리,36,0,19,174,21,0,4476043026,66
충청남도 부여군 세도면 청포리,35,0,24,245,147,0,4476043028,71
충청남도 부여군 세도면 반조원리,30,0,60,21,97,0,4476043029,108
충청남도 서천군 마서면 옥북리,8,40,11,42,0,0,4477031029,175
충청남도 부여군 초촌면 신암리,0,68,302,22,21,0,4476045021,167
충청남도 부여군 초촌면 소사리,1,60,0,80,41,38,4476045022,117
충청남도 부여군 초촌면 응평리,2,26,117,36,11,0,4476045024,97
충청남도 부여군 초촌면 추양리,0,38,0,19,17,0,4476045026,47
충청남도 부여군 초촌면 송국리,0,38,0,39,10,0,4476045027,85
충청남도 부여군 초촌면 송정리,0,43,1,67,42,7,4476045029,28
충청북도 충주시 노은면 문성리,11,0,431,105,69,0,4313036026,200
충청북도 충주시 노은면 수룡리,26,0,755,61,87,0,4313036028,233
충청북도 충주시 앙성면 용포리,6,0,198,27,28,0,4313037021,100
충청북도 충주시 앙성면 영죽리,37,1,880,29,121,0,4313037022,253
충청북도 충주시 앙성면 강천리,41,1,104,11,41,0,4313037023,38
충청북도 충주시 앙성면 단암리,50,15,73,29,97,0,4313037024,140
충청북도 충주시 신니면,161,77,2659,745,506,34,4313035000,1785
충청북도 충주시 신니면 용원리,5,5,68,60,44,0,4313035021,98
충청북도 진천군 광혜원면 구암리,3,3,646,6,43,0,4375037025,93
충청북도 진천군 광혜원면 광혜원리,11,2,106,35,40,0,4375037027,150
충청북도 괴산군,2264,350,31655,3468,4895,24,4376000000,41580
충청북도 괴산군 장연면 오가리,8,0,0,34,36,0,4376032021,1425
충청북도 괴산군 장연면 추점리,14,0,3,30,45,0,4376032022,875
충청북도 괴산군 장연면 방곡리,5,0,2,0,51,0,4376032023,779
충청남도 아산시 초사동,2,0,8,97,82,0,4420010500,306
충청남도 아산시 송악면 종곡리,2,0,145,0,10,0,4420031029,139
충청남도 아산시 송악면 거산리,5,0,229,0,42,0,4420031030,317
충청남도 아산시 송악면 강장리,1,6,75,33,26,0,4420031031,319
충청남도 아산시 송악면 수곡리,2,0,3,9,32,0,4420031032,303
충청북도 보은군 내북면 이원리,14,0,2,2,31,0,4372039021,570
충청북도 보은군 내북면 성티리,0,0,0,0,11,0,4372039022,156
충청북도 보은군 내북면 창리,6,0,0,7,41,0,4372039024,75
충청북도 보은군 내북면 도원리,8,0,0,0,11,0,4372039025,549
충청북도 보은군 내북면 대안리,1,8,0,0,16,0,4372039027,150
충청북도 옥천군 안남면 도덕리,4,0,10,37,47,0,4373032024,240
충청북도 옥천군 동이면,462,34,1213,499,365,0,4373031000,3488
충청북도 옥천군 동이면 세산리,1,0,163,96,49,0,4373031022,182
충청북도 옥천군 동이면 적하리,104,3,302,76,61,0,4373031023,168
충청북도 옥천군 동이면 조령리,94,0,1,2,14,0,4373031025,490
전라남도 진도군 고군면 향동리,10,10,302,27,64,0,4690032030,352
전라남도 진도군 고군면 금계리,17,9,264,1,33,0,4690032031,295
전라남도 완도군 약산면 해동리,20,0,383,23,40,27,4689034025,255
전라남도 완도군 신지면 동고리,17,42,8,11,6,0,4689032026,512
전라남도 완도군 고금면,323,169,732,281,103,267,4689033000,2709
전라남도 진도군 진도읍 수역리,16,31,144,30,50,0,4690025027,230
전라남도 진도군 진도읍 수유리,65,225,0,26,35,0,4690025028,405
전라남도 진도군 진도읍 해창리,58,0,0,32,19,103,4690025030,347
전라남도 진도군 진도읍 염장리,17,0,15,4,36,13,4690025031,83
충청북도 보은군 산외면 탁주리,0,0,0,19,5,0,4372040026,128
충청북도 보은군 산외면 오대리,9,0,1,10,24,0,4372040027,245
충청북도 보은군 산외면 아시리,2,0,0,3,13,0,4372040029,209
충청북도 보은군 산외면 신정리,14,0,462,0,15,0,4372040031,79
충청북도 보은군 산외면 동화리,4,0,0,15,23,0,4372040032,84
전라남도 장흥군 용산면 모산리,11,0,548,26,52,0,4680031030,60
전라남도 장흥군 용산면 계산리,1,0,223,33,52,0,4680031031,68
전라남도 장흥군 용산면 풍길리,25,0,360,23,62,65,4680031033,128
전라남도 장흥군 용산면 상발리,8,0,261,38,14,14,4680031034,121
전라남도 장흥군 안양면,159,92,2068,430,469,247,4680032000,1633
전라남도 장흥군 안양면 기산리,1,15,89,35,32,0,4680032021,265
충청남도 서천군 비인면 성산리,4,0,114,51,3,0,4477040028,191
충청남도 서천군 비인면 관리,3,0,116,94,11,0,4477040029,243
충청남도 서천군 비인면 장포리,3,12,9,23,13,0,4477040031,108
충청남도 서천군 서면,904,361,316,478,56,0,4477041000,1228
충청남도 서천군 서면 마량리,18,33,29,5,1,0,4477041022,85
충청남도 서천군 서면 월리,4,0,21,41,5,0,4477041023,78
충청남도 서천군 서면 원두리,32,0,2,125,11,0,4477041025,159
충청남도 홍성군 금마면,74,253,174,530,619,0,4480032000,1753
충청남도 홍성군 금마면 봉서리,11,0,115,40,67,0,4480032022,213
충청남도 홍성군 금마면 가산리,1,0,0,54,20,0,4480032024,128
충청남도 홍성군 금마면 부평리,2,29,0,32,38,0,4480032025,154
충청남도 홍성군 금마면 용흥리,5,43,0,12,19,0,4480032027,104
충청남도 홍성군 금마면 송암리,20,45,0,22,29,0,4480032028,180
충청남도 홍성군 금마면 신곡리,2,36,0,16,60,0,4480032030,123
충청남도 홍성군 장곡면 대현리,1,31,51,14,30,0,4480034035,175
충청북도 괴산군 감물면 오성리,20,0,282,52,79,0,4376031021,116
충청북도 괴산군 감물면 오창리,25,0,161,29,25,0,4376031022,72
충청북도 괴산군 감물면 구월리,23,0,408,9,27,0,4376031024,269
충청북도 괴산군 감물면 백양리,15,3,230,38,33,0,4376031025,138
충청북도 괴산군 감물면 매전리,13,0,4,11,35,0,4376031027,1173
충청북도 영동군 황간면 회포리,35,0,173,0,39,0,4374032030,32
충청북도 옥천군 군서면 사양리,0,0,65,43,23,0,4373037026,518
충청북도 옥천군 군서면 상중리,7,0,22,73,4,0,4373037027,479
충청북도 옥천군 군서면 하동리,7,0,94,29,10,0,4373037028,111
충청북도 옥천군 군서면 월전리,24,0,58,13,34,0,4373037030,201
충청북도 옥천군 군북면,764,0,47,289,180,0,4373038000,5447
충청북도 옥천군 군북면 자모리,1,0,0,29,6,0,4373038022,338
충청북도 영동군 황간면 마산리,9,0,78,23,46,0,4374032023,241
충청북도 영동군 황간면 난곡리,9,0,698,1,80,0,4374032025,630
충청북도 영동군 황간면 우매리,39,0,1179,1,48,0,4374032026,328
충청남도 서천군 마산면 관포리,1,0,62,48,4,0,4477035027,77
충청남도 서천군 마산면 삼월리,53,0,0,8,1,0,4477035029,82
충청남도 서천군 마산면 군간리,0,0,40,26,3,0,4477035030,86
경상북도 고령군 쌍림면 귀원리,22,0,38,0,47,0,4783037037,31
경상북도 고령군 쌍림면 송림리,22,0,79,36,59,0,4783037038,199
경상북도 고령군 쌍림면 백산리,12,0,14,33,5,0,4783037040,7
경상북도 고령군 쌍림면 하거리,0,0,4,59,7,0,4783037041,79
경상북도 고령군 쌍림면 산주리,17,1,264,18,60,0,4783037043,57
경상북도 고령군 쌍림면 매촌리,29,0,78,27,25,0,4783037044,23
경상북도 고령군 쌍림면 신곡리,26,0,611,67,58,0,4783037046,147
경상북도 고령군 쌍림면 안화리,6,0,228,5,9,0,4783037048,22
