bjd_Nm,posifertk_Fachs1_Area,posifertk_Fachs2_Area,posifertk_Fachs3_Area,posifertk_Fachs4_Area,posifertk_Fachs5_Area,posifertk_Fachs6_Area,posifertk_Fruit1_Area,posifertk_Fruit2_Area,posifertk_Fruit3_Area,posifertk_Fruit4_Area,posifertk_Fruit5_Area,posifertk_Fruit6_Area,posifertk_Pfld1_Area,posifertk_Pfld2_Area,posifertk_Pfld3_Area,posifertk_Pfld4_Area,posifertk_Pfld5_Area,posifertk_Pfld6_Area,posifertk_Rfld1_Area,posifertk_Rfld2_Area,posifertk_Rfld3_Area,posifertk_Rfld4_Area,posifertk_Rfld5_Area,posifertk_Rfld6_Area,stdg_Cd
경상북도 문경시 동로면 노은리,-,-,-,-,-,-,0,1,1,0,1,23,1,2,5,6,11,129,1,3,2,2,2,2,4728035026
경상북도 문경시 산북면 가좌리,-,-,-,-,-,-,0,0,2,6,3,112,0,1,3,5,6,54,0,1,0,0,0,0,4728034031
경상북도 문경시 산북면 창구리,-,-,-,-,-,-,0,2,0,2,3,27,0,2,0,0,1,31,1,0,0,0,0,0,4728034032
경상북도 경산시 점촌동,-,-,-,-,-,-,0,2,0,0,0,3,0,1,1,8,12,15,-,-,-,-,-,-,4729012400
경상북도 경산시 옥곡동,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,0,3,-,-,-,-,-,-,4729010700
경상북도 경산시 옥산동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4729010900
전라남도 화순군 동복면 칠정리,-,-,-,-,-,-,0,1,2,2,2,6,0,1,1,2,2,22,2,3,14,6,1,1,4679040022
전라남도 화순군 동복면 천변리,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,1,0,1,0,2,5,2,0,1,4679040023
전라남도 화순군 동복면 신율리,-,-,-,-,-,-,0,0,0,0,1,3,0,0,2,4,3,48,10,28,45,20,5,6,4679040025
전라남도 화순군 동복면 안성리,-,-,-,-,-,-,0,0,2,0,0,2,0,2,4,5,4,33,0,4,10,3,1,1,4679040027
전라남도 화순군 동복면 연월리,-,-,-,-,-,-,0,0,1,0,0,2,0,1,2,2,5,57,1,7,13,4,1,1,4679040028
전라남도 화순군 동복면 연둔리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,1,1,13,3,9,31,22,3,2,4679040030
전라남도 화순군 능주면 원지리,0,0,0,2,1,19,0,0,1,1,0,14,0,0,2,1,7,17,1,10,19,16,7,12,4679035032
전라남도 화순군 도곡면,0,1,2,6,4,69,0,2,11,4,6,23,16,2,6,20,155,296,20,239,550,607,199,245,4679036000
전라남도 화순군 도곡면 대곡리,0,0,0,1,0,7,0,0,1,1,1,10,0,0,2,3,13,39,0,29,79,116,31,29,4679036021
전라남도 화순군 도곡면 월곡리,0,0,0,0,0,5,0,1,8,1,0,2,1,1,1,2,20,40,2,42,99,137,36,34,4679036023
경상북도 상주시 공성면 금계리,-,-,-,-,-,-,2,2,1,3,1,8,0,0,0,1,0,8,9,17,6,2,3,0,4725035022
경상북도 상주시 공성면 거창리,-,-,-,-,-,-,0,2,1,2,3,8,0,1,1,3,4,7,2,3,2,0,0,2,4725035024
경상북도 상주시 모동면 상판리,-,-,-,-,-,-,2,4,5,1,3,20,0,0,0,0,0,8,0,4,1,0,0,0,4725038026
경상북도 상주시 모동면 정양리,-,-,-,-,-,-,2,4,5,5,3,19,1,3,1,1,1,3,0,2,2,0,0,0,4725038028
경상북도 상주시 청리면 하초리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,1,2,6,2,2,4,5,1,0,4725034027
경상북도 상주시 낙동면 신상리,0,1,0,0,0,1,2,1,2,5,3,9,1,3,1,2,3,25,2,12,5,1,0,4,4725033028
경상북도 상주시 낙동면 화산리,0,0,0,0,0,9,0,0,1,0,1,2,26,46,2,1,1,21,50,10,5,1,0,9,4725033029
경상북도 상주시 낙동면 운평리,-,-,-,-,-,-,7,5,4,5,2,11,7,15,1,3,5,11,5,2,1,2,0,0,4725033031
경상북도 상주시 낙동면 승곡리,0,0,0,0,1,1,2,0,1,2,2,15,1,1,1,2,6,7,5,4,1,0,0,4,4725033032
경상북도 상주시 낙동면 비룡리,-,-,-,-,-,-,0,0,0,0,0,3,0,0,1,3,6,7,3,1,2,0,0,2,4725033033
경상북도 상주시 낙동면 수정리,-,-,-,-,-,-,0,0,0,0,0,1,1,4,2,1,2,3,1,2,1,0,0,1,4725033035
경상북도 상주시 낙동면 신오리,-,-,-,-,-,-,0,1,0,0,0,2,1,3,2,2,8,9,2,4,2,1,1,1,4725033036
충청북도 단양군 대강면 당동리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,17,-,-,-,-,-,-,4380031023
충청북도 단양군 대강면 두음리,-,-,-,-,-,-,0,1,1,2,0,3,3,1,3,1,2,62,0,0,0,0,0,1,4380031033
충청북도 단양군 영춘면 만종리,0,0,0,0,0,2,0,0,0,0,0,1,0,1,18,23,26,200,0,0,1,0,0,0,4380033032
충청북도 단양군 영춘면 사지원리,-,-,-,-,-,-,0,0,0,0,0,1,0,10,5,16,19,55,1,3,4,0,0,1,4380033034
전라남도 담양군 대덕면 금산리,-,-,-,-,-,-,1,1,2,3,3,158,0,1,4,2,5,40,58,135,47,35,9,10,4671035024
전라남도 담양군 대덕면 문학리,0,0,0,0,0,2,-,-,-,-,-,-,0,0,2,4,2,5,9,43,18,1,0,0,4671035026
전라남도 담양군 대덕면 운암리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,2,1,18,19,37,8,1,0,0,4671035027
전라남도 담양군 대덕면 갈전리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,2,2,1,16,2,21,5,6,1,2,4671035029
전라남도 담양군 대덕면 운산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,2,2,18,1,9,8,3,2,1,4671035030
전라남도 순천시 주암면 궁각리,0,0,0,0,0,2,-,-,-,-,-,-,3,1,4,7,6,90,3,8,20,29,20,38,4615035039
전라남도 순천시 주암면 운룡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,4,8,44,1,3,2,2,2,2,4615035040
전라남도 순천시 주암면 문길리,0,0,0,0,0,1,0,0,0,2,3,14,0,0,2,4,8,48,1,2,6,13,12,12,4615035041
서울특별시 은평구 녹번동,-,-,-,-,-,-,0,0,0,0,0,1,0,1,2,1,1,2,-,-,-,-,-,-,1138010200
서울특별시 은평구 갈현동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1138010400
서울특별시 은평구 구산동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1138010500
서울특별시 은평구 대조동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1138010600
서울특별시 마포구 당인동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1144011800
서울특별시 마포구 서교동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1144012000
경기도 평택시 팽성읍 원정리,-,-,-,-,-,-,0,0,0,1,0,4,0,0,0,0,0,8,0,2,8,10,4,5,4122025031
경기도 평택시 모곡동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,1,5,1,1,1,4122010300
경기도 평택시 칠괴동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,2,0,4,6,2,1,2,4122010400
경기도 평택시 도일동,-,-,-,-,-,-,0,0,0,0,1,3,0,1,6,2,1,2,0,9,8,4,0,3,4122010600
대구광역시 중구 공평동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2711012200
대구광역시 중구 동성로2가,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2711012300
대전광역시 서구 산직동,-,-,-,-,-,-,0,0,0,0,0,7,0,0,1,2,0,2,1,17,21,15,3,2,3017011900
대전광역시 서구,0,1,2,1,1,19,0,2,0,2,1,34,7,7,8,7,6,25,9,181,290,201,50,21,3017000000
경상북도 상주시 함창읍 신덕리,0,0,0,0,0,6,1,1,0,0,0,1,2,4,9,2,4,44,11,21,14,11,13,32,4725025033
경상북도 상주시 함창읍 하갈리,-,-,-,-,-,-,0,0,3,1,3,12,3,23,61,6,2,33,5,10,5,2,0,3,4725025035
경상북도 상주시 중동면,0,0,1,1,0,7,14,7,11,10,6,112,4,13,20,36,21,62,86,349,178,74,29,83,4725031000
경상북도 상주시 중동면 오상리,0,0,0,0,0,1,0,2,0,2,1,2,0,1,1,1,1,7,12,97,44,10,5,22,4725031022
충청남도 태안군 이원면 내리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,4,6,50,5,16,30,22,15,10,4482536021
충청남도 태안군 이원면 관리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,10,8,8,113,9,33,32,26,21,39,4482536022
부산광역시 강서구,30,53,70,64,60,835,5,9,5,1,1,12,25,89,115,199,164,606,115,351,524,435,348,539,2644000000
부산광역시 강서구 대저2동,6,11,7,16,17,249,2,1,0,0,0,2,1,9,7,6,4,23,16,35,57,45,39,94,2644010200
부산광역시 강서구 강동동,21,32,45,32,30,435,0,1,2,0,0,2,2,6,5,9,12,109,19,24,72,73,52,72,2644010300
서울특별시 강서구 염창동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-,1150010100
서울특별시 강서구 등촌동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1150010200
서울특별시 강서구 화곡동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,-,-,-,-,-,-,1150010300
전라남도 담양군 월산면,1,4,9,8,6,140,1,1,3,2,4,9,2,6,12,10,8,53,44,220,174,91,51,48,4671039000
전라남도 담양군 월산면 월산리,0,2,4,4,3,64,-,-,-,-,-,-,0,0,1,1,1,10,5,41,24,8,8,9,4671039021
전라남도 담양군 월산면 월평리,0,0,4,1,0,18,0,0,0,1,0,1,0,2,2,2,1,12,10,50,23,11,9,8,4671039022
경상북도 상주시 공성면 우하리,-,-,-,-,-,-,0,1,2,14,2,23,0,0,2,3,8,13,1,4,2,2,1,6,4725035037
경상북도 상주시 공성면 도곡리,0,0,0,0,0,1,2,5,4,6,5,30,0,1,2,6,5,10,2,5,1,1,0,1,4725035039
경상북도 상주시 외남면,0,1,0,0,0,12,7,25,18,28,17,89,7,17,12,17,9,55,19,44,13,8,5,2,4725036000
경상북도 상주시 외남면 소상리,-,-,-,-,-,-,0,3,1,3,1,5,1,1,0,1,1,5,2,4,2,0,1,0,4725036022
경상북도 상주시 외서면 개곡리,-,-,-,-,-,-,0,0,1,0,1,5,0,1,0,3,3,10,4,9,3,5,2,2,4725043023
경상북도 상주시 모서면 백학리,-,-,-,-,-,-,0,0,0,1,0,3,0,0,0,3,2,5,1,3,1,1,0,0,4725039030
경상북도 상주시 모서면 호음리,-,-,-,-,-,-,1,1,1,1,1,44,0,3,3,4,2,13,3,3,0,1,0,0,4725039032
경상북도 상주시 화동면,0,1,2,2,1,7,38,118,81,94,69,331,33,26,43,30,31,106,17,56,36,14,8,9,4725040000
충청북도 진천군 진천읍 신정리,3,4,1,2,1,4,-,-,-,-,-,-,3,1,1,2,2,6,22,75,87,28,9,8,4375025022
충청북도 괴산군 연풍면 분지리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,0,1,0,-,-,-,-,-,-,4376033024
서울특별시 강남구 도곡동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-,1168011800
서울특별시 송파구 잠실동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-,1171010100
전라남도 화순군 화순읍 서태리,0,0,0,0,0,2,0,0,0,4,4,2,0,0,1,0,0,2,0,33,43,44,13,15,4679025042
전라남도 화순군 화순읍,0,0,1,1,2,7,0,5,5,6,8,33,5,6,25,16,18,88,7,116,198,164,72,47,4679025000
전라남도 화순군 화순읍 교리,-,-,-,-,-,-,0,0,0,0,0,5,0,0,0,1,1,1,0,1,2,1,0,0,4679025021
전라남도 화순군 화순읍 향청리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,1,0,0,4679025022
전라남도 화순군 화순읍 신기리,-,-,-,-,-,-,0,0,0,0,1,0,1,0,0,0,0,1,1,2,5,1,1,0,4679025024
전라남도 화순군 화순읍 훈리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4679025025
전라남도 화순군 화순읍 유천리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,0,1,1,3,2,0,0,4679025027
전라남도 화순군 화순읍 일심리,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,3,2,0,0,4679025028
전라남도 화순군 화순읍 광덕리,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,4679025030
경상북도 경산시 중산동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4729011000
경상북도 경산시 하양읍 금락리,-,-,-,-,-,-,0,0,1,0,0,7,0,0,2,7,7,134,0,1,0,0,0,0,4729025021
경상북도 경산시 대평동,-,-,-,-,-,-,2,1,0,0,0,2,0,0,0,0,0,1,1,2,2,1,2,2,4729011200
경상북도 경산시 대정동,0,0,1,2,0,3,0,0,1,0,0,7,1,4,2,3,3,30,5,2,1,0,1,4,4729011300
경상북도 경산시 대동,-,-,-,-,-,-,0,0,0,0,0,2,-,-,-,-,-,-,0,1,0,1,0,0,4729011500
경상북도 경산시 계양동,-,-,-,-,-,-,0,0,0,0,0,5,-,-,-,-,-,-,0,0,0,0,0,1,4729011600
경상북도 경산시 중방동,-,-,-,-,-,-,0,0,0,0,1,2,-,-,-,-,-,-,0,2,4,2,0,1,4729011700
경상북도 경산시 남방동,-,-,-,-,-,-,0,0,0,2,0,7,0,0,4,1,0,9,-,-,-,-,-,-,4729011900
경상북도 경산시 내동,-,-,-,-,-,-,1,0,1,2,0,20,0,0,0,1,2,28,-,-,-,-,-,-,4729012000
경상북도 경산시 유곡동,-,-,-,-,-,-,0,0,0,1,0,5,0,0,0,0,2,13,-,-,-,-,-,-,4729012200
경상북도 경산시 신천동,-,-,-,-,-,-,0,0,1,0,0,3,0,0,3,1,1,11,-,-,-,-,-,-,4729012300
경상북도 경산시 진량읍 현내리,-,-,-,-,-,-,0,0,0,1,1,10,0,0,0,1,0,9,0,0,0,0,0,1,4729025336
경상남도 진주시 주약동,-,-,-,-,-,-,0,0,0,0,0,9,0,0,0,0,0,2,-,-,-,-,-,-,4817010200
경상남도 진주시 강남동,-,-,-,-,-,-,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-,4817010300
경상남도 진주시 인사동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4817010800
경상남도 진주시 대평면 대평리,2,10,20,15,18,201,0,0,0,0,1,14,0,0,3,6,6,12,1,2,5,2,2,1,4817045021
경상남도 진주시 미천면 상미리,-,-,-,-,-,-,0,0,2,0,0,3,0,2,3,6,8,5,1,5,10,5,3,4,4817043026
경상남도 진주시 미천면 안간리,0,0,0,0,0,1,0,9,1,6,4,18,0,1,15,19,11,6,1,3,3,6,2,8,4817043028
경상남도 진주시 미천면 효자리,-,-,-,-,-,-,0,5,5,0,0,38,0,0,5,6,7,6,0,6,11,11,6,6,4817043029
경상남도 진주시 명석면 관지리,0,0,0,0,0,9,0,0,0,1,4,29,0,0,6,8,9,9,1,13,8,6,2,11,4817044021
경상남도 진주시 명석면 남성리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,8,1,1,2,1,0,0,4817044023
충청남도 공주시 이인면 달산리,0,0,0,0,0,2,0,71,9,34,0,8,1,2,4,0,1,6,1,7,6,1,2,4,4415031031
충청남도 보령시 주산면 주야리,-,-,-,-,-,-,0,0,0,0,0,19,0,0,3,2,5,24,1,13,28,18,9,4,4418038023
충청남도 공주시 사곡면 고당리,-,-,-,-,-,-,2,5,0,2,1,9,0,1,1,3,1,19,0,5,4,1,1,1,4415039026
충청남도 서산시 해미면 저성리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,7,0,3,12,11,8,8,4421039041
충청남도 공주시 우성면 방흥리,-,-,-,-,-,-,0,4,4,12,1,39,0,2,1,1,0,7,9,8,7,3,1,1,4415038034
충청남도 공주시 우성면 보흥리,0,0,1,0,0,0,10,16,31,1,15,15,0,1,1,1,1,14,29,73,58,19,7,10,4415038035
충청남도 공주시 우성면 안양리,-,-,-,-,-,-,16,73,42,102,9,3,0,0,1,0,0,10,4,7,1,0,0,0,4415038037
충청남도 공주시 우성면 용봉리,0,1,0,0,0,13,10,99,14,11,1,10,1,0,2,2,1,16,22,48,25,8,4,2,4415038038
충청남도 공주시 우성면 어천리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,7,14,42,21,6,3,2,4415038040
충청남도 공주시 우성면 죽당리,0,0,0,0,0,2,-,-,-,-,-,-,0,0,2,1,1,9,4,23,8,4,1,0,4415038041
충청남도 공주시 우성면 옥성리,0,0,0,2,0,13,0,0,0,0,0,9,0,1,2,1,1,19,0,13,30,21,6,28,4415038043
충청남도 공주시 사곡면,0,0,0,0,1,19,36,274,346,137,90,261,0,15,16,17,19,194,38,158,177,74,32,29,4415039000
충청남도 공주시 사곡면 신영리,0,0,0,0,1,0,23,113,64,33,28,96,0,2,4,1,3,23,4,19,9,4,1,2,4415039022
경기도 평택시 팽성읍 신궁리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,2,0,3,21,32,35,17,4122025026
경기도 평택시 팽성읍 두리,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,2,1,5,0,2,5,16,19,5,4122025027
경기도 평택시 팽성읍 근내리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,15,0,1,4,4,3,2,4122025029
경기도 평택시 팽성읍 석봉리,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0,0,1,3,0,3,32,47,41,14,4122025030
경기도 평택시 서정동,0,0,0,0,0,1,0,0,0,0,0,4,-,-,-,-,-,-,0,1,1,0,0,0,4122010100
경상남도 합천군 적중면 황정리,-,-,-,-,-,-,0,0,2,1,0,2,5,1,5,6,2,17,1,3,4,1,2,5,4889040022
경상남도 합천군 적중면 옥두리,0,0,0,0,0,2,-,-,-,-,-,-,8,7,17,7,3,10,2,8,4,1,2,10,4889040024
경상남도 합천군 적중면 부수리,0,0,0,0,1,13,-,-,-,-,-,-,3,11,24,20,8,12,17,16,6,10,5,16,4889040026
경상남도 합천군 적중면 상부리,0,0,0,1,0,1,0,1,0,0,0,0,6,3,7,8,4,8,2,18,14,11,4,9,4889040028
경상남도 합천군 적중면 양림리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,2,2,2,7,0,8,4,2,1,0,4889040029
충청남도 부여군 구룡면,9,19,26,29,31,273,132,106,126,94,35,39,1,5,6,5,7,32,100,142,334,293,69,196,4476035000
충청남도 부여군 구룡면 죽절리,0,2,1,2,2,22,83,30,29,17,18,0,0,1,1,0,0,2,1,7,8,9,1,4,4476035022
충청남도 부여군 구룡면 주정리,2,2,3,2,4,18,3,0,1,0,2,0,0,0,0,1,1,1,3,18,33,20,2,14,4476035023
충청남도 부여군 내산면 주암리,1,1,1,0,1,7,81,137,98,24,14,40,3,1,0,0,1,1,2,9,11,9,3,5,4476034026
충청남도 부여군 외산면 지선리,-,-,-,-,-,-,26,17,8,3,2,1,0,4,2,2,2,2,0,6,6,4,2,1,4476033023
충청북도 괴산군 괴산읍 동부리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,2,3,27,1,2,3,7,4,5,4376025021
충청북도 괴산군 괴산읍 정용리,0,1,1,0,0,1,0,0,0,1,0,0,3,5,11,11,6,19,10,18,7,3,2,1,4376025023
충청북도 괴산군 괴산읍 신기리,-,-,-,-,-,-,0,1,1,1,0,0,0,11,10,6,5,6,19,24,6,1,0,0,4376025024
전라남도 고흥군 금산면 어전리,-,-,-,-,-,-,0,0,0,1,1,3,0,1,1,2,7,171,1,3,1,2,2,1,4677033022
경상북도 상주시 은척면 두곡리,-,-,-,-,-,-,1,2,1,2,2,12,3,4,2,1,2,6,2,5,3,0,0,0,4725044026
경상북도 상주시 은척면 무릉리,-,-,-,-,-,-,0,1,0,1,2,25,0,1,2,1,1,9,1,5,4,1,0,0,4725044028
경상북도 문경시 불정동,-,-,-,-,-,-,3,0,0,0,0,3,0,0,1,1,1,1,0,1,0,0,0,0,4728010700
경기도 성남시중원구 여수동,0,0,0,0,1,12,-,-,-,-,-,-,0,0,1,2,3,26,0,0,1,0,1,0,4113310600
경기도 성남시중원구 도촌동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,1,4113310700
경기도 성남시중원구 하대원동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4113310900
부산광역시 수영구 광안동,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,1,-,-,-,-,-,-,2650010400
부산광역시 사상구,0,0,0,0,2,0,-,-,-,-,-,-,41,27,2,14,23,1,-,-,-,-,-,-,2653000000
부산광역시 사상구 삼락동,-,-,-,-,-,-,-,-,-,-,-,-,41,27,2,14,23,0,-,-,-,-,-,-,2653010100
서울특별시 구로구 항동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,1,0,-,-,-,-,-,-,1153011200
서울특별시 금천구,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,1,1,7,-,-,-,-,-,-,1154500000
서울특별시 금천구 가산동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,-,-,-,-,-,-,1154510100
경상남도 진주시 하촌동,-,-,-,-,-,-,0,0,0,0,2,11,0,1,1,1,2,3,0,1,0,1,0,0,4817012400
경상남도 진주시 신안동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4817012500
경상남도 진주시 평거동,0,0,0,0,0,6,0,1,6,1,4,5,0,0,0,0,0,1,-,-,-,-,-,-,4817012600
경상남도 진주시 대평면 상촌리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,1,1,0,4817045022
경상남도 진주시 대평면 당촌리,-,-,-,-,-,-,0,0,5,0,2,2,0,7,5,7,6,10,1,4,2,3,1,4,4817045024
경상남도 진주시 대평면 신풍리,-,-,-,-,-,-,4,0,0,0,0,11,0,0,0,2,0,1,2,0,0,0,0,1,4817045025
경상남도 진주시 수곡면,6,26,27,16,12,257,6,34,15,18,13,71,4,14,29,32,36,96,53,245,185,119,63,153,4817046000
경상남도 진주시 수곡면 자매리,1,4,2,0,0,4,0,6,6,4,3,27,0,7,4,2,2,5,11,44,27,17,9,26,4817046021
경상남도 진주시 수곡면 사곡리,0,2,4,0,4,31,0,5,1,7,2,12,1,2,5,9,10,22,18,45,41,29,15,27,4817046022
경상남도 진주시,19,74,94,75,79,2238,148,391,484,331,333,2462,37,216,454,534,529,1261,393,1450,1160,755,411,1195,4817000000
전라남도 화순군 능주면 관영리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,6,5,1,1,4679035026
전라남도 화순군 능주면 천덕리,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,3,12,18,1,8,15,11,6,11,4679035027
전라남도 화순군 능주면 광사리,-,-,-,-,-,-,0,0,0,1,1,4,0,0,1,11,7,6,2,10,20,23,9,20,4679035029
전라남도 화순군 능주면 백암리,0,0,0,0,0,3,0,2,3,5,5,28,0,1,4,18,18,18,5,47,102,79,29,25,4679035030
전라남도 화순군 화순읍 앵남리,-,-,-,-,-,-,0,1,0,0,0,4,0,0,0,0,1,6,0,2,4,2,1,4,4679025043
전라남도 화순군 화순읍 수만리,-,-,-,-,-,-,0,0,1,1,1,3,0,0,8,5,3,22,0,2,5,4,1,1,4679025044
전라남도 화순군 화순읍 주도리,0,0,1,0,2,2,0,0,0,0,0,3,0,0,1,3,1,5,0,2,2,2,1,0,4679025045
전라남도 화순군 한천면 모산리,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3,3,1,26,3,27,31,20,7,4,4679031021
전라남도 화순군 한천면 금전리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,5,1,1,4,3,1,1,4679031022
전라남도 화순군 한천면 정리,-,-,-,-,-,-,0,0,0,0,0,1,0,2,1,3,5,41,0,2,4,3,1,0,4679031024
전라남도 화순군 이양면 장치리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,4,5,0,1,2,0,0,0,4679034024
전라남도 화순군 이양면 묵곡리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,3,12,4,8,8,7,3,4,4679034025
경상북도 경산시 용성면 부제리,-,-,-,-,-,-,0,1,1,0,0,24,0,0,0,1,1,8,0,4,2,1,1,0,4729034024
경상북도 경산시 하양읍 동서리,-,-,-,-,-,-,0,0,1,2,1,3,0,0,2,2,6,70,2,5,5,3,2,6,4729025022
경상북도 경산시 하양읍 도리리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,0,0,0,-,-,-,-,-,-,4729025023
경상북도 경산시 하양읍 서사리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4729025024
경상북도 경산시 하양읍 대곡리,-,-,-,-,-,-,0,0,2,1,2,9,-,-,-,-,-,-,-,-,-,-,-,-,4729025027
경상북도 경산시 하양읍 한사리,-,-,-,-,-,-,0,1,1,2,0,8,0,2,0,2,3,21,6,11,5,4,1,16,4729025029
경상북도 경산시 하양읍 대학리,-,-,-,-,-,-,0,0,1,1,0,7,0,0,0,0,0,1,1,2,1,0,0,1,4729025030
경상북도 경산시 와촌면 계당리,-,-,-,-,-,-,0,1,1,1,1,16,0,0,0,0,0,6,2,3,4,3,4,5,4729031025
경상북도 경산시 와촌면 상암리,-,-,-,-,-,-,0,7,3,1,2,26,2,1,4,5,8,48,0,0,1,0,1,2,4729031026
경상북도 경산시 와촌면 동강리,-,-,-,-,-,-,0,0,0,0,0,1,4,5,4,8,6,79,-,-,-,-,-,-,4729031028
경상북도 경산시 와촌면 대동리,-,-,-,-,-,-,2,16,9,14,4,67,1,5,5,2,6,69,0,0,0,0,0,1,4729031030
경상남도 통영시 광도면,1,0,1,1,1,8,0,0,0,0,1,9,4,3,3,7,53,225,78,92,82,59,45,218,4822034000
경상남도 통영시 광도면 덕포리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,1,47,2,1,3,1,3,14,4822034021
경상남도 통영시 한산면 하소리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,4,14,-,-,-,-,-,-,4822036024
경상남도 통영시 한산면 용호리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,2,46,1,0,0,0,0,0,4822036026
경상남도 통영시 한산면 비진리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,32,-,-,-,-,-,-,4822036027
경상남도 통영시 사량면,-,-,-,-,-,-,0,0,0,0,0,1,1,3,8,17,20,185,17,24,16,8,4,6,4822037000
경상남도 통영시 사량면 금평리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,2,2,51,4,9,4,2,0,0,4822037021
경상남도 통영시 욕지면,-,-,-,-,-,-,-,-,-,-,-,-,20,33,39,44,64,368,-,-,-,-,-,-,4822035000
