aqualfs_Area,aquents_Area,aquepts_Area,aquolls_Area,aquults_Area,bjd_Nm,etc_Area,fluvents_Area,hemists_Area,humults_Area,orthents_Area,psamments_Area,saprists_Area,stdg_Cd,udalfs_Area,udands_Area,udepts_Area,udolls_Area,udults_Area
53,0,29,0,0,경상북도 경주시 건천읍 용명리,33,24,0,0,19,0,0,4713025622,21,0,1410,0,0
34,0,0,0,0,경상북도 경주시 건천읍 송선리,39,1,0,0,15,0,0,4713025624,23,0,1888,0,110
0,0,181,0,0,전라남도 영광군 백수읍 양성리,10,0,0,0,14,0,0,4687025329,24,0,114,0,2
10,0,297,0,0,전라남도 영광군 백수읍 지산리,29,0,0,0,0,14,0,4687025331,1,0,23,0,42
20,0,192,0,0,전라남도 영광군 백수읍 약수리,21,0,0,0,0,0,0,4687025332,13,0,74,0,25
0,0,9,0,0,전라남도 영광군 백수읍 홍곡리,8,0,0,0,24,0,0,4687025333,31,0,295,0,11
0,0,358,0,0,전라남도 영광군 백수읍 상사리,16,0,0,0,0,112,0,4687025335,0,0,0,0,0
0,0,144,0,0,전라남도 영광군 대마면 홍교리,9,0,0,0,0,0,0,4687031026,21,0,80,0,98
0,0,143,0,0,전라남도 영광군 백수읍 구수리,36,0,0,0,9,0,0,4687025337,25,0,761,0,38
0,0,194,0,0,전라남도 영광군 홍농읍 상하리,8,0,0,0,0,0,0,4687025621,54,0,89,0,105
0,0,55,0,0,전라남도 영광군 홍농읍 계마리,89,0,0,0,0,1,0,4687025623,47,0,362,0,21
1,0,47,0,0,전라남도 영광군 홍농읍 성산리,13,0,0,0,0,38,0,4687025624,65,0,253,0,38
18,0,116,0,0,전라남도 영광군 홍농읍 월암리,6,0,0,0,0,0,0,4687025626,23,0,39,0,57
0,0,12,0,0,부산광역시 기장군 철마면 와여리,1,0,0,0,0,0,0,2671033021,8,0,255,0,27
0,0,12,0,0,부산광역시 기장군 철마면 장전리,23,0,0,0,7,0,0,2671033022,21,0,606,0,113
50,0,55,0,0,광주광역시 남구 원산동,12,0,0,0,65,0,0,2915512900,22,0,97,0,58
82,0,75,0,0,광주광역시 북구 중흥동,0,0,0,0,0,0,0,2917010100,0,0,0,0,0
0,0,7,0,0,광주광역시 북구 유동,0,0,0,0,24,0,0,2917010200,0,0,0,0,0
0,5,41,0,0,광주광역시 서구 금호동,2,0,0,0,0,4,0,2914013000,4,0,87,0,134
11,0,4,0,0,광주광역시 서구 마륵동,0,0,0,0,0,0,0,2914013100,0,0,13,0,18
0,1,87,0,0,광주광역시 서구 매월동,6,0,0,0,43,1,0,2914013200,37,0,214,0,43
643,0,997,0,0,광주광역시 남구,204,0,0,0,1094,7,0,2915500000,654,0,1665,0,788
0,0,0,0,0,광주광역시 남구 구동,1,0,0,0,8,0,0,2915510200,0,0,5,0,0
0,0,0,0,0,광주광역시 남구 서동,0,0,0,0,6,0,0,2915510300,0,0,27,0,0
0,0,38,0,0,광주광역시 남구 월산동,0,0,0,0,19,0,0,2915510400,0,0,139,0,0
0,0,51,0,0,광주광역시 남구 주월동,0,0,0,0,34,0,0,2915510600,7,0,86,0,52
0,0,20,0,0,광주광역시 남구 노대동,5,0,0,0,175,0,0,2915510700,0,0,86,0,40
0,0,31,0,0,광주광역시 남구 진월동,3,0,0,0,57,0,0,2915510800,2,0,119,0,55
0,0,9,0,0,충청북도 괴산군 청천면 월문리,2,0,0,0,327,0,0,4376036034,0,0,55,0,0
0,0,14,0,0,충청북도 괴산군 청천면 부성리,5,0,0,0,268,0,0,4376036036,0,0,135,0,0
0,0,19,0,0,충청북도 괴산군 청천면 여사왕리,0,0,0,0,601,0,0,4376036037,0,0,145,0,0
21,0,172,0,0,충청남도 서산시 예천동,9,0,0,0,0,0,0,4421010900,85,0,47,0,97
16,0,108,0,0,충청남도 서산시 죽성동,2,0,0,0,0,0,0,4421011000,8,0,0,0,46
7,44,687,0,0,충청남도 서산시 양대동,49,0,0,0,0,0,0,4421011100,45,0,9,0,109
0,0,49,0,0,충청남도 아산시 도고면 시전리,11,1,0,0,104,0,0,4420040025,7,0,231,0,14
0,177,270,0,0,충청남도 서산시 부석면 창리,178,0,0,0,0,1,0,4421032033,24,0,214,0,0
0,179,170,0,0,충청남도 서산시 부석면 간월도리,34,0,0,0,0,13,0,4421032034,4,0,41,0,0
4,5,848,0,0,충청남도 서산시 팔봉면,59,0,0,0,516,0,0,4421033000,508,0,2822,0,366
0,0,43,0,0,충청남도 서산시 팔봉면 양길리,5,0,0,0,47,0,0,4421033022,38,0,479,0,0
4,0,38,0,0,충청남도 서산시 팔봉면 대황리,2,0,0,0,0,0,0,4421033023,27,0,299,0,0
0,0,15,0,0,충청남도 서산시 팔봉면 고파도리,7,0,0,0,0,0,0,4421033025,6,0,60,0,13
0,0,99,0,0,충청남도 서산시 팔봉면 호리,16,0,0,0,0,0,0,4421033026,27,0,453,0,0
0,2,40,0,0,충청남도 홍성군 갈산면 운곡리,7,0,0,0,9,0,0,4480038034,5,0,361,0,0
1,0,82,0,0,충청남도 홍성군 갈산면 와리,4,0,0,0,0,0,0,4480038035,41,0,154,0,1
0,0,6,0,0,충청남도 홍성군 갈산면 대사리,9,0,0,0,118,0,0,4480038036,19,0,262,0,0
0,0,46,0,0,경기도 파주시 광탄면 마장리,22,0,0,0,427,0,0,4148035023,7,0,286,0,0
0,0,35,0,0,경기도 파주시 광탄면 발랑리,19,0,0,0,515,0,0,4148035024,13,0,200,0,0
1,0,0,0,0,전라남도 완도군 보길면 예송리,22,0,0,0,0,0,0,4689038022,2,0,574,0,110
5,8,0,0,0,전라남도 완도군 보길면 부황리,21,0,0,0,0,0,0,4689038023,8,0,1046,0,217
24,1,0,0,0,전라남도 완도군 생일면,11,0,0,0,675,0,0,4689039000,41,0,316,0,322
4,6,183,0,0,경기도 이천시 부발읍 죽당리,10,0,0,0,0,0,0,4150025322,21,0,374,0,0
0,3,111,0,0,경기도 이천시 부발읍 신원리,13,0,0,0,0,10,0,4150025323,27,0,145,0,4
0,0,73,0,0,경기도 이천시 부발읍 대관리,6,0,0,0,0,0,0,4150025325,2,0,148,0,0
0,0,30,0,0,대전광역시 유성구 반석동,3,0,0,0,126,0,0,3020013900,22,0,170,0,0
0,0,14,0,0,대전광역시 유성구 원촌동,21,0,0,0,13,14,0,3020014200,0,0,153,0,0
0,0,67,0,0,대전광역시 유성구 탑립동,21,0,0,0,0,44,0,3020014300,0,0,121,0,0
0,0,24,0,0,대전광역시 유성구 봉산동,26,0,0,0,31,1,0,3020014500,8,0,228,0,0
0,0,93,0,0,대전광역시 유성구 관평동,18,0,0,0,11,12,0,3020014600,4,0,130,0,7
0,0,22,0,0,대전광역시 중구 무수동,1,0,0,0,28,0,0,3014012000,0,0,389,0,0
0,3,47,0,0,대전광역시 유성구 세동,4,0,0,0,54,0,0,3020010800,16,0,624,0,0
0,14,1006,0,0,대전광역시 대덕구,633,0,0,0,363,69,0,3023000000,85,0,4682,0,61
0,0,18,0,0,대전광역시 유성구 수남동,1,0,0,0,25,0,0,3020013600,1,0,259,0,0
17,0,73,0,0,대구광역시 동구 신서동,8,0,0,0,72,0,0,2714012400,30,0,233,0,0
0,0,9,0,0,대구광역시 중구 대봉동,7,0,0,0,61,0,0,2711015700,0,0,7,0,0
728,0,873,0,0,대구광역시 동구,631,121,0,0,2430,251,0,2714000000,558,0,12501,0,74
6,0,81,0,0,대구광역시 동구 신암동,5,0,0,0,8,0,0,2714010100,21,0,192,0,0
13,0,47,0,0,대구광역시 동구 신천동,1,0,0,0,6,0,0,2714010200,3,0,136,0,0
0,0,5,0,0,대구광역시 동구 평광동,1,0,0,0,123,0,0,2714010400,3,0,1108,0,0
5,0,40,0,0,경상북도 청도군 풍각면 송서리,21,28,0,0,5,0,0,4782032033,0,0,37,0,1
30,0,58,0,0,경상북도 청도군 풍각면 봉기리,17,23,0,0,10,0,0,4782032034,15,0,233,0,12
1,0,35,0,0,경상북도 청도군 풍각면 현리리,14,40,0,0,6,0,0,4782032035,7,0,121,0,23
0,0,6,0,0,경상북도 청도군 풍각면 수월리,3,0,0,0,13,0,0,4782032037,1,0,472,0,0
0,0,40,0,0,경상북도 청도군 풍각면 화산리,7,0,0,0,20,0,0,4782032038,31,0,604,0,105
0,0,43,0,0,경상북도 청도군 풍각면 안산리,17,18,0,0,4,0,0,4782032040,25,0,399,0,157
0,0,36,0,0,경상북도 청도군 풍각면 월봉리,8,0,0,0,2,0,0,4782032042,12,0,527,0,43
0,0,0,0,0,경상북도 경산시 하양읍 은호리,11,0,0,0,2,0,0,4729025032,0,0,272,0,0
207,0,2313,0,0,전라남도 영광군 백수읍,451,0,0,0,146,366,0,4687025300,383,0,4167,0,519
0,0,0,0,0,전라남도 영광군 백수읍 대신리,6,0,0,0,20,0,0,4687025321,45,0,809,0,32
16,0,19,0,0,전라남도 영광군 백수읍 천정리,11,0,0,0,0,0,0,4687025323,55,0,234,0,32
35,0,53,0,0,전라남도 영광군 백수읍 장산리,31,0,0,0,0,0,0,4687025324,34,0,195,0,138
48,0,64,0,0,전라남도 영광군 백수읍 학산리,8,0,0,0,0,0,0,4687025326,0,0,38,0,0
7,0,80,0,0,전라남도 영광군 백수읍 죽사리,0,0,0,0,4,0,0,4687025327,25,0,80,0,0
0,0,22,0,0,전라남도 장성군 황룡면 맥호리,9,0,0,0,21,0,0,4688036031,1,0,213,0,0
0,0,0,0,0,전라남도 장성군 황룡면 와우리,8,0,0,0,110,0,0,4688036033,19,0,659,0,7
0,36,389,0,0,전라남도 장성군 서삼면,90,0,0,0,405,0,0,4688037000,150,0,2270,0,69
0,0,86,0,0,전라남도 장성군 서삼면 송현리,28,0,0,0,60,0,0,4688037022,15,0,310,0,0
0,7,15,0,0,전라남도 장성군 서삼면 모암리,3,0,0,0,83,0,0,4688037023,22,0,452,0,0
0,0,5,0,0,부산광역시 기장군 철마면 송정리,11,0,0,0,12,0,0,2671033024,24,0,436,0,68
0,0,38,0,0,부산광역시 기장군 철마면 연구리,9,0,0,0,0,0,0,2671033026,16,0,202,0,27
0,0,27,0,0,부산광역시 기장군 철마면 구칠리,0,0,0,0,0,0,0,2671033027,7,0,416,0,9
0,0,0,0,0,인천광역시 중구 송월동1가,0,0,0,0,0,0,0,2811014200,0,0,12,0,0
0,0,0,0,0,인천광역시 중구 송월동2가,0,0,0,0,0,0,0,2811014300,0,0,3,0,0
34,0,762,0,0,인천광역시 중구 중산동,78,0,0,0,0,0,0,2811014500,58,0,453,0,0
72,0,429,0,0,인천광역시 중구 운남동,20,0,0,0,0,0,0,2811014600,73,0,495,0,0
55,0,98,0,0,인천광역시 중구 을왕동,11,0,0,0,0,53,0,2811014900,16,0,540,0,0
28,0,65,0,0,인천광역시 중구 남북동,2,0,0,0,20,26,0,2811015000,13,0,238,0,0
9,0,20,0,0,인천광역시 중구 덕교동,8,0,0,0,28,39,0,2811015100,5,0,190,0,0
13,0,25,0,0,인천광역시 중구 무의동,11,0,0,0,3,23,0,2811015200,24,0,938,0,0
2,0,90,0,0,인천광역시 동구 만석동,0,0,0,0,0,0,0,2814010100,0,0,22,0,0
0,0,0,0,0,인천광역시 중구 북성동2가,0,0,0,0,0,0,0,2811013900,0,0,6,0,0
2,0,5,0,0,인천광역시 중구 사동,0,0,0,0,0,0,0,2811012200,0,0,0,0,0
1,0,8,0,0,인천광역시 중구 신생동,0,0,0,0,0,0,0,2811012300,0,0,4,0,0
4,0,0,0,0,인천광역시 중구 신포동,0,0,0,0,0,0,0,2811012400,0,0,0,0,0
0,0,0,0,0,경상남도 남해군 창선면 옥천리,11,0,0,0,13,0,0,4884039029,23,0,399,0,46
0,4,25,0,0,경상남도 남해군 창선면 당저리,1,0,0,0,0,0,0,4884039030,10,0,41,0,32
13,22,11,0,0,경상남도 남해군 창선면 수산리,10,0,0,0,0,0,0,4884039032,16,0,12,0,20
0,0,155,0,0,경상북도 성주군 벽진면 봉계리,18,0,0,0,2,6,0,4784037031,2,0,193,0,0
0,0,82,0,0,경상북도 성주군 벽진면 매수리,12,0,0,0,3,0,0,4784037032,33,0,381,0,0
0,0,40,0,0,경상북도 성주군 벽진면 외기리,10,1,0,0,15,0,0,4784037033,25,0,730,0,0
0,0,14,0,0,경상북도 성주군 벽진면 용암리,9,0,0,0,19,0,0,4784037035,60,0,1434,0,2
0,0,83,0,0,경상북도 성주군 벽진면 운정리,4,0,0,0,0,0,0,4784037037,1,0,214,0,0
0,0,97,0,0,경상북도 성주군 벽진면 가암리,15,0,0,0,0,2,0,4784037038,2,0,218,0,0
0,0,708,0,0,경상북도 성주군 초전면,133,54,0,0,349,0,0,4784038000,289,0,5074,0,34
0,0,33,0,0,경상북도 칠곡군 지천면 심천리,10,0,0,0,3,0,0,4785031043,2,0,797,0,0
0,0,34,0,0,경기도 남양주시 화도읍 마석우리,3,12,0,0,18,0,0,4136025621,21,0,255,0,0
0,0,37,0,0,경기도 남양주시 화도읍 묵현리,8,0,0,0,197,0,0,4136025622,50,0,545,0,0
44,0,77,0,0,경기도 김포시 대곶면 송마리,0,0,0,0,0,0,0,4157034029,10,0,368,0,15
17,0,31,0,0,경기도 김포시 대곶면 쇄암리,2,0,0,0,0,0,0,4157034031,0,0,220,0,49
0,0,4,0,0,경기도 가평군 가평읍 복장리,59,0,0,0,99,0,0,4182025033,11,0,514,0,0
0,0,95,0,0,경기도 파주시 광탄면 용미리,8,0,0,0,209,0,0,4148035026,15,0,818,0,0
0,0,108,0,0,경기도 파주시 광탄면 신산리,0,0,0,0,102,0,0,4148035027,22,0,358,0,0
0,0,0,0,0,광주광역시 동구 운림동,4,0,0,0,121,0,0,2911012100,1,0,885,0,4
0,0,0,0,0,광주광역시 동구 학동,5,0,0,0,40,0,0,2911012200,9,0,131,0,2
0,0,0,0,0,광주광역시 동구 월남동,6,0,0,0,246,0,0,2911012300,6,0,93,0,2
0,0,0,0,0,광주광역시 동구 내남동,8,0,0,0,386,0,0,2911012500,5,0,79,0,6
0,0,3,0,0,광주광역시 동구 용산동,8,0,0,0,233,0,0,2911012600,1,0,110,0,3
0,0,20,0,0,광주광역시 동구 대인동,0,0,0,0,2,0,0,2911010100,0,0,0,0,0
0,0,1,0,0,광주광역시 동구 금남로5가,0,0,0,0,9,0,0,2911010200,0,0,0,0,0
0,0,7,0,0,광주광역시 동구 대의동,0,0,0,0,0,0,0,2911010500,0,0,0,0,0
0,0,6,0,0,광주광역시 동구 궁동,0,0,0,0,0,0,0,2911010600,0,0,0,0,0
1,0,12,0,0,광주광역시 동구 장동,0,0,0,0,0,0,0,2911010700,0,0,0,0,0
0,0,0,0,0,경상남도 밀양시 산내면 남명리,88,0,0,4,23,0,0,4827034028,91,0,1135,0,29
0,0,153,0,0,경상남도 밀양시 단장면,501,5,0,0,328,0,0,4827035000,152,0,12757,0,374
0,0,7,0,0,경상남도 밀양시 단장면 단장리,32,0,0,0,22,0,0,4827035022,41,0,328,0,8
0,0,53,0,0,경상남도 밀양시 단장면 미촌리,31,0,0,0,47,0,0,4827035023,16,0,381,0,9
0,0,4,0,0,경상남도 밀양시 단장면 법흥리,9,0,0,0,11,0,0,4827035025,10,0,618,0,0
0,0,0,0,0,경상남도 밀양시 단장면 국전리,12,0,0,0,12,0,0,4827035027,4,0,1364,0,16
106,0,714,0,0,인천광역시 강화군 불은면,22,56,0,0,17,0,0,2871032000,447,0,1778,0,0
0,0,1,0,0,인천광역시 강화군 강화읍 관청리,0,0,0,0,0,0,0,2871025022,0,0,154,0,0
0,0,66,0,0,인천광역시 강화군 강화읍 남산리,1,0,0,0,0,0,0,2871025024,21,0,119,0,0
132,0,4,0,0,인천광역시 강화군 강화읍 갑곳리,8,0,0,0,0,0,0,2871025025,2,0,121,0,0
95,0,37,0,0,인천광역시 강화군 강화읍 옥림리,4,0,0,0,0,0,0,2871025027,19,0,124,0,0
87,0,668,0,0,인천광역시 강화군 선원면,26,0,0,0,7,1,0,2871031000,146,0,1198,0,0
8,0,119,0,0,인천광역시 강화군 선원면 금월리,3,0,0,0,0,0,0,2871031021,17,0,135,0,0
0,0,182,0,0,인천광역시 강화군 선원면 연리,1,0,0,0,0,0,0,2871031022,13,0,127,0,0
1,0,1,0,0,인천광역시 중구 중앙동4가,0,0,0,0,0,0,0,2811010400,0,0,0,0,0
0,0,1,0,0,인천광역시 중구 해안동1가,0,0,0,0,0,0,0,2811010500,0,0,0,0,0
1,0,1,0,0,인천광역시 중구 해안동2가,0,0,0,0,0,0,0,2811010600,0,0,0,0,0
0,0,1,0,0,인천광역시 중구 해안동4가,0,0,0,0,0,0,0,2811010800,0,0,0,0,0
0,0,0,0,0,인천광역시 중구 관동1가,0,0,0,0,0,0,0,2811010900,0,0,1,0,0
1,0,0,0,0,인천광역시 중구 관동2가,0,0,0,0,0,0,0,2811011000,0,0,0,0,0
0,0,5,0,0,인천광역시 중구 항동2가,0,0,0,0,0,0,0,2811011300,0,0,0,0,0
0,0,1,0,0,인천광역시 중구 항동4가,0,0,0,0,0,0,0,2811011500,0,0,0,0,0
0,0,2,0,0,인천광역시 중구 항동5가,0,0,0,0,0,0,0,2811011600,0,0,0,0,0
0,0,587,0,0,인천광역시 중구 항동7가,6,0,0,0,0,0,0,2811011800,0,0,0,0,0
0,17,43,0,0,경상남도 남해군 창선면 오용리,1,0,0,0,0,0,0,4884039034,7,0,236,0,149
0,9,18,0,0,경상남도 남해군 설천면 문의리,20,0,0,0,0,0,0,4884038026,5,0,399,0,0
0,0,5,0,0,경상남도 남해군 설천면 노량리,3,0,0,0,0,0,0,4884038027,0,0,137,0,1
0,7,17,0,0,경상남도 남해군 설천면 덕신리,4,0,0,0,0,0,0,4884038028,19,0,421,0,51
14,2,0,0,0,경상남도 남해군 창선면 상신리,1,0,0,0,3,0,0,4884039021,13,0,58,0,33
0,0,1,0,0,경상남도 남해군 창선면 당항리,2,0,0,0,116,0,0,4884039023,26,0,124,0,4
0,0,5,0,0,경상남도 남해군 창선면 대벽리,5,0,0,0,142,0,0,4884039024,12,0,192,0,16
0,2,9,0,0,경상남도 남해군 창선면 율도리,3,0,0,0,114,0,0,4884039025,13,0,135,0,7
0,4,8,0,0,경상남도 남해군 창선면 서대리,4,0,0,0,132,0,0,4884039026,43,0,156,0,77
0,0,0,0,0,경상남도 남해군 창선면 광천리,2,0,0,0,50,0,0,4884039027,24,0,278,0,3
0,0,29,0,0,경상남도 하동군 화개면,186,0,0,146,6940,0,0,4885031000,9,0,5851,0,227
0,0,183,0,0,경상북도 포항시북구 흥해읍 초곡리,11,13,0,0,29,0,0,4711325046,90,0,16,0,634
0,0,113,0,0,경기도 남양주시 이패동,8,0,0,0,12,0,0,4136010500,4,0,262,0,0
0,0,53,0,0,경기도 남양주시 삼패동,32,2,0,0,32,0,0,4136010600,32,0,180,0,0
0,0,17,0,0,경기도 남양주시 수석동,56,1,0,0,22,9,0,4136010800,0,0,116,0,0
0,0,0,0,0,경기도 남양주시 지금동,0,0,0,0,0,0,0,4136010900,1,0,65,0,0
0,0,2,0,0,경기도 남양주시 도농동,13,4,0,0,9,0,0,4136011000,0,0,8,0,0
11,0,298,0,0,전라남도 신안군 지도읍 태천리,138,0,0,0,0,0,0,4691025030,13,0,400,0,48
0,0,39,0,0,인천광역시 서구 시천동,30,0,0,0,0,0,0,2826010200,17,0,108,0,7
9,0,153,0,0,인천광역시 서구 검암동,11,0,0,0,0,0,0,2826010300,64,0,142,0,56
24,0,72,0,0,인천광역시 부평구 산곡동,0,0,0,0,0,0,0,2823710300,88,0,361,0,0
0,0,122,0,0,인천광역시 부평구 청천동,7,0,0,0,0,0,0,2823710400,164,0,200,0,0
169,0,59,0,0,인천광역시 부평구 삼산동,23,0,0,0,5,0,0,2823710500,34,0,19,0,29
44,0,23,0,0,인천광역시 부평구 갈산동,10,0,0,0,0,0,0,2823710600,44,0,13,0,37
0,0,44,0,0,인천광역시 부평구 일신동,0,0,0,0,0,0,0,2823710800,1,0,117,0,20
40,0,37,0,0,인천광역시 계양구 하야동,4,0,0,0,0,0,0,2824511300,0,0,0,0,0
841,0,1071,0,0,인천광역시 계양구,174,0,0,0,8,0,0,2824500000,467,0,1599,0,394
0,0,42,0,0,인천광역시 계양구 효성동,1,0,0,0,0,0,0,2824510100,134,0,316,0,8
156,0,43,0,0,인천광역시 계양구 서운동,15,0,0,0,0,0,0,2824510400,24,0,2,0,0
0,0,7,0,0,인천광역시 계양구 임학동,0,0,0,0,0,0,0,2824510500,2,0,43,0,4
0,0,41,0,0,경상북도 청도군 화양읍 고평리,7,0,0,0,2,0,0,4782025030,10,0,90,0,57
0,0,34,0,0,경상북도 청도군 화양읍 소라리,9,2,0,0,4,0,0,4782025031,2,0,65,0,24
1,0,21,0,0,경상북도 청도군 화양읍 진라리,18,0,0,0,5,0,0,4782025032,10,0,176,0,71
0,0,5,0,0,경상북도 청도군 화양읍 다로리,2,0,0,0,0,0,0,4782025034,14,0,86,0,57
84,0,154,0,0,경상북도 청도군 화양읍 유등리,20,5,0,0,4,0,0,4782025036,59,0,134,0,180
27,0,38,0,0,경상북도 청도군 화양읍 토평리,5,14,0,0,3,0,0,4782025037,10,0,25,0,45
0,0,45,0,0,대구광역시 달성군 구지면 창리,11,0,0,0,0,2,0,2771038021,70,0,102,0,1
0,0,259,0,0,경기도 수원시팔달구,49,0,0,0,158,10,0,4111500000,59,0,753,0,0
18,0,29,0,0,경상북도 칠곡군 약목면 남계리,22,0,0,0,32,0,0,4785036030,13,0,645,0,2
0,0,50,0,0,경상북도 칠곡군 약목면 덕산리,60,0,0,0,67,69,0,4785036032,8,0,59,0,2
43,0,44,0,0,대구광역시 동구 봉무동,32,0,0,0,2,8,0,2714010500,22,0,381,0,0
0,0,15,0,0,대구광역시 동구 도동,14,35,0,0,8,0,0,2714010700,16,0,600,0,0
49,0,64,0,0,인천광역시 강화군 양사면 덕하리,0,0,0,0,108,0,0,2871038022,29,0,382,0,0
192,0,60,0,0,인천광역시 강화군 양사면 북성리,9,0,0,0,50,0,0,2871038023,11,0,220,0,0
23,0,94,0,0,인천광역시 강화군 양사면 인화리,1,0,0,0,53,0,0,2871038025,19,0,484,0,0
486,0,522,0,0,인천광역시 강화군 송해면,38,0,0,0,24,0,0,2871039000,133,0,1025,0,0
80,0,61,0,0,인천광역시 강화군 송해면 솔정리,0,0,0,0,0,0,0,2871039021,40,0,42,0,0
0,0,142,0,0,인천광역시 강화군 송해면 숭뢰리,25,0,0,0,0,0,0,2871039023,0,0,117,0,0
51,0,123,0,0,인천광역시 강화군 송해면 당산리,0,0,0,0,0,0,0,2871039024,0,0,96,0,0
0,0,53,0,0,인천광역시 강화군 송해면 하도리,13,0,0,0,0,0,0,2871039026,29,0,362,0,0
47,0,68,0,0,인천광역시 강화군 송해면 양오리,0,0,0,0,24,0,0,2871039027,29,0,238,0,0
0,0,0,0,0,경기도 연천군 백학면 석장리,0,0,0,0,6,0,0,4180033046,0,0,27,0,0
0,0,0,0,0,경기도 연천군 미산면,0,0,0,0,0,0,0,4180034000,0,0,0,0,0
0,0,0,0,0,경기도 연천군 미산면 아미리,0,0,0,0,0,0,0,4180034022,0,0,0,0,0
0,0,52,0,0,경기도 양평군 용문면 마룡리,34,13,0,0,35,0,0,4183040021,36,0,211,0,0
16,0,46,0,0,광주광역시 광산구 진곡동,3,0,0,0,0,0,0,2920012200,0,0,48,0,129
79,0,17,0,0,광주광역시 광산구 장덕동,26,0,0,0,0,0,0,2920012300,12,0,15,0,222
23,0,44,0,0,광주광역시 광산구 하남동,2,0,0,0,0,0,0,2920012500,12,0,10,0,130
0,0,12,0,0,대전광역시 서구 정림동,34,0,0,0,52,2,0,3017010400,0,0,216,0,0
0,0,37,0,0,대전광역시 서구 탄방동,3,0,0,0,3,0,0,3017010600,0,0,116,0,0
0,0,16,0,0,대전광역시 서구 내동,0,0,0,0,0,0,0,3017011000,10,0,74,0,0
0,0,27,0,0,대전광역시 서구 갈마동,0,0,0,0,0,7,0,3017011100,4,0,185,0,0
0,0,199,0,0,대전광역시 서구 둔산동,39,0,0,0,11,3,0,3017011200,19,0,152,0,0
0,0,101,0,0,대전광역시 서구 월평동,26,0,0,0,57,9,0,3017011300,2,0,220,0,0
0,0,151,0,0,대전광역시 서구 도안동,36,0,0,0,23,46,0,3017011500,11,0,255,0,0
0,0,63,0,0,경상북도 영주시 단산면 단곡리,10,0,0,0,42,5,0,4721038026,24,0,1185,0,19
0,0,0,0,0,경상북도 영주시 단산면 좌석리,21,0,0,0,781,0,0,4721038027,13,0,1644,0,17
0,49,725,0,0,경상북도 영주시 부석면,78,5,0,0,925,15,0,4721039000,285,0,6981,0,124
0,0,0,0,0,경상북도 영주시 부석면 남대리,19,0,0,0,144,0,0,4721039021,73,0,1898,0,0
0,0,71,0,0,경상북도 영주시 풍기읍 금계리,8,0,0,0,2,0,0,4721025027,32,0,379,0,10
0,0,2,0,0,경상북도 영주시 풍기읍 서부리,0,0,0,0,4,0,0,4721025029,0,0,43,0,0
0,0,58,0,0,경상북도 영주시 풍기읍 백리,7,10,0,0,22,0,0,4721025030,25,0,239,0,67
0,0,31,0,0,경상북도 영주시 풍기읍 창락리,6,0,0,0,22,0,0,4721025032,20,0,361,0,34
0,0,123,0,0,경상북도 영주시 단산면 동원리,32,2,0,0,59,28,0,4721038021,6,0,599,0,0
0,0,165,0,0,경상북도 영주시 단산면 구구리,9,1,0,0,2,0,0,4721038023,16,0,463,0,0
2,0,7,0,0,경상북도 영천시 대창면 조곡리,16,10,0,0,0,4,0,4723040028,25,0,544,0,0
0,0,5,0,0,경상북도 상주시 낙동면 성동리,1,0,0,0,0,0,0,4725033027,12,0,154,0,5
0,1,54,0,0,경상북도 상주시 중동면 금당리,11,0,0,0,214,1,0,4725031026,21,0,517,0,0
0,1,49,0,0,경상북도 상주시 공성면 이화리,9,0,0,0,45,0,0,4725035026,36,0,566,0,19
0,0,4,0,0,전라남도 화순군 도곡면 쌍옥리,2,0,0,0,60,0,0,4679036024,75,0,177,0,0
0,0,24,0,0,경상북도 고령군 다산면 평리리,50,0,0,0,15,28,0,4783034031,0,0,107,0,0
0,0,65,0,0,경상북도 고령군 다산면 곽촌리,59,0,0,0,10,110,0,4783034033,17,0,196,0,0
12,0,85,0,0,경상북도 영덕군 영해면 성내리,9,0,0,0,5,0,0,4777036030,11,0,324,0,6
0,0,82,0,0,경상북도 영덕군 영해면 괴시리,14,0,0,0,26,2,0,4777036031,9,0,342,0,0
0,0,0,0,0,경상북도 영덕군 영해면 사진리,5,0,0,0,5,0,0,4777036033,14,0,235,0,0
0,0,25,0,0,경상북도 영덕군 영해면 연평리,23,0,0,0,56,0,0,4777036034,0,0,0,0,0
5,0,8,0,0,경상남도 김해시 대동면 수안리,14,0,0,0,0,0,0,4825037021,4,0,154,0,4
1,0,68,0,0,경상남도 김해시 대동면 주동리,7,0,0,0,5,24,0,4825037023,30,0,674,0,30
0,0,113,0,0,경상남도 밀양시 하남읍 명례리,94,0,0,0,75,35,0,4827025322,0,0,386,0,0
0,0,179,0,0,경상남도 밀양시 하남읍 백산리,41,0,0,0,38,76,0,4827025323,11,0,376,0,0
0,0,40,0,0,경상남도 밀양시 하남읍 남전리,10,0,0,0,9,0,0,4827025325,24,0,359,0,77
0,0,33,0,0,경상남도 밀양시 하남읍 대사리,3,0,0,0,1,24,0,4827025326,10,0,147,0,12
0,0,0,0,0,경상남도 사천시 동동,0,0,0,0,0,0,0,4824010100,0,0,87,0,0
0,0,0,0,0,경상남도 사천시 서동,2,0,0,0,0,0,0,4824010200,6,0,49,0,0
0,0,0,0,0,경상남도 사천시 선구동,2,0,0,0,0,0,0,4824010300,1,0,60,0,0
0,0,0,0,0,경상남도 사천시 동금동,9,0,0,0,0,0,0,4824010400,0,0,72,0,0
