법정동코드,법정동명
1100000000,서울특별시
2800000000,인천광역시
4100000000,경기도
5100000000,강원특별자치도
4300000000,충청북도
4400000000,충청남도
3611000000,세종특별자치시
3000000000,대전광역시
2700000000,대구광역시
4700000000,경상북도
4800000000,경상남도
5200000000,전북특별자치도
4600000000,전라남도
5000000000,제주특별자치도
2900000000,광주광역시
3100000000,울산광역시
2600000000,부산광역시
