bjd_Nm,stdg_Cd,vldsia_Rfld1_Area,vldsia_Rfld2_Area,vldsia_Rfld3_Area,vldsia_Rfld4_Area,vldsia_Rfld5_Area,vldsia_Rfld6_Area
충청남도 공주시 탄천면 남산리,4415032027,1,16,6,7,7,9
전라남도 장흥군 장흥읍 사안리,4680025030,2,1,1,1,0,0
전라남도 장흥군 장흥읍 영전리,4680025031,1,4,5,3,3,4
전라남도 장흥군 장흥읍 평장리,4680025033,15,10,11,5,4,3
전라남도 장흥군 장흥읍 덕제리,4680025034,10,9,9,5,1,5
전라남도 장흥군 장흥읍 향양리,4680025038,19,21,7,10,1,7
전라남도 장흥군 장흥읍 삼산리,4680025039,9,3,0,1,0,0
전라남도 장흥군 장흥읍 상리,4680025042,7,7,3,4,1,2
충청남도 서천군 종천면 화산리,4477039026,17,39,17,11,7,32
충청남도 서천군 종천면 도만리,4477039028,22,23,4,8,4,8
충청남도 서천군 종천면 석촌리,4477039029,45,28,6,5,1,4
충청남도 서천군 종천면 지석리,4477039030,27,25,8,5,3,2
충청남도 서천군 비인면,4477040000,342,586,232,154,83,123
충청남도 서천군 비인면 성북리,4477040022,74,81,27,27,12,10
충청남도 서천군 비인면 선도리,4477040023,27,115,49,25,12,26
전라남도 진도군 임회면 명슬리,4690034021,2,6,9,6,2,1
전라남도 진도군 의신면 사천리,4690033021,0,34,19,4,1,2
전라남도 진도군 의신면 침계리,4690033022,0,3,5,3,2,3
전라남도 진도군 조도면 맹성리,4690036030,0,0,0,0,0,1
충청북도 영동군 양산면 가선리,4374039029,1,1,0,0,0,0
충청북도 영동군 심천면,4374040000,111,151,30,20,5,9
충청북도 영동군 심천면 심천리,4374040021,4,4,0,1,0,0
충청북도 영동군 심천면 길현리,4374040023,4,5,1,0,0,0
충청북도 영동군 심천면 구탄리,4374040024,5,5,0,1,0,0
충청북도 영동군 심천면 고당리,4374040026,12,24,5,0,0,1
충청북도 영동군 심천면 마곡리,4374040027,15,19,1,1,0,0
충청북도 진천군 백곡면,4375034000,23,136,86,52,27,35
충청북도 진천군 초평면 용기리,4375032028,19,126,48,30,11,28
충청북도 진천군 초평면 은암리,4375032030,15,6,2,1,0,1
충청북도 진천군 초평면 진암리,4375032031,59,68,24,15,9,16
충청남도 보령시 미산면 남심리,4418039034,0,5,6,2,1,1
충청남도 아산시 염치읍 중방리,4420025024,11,20,6,2,1,0
충청남도 아산시 염치읍 쌍죽리,4420025026,1,2,1,1,1,1
충청남도 아산시 염치읍 곡교리,4420025028,11,39,17,7,4,8
충청남도 아산시 염치읍 석두리,4420025029,7,14,5,6,2,3
충청남도 아산시 염치읍 방현리,4420025031,4,13,7,2,0,0
충청남도 아산시 염치읍 송곡리,4420025032,3,7,4,1,2,1
충청남도 홍성군 홍동면 월현리,4480033022,3,5,14,22,14,11
충청남도 홍성군 홍동면 원천리,4480033023,4,5,10,13,14,17
충청남도 홍성군 홍동면 화신리,4480033025,5,11,12,11,5,6
충청남도 홍성군 홍동면 금평리,4480033027,6,19,21,13,10,10
충청남도 홍성군 홍동면 구정리,4480033028,4,7,16,13,9,6
충청남도 청양군 장평면 분향리,4479036031,68,151,89,61,10,11
충청남도 청양군 남양면,4479037000,262,467,174,54,33,9
충청남도 홍성군 금마면 송강리,4480032033,3,17,9,6,1,2
충청남도 홍성군 금마면 죽림리,4480032031,21,115,65,35,15,19
충청북도 괴산군 장연면 조곡리,4376032025,5,12,0,0,0,0
충청북도 괴산군 장연면 장암리,4376032026,24,30,8,3,1,1
충청북도 괴산군 장연면,4376032000,74,185,43,28,18,9
충청남도 아산시 송악면 유곡리,4420031027,7,36,13,8,4,10
전라남도 함평군 엄다면,4686034000,395,266,132,62,52,155
전라남도 함평군 신광면 유천리,4686032032,2,12,17,7,8,23
전라남도 함평군 학교면,4686033000,183,261,140,94,76,158
전라남도 함평군 학교면 고막리,4686033022,1,16,8,4,4,4
전라남도 함평군 학교면 금송리,4686033023,18,47,20,13,17,13
광주광역시 광산구 산수동,2920016900,19,31,12,2,3,2
광주광역시 광산구 선동,2920017000,20,26,14,5,3,9
광주광역시 광산구 오산동,2920013600,46,66,25,17,15,45
광주광역시 광산구 사호동,2920013700,3,7,6,1,3,4
광주광역시 광산구 하산동,2920013800,1,9,7,3,0,1
광주광역시 광산구 본덕동,2920014000,2,5,1,1,0,0
광주광역시 광산구 요기동,2920014200,3,10,8,2,1,3
광주광역시 광산구 복룡동,2920014300,2,6,6,2,1,2
광주광역시 광산구 송대동,2920014400,1,3,2,1,1,1
광주광역시 광산구 월전동,2920014600,16,1,0,1,0,1
광주광역시 광산구 장록동,2920014700,-,-,-,-,-,-
광주광역시 광산구 송촌동,2920014800,-,-,-,-,-,-
인천광역시 강화군 양도면 건평리,2871035023,12,56,79,6,0,1
인천광역시 강화군 양도면 삼흥리,2871035025,14,124,5,1,1,0
인천광역시 강화군 양도면 길정리,2871035026,6,9,6,104,1,6
인천광역시 강화군 양도면 조산리,2871035028,8,16,10,4,0,2
인천광역시 강화군 불은면 두운리,2871032021,12,13,11,1,1,2
인천광역시 강화군 불은면 오두리,2871032023,7,7,9,1,2,3
인천광역시 강화군 불은면 넙성리,2871032024,9,8,4,7,2,7
인천광역시 강화군 화도면 동막리,2871034026,11,13,9,5,7,5
인천광역시 강화군 불은면 신현리,2871032025,6,18,14,14,6,5
인천광역시 강화군 불은면 삼성리,2871032027,17,22,10,2,0,0
인천광역시 강화군 불은면 덕성리,2871032028,8,10,18,6,7,4
충청남도 논산시 가야곡면 함적리,4423040024,4,11,5,3,1,3
충청남도 논산시 가야곡면 병암리,4423040026,3,3,1,0,0,0
충청북도 제천시 왕암동,4315012400,0,1,1,1,1,2
충청북도 제천시 신동,4315012600,0,3,4,3,1,1
충청북도 제천시 자작동,4315012700,-,-,-,-,-,-
충청북도 제천시 봉양읍,4315025000,94,198,134,80,41,68
충청북도 제천시 봉양읍 주포리,4315025021,0,5,3,4,1,7
충청북도 제천시 봉양읍 미당리,4315025023,4,14,12,22,2,8
충청북도 제천시 봉양읍 명도리,4315025024,0,4,5,2,1,1
충청북도 제천시 봉양읍 명암리,4315025026,2,15,1,0,0,1
충청북도 제천시 봉양읍 옥전리,4315025028,2,12,3,2,3,1
충청북도 제천시 봉양읍 구학리,4315025029,0,1,2,1,2,2
충청북도 제천시 신백동,4315012000,1,4,1,1,0,1
경상남도 합천군 대병면 유전리,4889045024,0,1,0,0,0,0
충청남도 예산군 덕산면 읍내리,4481036021,1,4,9,12,7,10
충청남도 예산군 덕산면 옥계리,4481036023,1,9,6,8,2,4
충청남도 예산군 덕산면 상가리,4481036024,1,5,6,2,1,5
충청남도 예산군 덕산면 사동리,4481036025,1,1,1,0,0,0
충청남도 예산군 신양면 신양리,4481032021,4,10,16,11,8,14
충청남도 예산군 대흥면 동서리,4481034021,0,1,2,0,0,0
충청남도 예산군 대흥면 교촌리,4481034023,1,2,2,1,0,2
충청남도 예산군 대흥면 송지리,4481034024,-,-,-,-,-,-
충청남도 예산군 대흥면 신속리,4481034026,0,0,0,0,1,0
충청남도 예산군 대흥면 지곡리,4481034028,1,2,1,1,0,0
충청남도 예산군 대흥면 하탄방리,4481034029,1,2,2,1,0,1
충청남도 예산군 대흥면 금곡리,4481034031,2,7,3,1,1,1
충청남도 금산군 군북면 보광리,4471034028,6,5,2,0,1,0
충청남도 금산군 군북면 산안리,4471034030,7,9,17,1,0,0
충청남도 금산군 남일면,4471035000,119,471,136,21,10,30
충청남도 금산군 남일면 마장리,4471035022,20,59,23,2,1,2
충청남도 금산군 남일면 상동리,4471035023,22,60,13,1,0,9
충청남도 금산군 남일면 덕천리,4471035025,19,52,13,2,0,3
충청남도 금산군 남일면 신동리,4471035027,1,32,5,1,1,2
충청남도 금산군 남일면 음대리,4471035028,7,49,16,2,1,2
충청남도 금산군 군북면 조정리,4471034027,3,9,1,1,0,0
충청북도 옥천군 청성면 도장리,4373034034,1,4,2,3,1,1
충청북도 영동군 영동읍 화신리,4374025024,3,3,1,0,0,0
충청북도 영동군 영동읍 산익리,4374025026,-,-,-,-,-,-
충청북도 영동군 영동읍 매천리,4374025027,3,5,3,1,0,1
충청북도 영동군 영동읍 오탄리,4374025029,7,6,1,3,0,0
충청북도 영동군 영동읍 산이리,4374025030,0,1,0,0,0,0
충청북도 영동군 영동읍 설계리,4374025031,5,3,1,0,0,0
충청북도 옥천군 청성면 삼남리,4373034026,2,1,1,0,0,0
충청북도 옥천군 청성면 조천리,4373034027,1,1,0,0,0,0
충청북도 옥천군 청성면 고당리,4373034029,-,-,-,-,-,-
충청북도 옥천군 청성면 양저리,4373034031,1,2,1,0,1,0
충청남도 공주시 의당면 가산리,4415036033,2,24,17,10,9,17
충청남도 공주시 의당면 도신리,4415036035,3,14,6,4,4,5
충청남도 공주시 의당면 덕학리,4415036036,1,12,7,6,5,11
충청남도 공주시 정안면,4415037000,51,303,140,99,78,85
충청남도 공주시 의당면 월곡리,4415036021,6,15,9,4,3,4
충청남도 공주시 의당면 두만리,4415036022,0,10,19,11,7,26
충청남도 공주시 의당면 수촌리,4415036024,22,174,180,23,12,118
충청남도 공주시 의당면 율정리,4415036025,8,14,14,8,5,7
충청남도 공주시 의당면 유계리,4415036027,1,9,10,7,4,9
충청남도 서천군 마서면 송내리,4477031031,26,41,37,23,9,19
충청남도 서천군 마서면 도삼리,4477031033,73,216,131,55,60,92
충청남도 서천군 마서면 신포리,4477031034,19,95,76,54,49,78
충청남도 서천군 마서면 당선리,4477031036,11,40,43,22,17,23
충청남도 서천군 마서면 어리,4477031037,14,29,39,18,13,16
충청남도 서천군 화양면 옥포리,4477032021,4,49,38,20,9,12
충청남도 서천군 화양면 보현리,4477032022,4,26,25,9,4,5
충청남도 서천군 화양면 완포리,4477032024,1,17,43,18,11,12
충청남도 서천군 화양면 화촌리,4477032025,5,31,70,23,9,12
충청남도 서천군 한산면 종지리,4477034026,12,62,47,25,22,16
충청남도 서천군 시초면 용곡리,4477036025,5,24,6,7,1,3
충청남도 청양군 청양읍 군량리,4479025027,10,24,15,4,3,2
충청남도 청양군 청양읍 송방리,4479025029,7,21,18,8,2,2
충청남도 청양군 청양읍 학당리,4479025031,7,35,12,1,3,1
충청남도 청양군 운곡면,4479031000,124,559,171,49,17,22
충청남도 청양군 운곡면 효제리,4479031022,7,22,10,9,1,3
충청남도 공주시 계룡면 죽곡리,4415033035,17,123,18,8,3,5
충청남도 공주시 계룡면 향지리,4415033036,1,22,68,9,7,9
충청남도 공주시 반포면,4415034000,21,94,53,28,11,27
충청남도 공주시 반포면 공암리,4415034021,2,17,9,6,1,2
충청남도 공주시 반포면 송곡리,4415034023,6,8,8,5,2,7
전라남도 장흥군 장흥읍 기양리,4680025023,-,-,-,-,-,-
전라남도 장흥군 장흥읍 예양리,4680025024,-,-,-,-,-,-
전라남도 장흥군 장흥읍 교촌리,4680025026,-,-,-,-,-,-
전라남도 장흥군 장흥읍 충열리,4680025027,5,6,3,1,1,2
전라남도 장흥군 안양면 지천리,4680032027,24,15,7,2,2,6
전라남도 장흥군 안양면 학송리,4680032028,42,17,10,13,11,25
전라남도 장흥군 안양면 수락리,4680032030,36,13,9,6,4,12
전라남도 장흥군 안양면 수문리,4680032031,12,13,22,13,3,12
전라남도 장흥군 안양면 해창리,4680032033,71,71,26,17,12,28
전라남도 장흥군 장동면,4680033000,195,227,157,82,41,63
전라남도 장흥군 장동면 조양리,4680033022,29,29,22,22,4,8
전라남도 진도군 지산면 소포리,4690035027,19,119,193,126,70,200
전라남도 신안군 증도면 대초리,4691031023,117,75,48,41,38,60
전라남도 신안군 증도면 우전리,4691031024,27,18,24,12,13,20
전라남도 신안군 임자면,4691032000,326,173,297,191,130,105
전라남도 신안군 임자면 도찬리,4691032021,61,26,34,25,4,7
전라남도 신안군 임자면 광산리,4691032023,16,6,2,0,5,1
전라남도 신안군 임자면 재원리,4691032024,-,-,-,-,-,-
전라남도 신안군 임자면 이흑암리,4691032026,65,33,50,44,21,13
전라남도 신안군 임자면 진리,4691032027,1,3,15,5,0,1
전라남도 신안군 자은면,4691033000,208,68,66,42,24,39
전라남도 신안군 자은면 한운리,4691033021,52,6,5,0,1,1
충청남도 공주시 신풍면 평소리,4415040033,1,5,4,6,4,6
충청남도 공주시 신풍면 화흥리,4415040034,0,3,7,4,3,11
광주광역시 북구 동림동,2917010800,4,0,0,0,0,0
광주광역시 북구 운암동,2917010900,1,0,0,0,0,0
광주광역시 북구 문흥동,2917011200,-,-,-,-,-,-
광주광역시 북구 각화동,2917011300,-,-,-,-,-,-
광주광역시 북구 두암동,2917011400,-,-,-,-,-,-
광주광역시 북구 오치동,2917011500,-,-,-,-,-,-
광주광역시 북구 매곡동,2917011700,-,-,-,-,-,-
광주광역시 북구 충효동,2917011800,4,15,15,11,5,23
광주광역시 북구 덕의동,2917011900,1,5,1,0,0,1
광주광역시 북구 망월동,2917012100,16,5,4,2,1,5
광주광역시 남구 구소동,2915511600,9,2,1,3,2,6
광주광역시 남구 양촌동,2915511700,1,0,0,1,0,2
충청남도 서산시 대산읍 대산리,4421025021,6,25,24,10,6,6
충청남도 서산시 대산읍 웅도리,4421025023,0,0,1,0,0,0
충청남도 서산시 대산읍 오지리,4421025024,8,15,9,8,4,2
충청남도 서산시 대산읍 대죽리,4421025027,2,14,19,10,3,6
충청남도 서산시 대산읍 운산리,4421025029,30,210,273,193,92,177
충청남도 서산시 대산읍 영탑리,4421025030,1,9,23,22,11,43
충청남도 아산시 영인면 창용리,4420037029,16,110,61,25,13,15
충청남도 아산시 영인면 신봉리,4420037030,24,60,59,33,15,12
충청남도 서산시 오남동,4421011200,1,20,30,10,4,10
충청남도 아산시 도고면 신유리,4420040026,2,6,1,0,0,0
경기도 가평군,4182000000,573,1042,431,249,187,698
충청남도 홍성군 갈산면 부기리,4480038030,5,3,6,10,2,2
충청남도 홍성군 갈산면 기산리,4480038031,32,84,60,35,28,31
충청남도 홍성군 홍동면 수란리,4480033030,2,6,5,4,2,1
충청남도 홍성군 결성면 성호리,4480036022,5,13,25,14,3,4
충청남도 홍성군 결성면 금곡리,4480036024,2,10,33,29,16,7
충청남도 홍성군 결성면 성곡리,4480036025,3,17,30,12,3,3
충청남도 홍성군 결성면 교항리,4480036027,10,66,69,27,12,11
충청북도 제천시 청풍면 도리,4315032042,-,-,-,-,-,-
충청북도 제천시 청풍면 북진리,4315032044,-,-,-,-,-,-
충청북도 제천시 청풍면 교리,4315032046,-,-,-,-,-,-
충청북도 제천시 청풍면 학현리,4315032047,-,-,-,-,-,-
충청북도 제천시 수산면 수산리,4315033021,0,1,2,1,1,2
충청북도 제천시 수산면 내리,4315033022,-,-,-,-,-,-
충청북도 제천시 백운면,4315036000,25,78,100,84,40,101
충청북도 제천시 백운면 평동리,4315036021,4,11,5,3,2,11
충청북도 제천시 백운면 덕동리,4315036023,-,-,-,-,-,-
충청북도 제천시 백운면 화당리,4315036024,0,2,2,1,1,1
충청북도 제천시 백운면 방학리,4315036026,3,35,45,26,16,67
충청남도 금산군 추부면 요광리,4471039027,5,64,9,5,1,2
충청남도 금산군 추부면 신평리,4471039028,1,58,18,8,5,9
충청남도 금산군 추부면 서대리,4471039030,7,36,8,2,1,3
충청북도 보은군 회남면 금곡리,4372037022,0,1,0,0,0,0
충청북도 보은군 회남면 용호리,4372037024,-,-,-,-,-,-
충청북도 보은군 회남면 은운리,4372037025,-,-,-,-,-,-
충청북도 보은군 회남면 법수리,4372037027,-,-,-,-,-,-
충청북도 보은군 회남면 거교리,4372037029,-,-,-,-,-,-
충청북도 보은군 회남면 산수리,4372037033,-,-,-,-,-,-
충청북도 보은군 회남면 사음리,4372037037,-,-,-,-,-,-
충청북도 보은군 회남면 신곡리,4372037021,-,-,-,-,-,-
충청북도 영동군 영동읍 심원리,4374025032,8,17,2,1,0,0
충청북도 영동군 영동읍 봉현리,4374025033,6,11,4,1,1,2
충청북도 영동군 영동읍 가리,4374025035,0,1,0,0,0,0
충청북도 영동군 영동읍 임계리,4374025036,1,0,0,0,0,0
충청북도 영동군 용산면 구촌리,4374031021,11,12,3,1,1,3
충청북도 영동군 학산면 범화리,4374038029,1,5,1,1,0,0
충청북도 영동군 상촌면 흥덕리,4374035029,0,1,1,0,0,0
충청북도 영동군 상촌면 궁촌리,4374035030,0,3,0,1,0,0
충청북도 영동군 양강면,4374036000,28,58,18,6,4,8
충청북도 영동군 양강면 괴목리,4374036021,3,7,2,1,1,1
충청북도 영동군 양강면 양정리,4374036023,2,5,1,0,0,0
충청남도 보령시 웅천읍 성동리,4418025024,3,13,18,17,13,29
충청남도 보령시 웅천읍 대천리,4418025025,1,1,1,0,2,4
충청남도 보령시 오천면 효자도리,4418032026,1,2,2,0,1,0
충청남도 보령시 오천면 원산도리,4418032027,2,4,7,5,4,1
충청남도 보령시 오천면 삽시도리,4418032028,6,4,4,2,3,3
충청남도 보령시 천북면 하만리,4418033021,29,12,12,11,13,25
충청남도 보령시 천북면 학성리,4418033022,30,11,28,28,13,93
충청남도 보령시 천북면 장은리,4418033024,42,18,12,9,7,32
충청남도 보령시 천북면 낙동리,4418033026,96,46,66,56,31,94
충청남도 청양군 장평면 구룡리,4479036029,41,50,52,8,6,7
충청남도 청양군 장평면 관현리,4479036030,43,45,101,8,3,14
충청남도 청양군 운곡면 후덕리,4479031023,8,27,11,3,1,2
충청남도 청양군 정산면 학암리,4479033034,9,12,6,4,0,1
충청남도 청양군 정산면 광생리,4479033036,46,71,31,2,31,17
충청남도 청양군 목면,4479034000,111,306,278,109,31,208
충청남도 청양군 목면 화양리,4479034022,25,72,83,29,6,122
충청남도 청양군 목면 신흥리,4479034023,17,29,18,4,6,2
충청남도 청양군 목면 송암리,4479034025,13,20,13,7,1,0
충청남도 청양군 목면 대평리,4479034027,5,37,32,27,8,3
충청남도 청양군 청남면,4479035000,412,994,531,267,256,391
충청남도 보령시 오천면 갈현리,4418032024,1,7,4,4,2,6
충청남도 보령시 오천면 오포리,4418032025,9,26,17,12,24,24
충청남도 보령시 남포면 읍내리,4418036021,8,4,6,2,1,1
충청남도 보령시 청소면 정전리,4418034026,1,26,18,7,3,5
충청남도 보령시 청소면 야현리,4418034027,5,42,26,21,14,27
전라남도 강진군 작천면 이남리,4681037026,4,18,27,26,20,41
전라남도 강진군 작천면 평기리,4681037029,10,31,40,28,13,23
전라남도 강진군 칠량면 영동리,4681032023,20,36,25,13,11,12
전라남도 강진군 칠량면 현평리,4681032024,17,29,36,14,10,31
전라남도 강진군 칠량면 영복리,4681032026,22,35,18,9,25,19
충청남도 청양군 정산면 신덕리,4479033032,43,44,3,2,0,1
충청남도 청양군 화성면 기덕리,4479038026,2,28,20,8,2,3
충청남도 청양군 화성면 용당리,4479038028,11,38,10,3,2,3
충청남도 청양군 화성면 신정리,4479038029,15,42,18,5,3,3
충청북도 진천군 문백면,4375033000,338,484,302,328,132,174
충청북도 진천군 문백면 문덕리,4375033021,22,24,18,8,4,9
충청북도 진천군 문백면 사양리,4375033022,10,41,26,11,8,20
충청북도 진천군 문백면 장월리,4375033023,48,48,45,167,35,22
충청북도 진천군 문백면 평산리,4375033025,26,49,49,27,22,29
충청북도 진천군 문백면 봉죽리,4375033027,38,54,31,22,14,29
충청북도 진천군 문백면 은탄리,4375033028,40,26,13,13,5,4
충청북도 진천군 문백면 옥성리,4375033030,30,29,12,5,1,6
전라남도 해남군 삼산면 상가리,4682031029,8,47,29,4,1,1
전라남도 해남군 화산면,4682032000,499,1206,785,606,185,290
전라남도 신안군 자은면 송산리,4691033022,17,1,3,1,0,1
전라남도 신안군 증도면,4691031000,345,165,128,104,127,161
전라남도 신안군,4691000000,2030,1578,1784,1340,1164,1865
전라남도 신안군 흑산면 심리,4691036025,-,-,-,-,-,-
전라남도 신안군 흑산면 오리,4691036028,-,-,-,-,-,-
전라남도 신안군 흑산면 홍도리,4691036029,-,-,-,-,-,-
전라남도 신안군 흑산면 수리,4691036031,-,-,-,-,-,-
전라남도 신안군 흑산면 가거도리,4691036032,-,-,-,-,-,-
충청남도 홍성군 결성면 형산리,4480036029,2,10,37,22,4,5
충청남도 홍성군 서부면,4480037000,325,931,547,179,74,110
충청남도 홍성군 서부면 광리,4480037022,186,282,159,63,22,37
충청남도 홍성군 서부면 궁리,4480037023,118,477,217,56,34,42
광주광역시 서구 농성동,2914010600,-,-,-,-,-,-
광주광역시 동구 산수동,2911011000,-,-,-,-,-,-
광주광역시 동구 지산동,2911011100,-,-,-,-,-,-
충청북도 괴산군 칠성면 사은리,4376034027,3,20,5,0,0,0
