bjd_Nm,etc_Area,field_Area,forest_Area,fruit_Area,grass_Area,paddy_Area,stdg_Cd
충청북도 청주시상당구 남주동,2,13,0,0,0,0,4311111000
충청북도 청주시상당구 석교동,4,12,0,0,0,12,4311111100
충청북도 청주시상당구 수동,0,61,45,12,7,1,4311111200
충청북도 청주시상당구 탑동,0,22,0,7,1,14,4311111700
충청북도 청주시상당구 대성동,0,19,2,6,7,0,4311111800
충청북도 청주시상당구 영운동,5,58,0,10,2,5,4311111900
충청북도 청주시상당구 금천동,1,61,0,28,1,56,4311112000
충청북도 청주시상당구 용담동,10,31,22,33,39,44,4311112100
충청북도 청주시상당구 명암동,3,38,194,21,100,10,4311112200
충청북도 청주시상당구 산성동,2,52,16,13,174,50,4311112300
충청북도 청주시상당구 용암동,16,170,35,139,117,126,4311112400
충청북도 청주시상당구 용정동,7,76,121,66,128,49,4311112500
충청북도 청주시상당구 방서동,30,42,0,0,1,54,4311112600
충청북도 청주시상당구 평촌동,6,11,0,0,0,8,4311112700
충청북도 청주시상당구 지북동,5,37,0,36,16,52,4311112800
충청북도 청주시상당구 운동동,1,34,44,18,73,28,4311112900
충청북도 청주시상당구 월오동,3,90,313,43,227,30,4311113000
충청북도 청주시상당구 낭성면,74,830,1962,290,2271,508,4311131000
충청북도 청주시상당구 낭성면 관정리,17,99,148,15,182,64,4311131021
충청북도 청주시상당구 낭성면 귀래리,1,54,164,3,63,21,4311131022
충청북도 청주시상당구 낭성면 추정리,8,129,645,36,353,43,4311131023
충청북도 청주시상당구 낭성면 호정리,17,96,117,44,266,66,4311131024
충청북도 청주시상당구 낭성면 이목리,6,54,64,3,176,13,4311131025
충청북도 청주시상당구 낭성면 문박리,5,56,82,6,131,35,4311131026
충청북도 청주시상당구 낭성면 인경리,0,56,199,7,192,19,4311131027
충청북도 청주시상당구 낭성면 지산리,9,76,203,43,246,60,4311131028
충청북도 청주시상당구 낭성면 갈산리,3,54,41,17,180,48,4311131029
전라남도 담양군 가사문학면,130,535,1836,117,1315,409,4671033500
전라남도 담양군 가사문학면 학선리,91,41,37,34,91,14,4671033521
전라남도 담양군 가사문학면 지곡리,6,54,111,1,78,27,4671033522
전라남도 담양군 가사문학면 연천리,6,55,304,0,114,34,4671033523
전라남도 담양군 가사문학면 정곡리,4,119,331,4,324,51,4671033524
전라남도 담양군 가사문학면 경상리,6,30,167,11,94,38,4671033525
전라남도 담양군 가사문학면 무동리,0,49,73,0,55,29,4671033526
전라남도 담양군 가사문학면 만월리,1,46,214,37,104,53,4671033527
전라남도 담양군 가사문학면 구산리,5,41,113,10,55,41,4671033528
전라남도 담양군 가사문학면 인암리,5,29,146,3,122,32,4671033529
전라남도 담양군 가사문학면 가암리,5,53,171,10,152,50,4671033530
전라남도 담양군 가사문학면 풍암리,3,18,170,7,125,40,4671033531
충청북도 진천군 덕산읍,117,1658,48,275,120,1287,4375025300
충청북도 진천군 덕산읍 옥동리,8,68,0,22,0,95,4375025321
충청북도 진천군 덕산읍 화상리,12,164,0,53,0,112,4375025322
충청북도 진천군 덕산읍 산수리,4,148,0,41,0,136,4375025323
충청북도 진천군 덕산읍 인산리,35,24,0,37,0,194,4375025324
충청북도 진천군 덕산읍 두촌리,0,228,0,10,1,98,4375025325
충청북도 진천군 덕산읍 석장리,2,58,0,6,0,35,4375025326
충청북도 진천군 덕산읍 기전리,4,120,4,13,75,59,4375025327
충청북도 진천군 덕산읍 구산리,6,150,44,22,45,112,4375025328
충청북도 진천군 덕산읍 신척리,23,338,0,38,0,128,4375025329
충청북도 진천군 덕산읍 용몽리,11,228,0,5,0,172,4375025330
충청북도 진천군 덕산읍 한천리,11,21,0,11,0,74,4375025331
충청북도 진천군 덕산읍 합목리,0,111,0,17,0,72,4375025332
전라남도 화순군 백아면,235,1090,2719,858,2770,818,4679039500
전라남도 화순군 백아면 임곡리,10,36,81,5,188,54,4679039521
전라남도 화순군 백아면 옥리,16,88,185,10,304,82,4679039522
전라남도 화순군 백아면 서유리,12,81,55,160,206,72,4679039523
전라남도 화순군 백아면 맹리,5,57,21,30,42,38,4679039524
전라남도 화순군 백아면 남치리,7,33,19,51,57,47,4679039525
전라남도 화순군 백아면 원리,9,71,94,76,48,66,4679039526
전라남도 화순군 백아면 송단리,22,93,687,40,232,76,4679039527
전라남도 화순군 백아면 방리,21,42,291,19,178,41,4679039528
전라남도 화순군 백아면 노기리,8,70,52,86,78,44,4679039529
전라남도 화순군 백아면 이천리,4,66,15,86,53,45,4679039530
전라남도 화순군 백아면 길성리,7,60,39,17,302,50,4679039531
전라남도 화순군 백아면 와천리,61,45,53,85,132,23,4679039532
전라남도 화순군 백아면 다곡리,29,59,132,22,240,43,4679039533
전라남도 화순군 백아면 수리,10,89,114,33,299,71,4679039534
전라남도 화순군 백아면 노치리,5,111,631,9,198,24,4679039535
전라남도 화순군 백아면 용곡리,10,92,250,130,214,44,4679039536
전라남도 화순군 사평면,393,829,3949,421,2109,972,4679041500
전라남도 화순군 사평면 사평리,16,50,1,13,180,158,4679041521
전라남도 화순군 사평면 대곡리,4,43,482,26,226,57,4679041522
전라남도 화순군 사평면 검산리,16,59,100,41,71,84,4679041523
전라남도 화순군 사평면 운산리,2,37,276,25,114,31,4679041524
전라남도 화순군 사평면 원리,14,43,95,28,154,98,4679041525
전라남도 화순군 사평면 벽송리,3,70,182,75,127,62,4679041526
전라남도 화순군 사평면 장전리,18,60,149,16,329,52,4679041527
전라남도 화순군 사평면 절산리,51,73,182,41,60,45,4679041528
전라남도 화순군 사평면 사수리,99,79,314,35,247,35,4679041529
전라남도 화순군 사평면 주산리,29,17,212,20,91,16,4679041530
전라남도 화순군 사평면 복교리,67,8,130,2,44,9,4679041531
전라남도 화순군 사평면 남계리,39,58,509,2,106,56,4679041532
전라남도 화순군 사평면 유마리,0,47,348,48,97,34,4679041533
전라남도 화순군 사평면 다산리,4,64,378,13,69,76,4679041534
전라남도 화순군 사평면 용리,17,57,6,12,78,47,4679041535
전라남도 화순군 사평면 내리,14,64,586,24,117,111,4679041536
전라남도 무안군 일로읍 오룡리,29,0,0,0,2,224,4684025335
경기도 수원시팔달구 매산로2가,0,20,0,0,0,2,4111513500
경기도 수원시팔달구 매산로3가,0,16,0,9,6,3,4111513600
경기도 수원시팔달구 고등동,0,38,0,33,17,16,4111513700
경기도 수원시팔달구 화서동,41,58,3,47,19,122,4111513800
경기도 수원시팔달구 지동,1,54,0,7,0,18,4111513900
경기도 수원시팔달구 우만동,0,61,8,48,38,56,4111514000
경기도 수원시팔달구 인계동,1,122,0,80,9,80,4111514100
경기도 수원시영통구,103,815,30,389,543,890,4111700000
경기도 수원시영통구 매탄동,11,195,0,35,0,273,4111710100
전라남도 해남군 화산면 해창리,34,57,27,60,81,32,4682032021
전라남도 해남군 화산면 가좌리,5,168,0,82,112,125,4682032025
전라남도 해남군 화산면 연정리,21,51,22,79,108,69,4682032028
전라남도 해남군 화산면 송산리,9,76,46,81,125,111,4682032031
전라남도 해남군 화산면 삼마리,0,9,0,3,28,0,4682032035
전라남도 해남군 현산면 고현리,12,99,151,66,208,158,4682033023
전라남도 해남군 현산면 읍호리,8,122,134,115,342,164,4682033026
전라남도 해남군 현산면 초호리,33,38,22,8,77,207,4682033028
전라남도 해남군 현산면 조산리,7,136,198,120,278,156,4682033031
전라남도 해남군 송지면 금강리,20,64,15,56,66,189,4682034021
전라남도 해남군 송지면 산정리,6,65,0,40,26,159,4682034027
전라남도 해남군 송지면 송호리,15,207,197,199,589,98,4682034030
전라남도 무안군 무안읍 평용리,3,33,0,58,3,45,4684025029
전라남도 무안군 일로읍 구정리,185,63,12,0,164,235,4684025324
전라남도 무안군 일로읍 상신기리,1,69,0,0,41,41,4684025330
전라남도 무안군 몽탄면 청용리,9,37,48,10,144,45,4684032024
전라남도 무안군 몽탄면 명산리,54,40,5,0,106,94,4684032026
전라남도 무안군 몽탄면 귀학리,1,25,78,11,54,33,4684032029
전라남도 무안군 몽탄면 사천리,12,73,235,14,137,81,4684032030
전라남도 무안군 몽탄면 대치리,5,79,108,6,334,31,4684032034
전라남도 무안군 청계면 월선리,16,116,101,35,304,63,4684033021
경상남도 창원시의창구 중동,2,22,0,10,10,50,4812110200
경상남도 창원시의창구 서상동,0,14,0,10,15,23,4812110300
경상남도 창원시의창구 소답동,0,19,0,29,77,61,4812110400
경상남도 창원시의창구 도계동,6,53,1,76,99,88,4812110500
경상남도 창원시의창구 동정동,0,39,72,33,55,48,4812110600
경상남도 창원시의창구 소계동,2,23,103,21,29,47,4812110700
경상남도 창원시의창구 용동,11,20,182,42,53,33,4812110800
경상북도 경산시 조영동,5,46,0,0,65,28,4729011800
경상북도 경산시 여천동,8,17,21,2,136,59,4729012100
경상북도 경산시 사동,5,29,9,6,166,38,4729012600
경상북도 경산시 하양읍,266,817,1562,152,1372,703,4729025000
경상북도 경산시 하양읍 양지리,4,9,38,7,66,16,4729025025
경상북도 경산시 하양읍 교리,4,16,20,25,141,11,4729025028
경상북도 경산시 하양읍 부호리,12,44,64,6,156,25,4729025031
경상북도 경산시 하양읍 청천리,26,84,9,1,17,35,4729025034
경상북도 경산시 하양읍 대조리,30,114,0,0,0,126,4729025036
경상북도 경산시 진량읍 선화리,40,69,0,0,138,209,4729025322
경상북도 경산시 진량읍 보인리,2,11,0,0,0,67,4729025323
경상북도 경산시 진량읍 양기리,7,16,0,0,10,85,4729025327
경상북도 상주시 외남면 신상리,8,95,3,34,13,154,4725036025
경상북도 상주시 외남면 지사리,2,36,67,30,96,47,4725036028
경상북도 상주시 내서면 신촌리,26,56,728,34,203,83,4725037022
경상북도 상주시 내서면 서만리,23,77,503,63,401,101,4725037025
경상북도 상주시 내서면 평지리,22,64,379,65,167,99,4725037028
경상북도 상주시 모동면 덕곡리,23,146,490,47,139,225,4725038021
경상북도 상주시 모동면 용호리,3,29,26,29,41,35,4725038023
경상북도 상주시 모동면 반계리,10,70,483,39,109,117,4725038027
경상북도 상주시 모동면 신흥리,2,53,300,18,137,63,4725038029
경상북도 상주시 모서면 도안리,15,64,42,27,77,128,4725039022
경상북도 상주시 모서면 석산리,13,60,42,103,67,155,4725039025
경상북도 구미시 무을면 웅곡리,9,38,91,57,82,104,4719031029
경기도 파주시 교하동,12,4,0,5,0,98,4148010700
경기도 파주시 야당동,0,137,0,68,17,109,4148010800
경기도 파주시 상지석동,10,94,0,65,15,246,4148011100
경기도 파주시 산남동,0,37,34,29,0,122,4148011200
경기도 파주시 동패동,0,1,6,7,4,4,4148011300
경기도 파주시 당하동,0,19,0,13,0,98,4148011400
경기도 파주시 문발동,217,24,0,0,0,182,4148011500
경기도 파주시 송촌동,72,42,0,42,0,118,4148011600
경기도 파주시 목동동,0,5,0,7,0,9,4148011700
경기도 파주시 서패동,0,17,12,9,19,30,4148011900
경상남도 밀양시 무안면 연상리,12,31,182,40,222,92,4827038033
경상남도 밀양시 무안면 모로리,9,20,93,12,88,85,4827038035
경상남도 밀양시 무안면 웅동리,8,24,365,39,201,84,4827038038
경상남도 밀양시 청도면,142,236,2826,287,1578,714,4827039000
경상남도 밀양시 청도면 두곡리,14,47,286,57,241,82,4827039023
경상남도 밀양시 청도면 고법리,22,34,174,30,136,151,4827039026
세종특별자치시  부강면 등곡리,10,93,219,24,95,52,3611033026
충청북도 보은군 속리산면,236,633,6470,115,1557,222,4372031500
경상남도 창원시마산합포구 진북면 대평리,2,8,4,8,15,45,4812533024
경상남도 창원시마산합포구 진북면 이목리,0,17,39,4,30,36,4812533025
경상남도 창원시마산합포구 진북면 금산리,2,7,183,16,88,42,4812533026
경상남도 창원시마산합포구 진북면 영학리,8,14,252,40,127,51,4812533027
경상남도 창원시마산합포구 진북면 부산리,5,11,74,3,96,52,4812533028
경상남도 창원시마산합포구 진북면 덕곡리,2,10,11,15,21,14,4812533029
경상남도 창원시마산합포구 진북면 신촌리,6,27,45,10,55,51,4812533030
경상남도 창원시마산합포구 진북면 망곡리,10,30,162,9,56,65,4812533031
경상남도 창원시마산합포구 진북면 부평리,3,18,66,9,12,35,4812533032
경상남도 창원시마산합포구 진북면 추곡리,14,17,375,14,48,70,4812533033
제주특별자치도 서귀포시 성산읍 온평리,4,294,717,0,15,0,5013025926
제주특별자치도 서귀포시 성산읍 신산리,5,376,318,12,43,0,5013025927
제주특별자치도 서귀포시 성산읍 삼달리,6,566,571,0,53,0,5013025928
제주특별자치도 서귀포시 성산읍 신풍리,14,397,384,4,22,0,5013025929
제주특별자치도 서귀포시 성산읍 신천리,8,213,143,0,0,0,5013025930
제주특별자치도 서귀포시 성산읍 난산리,2,387,824,7,355,0,5013025931
제주특별자치도 서귀포시 안덕면,1180,4000,1079,289,3921,79,5013031000
제주특별자치도 서귀포시 안덕면 화순리,82,266,10,7,161,19,5013031021
제주특별자치도 서귀포시 안덕면 창천리,6,180,67,55,70,7,5013031022
경상남도 창원시진해구 화천동,0,0,0,0,0,6,4812913100
경상남도 창원시진해구 송학동,0,0,0,0,0,5,4812913200
경상남도 창원시진해구 대흥동,0,0,0,0,0,3,4812913300
경상남도 창원시진해구 평안동,0,0,0,0,0,2,4812913400
경상남도 창원시진해구 충무동,0,3,0,1,0,14,4812913500
경상남도 창원시진해구 인사동,0,3,0,0,1,1,4812913600
경상남도 창원시진해구 여좌동,3,49,0,0,1,81,4812913700
경상남도 창원시진해구 태백동,2,50,312,25,61,8,4812913800
경상남도 창원시진해구 경화동,55,69,99,21,31,112,4812913900
경상남도 창원시진해구 석동,2,45,47,29,43,85,4812914000
경상남도 창원시진해구 이동,3,27,0,0,0,59,4812914100
서울특별시 광진구 자양동,130,199,0,19,0,113,1121510500
서울특별시 구로구 오류동,0,74,5,31,48,68,1153010800
서울특별시 구로구 천왕동,2,49,3,28,36,33,1153011100
서울특별시 금천구 시흥동,20,124,102,94,143,147,1154510300
서울특별시 동대문구,63,225,2,1,472,661,1123000000
서울특별시 동작구 노량진동,3,20,0,13,21,90,1159010100
서울특별시 마포구 구수동,0,4,0,0,0,1,1144011300
서울특별시 마포구 신정동,5,4,0,0,0,2,1144011700
서울특별시 서대문구 봉원동,0,4,7,4,28,0,1141011500
서울특별시 서대문구 북가좌동,9,103,0,8,0,20,1141011900
서울특별시 서대문구 옥천동,0,2,0,2,1,1,1141010700
충청남도 당진시 사기소동,1,75,12,132,209,94,4427011000
경기도 양평군 지평면 무왕리,1,128,200,25,409,86,4183039525
경기도 양평군 지평면 일신리,17,193,564,49,755,215,4183039526
경기도 양평군 지평면 대평리,17,67,266,20,313,78,4183039527
경기도 양평군 지평면 곡수리,7,46,0,76,40,87,4183039528
경기도 양평군 지평면 수곡리,8,87,121,100,104,160,4183039529
경기도 양평군 지평면 옥현리,9,117,128,82,359,179,4183039530
경기도 평택시 포승읍,1744,1478,79,546,240,2733,4122025600
경기도 평택시 포승읍 내기리,1,110,0,62,4,114,4122025621
경기도 평택시 포승읍 도곡리,6,156,0,84,25,379,4122025622
경기도 평택시 포승읍 원정리,626,157,77,111,127,600,4122025623
경기도 평택시 포승읍 만호리,162,94,0,60,1,235,4122025624
경기도 평택시 포승읍 희곡리,6,172,0,36,2,188,4122025625
전라남도 함평군 대동면 향교리,5,126,72,75,80,106,4686035026
전라남도 함평군 대동면 연암리,45,100,221,89,246,59,4686035032
전라남도 함평군 나산면 수하리,18,56,123,24,163,89,4686036022
