bjd_Nm,crush_Stone_Area,etc_Area,except_Area,low_Moist_Area,none_Area,rock_Area,salt_Area,sand_Area,slope_Area,spaicd_Area,stdg_Cd,stone_Power_Area,unripe_Area,volcano_Area
경상남도 밀양시 상남면 조음리,0,6,254,0,22,0,0,13,37,0,4827036027,42,20,0
경상남도 밀양시 초동면,0,323,2574,9,620,0,0,93,864,0,4827037000,65,303,0
경상남도 밀양시 초동면 범평리,0,1,39,0,63,0,0,2,31,0,4827037022,3,8,0
경상남도 밀양시 초동면 금포리,0,1,143,0,86,0,0,0,99,0,4827037027,0,2,0
경상남도 밀양시 초동면 신월리,0,13,136,9,20,0,0,8,44,0,4827037030,0,2,0
경상남도 밀양시 무안면,0,225,7708,2,166,0,0,250,952,0,4827038000,588,197,0
충청남도 당진시 구룡동,0,5,353,17,0,0,0,41,85,0,4427011100,0,33,0
충청남도 당진시 합덕읍,0,151,699,151,1626,0,49,1686,630,0,4427025000,0,121,0
충청남도 당진시 합덕읍 운산리,0,13,69,4,58,0,0,130,109,0,4427025021,0,44,0
충청남도 당진시 합덕읍 도곡리,0,1,172,43,0,0,0,125,49,0,4427025022,0,6,0
충청남도 당진시 합덕읍 소소리,0,6,203,10,0,0,0,125,80,0,4427025023,0,11,0
충청남도 당진시 합덕읍 석우리,0,12,173,94,23,0,0,312,126,0,4427025024,0,3,0
충청남도 당진시 합덕읍 성동리,0,9,13,0,121,0,0,66,47,0,4427025025,0,0,0
충청남도 당진시 합덕읍 대합덕리,0,3,0,0,141,0,0,114,24,0,4427025026,0,8,0
충청남도 당진시 합덕읍 대전리,0,10,57,0,0,0,0,130,150,0,4427025027,0,37,0
충청남도 당진시 합덕읍 도리,0,3,0,0,172,0,0,0,0,0,4427025028,0,0,0
충청남도 당진시 합덕읍 신리,0,5,0,0,127,0,0,84,21,0,4427025029,0,6,0
충청남도 당진시 합덕읍 옥금리,0,20,0,0,75,0,27,132,0,0,4427025030,0,0,0
경기도 평택시 포승읍 신영리,0,833,10,3,76,0,0,83,133,0,4122025626,0,82,0
경기도 평택시 포승읍 방림리,0,0,19,17,26,0,0,18,117,0,4122025627,0,67,0
경기도 평택시 포승읍 석정리,0,4,55,11,192,0,61,64,238,0,4122025628,0,93,0
경기도 평택시 포승읍 홍원리,0,106,191,6,186,0,244,93,142,0,4122025629,0,53,0
서울특별시 강동구 강일동,0,14,7,0,0,0,0,106,32,0,1174011000,0,67,0
충청북도 충주시 금릉동,0,46,93,20,17,0,0,33,55,0,4313012800,0,69,0
충청남도 천안시동남구 목천읍 신계리,0,2,243,28,0,0,0,73,37,0,4413125033,0,6,0
충청남도 천안시동남구 목천읍 천정리,0,4,116,34,0,0,0,29,37,0,4413125034,0,1,0
충청남도 천안시동남구 목천읍 응원리,0,0,216,24,0,0,0,29,31,0,4413125035,0,0,0
충청남도 천안시동남구 목천읍 삼성리,0,1,184,14,0,0,0,44,42,0,4413125036,0,5,0
충청남도 천안시동남구 목천읍 도장리,0,1,354,7,0,0,0,72,41,0,4413125037,26,9,0
충청남도 천안시동남구 목천읍 소사리,0,7,297,14,0,0,0,42,43,0,4413125038,14,3,0
충청남도 천안시동남구 풍세면,0,150,1256,169,226,0,0,543,458,0,4413131000,51,181,0
충청남도 천안시동남구 풍세면 풍서리,0,18,117,26,23,0,0,62,57,0,4413131021,9,29,0
충청남도 천안시동남구 풍세면 가송리,0,16,101,44,62,0,0,38,36,0,4413131022,0,11,0
충청남도 천안시동남구 풍세면 미죽리,0,4,219,14,13,0,0,45,63,0,4413131023,1,19,0
충청남도 천안시동남구 풍세면 두남리,0,6,103,15,3,0,0,48,36,0,4413131024,0,1,0
경상남도 창원시의창구 동읍 용잠리,0,10,108,49,16,0,0,27,34,0,4812125032,0,42,0
경상남도 창원시의창구 동읍 신방리,0,50,54,16,2,0,0,23,62,0,4812125033,0,33,0
경상남도 창원시의창구 동읍 다호리,0,5,51,2,0,0,0,1,35,0,4812125034,0,25,0
경상남도 창원시의창구 동읍 월잠리,0,168,57,2,70,0,0,0,38,0,4812125035,0,50,0
경상남도 창원시의창구 동읍 화양리,0,26,256,49,0,0,0,19,151,0,4812125036,6,7,0
경상남도 창원시의창구 동읍 석산리,0,134,113,11,0,0,0,0,76,0,4812125037,0,5,0
경상남도 창원시의창구 동읍 금산리,0,56,206,11,17,0,0,0,81,0,4812125038,0,13,0
경상남도 창원시의창구 동읍 봉곡리,0,18,297,0,34,0,0,0,73,0,4812125039,16,35,0
경상북도 경산시 남천면 구일리,0,8,239,0,0,0,0,16,5,0,4729037021,21,1,0
경기도 김포시 양촌읍 누산리,0,230,12,0,113,0,0,400,21,0,4157025622,0,30,0
경기도 김포시 양촌읍 석모리,0,0,37,0,127,0,0,2,135,0,4157025623,0,59,0
경기도 김포시 양촌읍 구래리,0,0,72,0,53,0,0,0,96,0,4157025624,0,58,0
경기도 김포시 양촌읍 대포리,0,5,62,0,9,0,0,57,42,0,4157025625,0,2,0
경기도 김포시 양촌읍 학운리,0,32,166,0,315,0,0,199,115,0,4157025626,0,100,0
경기도 김포시 양촌읍 유현리,0,0,69,0,52,0,0,0,78,0,4157025627,0,64,0
경기도 김포시 양촌읍 흥신리,0,3,18,0,157,0,0,2,44,0,4157025628,0,25,0
경상남도 합천군 묘산면 봉곡리,0,2,190,0,0,0,0,0,67,0,4889032032,0,0,0
경기도 파주시 금릉동,0,12,15,0,70,0,0,10,5,0,4148012300,6,1,0
충청남도 당진시 대호지면 적서리,0,352,322,69,25,0,575,1,74,0,4427033023,0,12,0
충청남도 당진시 대호지면 도이리,0,43,499,23,0,0,277,40,91,0,4427033024,0,17,0
충청남도 당진시 대호지면 두산리,0,15,476,10,0,0,62,15,144,0,4427033025,0,33,0
충청남도 당진시 대호지면 장정리,0,1,242,46,0,0,0,3,66,0,4427033026,0,31,0
충청남도 당진시 대호지면 마중리,0,0,254,0,0,0,0,3,111,0,4427033027,0,11,0
충청남도 당진시 대호지면 송전리,0,0,275,37,0,0,20,23,59,0,4427033028,8,34,0
충청남도 당진시 대호지면 출포리,0,69,236,15,0,0,148,17,67,0,4427033029,0,6,0
충청남도 당진시 정미면,0,87,2833,296,102,0,96,408,751,0,4427034000,20,354,0
충청남도 당진시 정미면 천의리,0,2,428,32,0,0,72,14,95,0,4427034021,0,25,0
충청남도 당진시 정미면 승산리,0,11,142,5,0,0,23,46,22,0,4427034022,2,13,0
충청남도 당진시 정미면 대조리,0,0,121,6,0,0,0,0,49,0,4427034023,0,23,0
충청남도 천안시동남구 성남면 봉양리,0,7,175,34,0,0,0,207,79,0,4413134022,0,46,0
충청남도 천안시동남구 성남면 대흥리,0,8,112,41,0,0,0,69,96,0,4413134023,0,52,0
충청남도 천안시동남구 성남면 대정리,0,13,239,4,0,0,0,59,50,0,4413134024,0,0,0
충청남도 천안시동남구 성남면 석곡리,0,9,38,46,0,0,0,34,54,0,4413134025,5,47,0
충청남도 천안시동남구 성남면 용원리,0,6,231,47,0,0,0,78,78,0,4413134026,0,7,0
충청남도 천안시동남구 성남면 신사리,0,7,128,35,0,0,0,95,108,0,4413134027,0,6,0
충청남도 천안시동남구 성남면 대화리,0,7,78,23,8,0,0,57,21,0,4413134028,0,3,0
충청남도 천안시동남구 성남면 화성리,0,10,130,4,11,0,0,78,49,0,4413134029,0,2,0
충청남도 천안시동남구 수신면,0,99,1145,287,23,0,0,600,368,0,4413135000,5,67,0
충청남도 천안시동남구 수신면 속창리,0,6,55,37,4,0,0,37,34,0,4413135021,0,0,0
충청남도 천안시동남구 수신면 신풍리,0,2,151,43,0,0,0,71,45,0,4413135022,0,18,0
광주광역시 북구,0,359,5311,32,1420,0,0,808,3109,0,2917000000,163,740,0
광주광역시 서구 벽진동,0,0,2,0,0,0,0,0,9,0,2914012900,0,8,0
전라남도 무안군 삼향읍,0,249,2338,113,560,0,2,229,903,0,4684025600,2,135,0
전라남도 무안군 삼향읍 임성리,0,7,219,0,23,0,0,0,96,0,4684025621,0,12,0
충청북도 청주시청원구 내수읍 저곡리,0,0,83,0,0,0,0,24,22,0,4311425029,1,21,0
충청북도 청주시청원구 내수읍 우산리,0,7,146,3,0,0,0,54,45,0,4311425030,8,35,0
충청북도 청주시청원구 내수읍 초정리,0,2,202,0,0,0,0,54,27,0,4311425031,1,12,0
충청북도 청주시청원구 내수읍 비중리,0,0,14,1,0,0,0,36,10,0,4311425032,10,15,0
충청북도 청주시청원구 내수읍 구성리,0,0,164,18,0,0,0,81,55,0,4311425033,0,3,0
충청북도 청주시청원구 내수읍 국동리,0,2,213,0,0,0,0,20,33,0,4311425034,0,0,0
충청북도 청주시청원구 내수읍 묵방리,0,11,235,42,0,0,0,125,49,0,4311425035,0,4,0
충청북도 청주시청원구 내수읍 은곡리,0,3,98,19,0,0,0,78,21,0,4311425036,0,1,0
충청북도 청주시청원구 내수읍 원통리,0,2,120,33,0,0,0,100,63,0,4311425037,0,9,0
충청북도 청주시청원구 내수읍 신안리,0,20,21,31,18,0,0,29,3,0,4311425038,3,13,0
충청북도 청주시청원구 내수읍 입동리,0,9,65,21,10,0,0,48,34,0,4311425039,0,21,0
충청북도 청주시청원구 내수읍 입상리,0,10,37,10,0,0,0,60,17,0,4311425040,0,11,0
충청북도 청주시청원구 내수읍 학평리,0,8,51,15,0,0,0,55,29,0,4311425041,0,12,0
충청북도 청주시청원구 오창읍,0,485,3838,314,189,0,0,2091,884,0,4311425300,29,200,0
충청북도 청주시청원구 오창읍 여천리,0,45,237,0,0,0,0,84,21,0,4311425321,0,25,0
충청북도 청주시청원구 오창읍 화산리(華山),0,11,73,0,0,0,0,87,11,0,4311425322,0,4,0
충청북도 청주시청원구 오창읍 유리,0,28,25,0,0,0,0,68,7,0,4311425323,0,16,0
충청북도 청주시청원구 오창읍 일신리,0,7,40,0,0,0,0,35,11,0,4311425324,0,22,0
충청북도 청주시청원구 오창읍 모정리,0,5,52,2,0,0,0,28,21,0,4311425325,0,8,0
충청북도 청주시청원구 오창읍 학소리,0,35,13,0,0,0,0,81,8,0,4311425326,17,13,0
충청북도 청주시청원구 오창읍 원리,0,2,197,0,0,0,0,43,60,0,4311425327,2,2,0
충청북도 청주시청원구 오창읍 복현리,0,10,161,0,0,0,0,72,43,0,4311425328,1,2,0
충청북도 청주시청원구 오창읍 양지리,0,1,88,0,0,0,0,9,27,0,4311425329,0,1,0
충청북도 청주시청원구 오창읍 장대리,0,3,13,0,10,0,0,64,1,0,4311425330,0,2,0
충청북도 청주시청원구 오창읍 창리,0,0,18,0,0,0,0,25,5,0,4311425331,0,0,0
충청북도 청주시청원구 오창읍 주성리,0,4,81,9,0,0,0,33,17,0,4311425332,0,4,0
충청북도 청주시청원구 오창읍 송대리,0,0,64,22,0,0,0,40,11,0,4311425333,0,0,0
충청북도 청주시청원구 오창읍 도암리,0,35,7,3,10,0,0,76,0,0,4311425334,0,0,0
충청북도 청주시청원구 오창읍 괴정리,0,21,49,0,63,0,0,76,27,0,4311425335,0,5,0
충청북도 청주시청원구 오창읍 가곡리,0,14,42,11,26,0,0,80,9,0,4311425336,0,0,0
충청북도 청주시청원구 오창읍 석우리,0,12,10,7,20,0,0,40,3,0,4311425337,0,0,0
충청북도 청주시청원구 오창읍 상평리,0,0,16,7,0,0,0,22,14,0,4311425338,0,1,0
충청북도 청주시청원구 오창읍 기암리,0,0,24,5,0,0,0,23,8,0,4311425339,0,1,0
충청북도 청주시청원구 오창읍 탑리,0,45,34,12,0,0,0,124,0,0,4311425340,0,12,0
충청북도 청주시청원구 오창읍 농소리,0,0,52,13,0,0,0,22,11,0,4311425341,0,4,0
충청북도 청주시청원구 오창읍 신평리,0,31,65,3,39,0,0,102,14,0,4311425342,0,14,0
충청북도 청주시청원구 오창읍 중신리,0,2,33,4,17,0,0,39,13,0,4311425343,0,16,0
충청북도 청주시청원구 오창읍 각리,0,3,75,47,2,0,0,75,39,0,4311425344,0,19,0
충청북도 청주시청원구 오창읍 양청리,0,7,224,38,0,0,0,93,51,0,4311425345,0,11,0
충청북도 청주시청원구 오창읍 구룡리,0,2,128,0,0,0,0,23,45,0,4311425346,0,6,0
충청북도 청주시청원구 오창읍 성산리,0,71,405,14,0,0,0,96,99,0,4311425347,0,8,0
충청북도 청주시청원구 오창읍 후기리,0,6,375,2,0,0,0,74,87,0,4311425348,2,0,0
충청북도 청주시청원구 오창읍 용두리,0,18,139,16,0,0,0,34,35,0,4311425349,0,3,0
충청북도 청주시청원구 오창읍 화산리(花山),0,1,113,2,0,0,0,31,36,0,4311425350,0,0,0
충청북도 청주시청원구 오창읍 가좌리,0,18,361,19,0,0,0,132,61,0,4311425351,0,0,0
충청북도 청주시청원구 오창읍 두릉리,0,1,211,11,0,0,0,79,48,0,4311425352,0,0,0
충청북도 청주시청원구 오창읍 성재리,0,37,287,42,0,0,0,122,26,0,4311425353,1,1,0
충청북도 청주시청원구 오창읍 백현리,0,11,119,26,0,0,0,58,16,0,4311425354,7,0,0
충청북도 청주시청원구 북이면,0,242,1440,534,159,0,0,1532,681,0,4311431000,8,141,0
충청북도 청주시청원구 북이면 신기리,0,4,12,33,1,0,0,42,10,0,4311431021,0,0,0
충청북도 청주시청원구 북이면 신대리,0,6,9,15,0,0,0,39,32,0,4311431022,0,2,0
충청북도 청주시청원구 북이면 현암리,0,0,13,9,0,0,0,82,66,0,4311431023,0,0,0
충청북도 청주시청원구 북이면 서당리,0,5,29,33,0,0,0,42,11,0,4311431024,0,1,0
충청북도 청주시청원구 북이면 대길리,0,1,84,13,0,0,0,59,16,0,4311431025,0,0,0
충청북도 청주시청원구 북이면 석화리,0,12,51,17,0,0,0,53,16,0,4311431026,0,1,0
충청북도 청주시청원구 북이면 영하리,0,6,60,22,0,0,0,52,38,0,4311431027,0,10,0
충청북도 청주시청원구 북이면 선암리,0,2,108,6,0,0,0,31,25,0,4311431028,0,0,0
충청북도 청주시청원구 북이면 호명리,0,3,176,22,0,0,0,31,47,0,4311431029,5,0,0
충청북도 청주시청원구 북이면 부연리,0,7,140,3,5,0,0,45,37,0,4311431030,0,0,0
충청북도 청주시청원구 북이면 토성리,0,0,52,11,0,0,0,37,28,0,4311431031,0,0,0
충청북도 청주시청원구 북이면 장재리,0,2,5,4,12,0,0,71,31,0,4311431032,0,10,0
충청북도 청주시청원구 북이면 금암리,0,0,16,13,0,0,0,99,35,0,4311431033,0,21,0
충청북도 청주시청원구 북이면 광암리,0,0,79,0,0,0,0,33,13,0,4311431034,2,1,0
충청북도 청주시청원구 북이면 금대리,0,0,39,9,0,0,0,17,26,0,4311431035,0,0,0
충청북도 청주시청원구 북이면 옥수리,0,8,57,46,1,0,0,55,43,0,4311431036,0,11,0
충청북도 청주시청원구 북이면 내추리,0,0,30,17,0,0,0,41,4,0,4311431037,0,14,0
충청북도 청주시청원구 북이면 추학리,0,14,79,44,0,0,0,53,10,0,4311431038,0,5,0
충청북도 청주시청원구 북이면 장양리,0,7,62,44,0,0,0,126,47,0,4311431039,0,21,0
충청북도 청주시청원구 북이면 용계리,0,5,20,43,0,0,0,61,33,0,4311431040,0,9,0
충청북도 청주시청원구 북이면 대율리,0,6,58,32,3,0,0,66,26,0,4311431041,0,4,0
충청북도 청주시청원구 북이면 석성리,0,37,29,16,18,0,0,90,8,0,4311431042,0,4,0
충청북도 청주시청원구 북이면 내둔리,0,3,60,27,0,0,0,82,22,0,4311431043,0,19,0
충청북도 청주시청원구 북이면 화상리,0,103,46,7,63,0,0,152,12,0,4311431044,0,7,0
경기도 용인시처인구 모현읍 오산리,0,4,688,0,0,0,0,53,27,0,4146125328,17,7,0
경기도 용인시처인구 이동읍,0,432,5268,4,15,0,0,1180,367,0,4146125600,201,123,0
경기도 용인시처인구 이동읍 송전리,0,75,256,0,0,0,0,181,26,0,4146125621,4,3,0
경기도 용인시처인구 이동읍 어비리,0,243,492,1,0,0,0,144,38,0,4146125622,0,6,0
경기도 용인시처인구 이동읍 묘봉리,0,10,514,4,0,0,0,154,40,0,4146125623,3,12,0
경기도 용인시처인구 이동읍 화산리,0,9,406,0,0,0,0,70,16,0,4146125624,52,4,0
경기도 용인시처인구 이동읍 시미리,0,17,200,0,15,0,0,103,40,0,4146125625,16,21,0
경기도 용인시처인구 이동읍 덕성리,0,17,407,0,0,0,0,89,96,0,4146125626,27,48,0
경기도 용인시처인구 이동읍 묵리,0,32,1192,0,0,0,0,176,29,0,4146125627,19,7,0
경기도 용인시처인구 이동읍 천리,0,21,653,0,0,0,0,149,53,0,4146125628,29,19,0
경기도 용인시처인구 이동읍 서리,0,8,1149,0,0,0,0,115,30,0,4146125629,51,1,0
경기도 화성시 중동,0,10,525,0,0,0,0,16,28,0,4159013200,13,0,0
경기도 화성시 신동,0,20,597,1,0,0,0,65,71,0,4159013300,55,0,0
경기도 화성시 목동,0,4,112,0,0,0,0,33,24,0,4159013400,21,0,0
경기도 화성시 산척동,0,3,227,0,0,0,0,43,45,0,4159013500,6,0,0
경기도 화성시 장지동,0,11,412,18,0,0,0,77,115,0,4159013600,19,2,0
경기도 화성시 송동,0,19,52,2,1,0,0,34,31,0,4159013700,0,9,0
경기도 화성시 방교동,0,39,16,0,86,0,0,110,13,0,4159013800,11,7,0
경기도 화성시 금곡동,0,0,89,8,0,0,0,104,14,0,4159013900,5,1,0
충청북도 단양군 매포읍 응실리,0,1,662,0,0,0,0,23,42,0,4380025336,13,5,0
울산광역시 울주군 청량읍,0,393,4042,82,285,0,0,63,991,0,3171026200,10,155,0
울산광역시 울주군 청량읍 덕하리,0,17,359,0,49,0,0,12,95,0,3171026221,3,24,0
울산광역시 울주군 청량읍 동천리,0,48,291,0,51,0,0,3,76,0,3171026222,5,9,0
울산광역시 울주군 청량읍 상남리,0,21,160,38,77,0,0,1,97,0,3171026223,0,54,0
울산광역시 울주군 청량읍 개곡리,0,14,258,8,49,0,0,2,72,0,3171026224,0,17,0
울산광역시 울주군 청량읍 중리,0,189,524,0,0,0,0,0,87,0,3171026225,0,6,0
울산광역시 울주군 청량읍 문죽리,0,35,553,0,20,0,0,5,175,0,3171026226,0,7,0
울산광역시 울주군 청량읍 삼정리,0,10,650,0,0,0,0,0,124,0,3171026227,0,20,0
울산광역시 울주군 청량읍 율리,0,16,938,0,0,0,0,37,148,0,3171026228,1,6,0
울산광역시 울주군 청량읍 용암리,0,43,306,36,40,0,0,4,113,0,3171026229,0,11,0
경기도 남양주시 퇴계원읍,0,25,133,10,0,0,0,83,55,0,4136026500,3,21,0
경기도 남양주시 퇴계원읍 퇴계원리,0,25,133,10,0,0,0,83,55,0,4136026521,3,21,0
경상북도 경산시 압량읍,0,133,485,0,434,0,0,237,362,0,4729025600,6,172,0
경상북도 경산시 압량읍 부적리,0,8,48,0,16,0,0,17,36,0,4729025621,0,6,0
경상북도 경산시 압량읍 신대리,0,3,37,0,0,0,0,0,67,0,4729025622,0,3,0
경상북도 경산시 압량읍 압량리,0,6,27,0,0,0,0,0,26,0,4729025623,0,25,0
경상북도 경산시 압량읍 용암리,0,11,0,0,20,0,0,20,10,0,4729025624,0,2,0
경상북도 경산시 압량읍 금구리,0,31,12,0,89,0,0,78,0,0,4729025625,3,33,0
경상북도 경산시 압량읍 현흥리,0,9,0,0,151,0,0,3,0,0,4729025626,0,42,0
경상북도 경산시 압량읍 인안리,0,0,6,0,39,0,0,0,25,0,4729025627,0,20,0
경상북도 경산시 압량읍 의송리,0,17,22,0,4,0,0,0,44,0,4729025628,0,6,0
경상북도 경산시 압량읍 신촌리,0,7,0,0,72,0,0,12,8,0,4729025629,0,0,0
경상북도 경산시 압량읍 내리,0,3,57,0,0,0,0,21,18,0,4729025630,0,9,0
경상북도 경산시 압량읍 가일리,0,8,60,0,0,0,0,5,37,0,4729025631,3,5,0
경상북도 경산시 압량읍 당음리,0,8,68,0,0,0,0,8,42,0,4729025632,0,2,0
경상북도 경산시 압량읍 신월리,0,4,87,0,5,0,0,0,24,0,4729025633,0,4,0
경상북도 경산시 압량읍 백안리,0,6,0,0,0,0,0,29,0,0,4729025634,0,4,0
경상북도 경산시 압량읍 강서리,0,3,5,0,10,0,0,22,0,0,4729025635,0,6,0
경상북도 경산시 압량읍 당리리,0,7,52,0,29,0,0,24,24,0,4729025636,0,3,0
경상북도 상주시 사벌국면,0,359,2077,232,533,0,0,205,1731,0,4725032500,0,549,0
경상북도 상주시 사벌국면 덕담리,0,7,133,22,14,0,0,21,229,0,4725032521,0,68,0
경상북도 상주시 사벌국면 원흥리,0,26,7,72,238,0,0,59,35,0,4725032522,0,66,0
경상북도 상주시 사벌국면 두릉리,0,9,7,47,49,0,0,11,78,0,4725032523,0,46,0
경상북도 상주시 사벌국면 목가리,0,4,145,14,7,0,0,1,142,0,4725032524,0,24,0
경상북도 상주시 사벌국면 덕가리,0,29,430,10,8,0,0,13,110,0,4725032525,0,25,0
경상북도 상주시 사벌국면 용담리,0,7,124,39,16,0,0,8,138,0,4725032526,0,22,0
경상북도 상주시 사벌국면 묵상리,0,6,281,4,24,0,0,13,170,0,4725032527,0,19,0
경상북도 상주시 사벌국면 묵하리,0,18,129,9,20,0,0,5,108,0,4725032528,0,32,0
경상북도 상주시 사벌국면 매협리,0,68,14,3,60,0,0,8,114,0,4725032529,0,79,0
경상북도 상주시 사벌국면 매호리,0,20,238,0,8,0,0,14,91,0,4725032530,0,18,0
경상북도 상주시 사벌국면 퇴강리,0,116,172,2,3,0,0,37,34,0,4725032531,0,5,0
경상북도 상주시 사벌국면 엄암리,0,7,71,11,9,0,0,1,151,0,4725032532,0,56,0
경상북도 상주시 사벌국면 금흔리,0,9,72,0,4,0,0,14,78,0,4725032533,0,17,0
경상북도 상주시 사벌국면 화달리,0,17,64,0,24,0,0,3,105,0,4725032534,0,28,0
경상북도 상주시 사벌국면 삼덕리,0,16,192,0,50,0,0,0,147,0,4725032535,0,43,0
울산광역시 울주군 삼남읍,0,119,1554,0,30,0,0,33,428,0,3171026500,397,558,0
울산광역시 울주군 삼남읍 교동리,0,27,290,0,1,0,0,21,178,0,3171026521,70,83,0
울산광역시 울주군 삼남읍 상천리,0,14,58,0,0,0,0,3,43,0,3171026522,136,116,0
울산광역시 울주군 삼남읍 신화리,0,26,143,0,29,0,0,8,35,0,3171026523,44,122,0
울산광역시 울주군 삼남읍 방기리,0,15,330,0,0,0,0,0,127,0,3171026524,6,144,0
울산광역시 울주군 삼남읍 가천리,0,38,733,0,0,0,0,1,46,0,3171026525,141,94,0
전라남도 해남군 북일면,0,550,1561,29,47,0,304,29,1026,0,4682036000,39,540,0
전라남도 해남군 북일면 용일리,0,194,37,0,42,0,26,0,145,0,4682036026,0,35,0
전라남도 해남군 옥천면 영춘리,0,2,138,0,15,0,0,1,177,0,4682037021,15,69,0
전라남도 해남군 옥천면 신죽리,0,6,164,8,12,0,0,12,127,0,4682037024,0,14,0
전라남도 해남군 옥천면 용산리,0,10,16,0,0,0,0,4,128,0,4682037027,0,11,0
전라남도 해남군 옥천면 흑천리,0,3,79,17,28,0,0,2,117,0,4682037029,0,13,0
전라남도 해남군 옥천면 대산리,0,3,99,21,23,0,0,0,157,0,4682037031,0,11,0
전라남도 무안군 청계면 남성리,0,25,161,0,0,0,0,104,83,0,4684033024,0,24,0
전라남도 무안군 청계면 상마리,0,4,178,0,19,0,0,0,83,0,4684033027,0,46,0
전라남도 무안군 청계면 송현리,0,1,159,0,14,0,0,0,60,0,4684033032,0,62,0
전라남도 무안군 청계면 남안리,0,4,120,11,0,0,0,2,77,0,4684033035,0,19,0
전라남도 무안군 현경면 평산리,0,2,13,0,0,0,0,15,483,0,4684034023,0,120,0
전라남도 무안군 현경면 해운리,0,10,200,8,2,0,0,11,301,0,4684034026,0,203,0
전라남도 무안군 현경면 수양리,0,22,12,0,0,0,0,76,235,0,4684034028,0,60,0
전라남도 무안군 현경면 마산리,0,8,64,0,3,0,0,30,170,0,4684034031,0,43,0
전라남도 무안군 망운면 목서리,0,5,4,0,0,0,0,18,168,0,4684035022,0,53,0
전라남도 무안군 망운면 탄도리,0,3,9,0,0,0,0,0,32,0,4684035025,0,6,0
전라남도 무안군 해제면 용학리,0,62,13,0,104,0,0,30,173,0,4684036022,0,33,0
전라남도 무안군 해제면 양매리,0,14,22,0,13,0,37,56,182,0,4684036025,0,49,0
경상남도 창원시의창구 덕정동,0,0,0,0,0,0,0,0,0,0,4812111200,0,0,0
경상남도 창원시의창구 지귀동,0,0,22,0,0,0,0,0,1,0,4812111300,0,0,0
경상남도 창원시의창구 서곡동,0,0,12,0,0,0,0,1,5,0,4812111400,0,0,0
경상남도 창원시의창구 봉림동,0,3,227,0,5,0,0,12,45,0,4812111600,0,3,0
경상남도 창원시의창구 퇴촌동,0,4,199,0,0,0,0,5,42,0,4812111700,0,2,0
경상남도 창원시의창구 명곡동,0,0,118,7,0,0,0,4,17,0,4812111800,0,1,0
경상남도 창원시의창구 반계동,0,1,144,0,0,0,0,0,37,0,4812111900,1,0,0
경상북도 경산시 진량읍 문천리,0,56,145,0,0,0,0,0,71,0,4729025330,0,5,0
경상북도 경산시 진량읍 평사리(平沙),0,10,125,0,34,0,0,0,121,0,4729025332,0,6,0
경상북도 경산시 진량읍 시문리,0,19,74,0,0,0,0,0,31,0,4729025335,0,0,0
경상북도 경산시 진량읍 마곡리,0,11,192,0,0,0,0,0,60,0,4729025337,0,8,0
경상북도 경산시 진량읍 당곡리,0,14,42,0,10,0,0,0,29,0,4729025344,7,1,0
경상북도 경산시 와촌면 소월리,0,41,335,0,0,0,0,6,146,0,4729031021,0,59,0
경상북도 경산시 와촌면 시천리,0,14,4,0,80,0,0,20,0,0,4729031023,0,11,0
경상북도 경산시 와촌면 계전리,0,8,147,0,39,0,0,8,28,0,4729031027,2,33,0
경상북도 경산시 와촌면 박사리,0,8,91,0,8,0,0,43,21,0,4729031029,6,36,0
경상북도 경산시 와촌면 대한리,0,1,826,0,0,0,0,0,23,0,4729031031,0,6,0
경상북도 경산시 자인면 서부리,0,11,5,0,40,0,0,0,49,0,4729033022,0,13,0
경상북도 상주시 모서면 화현리,0,4,689,0,0,0,0,1,181,0,4725039028,9,17,0
경상북도 상주시 모서면 정산리,0,16,826,0,0,0,0,14,78,0,4725039031,49,31,0
경상북도 상주시 화동면 이소리,0,13,441,5,22,0,0,25,117,0,4725040021,23,50,0
경상북도 상주시 화동면 반곡리,0,2,416,0,0,0,0,5,159,0,4725040026,6,23,0
경상북도 상주시 화동면 평산리,0,1,185,0,0,0,0,19,50,0,4725040029,0,30,0
경상북도 상주시 화서면 상현리,0,3,244,0,0,0,0,0,63,0,4725041022,11,19,0
경상북도 상주시 화서면 금산리,0,5,246,0,38,0,0,0,132,0,4725041025,48,14,0
경상북도 상주시 화서면 율림리,0,8,165,2,21,0,0,0,136,0,4725041027,0,27,0
경상북도 상주시 화서면 봉촌리,0,5,167,0,14,0,0,5,123,0,4725041028,0,25,0
경상북도 상주시 화북면 용유리,0,14,831,0,0,0,0,18,33,0,4725042021,38,9,0
경상북도 상주시 화북면 입석리,0,19,1873,0,0,0,0,86,64,0,4725042024,32,23,0
경상북도 상주시 화북면 운흥리,0,23,760,9,0,0,0,50,84,0,4725042026,8,19,0
경상남도 거제시 동부면 가배리,0,17,454,0,0,0,5,0,53,0,4831032026,0,2,0
경상남도 거제시 남부면,0,104,2951,6,0,0,1,7,89,0,4831033000,32,6,0
경상남도 거제시 남부면 다포리,0,37,428,0,0,0,0,0,12,0,4831033023,7,2,0
경상남도 거제시 거제면 외간리,0,8,96,5,0,0,5,2,55,0,4831034024,4,12,0
경상남도 거제시 거제면 서상리,0,10,214,0,0,0,0,0,11,0,4831034027,7,0,0
경상남도 거제시 거제면 동상리,0,0,42,0,0,0,1,0,34,0,4831034029,48,0,0
