bjd_Nm,etc_Area,field_Grade1_Area,field_Grade2_Area,field_Grade3_Area,field_Grade4_Area,field_Grade5_Area,stdg_Cd
전라남도 순천시 별량면 송기리,4,0,1,44,62,100,4615039035
전라남도 순천시 별량면 죽산리,2,0,1,32,75,147,4615039036
전라남도 순천시 별량면 대룡리,19,0,2,140,255,954,4615039038
전라남도 나주시 석현동,16,3,19,80,1,0,4617011800
전라남도 나주시 남외동,0,0,20,10,0,0,4617012000
전라남도 강진군 도암면 항촌리,46,1,142,165,68,227,4681034030
전라남도 강진군 도암면 석문리,15,0,121,237,251,227,4681034031
전라남도 강진군 병영면 박동리,0,0,7,1,0,11,4681038023
전라남도 강진군 병영면 성동리,7,0,20,11,1,6,4681038024
전라남도 강진군 병영면 성남리,1,0,12,22,35,0,4681038026
전라남도 강진군 병영면 한학리,4,0,27,89,56,95,4681038027
전라남도 강진군 병영면 중고리,8,0,16,65,27,0,4681038029
전라남도 강진군 병영면 도룡리,11,3,22,65,21,281,4681038031
전라남도 강진군 병영면 삭양리,15,6,29,82,49,495,4681038032
전라남도 강진군 옴천면,62,1,91,565,216,2018,4681039000
전라남도 강진군 옴천면 황막리,5,0,41,116,38,559,4681039022
전라남도 광양시 광양읍 세풍리,301,0,21,443,42,154,4623025034
전라남도 광양시 태인동,196,0,6,85,15,304,4623010900
전라남도 광양시 금호동,1254,0,6,47,14,128,4623011000
전라남도 광양시 광양읍,514,45,357,1928,536,2081,4623025000
전라남도 광양시 광양읍 우산리,13,0,26,107,65,104,4623025021
전라남도 광양시 광양읍 칠성리,14,1,93,13,9,19,4623025023
전라남도 광양시 광양읍 목성리,21,4,41,146,3,0,4623025025
전라남도 광양시 광양읍 초남리,67,15,14,62,37,286,4623025026
전라남도 나주시 세지면 동곡리,11,0,32,200,47,3,4617031024
전라남도 나주시 세지면 죽동리,35,0,25,241,17,1,4617031025
전라남도 나주시 세지면 송제리,15,0,19,309,24,3,4617031026
전라남도 나주시 세지면 벽산리,3,0,28,78,36,15,4617031028
전라남도 나주시 세지면 성산리,12,1,49,159,154,73,4617031029
전라남도 나주시 왕곡면,133,0,280,1865,572,139,4617032000
전라남도 나주시 왕곡면 본양리,0,0,19,60,2,0,4617032022
전라남도 나주시 왕곡면 옥곡리,46,0,11,137,60,4,4617032023
전라남도 무안군 몽탄면 몽강리,108,0,6,23,78,69,4684032027
전라남도 무안군 몽탄면 약곡리,1,0,1,57,41,158,4684032028
전라남도 무안군 청계면 강정리,3,0,9,39,37,44,4684033029
전라남도 무안군 몽탄면 구산리,4,0,10,33,54,78,4684032031
전라남도 무안군 몽탄면 이산리,137,0,9,44,68,155,4684032032
전라남도 무안군 몽탄면 내리,6,0,12,102,55,177,4684032033
전라남도 무안군 몽탄면 학산리,29,0,16,42,82,121,4684032035
전라남도 무안군 일로읍 용산리,3,0,34,120,175,10,4684025327
전라남도 무안군 일로읍 산정리,31,0,37,106,155,10,4684025328
전라남도 무안군 일로읍 광암리,3,0,35,101,33,26,4684025329
전라남도 무안군 일로읍 복룡리,270,0,38,105,457,250,4684025331
전라남도 완도군 신지면 월양리,11,0,27,129,183,359,4689032024
전라남도 완도군 군외면,81,0,352,648,678,2511,4689031000
전라남도 완도군 노화읍,161,0,201,590,1087,1090,4689025600
전라남도 완도군 노화읍 이포리,5,0,21,18,100,140,4689025621
전라남도 완도군 노화읍 도청리,2,0,21,107,83,123,4689025622
충청남도 부여군 양화면 오량리,1,0,23,81,26,62,4476040024
충청남도 청양군 비봉면 양사리,21,0,35,198,201,107,4479039028
충청남도 홍성군 홍성읍,74,56,650,849,501,913,4480025000
충청남도 홍성군 홍성읍 대교리,8,1,38,42,0,60,4480025022
전라남도 영광군 군서면 가사리,6,2,11,143,59,26,4687034026
전라남도 영광군 불갑면 안맹리,9,0,4,97,38,129,4687033027
전라남도 영광군 불갑면 쌍운리,1,0,5,70,45,115,4687033028
전라남도 영광군 불갑면 건무리,4,0,27,44,49,141,4687033029
전라남도 영광군 불갑면 응봉리,1,0,0,47,96,41,4687033031
전라남도 영광군 묘량면 운당리,12,1,26,252,35,58,4687032023
전라남도 영광군 염산면 봉남리,115,0,40,524,191,468,4687036023
전라남도 영광군 염산면 송암리,39,0,38,45,61,270,4687036025
전라남도 영광군 염산면 두우리,65,0,13,37,126,348,4687036027
전라남도 영광군 염산면 오동리,78,0,16,266,213,440,4687036028
전라남도 영광군 법성면,148,1,74,1592,737,904,4687037000
전라남도 영광군 법성면 진내리,24,0,6,44,48,28,4687037021
경기도 평택시 오성면 길음리,46,0,45,114,86,0,4122034027
경기도 평택시 오성면 당거리,168,0,7,150,13,5,4122034028
경기도 평택시 오성면 창내리,69,0,0,571,0,5,4122034029
경기도 동두천시 송내동,12,44,51,76,29,254,4125010100
경기도 동두천시 지행동,5,26,63,72,40,110,4125010200
경기도 동두천시 광암동,0,31,51,79,51,628,4125010400
전라남도 장성군 동화면 구림리,5,1,14,125,76,69,4688033024
전라남도 장성군 삼서면 홍정리,9,0,14,75,81,34,4688034033
전라남도 장성군 동화면 남산리,7,0,28,131,140,132,4688033026
전라남도 장성군 동화면 구룡리,6,0,20,91,97,135,4688033028
전라남도 장성군 동화면 송계리,3,0,19,74,49,117,4688033029
경상북도 김천시 부곡동,8,0,25,131,95,247,4715011400
경상북도 김천시 지좌동,76,2,26,73,64,262,4715011500
경상북도 김천시 대광동,20,1,17,143,97,130,4715011700
경상북도 김천시 응명동,0,0,14,111,104,52,4715011800
경상북도 김천시 아포읍,265,25,568,1576,834,2043,4715025000
경상북도 김천시 아포읍 인리,10,0,97,184,72,63,4715025021
경상북도 김천시 아포읍 예리,6,0,74,127,79,60,4715025023
경상북도 김천시 아포읍 지리,23,9,24,106,22,95,4715025024
경기도 고양시덕양구 덕은동,91,19,99,40,128,29,4128113100
경기도 고양시덕양구 향동동,0,0,106,29,34,159,4128113200
경상북도 김천시 개령면 광천리,45,7,28,130,23,165,4715034027
경상북도 김천시 감문면,162,9,257,1260,1246,3003,4715035000
경상북도 김천시 감문면 보광리,2,0,4,60,44,61,4715035021
경상북도 김천시 감문면 구야리,10,0,25,96,54,41,4715035023
경상북도 김천시 감문면 은림리,13,0,32,81,50,66,4715035024
경상북도 김천시 감문면 문무리,4,0,15,98,150,402,4715035026
경상북도 김천시 감문면 남곡리,5,0,17,54,117,264,4715035027
경상북도 김천시 남면 부상리,11,0,12,96,199,887,4715032025
전라남도 목포시 창평동,0,0,0,2,0,0,4611011000
전라남도 목포시 명륜동,0,0,0,3,0,0,4611011100
전라남도 목포시 죽동,0,0,7,2,0,0,4611011200
전라남도 목포시 무안동,0,0,0,3,0,0,4611011300
전라남도 목포시 상락동1가,0,0,0,2,0,0,4611011500
전라남도 목포시 상락동2가,0,0,0,2,0,0,4611011600
전라남도 목포시 동명동,0,0,0,11,0,0,4611011800
전라남도 해남군 해남읍 남외리,6,0,73,26,17,4,4682025025
전라남도 해남군 해남읍 성내리,0,0,9,0,0,0,4682025026
전라남도 해남군 해남읍 수성리,0,0,23,0,2,3,4682025027
전라남도 해남군 송지면 학가리,13,0,20,108,67,182,4682034024
전라남도 해남군 현산면 만안리,5,0,27,99,79,323,4682033021
전라남도 해남군 현산면 구시리,49,0,82,233,195,905,4682033022
전라남도 해남군 현산면 덕흥리,11,0,51,137,115,476,4682033024
전라남도 해남군 현산면 일평리,14,0,56,130,53,207,4682033025
전라남도 해남군 현산면 백포리,102,0,10,216,104,242,4682033027
전라남도 해남군 현산면 황산리,11,0,132,193,94,545,4682033029
전라남도 해남군 현산면 구산리,13,0,20,103,38,27,4682033030
전라남도 해남군 현산면 월송리,21,0,176,224,227,400,4682033032
전라남도 신안군 안좌면 산두리,29,0,1,166,56,52,4691040023
전라남도 신안군 안좌면 대리,10,0,16,202,69,80,4691040024
전라남도 신안군 안좌면 자라리,24,0,3,174,125,163,4691040026
전라남도 신안군 안좌면 존포리,9,0,3,80,45,41,4691040027
전라남도 신안군 흑산면 예리,21,0,4,111,56,571,4691036022
전라남도 신안군 비금면 내월리,9,0,1,129,86,294,4691034031
전라남도 신안군 비금면 수대리,17,0,3,84,44,124,4691034032
전라남도 신안군 하의면 능산리,23,0,3,95,100,705,4691037026
전라남도 신안군 신의면,187,0,15,610,497,1909,4691038000
전라남도 신안군 신의면 상태서리,88,0,13,248,257,473,4691038021
전라남도 신안군 신의면 하태서리,16,0,1,107,109,458,4691038023
전라남도 신안군 신의면 하태동리,34,0,1,133,47,533,4691038024
전라남도 담양군 고서면,151,38,212,873,785,595,4671032000
전라남도 담양군 고서면 교산리,6,0,13,55,30,0,4671032021
전라남도 담양군 고서면 분향리,29,0,24,14,34,37,4671032023
전라남도 담양군 봉산면,174,23,127,783,717,118,4671031000
전라남도 곡성군 옥과면 율사리,15,0,26,49,28,31,4672037025
전라남도 곡성군 옥과면 무창리,14,13,85,84,11,5,4672037026
전라남도 담양군 담양읍 남산리,1,0,45,19,8,32,4671025026
전라남도 담양군 담양읍 향교리,8,0,6,14,31,12,4671025027
전라남도 담양군 담양읍 양각리,9,1,11,26,37,0,4671025029
전라남도 담양군 담양읍 강쟁리,28,7,50,82,147,0,4671025030
전라남도 담양군 담양읍 오계리,1,0,19,70,88,47,4671025032
전라남도 담양군 담양읍 학동리,16,0,36,83,74,150,4671025033
전라남도 담양군 금성면 봉서리,8,0,62,105,210,91,4671037027
전라남도 담양군 금성면 외추리,2,0,4,92,213,89,4671037029
전라남도 담양군 금성면 봉황리,5,0,4,97,71,217,4671037030
전라남도 담양군 용면 두장리,7,0,99,82,27,85,4671038021
전라남도 담양군 용면 통천리,3,0,104,55,7,55,4671038022
경상북도 칠곡군 가산면 석우리,17,3,43,75,127,710,4785033046
전라남도 무안군 현경면 용정리,9,0,89,305,48,0,4684034029
전라남도 무안군 현경면 오류리,9,0,54,341,64,20,4684034030
전라남도 무안군 현경면 가입리,6,0,15,83,48,0,4684034032
전라남도 무안군 망운면,166,0,265,1455,26,0,4684035000
전라남도 장성군 진원면 상림리,11,0,39,141,46,161,4688031028
전라남도 장성군 진원면 용산리,4,1,145,102,10,25,4688031029
전라남도 장성군 남면 분향리,16,0,65,287,6,19,4688032021
전라남도 장성군 남면 녹진리,14,0,50,166,9,76,4688032022
전라남도 장성군 남면 덕성리,11,0,75,134,8,64,4688032023
전라남도 장성군 삼계면 발산리,4,0,20,60,81,126,4688035026
전라남도 장성군 삼계면 수옥리,10,0,20,209,135,265,4688035027
전라남도 장성군 삼계면 수산리,3,0,10,88,87,93,4688035029
전라남도 장성군 삼계면 죽림리,12,0,16,165,67,313,4688035030
전라남도 장성군 삼계면 부성리,5,0,33,152,174,299,4688035032
전라남도 장성군 삼계면 신기리,7,0,11,113,179,212,4688035034
경상북도 김천시 남면 봉천리,23,17,50,218,124,314,4715032027
경상북도 김천시 남면 초곡리,33,6,15,87,55,151,4715032028
경상북도 김천시 남면 운남리,0,0,8,60,38,77,4715032030
경기도 남양주시 별내면 청학리,5,32,34,82,45,534,4136031021
경기도 남양주시 별내면 광전리,15,8,30,117,89,439,4136031023
경기도 남양주시 수동면,98,25,358,692,564,5552,4136034000
경기도 남양주시 수동면 운수리,14,7,61,66,36,220,4136034021
경상북도 김천시 조마면 신안리,44,0,23,94,57,198,4715040021
경상북도 김천시 조마면 강곡리,45,11,35,94,174,709,4715040023
경상북도 김천시 조마면 신곡리,10,0,14,86,178,1167,4715040024
경상북도 김천시 조마면 신왕리,13,2,52,79,141,963,4715040026
경상북도 김천시 조마면 대방리,16,0,33,112,263,1347,4715040027
경상북도 김천시 구성면 하강리,9,0,17,112,72,185,4715041021
경상북도 김천시 지례면 상부리,13,0,20,31,31,155,4715042022
경상북도 김천시 구성면 송죽리,44,4,30,113,80,428,4715041024
경상북도 김천시 구성면 광명리,57,0,11,99,135,309,4715041025
경상북도 김천시 구성면 금평리,35,0,23,73,187,593,4715041026
전라남도 여수시 호명동,6,0,0,320,139,617,4613015100
전라남도 목포시 중앙동3가,0,0,0,1,0,0,4611013800
전라남도 목포시 만호동,0,0,0,3,0,0,4611013900
전라남도 목포시 수강동1가,0,0,0,1,0,0,4611014000
전라남도 목포시 해안동1가,2,0,0,3,0,0,4611014200
전라남도 목포시 해안동2가,0,0,0,2,0,0,4611014300
전라남도 목포시 해안동4가,0,0,0,3,0,0,4611014500
전라남도 목포시 항동,1,0,0,7,0,0,4611014600
전라남도 목포시 중동2가,0,0,0,1,0,0,4611014800
전라남도 여수시 덕충동,26,0,36,73,64,99,4613012600
전라남도 여수시 경호동,4,0,0,108,162,33,4613012700
전라남도 여수시 학동,16,0,14,91,9,13,4613012800
전라남도 여수시 학용동,0,0,0,22,6,66,4613012900
전라남도 해남군 북일면 흥촌리,13,0,215,152,154,542,4682036024
전라남도 해남군 북일면 운전리,21,0,169,219,111,262,4682036025
전라남도 해남군 황산면 남리리,4,0,61,154,19,0,4682040028
전라남도 해남군 황산면 연당리,16,0,49,191,28,62,4682040029
전라남도 해남군 황산면 부곡리,25,0,26,319,169,97,4682040031
전라남도 해남군 황산면 옥동리,23,0,23,147,120,262,4682040033
전라남도 해남군 산이면,7327,0,422,3362,527,479,4682041000
전라남도 해남군 산이면 노송리,50,0,26,154,51,34,4682041021
전라남도 해남군 산이면 덕호리,379,0,37,326,0,41,4682041023
전라남도 해남군 산이면 예정리,754,0,47,259,10,9,4682041024
전라남도 해남군 산이면 송천리,211,0,34,147,1,8,4682041025
전라남도 해남군 산이면 초송리,1147,0,90,441,1,8,4682041026
전라남도 순천시 남정동,0,0,14,38,7,71,4615011600
전라남도 순천시 저전동,3,0,0,42,7,44,4615011800
전라남도 순천시 장천동,2,0,0,44,0,0,4615011900
전라남도 여수시 돌산읍,243,0,258,1909,1340,3440,4613025000
전라남도 여수시 돌산읍 군내리,8,0,23,48,122,176,4613025021
전라남도 여수시 돌산읍 신복리,8,0,57,180,173,402,4613025022
전라남도 여수시 돌산읍 금성리,6,0,39,50,60,399,4613025023
전라남도 여수시 돌산읍 죽포리,13,0,49,193,65,273,4613025025
경상북도 성주군 가천면 창천리,41,31,26,68,132,203,4784034030
경상북도 성주군 가천면 동원리,4,0,0,51,93,157,4784034032
경상북도 성주군 가천면 법전리,19,0,5,46,91,823,4784034034
경상북도 성주군 가천면 신계리,3,0,2,69,66,903,4784034035
경상북도 성주군 가천면 금봉리,13,0,12,38,92,1102,4784034037
경상북도 성주군 수륜면 성리,3,0,10,46,17,90,4784033048
경상북도 성주군 수륜면 백운리,109,0,0,154,215,1191,4784033035
경상북도 성주군 수륜면 신파리,5,0,10,89,92,216,4784033036
경상북도 성주군 수륜면 적송리,2,0,4,57,60,106,4784033037
울산광역시 울주군 웅촌면 초천리,17,0,18,48,30,191,3171034021
울산광역시 울주군 상북면 길천리,11,0,54,104,79,163,3171038024
울산광역시 울주군 언양읍 대곡리,84,0,7,43,60,1161,3171025328
울산광역시 울주군 상북면 덕현리,22,0,15,77,373,1540,3171038026
울산광역시 울주군 상북면 천전리,10,0,23,48,80,92,3171038028
울산광역시 울주군 상북면 거리,16,0,47,97,86,490,3171038029
울산광역시 울주군 상북면 향산리,17,0,15,57,78,50,3171038032
전라남도 곡성군 목사동면 신기리,14,7,3,40,47,52,4672034029
전라남도 곡성군 목사동면 용봉리,5,0,51,56,84,610,4672034031
전라남도 곡성군 목사동면 신전리,4,0,26,177,175,123,4672034032
전라남도 곡성군 죽곡면 태평리,28,5,23,152,140,304,4672035021
전라남도 곡성군 죽곡면 화양리,5,0,11,97,93,265,4672035022
전라남도 곡성군 죽곡면 신풍리,2,0,42,148,143,761,4672035024
전라남도 곡성군 죽곡면 연화리,7,0,16,22,24,109,4672035025
전라남도 곡성군 죽곡면 당동리,9,7,24,36,14,38,4672035027
전라남도 곡성군 죽곡면 유봉리,30,20,5,41,117,453,4672035029
전라남도 곡성군 죽곡면 동계리,5,2,54,41,110,465,4672035030
전라남도 곡성군 죽곡면 고치리,17,6,17,90,116,643,4672035032
전라남도 곡성군 석곡면 방송리,7,0,32,143,108,355,4672033025
전라남도 곡성군 입면 송전리,20,30,136,142,15,23,4672038032
전라남도 곡성군 겸면,113,4,289,1028,870,1535,4672039000
전라남도 곡성군 겸면 현정리,17,0,18,63,43,142,4672039021
전라남도 곡성군 겸면 평장리,12,1,29,98,55,50,4672039023
