allvplain_Tpgraphy_Area,alpine_Tpgraphy_Area,bjd_Nm,diluvial_Tpgraphy_Area,etc_Area,hilly_Tpgraphy_Area,lavaplain_Tpgraphy_Area,lavaplate_Tpgraphy_Area,marnplain_Tpgraphy_Area,mount_Tpgraphy_Area,piedmont_Tpgraphy_Area,stdg_Cd,valley_Tpgraphy_Area
4,0,경상북도 칠곡군 동명면 구덕리,0,45,3,0,0,0,297,47,4785032037,89
203,46,경상북도 칠곡군 가산면,152,110,140,0,0,0,5949,1192,4785033000,881
620,0,경상북도 칠곡군 약목면,137,189,17,0,0,0,1229,232,4785036000,597
187,0,전라남도 강진군 강진읍,254,138,521,0,0,311,1496,955,4681025000,1204
88,0,전라남도 장흥군 부산면 내안리,0,14,0,0,0,0,240,23,4680036021,48
21,0,전라남도 장흥군 부산면 유량리,0,16,0,0,0,0,261,33,4680036023,51
35,0,전라남도 장흥군 부산면 지천리,0,21,0,0,0,0,437,41,4680036024,16
57,0,전라남도 장흥군 부산면 금자리,0,13,0,0,0,0,480,46,4680036026,72
63,0,전라남도 장흥군 부산면 호계리,0,15,0,0,0,0,415,75,4680036027,77
1,0,전라남도 신안군 하의면 오림리,0,12,0,0,0,181,249,72,4691037023,31
0,0,전라남도 신안군 팔금면 읍리,0,23,0,0,0,83,79,18,4691041024,24
0,0,전라남도 신안군 팔금면 진고리,0,29,56,0,0,109,80,34,4691041025,10
0,0,전라남도 신안군 팔금면 당고리,0,12,0,0,0,87,135,28,4691041027,11
0,0,전라남도 신안군 암태면,0,191,0,0,0,814,2464,594,4691042000,236
0,0,전라남도 신안군 암태면 수곡리,0,57,0,0,0,136,424,79,4691042022,43
0,0,전라남도 신안군 암태면 와촌리,0,20,0,0,0,97,257,69,4691042023,41
0,0,전라남도 신안군 암태면 오상리,0,9,0,0,0,59,309,54,4691042025,23
0,0,전라남도 신안군 암태면 기동리,0,14,0,0,0,103,191,70,4691042026,20
0,0,전라남도 신안군 암태면 신석리,0,49,0,0,0,187,630,164,4691042028,67
0,0,전라남도 신안군 암태면 당사리,0,6,0,0,0,9,119,8,4691042029,15
0,0,전라남도 신안군 장산면 팽진리,0,23,0,0,0,103,340,43,4691039025,53
9,0,전라남도 장흥군 대덕읍 가학리,11,69,0,0,0,99,185,38,4680025629,85
2,0,전라남도 장흥군 용산면 어산리,0,4,0,0,0,0,379,49,4680031021,126
45,0,전라남도 장흥군 용산면 운주리,0,23,0,0,0,0,1127,94,4680031022,82
23,0,전라남도 장흥군 대덕읍,57,243,0,0,0,540,3355,549,4680025600,1026
59,0,전라남도 장흥군 장평면 광평리,0,18,0,0,0,0,76,9,4680034039,30
409,0,전라남도 장흥군 유치면,23,222,77,0,0,0,9672,1274,4680035000,506
44,0,전라남도 장흥군 유치면 오복리,0,12,0,0,0,0,381,27,4680035022,22
50,0,전라남도 장흥군 유치면 단산리,0,13,0,0,0,0,394,48,4680035024,31
42,0,전라남도 장흥군 유치면 늑용리,0,18,0,0,0,0,326,38,4680035025,27
17,0,전라남도 장흥군 유치면 신풍리,0,8,0,0,0,0,340,44,4680035027,50
0,0,전라남도 장흥군 유치면 조양리,0,8,0,0,0,0,722,132,4680035028,42
22,0,전라남도 장흥군 유치면 관동리,23,7,0,0,0,0,706,78,4680035030,32
94,0,전라남도 강진군 성전면 성전리,0,12,4,0,0,0,53,25,4681036028,38
0,0,전라남도 강진군 도암면 봉황리,0,12,44,0,0,0,520,107,4681034032,64
0,0,전라남도 강진군 신전면 수양리,35,14,29,0,0,30,352,229,4681035021,207
0,0,전라남도 강진군 신전면 용월리,8,12,117,0,0,121,227,103,4681035022,218
0,0,전라남도 강진군 신전면 사초리,0,267,0,0,0,60,64,1,4681035024,24
21,0,전라남도 강진군 신전면 송천리,0,16,3,0,0,77,126,2,4681035025,83
1,0,전라남도 강진군 신전면 영관리,1,14,0,0,0,28,154,125,4681035027,87
490,0,전라남도 강진군 성전면,72,165,704,0,0,0,2810,960,4681036000,1230
4,0,전라남도 강진군 성전면 월하리,0,22,139,0,0,0,811,118,4681036022,183
8,0,전라남도 강진군 성전면 송월리,0,19,66,0,0,0,215,99,4681036023,116
18,0,전라남도 강진군 성전면 월평리,7,21,104,0,0,0,272,80,4681036024,182
58,0,전라남도 강진군 성전면 명산리,34,11,53,0,0,0,156,117,4681036026,141
695,0,충청남도 예산군 오가면,437,69,885,0,0,41,136,1,4481040000,952
1,0,충청남도 예산군 오가면 역탑리,21,4,150,0,0,0,0,0,4481040021,117
0,0,전라남도 해남군 산이면 진산리,0,1074,0,0,0,16,190,0,4682041027,82
0,0,전라남도 해남군 산이면 덕송리,0,833,0,0,0,42,274,0,4682041029,125
0,0,전라남도 해남군 황산면 호동리,41,26,0,0,0,96,219,16,4682040026,60
0,0,전라남도 해남군 마산면 장촌리,0,10,0,0,0,0,453,31,4682039022,82
18,0,전라남도 해남군 마산면 맹진리,13,63,0,0,0,34,88,10,4682039023,32
0,0,전라남도 해남군 마산면 외호리,0,157,0,0,0,9,234,44,4682039025,128
0,0,전라남도 해남군 마산면 산막리,21,164,0,0,0,5,66,2,4682039026,45
0,0,전라남도 해남군 마산면 노하리,37,50,0,0,0,55,237,33,4682039027,79
0,0,전라남도 해남군 마산면 학의리,27,96,0,0,0,20,362,15,4682039029,220
0,0,전라남도 해남군 마산면 용전리,31,16,0,0,0,0,345,40,4682039030,169
0,0,전라남도 해남군 황산면,173,2240,0,0,0,1640,4792,452,4682040000,1281
0,0,전라남도 해남군 황산면 일신리,0,108,0,0,0,3,477,75,4682040021,115
0,0,충청남도 태안군 고남면 고남리,0,14,251,0,0,204,104,22,4482531023,103
0,0,충청남도 태안군 남면,0,629,2089,0,0,2342,9,9,4482532000,831
0,0,충청남도 태안군 남면 신장리,0,35,184,0,0,189,0,1,4482532023,78
0,0,충청남도 태안군 남면 달산리,0,54,337,0,0,398,0,3,4482532024,185
123,0,전라남도 순천시 연향동,2,8,0,0,0,62,94,11,4615011400,85
0,0,전라남도 여수시 삼산면 서도리,0,29,36,0,0,0,235,35,4613036023,7
0,0,전라남도 여수시 삼산면 초도리,0,43,0,0,0,0,521,216,4613036025,0
2315,1,전라남도 순천시,4,3517,1969,0,0,3759,56667,14467,4615000000,8281
0,0,전라남도 순천시 와룡동,0,14,9,0,0,0,518,142,4615010200,23
4,0,전라남도 순천시 영동,0,0,0,0,0,0,0,0,4615010300,0
7,0,전라남도 순천시 행동,0,0,0,0,0,0,0,0,4615010500,0
10,0,전라남도 순천시 금곡동,0,0,0,0,0,0,92,26,4615010600,0
64,0,전라남도 순천시 매곡동,0,1,0,0,0,0,51,26,4615010700,2
70,0,전라남도 순천시 가곡동,0,12,0,0,0,0,199,70,4615010900,25
34,0,전라남도 순천시 용당동,0,13,0,0,0,0,210,66,4615011000,34
1,0,전라남도 순천시 생목동,0,0,0,0,0,0,40,9,4615011200,14
0,0,전라남도 무안군 일로읍 월암리,0,6,119,0,0,111,5,0,4684025326,74
0,0,전라남도 무안군 해제면 학송리,0,3,70,0,0,16,70,10,4684036029,64
0,0,전라남도 무안군 해제면 석룡리,3,18,63,0,0,80,67,33,4684036030,42
0,0,전라남도 무안군 해제면 광산리,0,9,175,0,0,53,18,8,4684036032,75
0,0,전라남도 완도군 노화읍 등산리,0,10,0,0,0,5,185,38,4689025623,56
0,0,전라남도 완도군 노화읍 신양리,0,28,0,0,0,17,264,6,4689025625,67
0,0,전라남도 완도군 노화읍 구석리,0,37,0,0,0,74,247,32,4689025626,78
0,0,전라남도 완도군 신지면 신리,0,5,0,0,0,53,253,35,4689032025,50
0,0,전라남도 완도군 노화읍 내리,0,15,4,0,0,0,191,20,4689025629,29
0,0,전라남도 완도군 노화읍 방서리,0,36,6,0,0,0,183,19,4689025630,17
0,0,전라남도 완도군 금일읍 사동리,0,11,0,0,0,12,112,14,4689025328,17
0,0,전라남도 완도군 금일읍 장원리,0,17,0,0,0,0,124,0,4689025329,0
39,0,전라남도 담양군 담양읍 삼만리,21,4,149,0,0,0,26,30,4671025035,132
30,0,전라남도 담양군 담양읍 운교리,0,3,47,0,0,0,7,2,4671025036,37
16,0,전라남도 담양군 담양읍 가산리,0,2,35,0,0,0,95,60,4671025038,60
36,0,전라남도 곡성군 옥과면 리문리,11,11,7,0,0,0,0,0,4672037023,18
44,0,전라남도 담양군 창평면 삼천리,0,4,15,0,0,0,36,2,4671034022,48
10,0,전라남도 담양군 창평면 유천리,0,6,26,0,0,0,104,99,4671034024,82
2,0,전라남도 곡성군 죽곡면 하한리,0,26,51,0,0,0,770,302,4672035034,36
177,0,전라남도 곡성군 고달면,0,151,266,0,0,0,2625,410,4672036000,581
53,0,전라남도 곡성군 고달면 목동리,0,17,3,0,0,0,116,5,4672036021,111
21,0,전라남도 곡성군 고달면 대사리,0,13,64,0,0,0,0,1,4672036023,72
48,0,전라남도 곡성군 고달면 고달리,0,32,68,0,0,0,631,60,4672036025,68
0,0,전라남도 곡성군 고달면 호곡리,0,29,14,0,0,0,764,111,4672036026,32
539,0,전라남도 곡성군 곡성읍,392,221,208,0,0,0,2580,673,4672025000,629
30,0,전라남도 곡성군 곡성읍 읍내리,39,12,0,0,0,0,0,0,4672025021,100
0,0,전라남도 곡성군 곡성읍 교촌리,0,1,0,0,0,0,53,7,4672025023,39
0,0,전라남도 곡성군 곡성읍 신월리,30,1,0,0,0,0,130,35,4672025025,22
6,0,전라남도 곡성군 곡성읍 월봉리,17,3,0,0,0,0,408,93,4672025026,38
0,0,전라남도 곡성군 곡성읍 서계리,0,1,77,0,0,0,165,114,4672025028,28
0,0,전라남도 담양군 대전면 평장리,4,12,30,0,0,0,567,182,4671041022,38
0,0,전라남도 담양군 대전면 서옥리,42,3,82,0,0,0,94,64,4671041023,105
72,0,전라남도 담양군 대전면 중옥리,82,4,11,0,0,0,0,0,4671041024,36
132,0,전라남도 담양군 대전면 태목리,0,16,0,0,0,0,0,0,4671041026,0
26,0,전라남도 담양군 대전면 월본리,83,1,4,0,0,0,0,6,4671041028,16
57,0,전라남도 구례군 용방면 사림리,0,12,0,0,0,0,118,106,4673036023,29
91,0,전라남도 구례군 용방면 용강리,0,14,0,0,0,0,134,52,4673036024,25
38,0,전라남도 구례군 용방면 중방리,0,1,5,0,0,0,122,75,4673036025,28
103,0,전라남도 구례군 용방면 신도리,12,11,19,0,0,0,176,79,4673036026,39
16,0,전라남도 구례군 용방면 죽정리,20,11,45,0,0,0,189,29,4673036027,103
1,0,전라남도 구례군 산동면 원촌리,0,4,0,0,0,0,18,12,4673037021,42
0,0,전라남도 구례군 산동면 원달리,0,2,0,0,0,0,183,45,4673037022,41
17,0,전라남도 구례군 산동면 외산리,0,9,0,0,0,0,175,63,4673037024,60
0,0,전라남도 구례군 산동면 대평리,0,4,11,0,0,0,209,60,4673037025,80
6,0,전라남도 구례군 산동면 이평리,0,29,13,0,0,0,189,81,4673037027,62
4,0,전라남도 구례군 산동면 신학리,0,4,4,0,0,0,122,50,4673037028,69
0,0,전라남도 무안군 청계면 청계리,0,12,29,0,0,72,221,48,4684033022,83
0,0,전라남도 무안군 청계면 도림리,0,8,2,0,0,18,380,51,4684033023,123
0,0,전라남도 무안군 청계면 복길리,0,29,171,0,0,86,3,12,4684033025,44
0,0,전라남도 해남군 화산면 금풍리,0,34,0,0,0,58,98,7,4682032022,46
0,0,전라남도 해남군 화산면 연곡리,0,108,0,0,0,84,114,18,4682032023,59
2,0,전라남도 해남군 해남읍 안동리,40,6,0,0,0,0,147,12,4682025030,50
6,0,전라남도 해남군 해남읍 백야리,64,3,0,0,0,0,94,16,4682025031,50
0,0,전라남도 해남군 해남읍 남동리,0,0,0,0,0,0,0,0,4682025033,5
18,0,전라남도 해남군 해남읍 남천리,23,5,0,0,0,0,139,105,4682025034,78
6,0,전라남도 해남군 해남읍 구교리,0,7,0,0,0,0,328,79,4682025036,118
22,0,전라남도 해남군 해남읍 복평리,0,264,0,0,0,54,429,149,4682025037,109
316,0,전라남도 해남군 삼산면,233,206,0,0,0,51,2663,580,4682031000,1021
67,0,전라남도 해남군 삼산면 신흥리,27,4,0,0,0,0,111,18,4682031021,72
59,0,전라남도 해남군 삼산면 창리,38,22,0,0,0,0,114,16,4682031022,90
52,0,전라남도 해남군 삼산면 송정리,46,17,0,0,0,0,61,0,4682031023,30
1,0,전라남도 신안군 하의면,0,126,0,0,0,684,2106,385,4691037000,138
0,0,전라남도 진도군 조도면 가사도리,0,8,0,0,0,25,449,100,4690036043,46
0,0,전라남도 신안군 흑산면 사리,0,34,0,0,0,0,316,37,4691036024,0
0,0,전라남도 신안군 비금면 수치리,0,21,0,0,0,89,215,16,4691034033,24
0,0,전라남도 신안군 도초면,0,402,0,0,0,1455,2880,547,4691035000,163
0,0,전라남도 신안군 도초면 지남리,0,9,0,0,0,79,303,97,4691035022,16
0,0,전라남도 신안군 도초면 외남리,0,36,0,0,0,160,107,38,4691035023,10
0,0,전라남도 신안군 도초면 수항리,0,17,0,0,0,167,107,16,4691035025,6
0,0,전라남도 신안군 도초면 죽연리,0,20,0,0,0,102,373,35,4691035026,47
39,0,충청남도 홍성군 은하면,42,21,1198,0,0,99,449,115,4480035000,1118
13,0,충청남도 홍성군 은하면 유송리,22,0,36,0,0,0,15,31,4480035022,54
0,0,충청남도 홍성군 은하면 장곡리,0,0,83,0,0,0,114,21,4480035023,118
0,0,전라남도 강진군 대구면 구수리,0,5,0,0,0,9,229,32,4681033029,89
39,0,전라남도 강진군 도암면,28,505,1485,0,0,390,1975,961,4681034000,1519
120,0,전라남도 강진군 칠량면 송정리,0,13,0,0,0,0,97,15,4681032027,27
28,0,전라남도 강진군 성전면 도림리,0,3,13,0,0,0,100,100,4681036029,109
30,0,전라남도 강진군 성전면 송학리,0,1,31,0,0,0,71,106,4681036031,61
660,0,전라남도 강진군 작천면,71,149,500,0,0,0,1616,420,4681037000,975
27,0,전라남도 강진군 작천면 용상리,0,11,52,0,0,0,195,22,4681037022,116
78,0,전라남도 강진군 작천면 삼열리,0,6,61,0,0,0,26,15,4681037023,77
0,0,전라남도 강진군 작천면 토마리,0,2,46,0,0,0,169,32,4681037025,52
0,0,전라남도 신안군 팔금면,0,122,56,0,0,536,823,174,4691041000,110
0,0,전라남도 신안군 안좌면 여흘리,0,3,10,0,0,63,98,40,4691040029,19
0,0,전라남도 신안군 안좌면 남강리,0,5,0,0,0,13,78,0,4691040030,25
65,0,전라남도 나주시 왕곡면 양산리,0,2,100,0,0,0,0,0,4617032031,45
228,0,전라남도 나주시 반남면,61,73,743,0,0,300,107,22,4617033000,500
8,0,전라남도 나주시 송월동,0,10,107,0,0,0,65,23,4617010200,66
24,0,전라남도 나주시 안창동,0,22,0,0,0,0,248,41,4617010300,69
49,0,전라남도 나주시 삼영동,0,48,11,0,0,0,135,20,4617010400,31
0,0,전라남도 나주시 교동,0,1,6,0,0,0,3,0,4617010500,9
0,0,전라남도 나주시 산정동,0,0,0,0,0,0,3,0,4617010700,6
0,0,전라남도 나주시 경현동,0,10,4,0,0,0,370,79,4617010800,11
0,0,전라남도 나주시 금계동,0,1,2,0,0,0,0,0,4617011000,10
0,0,전라남도 나주시 금성동,0,1,4,0,0,0,0,0,4617011100,4
0,0,전라남도 나주시 남내동,0,2,4,0,0,0,0,0,4617011200,8
2,0,전라남도 나주시 성북동,0,2,5,0,0,0,0,0,4617011400,26
0,0,전라남도 나주시 중앙동,0,1,0,0,0,0,0,0,4617011500,9
0,0,전라남도 나주시 왕곡면 신가리,0,1,66,0,0,0,0,0,4617032030,43
31,0,전라남도 강진군 옴천면 영산리,0,12,15,0,0,0,386,48,4681039023,68
0,0,전라남도 강진군 옴천면 기좌리,0,4,8,0,0,0,337,37,4681039025,91
0,0,전라남도 해남군 화산면 율동리,0,246,0,0,0,61,97,1,4682032024,67
0,0,전라남도 해남군 화산면 관동리,0,25,0,0,0,135,181,76,4682032026,46
0,0,전라남도 해남군 화산면 월호리,31,8,0,0,0,71,139,7,4682032027,71
13,0,전라남도 해남군 화산면 방축리,0,11,0,0,0,67,304,52,4682032029,100
0,0,전라남도 해남군 화산면 부길리,0,3,0,0,0,102,69,8,4682032030,52
97,0,전라남도 강진군 작천면 현산리,0,18,48,0,0,0,18,5,4681037030,129
19,0,전라남도 강진군 작천면 갈동리,0,29,152,0,0,0,543,134,4681037031,183
68,0,경상북도 성주군 수륜면 신정리,0,27,13,0,0,0,352,89,4784033039,30
0,0,경상북도 성주군 수륜면 송계리,0,10,26,0,0,0,509,112,4784033041,158
100,0,경상북도 성주군 수륜면 수륜리,0,48,12,0,0,0,427,56,4784033042,79
142,0,경상북도 성주군 수륜면 오천리,0,64,0,0,0,0,202,43,4784033043,48
129,0,경상북도 성주군 수륜면 남은리,0,73,1,0,0,0,150,28,4784033045,68
12,0,경상북도 성주군 수륜면 보월리,0,12,4,0,0,0,392,72,4784033046,73
84,0,경상북도 성주군 월항면 보암리,24,11,0,0,0,0,61,2,4784039035,70
0,0,경상북도 성주군 월항면 수죽리,0,9,1,0,0,0,221,29,4784039037,143
0,0,경상북도 성주군 월항면 지방리,0,3,0,0,0,0,260,25,4784039038,144
2546,48,경상북도 칠곡군,682,1867,1198,0,0,0,26711,4656,4785000000,7357
0,0,울산광역시 울주군 삼동면 작동리,0,8,25,0,0,0,839,50,3171040024,113
16,0,울산광역시 울주군 삼동면 하잠리,0,46,196,0,0,0,563,12,3171040026,139
0,0,울산광역시 울주군 삼동면 금곡리,0,3,38,0,0,0,465,36,3171040027,57
140,5,울산광역시 울주군 두서면,0,133,182,0,0,0,5408,1048,3171037000,990
167,0,울산광역시 울주군 웅촌면,78,213,252,0,0,0,3000,515,3171034000,923
293,0,전라남도 곡성군 옥과면,233,136,250,0,0,0,1427,118,4672037000,539
0,0,전라남도 곡성군 옥과면 옥과리,9,4,9,0,0,0,143,12,4672037021,54
27,0,전라남도 담양군 창평면 창평리,0,9,19,0,0,0,5,12,4671034021,59
38,0,전라남도 곡성군 오산면 봉동리,7,11,52,0,0,0,224,32,4672040021,75
0,0,전라남도 목포시,0,820,25,0,0,1370,1920,384,4611000000,662
0,0,전라남도 목포시 유동,0,0,0,0,0,2,0,0,4611014900,0
0,0,전라남도 목포시 금동1가,0,0,0,0,0,1,0,0,4611015000,0
0,0,전라남도 목포시 금동2가,0,0,0,0,0,1,0,0,4611015100,0
0,0,전라남도 목포시 경동1가,0,0,0,0,0,1,0,0,4611015200,0
0,0,충청북도 괴산군 청천면 무릉리,0,0,0,0,0,0,452,61,4376036032,4
61,0,전라남도 해남군 계곡면,408,808,560,0,0,82,3618,846,4682038000,1380
0,0,전라남도 해남군 북일면 내동리,0,240,121,0,0,30,11,1,4682036028,41
161,0,전라남도 해남군 옥천면,840,132,205,0,0,0,2895,685,4682037000,1179
9,0,전라남도 해남군 옥천면 영신리,39,10,0,0,0,0,184,104,4682037022,44
12,0,전라남도 해남군 옥천면 신계리,15,11,0,0,0,0,363,50,4682037023,83
32,0,전라남도 해남군 옥천면 팔산리,118,2,67,0,0,0,59,30,4682037025,54
30,0,전라남도 해남군 옥천면 월평리,89,15,40,0,0,0,78,11,4682037026,71
8,0,전라남도 해남군 옥천면 성산리,24,8,29,0,0,0,64,25,4682037028,86
12,0,전라남도 해남군 옥천면 청신리,112,5,3,0,0,0,28,39,4682037030,39
1,0,전라남도 해남군 옥천면 백호리,101,13,0,0,0,0,263,69,4682037032,137
36,0,전라남도 해남군 옥천면 송산리,37,18,0,0,0,0,316,37,4682037033,119
97,0,전라남도 강진군 작천면 평리,0,6,0,0,0,0,0,0,4681037032,0
0,0,전라남도 강진군 병영면 상낙리,0,4,16,0,0,0,140,50,4681038021,66
0,0,전라남도 무안군 청계면 구로리,0,4,98,0,0,24,62,9,4684033026,63
0,0,전라남도 목포시 용당동,0,2,0,0,0,117,13,3,4611010100,58
0,0,전라남도 목포시 산정동,0,47,0,0,0,299,79,4,4611010200,36
0,0,전라남도 신안군 장산면,0,90,0,0,0,632,1587,278,4691039000,251
268,0,전라남도 광양시 진월면,0,475,1,0,0,308,1856,433,4623035000,457
55,0,전라남도 광양시 옥룡면 운곡리,0,9,0,0,0,0,60,9,4623032028,14
92,0,전라남도 담양군 고서면 원강리,0,20,110,0,0,0,60,2,4671032028,78
0,0,전라남도 광양시 봉강면 봉당리,0,59,19,0,0,0,271,78,4623031023,85
0,0,전라남도 광양시 봉강면 부저리,0,2,0,0,0,0,288,72,4623031024,57
0,0,전라남도 광양시 봉강면 구서리,0,15,0,0,0,0,446,92,4623031025,69
1,0,전라남도 광양시 봉강면 신룡리,0,14,0,0,0,0,860,132,4623031027,43
60,0,전라남도 광양시 옥룡면 산남리,0,8,0,0,0,0,132,36,4623032021,80
71,0,전라남도 광양시 옥룡면 운평리,0,6,0,0,0,0,130,36,4623032022,23
0,0,전라남도 광양시 옥룡면 동곡리,0,13,0,0,0,0,2291,358,4623032024,19
0,2,전라남도 여수시 소호동,0,10,0,0,0,9,160,115,4613013100,33
0,0,전라남도 여수시 시전동,0,2,0,0,0,0,128,33,4613013200,18
0,0,전라남도 여수시 웅천동,0,71,0,0,0,6,180,60,4613013400,67
0,0,전라남도 여수시 선원동,0,2,0,0,0,0,122,13,4613013500,114
0,0,전라남도 여수시 여천동,0,6,0,0,0,0,81,68,4613013600,82
0,0,전라남도 여수시 주삼동,0,4,0,0,0,4,155,61,4613013800,140
0,0,전라남도 여수시 봉계동,0,11,0,0,0,0,364,84,4613013900,74
0,0,전라남도 여수시 화치동,0,189,0,0,0,126,250,27,4613014100,106
13,0,전라남도 곡성군 석곡면 연반리,6,16,84,0,0,0,490,185,4672033026,71
2,0,전라남도 곡성군 석곡면 온수리,0,3,17,0,0,0,195,60,4672033028,34
0,0,전라남도 곡성군 석곡면 염곡리,0,9,117,0,0,0,1106,289,4672033029,82
0,0,전라남도 곡성군 석곡면 구봉리,0,1,38,0,0,0,190,92,4672033031,34
1,0,전라남도 곡성군 석곡면 봉전리,0,3,13,0,0,0,67,13,4672033032,41
181,0,전라남도 곡성군 목사동면,23,169,772,0,0,0,2112,897,4672034000,516
3,0,전라남도 곡성군 목사동면 동암리,0,1,75,0,0,0,44,31,4672034022,6
5,0,전라남도 곡성군 목사동면 구룡리,0,19,30,0,0,0,153,49,4672034023,24
0,0,전라남도 곡성군 목사동면 수곡리,0,1,43,0,0,0,346,162,4672034025,28
63,0,전라남도 곡성군 목사동면 공북리,8,34,48,0,0,0,58,28,4672034027,29
53,0,전라남도 곡성군 목사동면 대곡리,0,55,80,0,0,0,224,101,4672034028,106
0,0,전라남도 구례군 토지면 문수리,0,10,0,0,0,0,1851,180,4673033029,64
18,0,전라남도 구례군 토지면 금내리,123,27,0,0,0,0,0,22,4673033030,24
164,0,전라남도 구례군 마산면,138,93,21,0,0,0,1874,581,4673034000,359
77,0,전라남도 곡성군 옥과면 수리,22,16,28,0,0,0,172,18,4672037028,45
0,0,전라남도 곡성군 옥과면 소룡리,57,2,72,0,0,0,2,1,4672037029,69
39,0,전라남도 곡성군 옥과면 합강리,2,38,19,0,0,0,300,18,4672037030,79
473,0,전라남도 곡성군 입면,47,144,592,0,0,0,979,463,4672038000,721
19,0,전라남도 곡성군 입면 매월리,5,5,149,0,0,0,99,40,4672038021,109
0,0,전라남도 곡성군 입면 흑석리,0,4,2,0,0,0,4,0,4672038022,27
0,0,전라남도 곡성군 입면 약천리,0,10,57,0,0,0,167,75,4672038024,59
2,0,전라남도 곡성군 입면 금산리,3,0,58,0,0,0,55,41,4672038026,69
112,0,전라남도 곡성군 입면 서봉리,0,27,6,0,0,0,103,49,4672038027,29
0,0,경상북도 칠곡군 가산면 금화리,0,18,0,0,0,0,827,90,4785033035,27
0,22,경상북도 칠곡군 가산면 가산리,0,1,10,0,0,0,663,158,4785033036,96
68,0,경상북도 칠곡군 약목면 복성리,42,10,2,0,0,0,188,64,4785036028,102
117,0,경상북도 칠곡군 약목면 동안리,29,12,0,0,0,0,0,0,4785036029,16
72,0,경상북도 칠곡군 동명면 금암리,12,20,3,0,0,0,393,53,4785032030,89
2,0,경상북도 칠곡군 동명면 송산리,33,9,0,0,0,0,558,142,4785032031,116
190,0,서울특별시 도봉구 창동,0,21,86,0,0,0,27,0,1132010700,103
0,0,서울특별시 서대문구 현저동,0,0,10,0,0,0,29,0,1141010900,14
0,0,서울특별시 성북구 동소문동6가,0,0,0,0,0,0,1,0,1129010900,9
21,0,서울특별시 성동구 사근동,0,4,0,0,0,0,30,0,1120010600,12
44,0,경상남도 김해시 한림면 금곡리,0,25,8,0,0,0,475,78,4825034032,51
0,0,경상남도 김해시 생림면 나전리,0,13,17,0,0,0,487,214,4825035021,82
5,0,경상남도 김해시 생림면 봉림리,0,19,0,0,0,0,546,148,4825035023,82
76,0,경상남도 김해시 생림면 생림리,0,12,11,0,0,0,218,65,4825035024,17
124,0,경상남도 김해시 생림면 생철리,2,12,0,0,0,0,370,169,4825035026,61
70,0,경상남도 김해시 생림면 안양리,0,1,5,0,0,0,298,53,4825035027,34
5231,8,충청남도 공주시,241,2518,1884,0,0,2,55208,5349,4415000000,15942
0,0,충청남도 보령시 주산면 증산리,0,125,136,0,0,157,340,69,4418038026,135
49,0,충청남도 보령시 주산면 화평리,26,31,3,0,0,0,150,6,4418038028,41
29,0,충청남도 보령시 주산면 동오리,11,23,17,0,0,0,119,14,4418038029,25
0,0,충청남도 보령시 주산면 황율리,0,1,13,0,0,0,114,0,4418038031,114
0,0,충청남도 보령시 미산면,0,537,359,0,0,0,4563,329,4418039000,795
0,0,충청남도 보령시 미산면 도화담리,0,11,15,0,0,0,495,58,4418039022,69
0,0,충청남도 보령시 미산면 용수리,0,253,13,0,0,0,706,36,4418039024,5
0,0,경상북도 안동시 일직면 평팔리,0,7,101,0,0,0,653,42,4717035027,173
0,0,경상북도 안동시 일직면 용각리,0,20,16,0,0,0,901,90,4717035028,175
99,0,경상북도 영주시 평은면 금광리,24,101,18,0,0,0,257,45,4721032025,77
1,0,경상북도 영주시 풍기읍 수철리,0,15,19,0,0,0,1670,260,4721025033,29
42,0,경상북도 영주시 풍기읍 전구리,21,13,3,0,0,0,383,134,4721025034,50
419,0,경상북도 영주시 이산면,11,215,12,0,0,0,3047,26,4721031000,1693
171,0,경상북도 영주시 이산면 신암리,5,57,2,0,0,0,318,3,4721031022,168
11,0,경상북도 영주시 이산면 지동리,0,3,0,0,0,0,556,0,4721031023,265
0,0,경상북도 영주시 이산면 용상리,0,1,0,0,0,0,349,7,4721031025,234
16,0,경상북도 영주시 이산면 신천리,0,23,0,0,0,0,362,2,4721031026,200
36,0,경상북도 영주시 이산면 내림리,0,26,0,0,0,0,138,10,4721031028,62
261,0,경상북도 영주시 평은면,25,287,40,0,0,0,4102,512,4721032000,1085
23,0,경상북도 영덕군 남정면 부경리,0,11,0,0,0,2,65,16,4777032037,5
26,0,경상북도 영덕군 남정면 회리,0,15,4,0,0,0,1078,78,4777032038,46
15,0,경상북도 영덕군 남정면 봉전리,0,7,0,0,0,0,247,26,4777032040,57
14,0,울산광역시 울주군 온양읍 외광리,0,17,53,0,0,0,521,86,3171025628,118
19,0,울산광역시 울주군 온양읍 운화리,3,21,127,0,0,0,1303,283,3171025629,172
124,0,울산광역시 울주군 범서읍,298,265,644,0,0,0,4755,614,3171025900,965
29,0,울산광역시 울주군 범서읍 사연리,47,51,36,0,0,0,193,30,3171025921,43
32,0,울산광역시 울주군 범서읍 입암리,134,38,24,0,0,0,36,15,3171025923,48
27,0,울산광역시 울주군 범서읍 굴화리,30,25,27,0,0,0,306,32,3171025924,78
2,0,울산광역시 울주군 범서읍 두산리,0,24,9,0,0,0,768,117,3171025926,190
678,0,충청북도 충주시 중앙탑면,26,469,394,0,0,0,2024,141,4313038500,1046
