allcolluvm_Layer_Area,alluvm_Layer_Area,bjd_Nm,colluvm_Layer_Area,diluvm_Layer_Area,etc_Area,residum_Layer_Area,stdg_Cd
8,56,강원특별자치도 삼척시 남양동,16,0,18,75,5123012000
30,18,강원특별자치도 삼척시 사직동,10,0,8,149,5123012100
22,15,강원특별자치도 삼척시 오분동,3,0,7,103,5123012200
35,1,강원특별자치도 삼척시 적노동,26,0,3,273,5123012300
57,0,강원특별자치도 삼척시 조비동,71,0,0,805,5123012400
52,34,강원특별자치도 삼척시 정상동,7,0,12,96,5123012500
26,19,강원특별자치도 삼척시 정하동,0,0,15,40,5123012600
0,0,강원특별자치도 삼척시 근산동,26,0,0,159,5123012700
398,27,강원특별자치도 삼척시 도계읍,1015,0,85,14871,5123025000
6,0,강원특별자치도 삼척시 도계읍 발이리,69,0,12,1023,5123025021
1,0,강원특별자치도 삼척시 도계읍 차구리,39,0,0,358,5123025022
4,7,강원특별자치도 삼척시 도계읍 고사리,33,0,11,174,5123025023
0,0,강원특별자치도 삼척시 도계읍 산기리,42,0,6,790,5123025024
0,0,강원특별자치도 삼척시 도계읍 무건리,29,0,4,856,5123025025
0,0,강원특별자치도 삼척시 도계읍 한내리,26,0,1,504,5123025026
24,12,강원특별자치도 삼척시 도계읍 늑구리,77,0,13,791,5123025027
38,0,강원특별자치도 삼척시 도계읍 점리,97,0,0,1033,5123025028
5,3,강원특별자치도 삼척시 도계읍 마교리,52,0,6,734,5123025029
36,0,강원특별자치도 삼척시 도계읍 도계리,80,0,8,411,5123025030
44,0,강원특별자치도 삼척시 도계읍 상덕리,41,0,0,1037,5123025031
45,0,강원특별자치도 삼척시 도계읍 황조리,7,0,0,1013,5123025032
33,0,강원특별자치도 삼척시 도계읍 전두리,24,0,4,269,5123025033
82,0,강원특별자치도 삼척시 도계읍 흥전리,35,0,11,1264,5123025034
54,0,강원특별자치도 삼척시 도계읍 심포리,30,0,3,1008,5123025035
22,0,강원특별자치도 삼척시 도계읍 구사리,82,0,0,916,5123025036
5,4,강원특별자치도 삼척시 도계읍 신리,251,0,8,2690,5123025037
656,673,강원특별자치도 삼척시 원덕읍,1068,0,552,14752,5123025300
50,3,강원특별자치도 삼척시 원덕읍 갈남리,1,0,6,283,5123025321
73,96,강원특별자치도 삼척시 원덕읍 임원리,90,0,30,1769,5123025322
66,13,강원특별자치도 삼척시 원덕읍 노곡리,43,0,4,690,5123025323
36,68,강원특별자치도 삼척시 원덕읍 이천리,361,0,44,4482,5123025324
23,59,전북특별자치도 임실군 오수면 신기리,4,0,28,97,5275035523
14,72,전북특별자치도 임실군 오수면 둔덕리,16,1,43,204,5275035524
51,60,전북특별자치도 임실군 오수면 용두리,0,17,13,65,5275035525
16,39,전북특별자치도 임실군 오수면 둔기리,0,0,19,36,5275035526
48,87,전북특별자치도 임실군 오수면 대정리,0,0,23,92,5275035527
102,77,전북특별자치도 임실군 오수면 대명리,8,5,21,281,5275035528
62,70,전북특별자치도 임실군 오수면 오산리,0,0,9,70,5275035529
58,29,전북특별자치도 임실군 오수면 주천리,26,0,4,208,5275035530
91,48,전북특별자치도 임실군 오수면 오암리,31,14,3,241,5275035531
50,59,전북특별자치도 임실군 오수면 봉천리,30,1,9,185,5275035532
68,40,전북특별자치도 임실군 오수면 군평리,39,0,16,267,5275035533
76,16,전북특별자치도 임실군 오수면 금암리,0,0,6,152,5275035534
233,468,전북특별자치도 임실군 신덕면,590,0,82,5217,5275036000
50,66,전북특별자치도 임실군 신덕면 수천리,73,0,8,815,5275036021
30,122,전북특별자치도 임실군 신덕면 삼길리,103,0,19,922,5275036022
12,50,전북특별자치도 임실군 신덕면 신흥리,38,0,12,359,5275036023
24,46,전북특별자치도 임실군 신덕면 신덕리,81,0,6,539,5275036024
10,52,전북특별자치도 임실군 신덕면 조월리,63,0,7,433,5275036025
10,14,전북특별자치도 임실군 신덕면 월성리,58,0,10,460,5275036026
30,38,전북특별자치도 임실군 신덕면 지장리,56,0,4,549,5275036027
32,33,전북특별자치도 임실군 신덕면 금정리,40,0,6,458,5275036028
35,45,전북특별자치도 임실군 신덕면 오궁리,78,0,10,682,5275036029
723,441,전북특별자치도 임실군 삼계면,222,0,111,3896,5275037000
42,39,전북특별자치도 임실군 삼계면 후천리,1,0,11,106,5275037021
45,23,전북특별자치도 임실군 삼계면 봉현리,14,0,4,113,5275037022
28,81,전북특별자치도 임실군 삼계면 세심리,15,0,12,397,5275037023
29,62,전북특별자치도 임실군 삼계면 학정리,36,0,7,526,5275037024
35,14,전북특별자치도 임실군 삼계면 죽계리,28,0,4,492,5275037025
90,36,전북특별자치도 임실군 삼계면 홍곡리,18,0,4,303,5275037026
39,31,전북특별자치도 임실군 삼계면 산수리,25,0,25,415,5275037027
63,15,전북특별자치도 임실군 삼계면 삼계리,14,0,3,234,5275037028
76,18,전북특별자치도 임실군 삼계면 오지리,17,0,4,263,5275037031
69,13,전북특별자치도 임실군 삼계면 덕계리,20,0,6,275,5275037032
65,17,전북특별자치도 임실군 삼계면 두월리,6,0,3,164,5275037033
43,26,전북특별자치도 임실군 삼계면 뇌천리,10,0,12,153,5275037034
18,45,전북특별자치도 임실군 삼계면 삼은리,17,0,11,268,5275037035
79,21,전북특별자치도 임실군 삼계면 어은리,1,0,5,190,5275037036
507,447,전북특별자치도 임실군 관촌면,326,0,155,3906,5275038000
15,65,전북특별자치도 임실군 관촌면 용산리,2,0,15,89,5275038022
80,0,전북특별자치도 임실군 관촌면 도봉리,21,0,5,322,5275038023
15,58,전북특별자치도 임실군 관촌면 병암리,1,0,9,64,5275038024
56,63,전북특별자치도 임실군 관촌면 덕천리,13,0,26,356,5275038025
86,22,전북특별자치도 임실군 관촌면 관촌리,0,0,17,250,5275038026
47,0,전북특별자치도 임실군 관촌면 슬치리,4,0,1,233,5275038027
19,31,전북특별자치도 임실군 관촌면 방현리,10,0,8,87,5275038028
28,61,전북특별자치도 임실군 관촌면 신전리,76,0,10,530,5275038029
19,25,전북특별자치도 임실군 관촌면 상월리,67,0,7,502,5275038030
23,13,전북특별자치도 임실군 관촌면 회봉리,42,0,10,443,5275038031
30,61,전북특별자치도 임실군 관촌면 방수리,39,0,36,311,5275038032
68,42,전북특별자치도 임실군 관촌면 복흥리,24,0,10,395,5275038033
20,6,전북특별자치도 임실군 관촌면 운수리,29,0,2,321,5275038034
168,226,전북특별자치도 임실군 강진면,551,0,204,3914,5275039000
36,63,전북특별자치도 임실군 강진면 백련리,56,0,18,432,5275039021
26,42,전북특별자치도 임실군 강진면 부흥리,35,0,12,397,5275039022
21,23,전북특별자치도 임실군 강진면 갈담리,23,0,12,199,5275039023
3,4,전북특별자치도 임실군 강진면 회진리,21,0,9,127,5275039024
11,21,전북특별자치도 임실군 강진면 용수리,118,0,48,807,5275039025
19,0,전북특별자치도 임실군 강진면 옥정리,56,0,78,102,5275039026
21,0,전북특별자치도 임실군 강진면 문방리,85,0,23,204,5275039027
16,33,전북특별자치도 임실군 강진면 필봉리,62,0,1,484,5275039028
13,26,전북특별자치도 임실군 강진면 학석리,58,0,2,557,5275039029
1,13,전북특별자치도 임실군 강진면 방현리,38,0,0,604,5275039030
188,295,전북특별자치도 임실군 덕치면,301,0,125,3300,5275040000
37,19,전북특별자치도 임실군 덕치면 두지리,35,0,3,307,5275040021
61,72,전북특별자치도 군산시 개정면 통사리,8,0,9,77,5213036025
13,342,전북특별자치도 군산시 개정면 옥석리,0,0,13,17,5213036026
577,437,전북특별자치도 군산시 성산면,56,6,442,1203,5213037000
82,53,전북특별자치도 군산시 성산면 성덕리,13,0,392,218,5213037021
55,68,전북특별자치도 군산시 성산면 둔덕리,2,0,2,125,5213037022
80,77,전북특별자치도 군산시 성산면 고봉리,1,0,2,159,5213037023
86,48,전북특별자치도 군산시 성산면 도암리,16,0,1,180,5213037024
102,81,전북특별자치도 군산시 성산면 여방리,12,6,6,213,5213037025
39,18,전북특별자치도 군산시 성산면 대명리,1,0,35,98,5213037026
64,37,전북특별자치도 군산시 성산면 창오리,4,0,2,97,5213037027
68,54,전북특별자치도 군산시 성산면 산곡리,8,0,2,116,5213037028
598,638,전북특별자치도 군산시 나포면,91,11,715,1048,5213038000
96,50,전북특별자치도 군산시 나포면 나포리,9,0,95,189,5213038021
162,18,전북특별자치도 군산시 나포면 장상리,20,0,10,264,5213038022
105,149,전북특별자치도 군산시 나포면 옥곤리,22,11,311,195,5213038023
73,290,전북특별자치도 군산시 나포면 주곡리,0,0,205,119,5213038024
100,29,전북특별자치도 군산시 나포면 부곡리,29,0,7,169,5213038025
63,103,전북특별자치도 군산시 나포면 서포리,11,0,87,114,5213038026
98,104,전북특별자치도 군산시 옥도면,53,0,444,1256,5213039000
3,7,전북특별자치도 군산시 옥도면 어청도리,12,0,30,160,5213039023
19,4,전북특별자치도 군산시 옥도면 선유도리,7,0,35,138,5213039024
14,48,전북특별자치도 군산시 옥도면 무녀도리,3,0,16,109,5213039025
32,12,전북특별자치도 군산시 옥도면 신시도리,12,0,117,357,5213039026
3,0,전북특별자치도 군산시 옥도면 야미도리,9,0,117,45,5213039027
2,2,전북특별자치도 군산시 옥도면 장자도리,0,0,3,3,5213039028
7,3,전북특별자치도 군산시 옥도면 관리도리,0,0,20,90,5213039029
15,16,전북특별자치도 군산시 옥도면 말도리,2,0,77,197,5213039030
2,13,전북특별자치도 군산시 옥도면 비안도리,8,0,10,127,5213039031
0,0,전북특별자치도 군산시 옥도면 대장도리,0,0,18,16,5213039033
1,0,전북특별자치도 군산시 옥도면 두리도리,0,0,1,15,5213039034
144,1510,전북특별자치도 군산시 옥서면,1,19,111,295,5213040000
89,682,전북특별자치도 군산시 옥서면 옥봉리,0,0,86,186,5213040021
55,827,전북특별자치도 군산시 옥서면 선연리,1,18,26,109,5213040022
11018,18115,전북특별자치도 익산시,1160,1025,2260,17163,5214000000
8,0,전북특별자치도 익산시 창인동1가,0,0,0,16,5214010100
0,0,전북특별자치도 익산시 창인동2가,0,0,0,27,5214010200
4,0,전북특별자치도 익산시 중앙동1가,0,0,0,1,5214010300
4,0,전북특별자치도 익산시 중앙동2가,0,0,0,1,5214010400
3,0,전북특별자치도 익산시 중앙동3가,0,0,0,7,5214010500
20,49,전북특별자치도 익산시 평화동,0,0,5,7,5214010600
3,0,전북특별자치도 익산시 갈산동,0,0,0,14,5214010700
16,10,전북특별자치도 익산시 주현동,0,0,0,8,5214010800
14,38,전북특별자치도 익산시 인화동1가,0,0,0,0,5214010900
8,122,전북특별자치도 익산시 인화동2가,0,0,6,0,5214011000
28,161,전북특별자치도 익산시 동산동,0,0,10,37,5214011100
56,11,전북특별자치도 익산시 마동,0,0,0,81,5214011200
34,0,전북특별자치도 익산시 남중동,0,0,0,141,5214011300
52,46,전북특별자치도 익산시 모현동1가,0,0,0,78,5214011400
46,53,전북특별자치도 익산시 모현동2가,3,0,1,70,5214011500
12,69,전북특별자치도 익산시 송학동,0,3,1,62,5214011600
0,574,전북특별자치도 익산시 목천동,0,0,31,0,5214011700
10,215,전북특별자치도 익산시 만석동,0,0,7,18,5214011800
21,192,전북특별자치도 익산시 현영동,0,1,4,42,5214011900
69,242,전북특별자치도 익산시 신용동,0,1,23,140,5214012000
60,41,전북특별자치도 익산시 신동,0,0,2,151,5214012100
79,55,전북특별자치도 익산시 영등동,0,0,6,177,5214012200
72,19,전북특별자치도 익산시 어양동,0,0,3,119,5214012300
63,235,전북특별자치도 익산시 신흥동,0,0,25,115,5214012400
24,340,전북특별자치도 익산시 금강동,0,0,22,46,5214012500
0,515,전북특별자치도 익산시 석탄동,0,0,44,0,5214012600
123,79,전북특별자치도 익산시 팔봉동,0,0,1,181,5214012700
115,77,전북특별자치도 익산시 덕기동,0,5,5,178,5214012800
97,57,전북특별자치도 익산시 석왕동,0,0,5,145,5214012900
78,76,전북특별자치도 익산시 은기동,0,0,6,95,5214013000
52,89,전북특별자치도 익산시 정족동,0,0,3,78,5214013100
35,156,전북특별자치도 익산시 임상동,0,5,10,78,5214013200
52,39,전북특별자치도 익산시 월성동,0,0,0,148,5214013300
152,129,전북특별자치도 익산시 부송동,0,0,9,246,5214013400
61,6,전북특별자치도 익산시 용제동,0,0,4,89,5214013500
47,119,전북특별자치도 익산시 석암동,0,0,13,61,5214013600
612,532,전북특별자치도 익산시 함열읍,1,2,12,735,5214025000
79,234,전북특별자치도 익산시 함열읍 와리,0,0,9,137,5214025021
65,115,전북특별자치도 익산시 함열읍 남당리,1,2,0,86,5214025022
97,16,전북특별자치도 익산시 함열읍 흘산리,0,0,0,116,5214025023
200,101,전북특별자치도 익산시 함열읍 석매리,0,0,2,205,5214025024
21,46,전북특별자치도 익산시 함열읍 용지리,0,0,0,20,5214025025
150,19,전북특별자치도 익산시 함열읍 다송리,0,0,0,172,5214025026
135,2403,전북특별자치도 익산시 오산면,0,37,207,219,5214031000
13,34,전북특별자치도 익산시 오산면 송학리,0,0,0,34,5214031021
81,67,강원특별자치도 삼척시 원덕읍 옥원리,53,0,27,662,5123025325
35,46,강원특별자치도 삼척시 원덕읍 호산리,2,0,83,143,5123025326
66,71,강원특별자치도 삼척시 원덕읍 월천리,2,0,56,386,5123025327
106,93,강원특별자치도 삼척시 원덕읍 노경리,38,0,83,883,5123025328
34,23,강원특별자치도 삼척시 원덕읍 사곡리,161,0,14,1826,5123025330
34,92,강원특별자치도 삼척시 원덕읍 기곡리,157,0,61,1900,5123025331
74,102,강원특별자치도 삼척시 원덕읍 산양리,159,0,144,1729,5123025332
1300,979,강원특별자치도 삼척시 근덕면,459,1,319,10321,5123031000
41,127,강원특별자치도 삼척시 근덕면 상맹방리,1,0,8,205,5123031021
43,129,강원특별자치도 삼척시 근덕면 하맹방리,5,0,26,243,5123031022
43,4,강원특별자치도 삼척시 근덕면 금계리,75,0,0,566,5123031023
63,149,강원특별자치도 삼척시 근덕면 교가리,0,0,36,191,5123031024
165,55,강원특별자치도 삼척시 근덕면 교곡리,9,0,22,1110,5123031025
35,40,강원특별자치도 삼척시 근덕면 덕산리,0,0,18,134,5123031026
46,64,강원특별자치도 삼척시 근덕면 부남리,4,0,29,193,5123031027
67,26,강원특별자치도 삼척시 근덕면 광태리,10,0,6,294,5123031028
226,151,강원특별자치도 삼척시 근덕면 동막리,175,1,92,2508,5123031029
195,71,강원특별자치도 삼척시 근덕면 궁촌리,154,0,30,2588,5123031030
149,80,강원특별자치도 삼척시 근덕면 매원리,13,0,20,926,5123031031
47,15,강원특별자치도 삼척시 근덕면 초곡리,0,0,8,215,5123031032
98,54,강원특별자치도 삼척시 근덕면 용화리,12,0,20,822,5123031033
82,16,강원특별자치도 삼척시 근덕면 장호리,2,0,3,328,5123031034
281,232,강원특별자치도 삼척시 하장면,1783,1,317,18046,5123032000
19,12,강원특별자치도 삼척시 하장면 중봉리,403,0,39,4368,5123032021
76,62,강원특별자치도 삼척시 하장면 번천리,161,0,25,2250,5123032022
76,13,강원특별자치도 삼척시 하장면 숙암리,42,0,75,1661,5123032023
15,10,강원특별자치도 삼척시 하장면 광동리,79,0,46,909,5123032024
16,14,강원특별자치도 삼척시 하장면 장전리,133,1,17,607,5123032025
4,6,강원특별자치도 삼척시 하장면 추동리,150,0,14,1348,5123032026
19,0,강원특별자치도 삼척시 하장면 한소리,49,0,1,583,5123032027
12,40,강원특별자치도 삼척시 하장면 토산리,36,0,26,783,5123032028
32,76,강원특별자치도 삼척시 하장면 갈전리,187,0,47,1578,5123032029
0,0,강원특별자치도 삼척시 하장면 공전리,42,0,0,321,5123032030
3,0,강원특별자치도 삼척시 하장면 둔전리,94,0,8,506,5123032031
7,0,강원특별자치도 삼척시 하장면 대전리,57,0,6,306,5123032033
0,0,강원특별자치도 삼척시 하장면 어리,90,0,2,672,5123032034
0,0,강원특별자치도 삼척시 하장면 판문리,105,0,4,976,5123032035
0,0,강원특별자치도 삼척시 하장면 용연리,84,0,5,934,5123032036
80,74,강원특별자치도 삼척시 노곡면,1019,0,114,13151,5123033000
0,0,강원특별자치도 삼척시 노곡면 여삼리,54,0,0,585,5123033021
11,1,강원특별자치도 삼척시 노곡면 상천기리,18,0,8,287,5123033022
9,0,강원특별자치도 삼척시 노곡면 하반천리,13,0,6,236,5123033023
6,0,강원특별자치도 삼척시 노곡면 상반천리,40,0,7,528,5123033024
0,0,강원특별자치도 삼척시 노곡면 우발리,26,0,0,261,5123033025
0,4,강원특별자치도 삼척시 노곡면 고자리,43,0,9,460,5123033026
10,7,강원특별자치도 삼척시 노곡면 하월산리,32,0,7,525,5123033027
3,0,강원특별자치도 삼척시 노곡면 개산리,32,0,0,528,5123033028
7,1,강원특별자치도 삼척시 노곡면 상월산리,35,0,7,538,5123033029
4,0,강원특별자치도 삼척시 노곡면 하군천리,81,0,6,792,5123033030
0,0,강원특별자치도 삼척시 노곡면 상군천리,62,0,4,744,5123033031
0,0,강원특별자치도 삼척시 노곡면 둔달리,24,0,1,311,5123033032
0,2,강원특별자치도 삼척시 노곡면 주지리,80,0,7,1303,5123033033
23,23,강원특별자치도 삼척시 노곡면 하마읍리,152,0,39,1917,5123033034
7,31,강원특별자치도 삼척시 노곡면 중마읍리,118,0,5,1293,5123033035
0,6,강원특별자치도 삼척시 노곡면 상마읍리,210,0,7,2845,5123033036
242,248,강원특별자치도 삼척시 미로면,975,0,252,8201,5123034000
6,14,강원특별자치도 삼척시 미로면 무사리,14,0,21,111,5123034021
23,10,강원특별자치도 삼척시 미로면 사둔리,100,0,16,590,5123034022
8,98,강원특별자치도 삼척시 미로면 하거노리,56,0,50,408,5123034023
8,45,강원특별자치도 삼척시 미로면 상거노리,93,0,41,526,5123034024
6,17,강원특별자치도 삼척시 미로면 상정리,25,0,21,195,5123034025
2,23,강원특별자치도 삼척시 미로면 하정리,39,0,24,344,5123034026
6,18,강원특별자치도 삼척시 미로면 천기리,19,0,33,203,5123034027
8,12,강원특별자치도 삼척시 미로면 활기리,153,0,12,1770,5123034028
2,0,강원특별자치도 삼척시 미로면 하사전리,41,0,5,205,5123034029
26,0,강원특별자치도 삼척시 미로면 동산리,63,0,0,289,5123034030
4,0,강원특별자치도 삼척시 미로면 상사전리,65,0,1,463,5123034031
16,0,강원특별자치도 삼척시 미로면 삼거리,87,0,11,920,5123034032
37,5,강원특별자치도 삼척시 미로면 고천리,127,0,9,1057,5123034033
90,6,강원특별자치도 삼척시 미로면 내미로리,98,0,7,1124,5123034034
48,64,강원특별자치도 삼척시 가곡면,918,0,166,14033,5123035000
3,7,강원특별자치도 삼척시 가곡면 오목리,102,0,5,1511,5123035021
23,13,강원특별자치도 삼척시 가곡면 탕곡리,106,0,33,1260,5123035022
15,10,강원특별자치도 삼척시 가곡면 오저리,110,0,39,1290,5123035023
6,28,강원특별자치도 삼척시 가곡면 풍곡리,409,0,69,7505,5123035024
2,5,강원특별자치도 삼척시 가곡면 동활리,190,0,19,2468,5123035025
59,66,강원특별자치도 삼척시 신기면,376,0,147,4973,5123036000
21,11,강원특별자치도 삼척시 신기면 신기리,34,0,39,411,5123036021
0,2,강원특별자치도 삼척시 신기면 서하리,37,0,6,245,5123036022
38,51,전북특별자치도 임실군 덕치면 사곡리,35,0,10,419,5275040022
28,14,전북특별자치도 임실군 덕치면 가곡리,35,0,4,463,5275040023
28,28,전북특별자치도 임실군 덕치면 천담리,36,0,30,339,5275040024
8,59,전북특별자치도 임실군 덕치면 장암리,80,0,19,510,5275040025
0,32,전북특별자치도 임실군 덕치면 일중리,5,0,8,251,5275040026
19,14,전북특별자치도 임실군 덕치면 물우리,42,0,29,560,5275040027
30,76,전북특별자치도 임실군 덕치면 회문리,33,0,21,453,5275040028
565,198,전북특별자치도 임실군 지사면,19,36,46,903,5275041000
78,2,전북특별자치도 임실군 지사면 관기리,8,0,2,157,5275041021
84,9,전북특별자치도 임실군 지사면 원산리,0,5,1,76,5275041022
123,21,전북특별자치도 임실군 지사면 안하리,4,0,3,269,5275041023
71,16,전북특별자치도 임실군 지사면 금평리,4,1,3,134,5275041024
49,61,전북특별자치도 임실군 지사면 영천리,0,21,12,44,5275041025
47,59,전북특별자치도 임실군 지사면 방계리,0,0,15,53,5275041026
112,31,전북특별자치도 임실군 지사면 계산리,3,10,10,172,5275041027
394,284,전북특별자치도 순창군 순창읍,182,67,51,1146,5277025000
44,12,전북특별자치도 순창군 순창읍 순화리,18,14,4,172,5277025021
34,59,전북특별자치도 순창군 순창읍 남계리,2,25,11,45,5277025022
38,16,전북특별자치도 순창군 순창읍 장덕리,4,0,5,85,5277025023
16,61,전북특별자치도 순창군 순창읍 복실리,28,15,7,104,5277025024
92,25,전북특별자치도 순창군 순창읍 백산리,68,0,8,318,5277025025
48,48,전북특별자치도 순창군 순창읍 교성리,25,0,3,137,5277025026
37,38,전북특별자치도 순창군 순창읍 가남리,10,0,7,83,5277025027
85,24,전북특별자치도 순창군 순창읍 신남리,26,12,6,205,5277025028
625,121,전북특별자치도 순창군 인계면,359,21,45,2486,5277031000
92,7,전북특별자치도 순창군 인계면 갑동리,18,21,5,221,5277031021
76,43,전북특별자치도 순창군 인계면 도룡리,71,0,7,414,5277031022
37,2,전북특별자치도 순창군 인계면 쌍암리,56,0,5,242,5277031023
30,0,전북특별자치도 순창군 인계면 탑리,40,0,5,159,5277031024
22,22,전북특별자치도 순창군 인계면 심초리,71,0,4,294,5277031025
22,15,전북특별자치도 순창군 인계면 세룡리,49,0,6,310,5277031026
63,26,전북특별자치도 순창군 인계면 마흘리,19,0,7,238,5277031027
52,0,전북특별자치도 순창군 인계면 가성리,4,0,1,114,5277031028
59,0,전북특별자치도 순창군 인계면 중산리,4,0,2,140,5277031029
95,5,전북특별자치도 순창군 인계면 지산리,20,0,3,212,5277031030
76,0,전북특별자치도 순창군 인계면 노동리,4,0,1,145,5277031031
733,241,전북특별자치도 순창군 동계면,663,35,157,3885,5277032000
22,51,전북특별자치도 순창군 동계면 현포리,25,24,17,225,5277032021
19,46,전북특별자치도 순창군 동계면 서호리,15,0,22,107,5277032022
23,25,전북특별자치도 순창군 동계면 어치리,119,0,24,785,5277032023
61,25,전북특별자치도 순창군 동계면 구미리,62,0,19,380,5277032024
79,2,전북특별자치도 순창군 동계면 동심리,87,0,8,312,5277032025
53,10,전북특별자치도 순창군 동계면 관전리,24,1,3,61,5277032026
77,0,전북특별자치도 순창군 동계면 신흥리,45,0,3,162,5277032027
73,0,전북특별자치도 순창군 동계면 유산리,21,0,6,149,5277032028
93,15,전북특별자치도 순창군 동계면 이동리,4,0,7,146,5277032029
72,11,전북특별자치도 순창군 동계면 수정리,107,0,8,574,5277032030
21,36,전북특별자치도 순창군 동계면 주월리,71,0,28,304,5277032031
58,0,전북특별자치도 순창군 동계면 내령리,46,0,4,379,5277032032
82,22,전북특별자치도 순창군 동계면 수장리,40,10,8,302,5277032033
756,213,전북특별자치도 순창군 풍산면,260,100,85,1418,5277033000
70,12,전북특별자치도 순창군 풍산면 반월리,6,0,5,91,5277033021
71,24,전북특별자치도 순창군 풍산면 유정리,6,3,14,109,5277033022
93,9,전북특별자치도 순창군 풍산면 삼촌리,128,16,7,193,5277033023
67,28,전북특별자치도 순창군 풍산면 금곡리,19,0,5,140,5277033024
96,7,전북특별자치도 순창군 풍산면 죽전리,2,0,4,115,5277033025
20,15,전북특별자치도 고창군 고수면 은사리,241,0,1,479,5279031034
1005,902,전북특별자치도 고창군 아산면,611,51,279,4597,5279032000
38,25,전북특별자치도 고창군 아산면 봉덕리,9,0,6,53,5279032021
77,22,전북특별자치도 고창군 아산면 중월리,0,0,2,102,5279032022
50,61,전북특별자치도 고창군 아산면 목동리,1,16,7,84,5279032023
31,46,전북특별자치도 고창군 아산면 상갑리,3,0,6,26,5279032024
38,68,전북특별자치도 고창군 아산면 하갑리,25,1,21,123,5279032025
72,158,전북특별자치도 익산시 오산면 장신리,0,27,3,127,5214031022
14,533,전북특별자치도 익산시 오산면 영만리,0,8,19,19,5214031023
36,396,전북특별자치도 익산시 오산면 오산리,0,3,14,39,5214031024
40,0,전북특별자치도 순창군 풍산면 우곡리,4,0,0,67,5277033026
114,0,전북특별자치도 순창군 풍산면 한내리,6,0,2,174,5277033027
54,49,전북특별자치도 순창군 풍산면 대가리,18,30,15,126,5277033028
12,60,전북특별자치도 순창군 풍산면 두승리,0,44,20,25,5277033029
40,9,전북특별자치도 순창군 풍산면 상촌리,5,0,4,54,5277033030
30,14,전북특별자치도 순창군 풍산면 용내리,8,6,4,57,5277033031
71,0,전북특별자치도 순창군 풍산면 죽곡리,59,0,5,263,5277033032
865,72,전북특별자치도 순창군 금과면,108,0,50,1661,5277034000
50,1,전북특별자치도 순창군 금과면 수양리,11,0,5,80,5277034021
46,0,전북특별자치도 순창군 금과면 발산리,5,0,1,86,5277034022
49,0,전북특별자치도 순창군 금과면 내동리,13,0,2,164,5277034023
50,23,전북특별자치도 순창군 금과면 동전리,0,0,10,62,5277034024
104,3,전북특별자치도 순창군 금과면 대성리,28,0,3,207,5277034025
78,5,전북특별자치도 순창군 금과면 방성리,11,0,7,161,5277034027
58,17,전북특별자치도 순창군 금과면 남계리,5,0,6,113,5277034028
90,5,전북특별자치도 순창군 금과면 목동리,5,0,1,156,5277034030
98,0,전북특별자치도 순창군 금과면 방축리,12,0,5,192,5277034032
62,1,전북특별자치도 순창군 금과면 고례리,8,0,0,161,5277034033
61,0,전북특별자치도 순창군 금과면 장장리,7,0,0,93,5277034034
61,17,전북특별자치도 순창군 금과면 매우리,0,0,6,79,5277034035
615,212,전북특별자치도 순창군 팔덕면,290,16,78,2765,5277035000
37,31,전북특별자치도 순창군 팔덕면 구룡리,14,0,7,125,5277035021
32,58,전북특별자치도 순창군 팔덕면 용산리,5,0,9,113,5277035022
107,5,전북특별자치도 순창군 팔덕면 월곡리,53,0,7,296,5277035023
68,0,전북특별자치도 순창군 팔덕면 광암리,40,0,5,261,5277035024
49,24,전북특별자치도 순창군 팔덕면 청계리,104,0,22,1177,5277035025
38,25,전북특별자치도 순창군 팔덕면 서흥리,20,0,6,236,5277035026
60,46,전북특별자치도 순창군 팔덕면 산동리,1,16,9,60,5277035027
68,5,전북특별자치도 순창군 팔덕면 장안리,20,0,1,147,5277035028
92,0,전북특별자치도 순창군 팔덕면 창덕리,13,0,4,196,5277035029
65,20,전북특별자치도 순창군 팔덕면 덕천리,18,0,10,153,5277035030
210,774,전북특별자치도 순창군 쌍치면,930,5,175,5805,5277036000
2,25,전북특별자치도 순창군 쌍치면 방산리,99,0,1,243,5277036021
5,10,전북특별자치도 순창군 쌍치면 신성리,28,0,1,87,5277036023
3,13,전북특별자치도 순창군 쌍치면 탕곡리,15,0,2,151,5277036024
1,14,전북특별자치도 순창군 쌍치면 중안리,7,0,3,158,5277036025
15,54,전북특별자치도 순창군 쌍치면 둔전리,55,0,22,305,5277036026
4,48,전북특별자치도 순창군 쌍치면 시산리,19,0,9,105,5277036027
14,50,전북특별자치도 순창군 쌍치면 옥산리,62,0,8,429,5277036028
4,18,전북특별자치도 순창군 쌍치면 종암리,32,0,12,417,5277036029
23,31,전북특별자치도 순창군 쌍치면 학선리,100,0,5,542,5277036030
22,46,전북특별자치도 순창군 쌍치면 도고리,49,0,6,274,5277036031
1,115,전북특별자치도 순창군 쌍치면 금평리,14,5,18,141,5277036032
17,28,전북특별자치도 순창군 쌍치면 쌍계리,27,0,11,203,5277036033
15,45,전북특별자치도 순창군 쌍치면 전암리,34,0,4,248,5277036034
4,35,전북특별자치도 순창군 쌍치면 양신리,109,0,6,507,5277036035
10,61,전북특별자치도 순창군 쌍치면 운암리,49,0,24,489,5277036036
33,67,전북특별자치도 순창군 쌍치면 용전리,64,0,13,569,5277036037
24,64,전북특별자치도 순창군 쌍치면 금성리,73,0,15,421,5277036038
