allcolluvm_Layer_Area,alluvm_Layer_Area,bjd_Nm,colluvm_Layer_Area,diluvm_Layer_Area,etc_Area,residum_Layer_Area,stdg_Cd
51,298,경상남도 밀양시 상남면 연금리,87,0,32,376,4827036023
14,158,부산광역시 남구 대연동,194,2,22,424,2629010600
4,98,부산광역시 남구 용호동,138,0,95,381,2629010700
7,67,부산광역시 남구 용당동,74,0,66,151,2629010800
128,5,경상북도 포항시북구 송라면 대전리,31,0,8,885,4711333028
18,26,경상북도 포항시북구 송라면 지경리,47,0,7,130,4711333029
95,174,경상북도 포항시북구 기계면 현내리,0,0,43,206,4711334021
49,127,경상북도 경주시 평동,40,0,21,175,4713012700
57,23,경상북도 경주시 황남동,0,0,2,0,4713011000
10,33,경상북도 경주시 교동,0,13,6,5,4713011100
28,127,경상북도 경주시 탑동,12,70,21,72,4713011300
262,32,경상북도 경주시 충효동,183,17,16,504,4713011400
163,135,경상북도 경주시 천군동,83,7,101,924,4713013500
69,63,경상북도 경주시 동방동,13,20,20,89,4713011800
68,133,경상북도 경주시 도지동,28,0,9,103,4713011900
105,52,경상북도 경주시 배반동,18,99,13,122,4713012100
69,35,경상북도 청도군 청도읍 고수리,63,0,13,106,4782025321
14,18,경상북도 청도군 청도읍 송읍리,32,21,17,90,4782025322
17,17,경상북도 청도군 청도읍 무등리,22,14,1,41,4782025323
20,19,경상북도 청도군 청도읍 내리,30,27,3,140,4782025325
42,25,경상북도 청도군 청도읍 안인리,44,0,7,210,4782025326
61,42,경상북도 청도군 청도읍 부야리,121,0,19,640,4782025328
4,26,경상북도 청도군 청도읍 구미리,18,0,8,136,4782025330
29,37,경상북도 청도군 청도읍 월곡리,117,0,7,373,4782025331
6,24,경상북도 청도군 이서면 칠엽리,54,0,19,483,4782034038
74,36,경상북도 청도군 이서면 대전리,39,0,8,222,4782034039
31,53,경상북도 청도군 이서면 구라리,1,14,5,46,4782034041
71,26,전라남도 함평군 나산면 수상리,18,0,5,268,4686036027
48,88,전라남도 함평군 나산면 우치리,41,3,17,279,4686036029
65,88,전라남도 함평군 나산면 초포리,0,33,12,47,4686036030
10,34,전라남도 함평군 나산면 원선리,67,0,11,594,4686036032
35,91,전라남도 함평군 나산면 구산리,49,0,16,431,4686036033
52,118,전라남도 함평군 해보면 상곡리,23,0,8,201,4686037021
67,125,전라남도 함평군 해보면 용산리,0,0,19,65,4686037023
48,130,전라남도 함평군 해보면 문장리,0,0,8,57,4686037024
139,27,전라남도 함평군 해보면 해보리,30,0,5,171,4686037026
67,32,경상북도 포항시북구 기계면 미현리,18,0,7,828,4711334032
93,68,경상북도 포항시북구 기계면 인비리,138,0,28,412,4711334033
86,14,경상북도 포항시북구 기계면 가안리,84,0,2,511,4711334035
18,3,경상북도 포항시북구 기계면 남계리,75,0,7,802,4711334036
41,10,경상북도 포항시북구 죽장면 가사리,90,0,14,2261,4711335021
84,181,경상북도 포항시북구 기계면 지가리,3,0,46,494,4711334022
23,42,대구광역시 달성군 화원읍 성산리,4,26,24,39,2771025023
90,12,대구광역시 달성군 화원읍 명곡리,89,0,8,405,2771025025
107,48,대구광역시 달성군 화원읍 본리리,155,0,10,885,2771025026
77,24,대구광역시 달성군 논공읍 노이리,134,1,17,570,2771025321
41,215,대구광역시 달성군 논공읍 금포리,32,188,110,87,2771025322
4,26,경상북도 청도군 청도읍 거연리,118,0,12,473,4782025333
32,58,경상북도 청도군 청도읍 신도리,90,0,9,240,4782025334
10,6,경상북도 청도군 청도읍 상리,94,0,6,548,4782025335
1184,664,전라남도 무안군 현경면,144,172,190,3177,4684034000
5,31,전라남도 함평군 해보면 광암리,59,0,2,266,4686037029
77,116,전라남도 완도군 보길면,722,0,70,2340,4689038000
0,0,경기도 파주시 적성면 설마리,9,0,0,44,4148037032
0,13,대구광역시 북구 칠성동2가,0,87,5,0,2723010200
0,10,대구광역시 북구 고성동1가,0,1,0,0,2723010300
70,80,대구광역시 동구 지묘동,100,13,44,772,2714014500
86,182,충청남도 공주시 우성면 목천리,2,0,21,163,4415038033
40,98,충청남도 공주시 정안면 월산리,67,8,15,611,4415037039
27,36,충청남도 공주시 정안면 내문리,83,0,0,621,4415037041
2,30,충청남도 공주시 정안면 산성리,47,0,2,498,4415037042
41,70,충청남도 공주시 우성면 동대리,3,0,30,131,4415038021
44,22,충청남도 공주시 우성면 단지리,0,0,0,55,4415038022
99,85,충청남도 공주시 우성면 상서리,8,2,16,188,4415038024
44,62,충청남도 공주시 우성면 도천리,0,8,2,56,4415038026
193,15,경기도 안성시 원곡면 칠곡리,6,0,20,425,4155038022
581,247,경기도 안성시 고삼면,64,0,328,1560,4155042000
141,38,경기도 안성시 고삼면 쌍지리,50,0,4,596,4155042021
32,94,경기도 안성시 고삼면 대갈리,0,0,75,39,4155042023
134,68,경기도 안성시 고삼면 가유리,7,0,11,262,4155042024
79,9,경기도 안성시 고삼면 봉산리,0,0,98,172,4155042026
4211,10240,경기도 김포시,161,33,3936,9168,4157000000
33,86,경기도 김포시 북변동,0,3,5,56,4157010100
3,448,경기도 김포시 걸포동,0,0,296,10,4157010200
104,341,경기도 김포시 운양동,0,0,197,152,4157010300
70,132,경기도 김포시 감정동,0,1,9,140,4157010500
12,236,경기도 김포시 사우동,2,0,10,74,4157010600
92,65,전라남도 보성군 조성면 은곡리,99,0,6,208,4678037023
102,20,전라남도 보성군 조성면 귀산리,23,0,1,79,4678037025
12,14,경상북도 문경시 농암면 궁기리,253,0,14,1779,4728037024
39,41,경상북도 문경시 산북면 호암리,51,0,4,621,4728034030
116,0,경상북도 문경시 호계면 선암리,26,0,0,698,4728033025
105,2,경상북도 문경시 호계면 가도리,9,0,2,195,4728033027
78,5,경상북도 문경시 호계면 구산리,14,0,3,246,4728033028
37,36,경상북도 문경시 호계면 막곡리,0,0,18,67,4728033030
24,43,경상북도 문경시 호계면 봉서리,2,0,8,127,4728033031
44,30,경상북도 문경시 산북면 서중리,2,0,10,141,4728034021
69,79,경상북도 문경시 산북면 대상리,3,0,14,216,4728034022
47,35,경상북도 문경시 동로면 마광리,90,0,14,460,4728035021
58,55,경상북도 문경시 동로면 수평리,76,0,52,662,4728035023
126,41,경상북도 문경시 동로면 간송리,117,0,29,1090,4728035024
24,413,서울특별시 강서구 마곡동,0,0,64,37,1150010500
59,32,서울특별시 강서구 내발산동,0,0,0,72,1150010600
31,49,서울특별시 강서구 외발산동,0,0,0,52,1150010700
40,268,서울특별시 강서구 개화동,1,0,99,72,1150011000
28,166,전라남도 화순군 화순읍 삼천리,7,0,16,99,4679025031
2,48,전라남도 화순군 춘양면 용두리,21,0,16,236,4679032032
36,74,전라남도 화순군 춘양면 우봉리,27,4,16,227,4679032033
417,458,전라남도 화순군 청풍면,516,0,113,3529,4679033000
12,50,전라남도 화순군 청풍면 풍암리,35,0,19,182,4679033021
32,18,전라남도 화순군 청풍면 한지리,52,0,17,250,4679033022
79,65,전라남도 화순군 청풍면 세청리,31,0,18,149,4679033024
54,25,전라남도 화순군 청풍면 대비리,28,0,1,268,4679033025
49,0,경상북도 경산시 진량읍 광석리,0,1,3,47,4729025338
53,0,경상북도 경산시 진량읍 신제리,0,0,12,129,4729025339
25,66,경상북도 문경시 농암면 화산리,193,0,9,700,4728037026
10,58,경상북도 문경시 농암면 율수리,102,0,13,677,4728037027
55,85,경상북도 문경시 농암면 갈동리,90,0,14,480,4728037028
92,32,경상북도 문경시 농암면 지동리,7,0,1,187,4728037030
83,35,경상북도 문경시 농암면 선곡리,52,0,2,212,4728037031
4778,4107,경상북도 경산시,3943,2513,1643,24140,4729000000
16,26,전라남도 함평군 해보면 금계리,64,0,18,546,4686037027
14,36,전라남도 함평군 나산면 송암리,38,0,4,237,4686036025
83,32,전라남도 영광군 홍농읍 단덕리,7,0,5,130,4687025628
74,0,부산광역시 해운대구 반송동,129,0,6,614,2635010100
49,31,부산광역시 해운대구 석대동,45,0,14,202,2635010200
109,64,부산광역시 해운대구 반여동,159,0,18,502,2635010300
45,154,부산광역시 해운대구 우동,161,1,131,617,2635010500
46,45,부산광역시 해운대구 중동,43,0,13,143,2635010600
79,178,부산광역시 해운대구 좌동,98,1,7,570,2635010700
160,771,부산광역시 사하구,590,0,976,1696,2638000000
54,25,부산광역시 사하구 괴정동,118,0,1,298,2638010100
12,418,부산광역시 사하구 하단동,45,0,371,115,2638010300
3,196,부산광역시 사하구 신평동,39,0,90,101,2638010400
56,6,부산광역시 기장군 철마면 고촌리,28,0,1,253,2671033029
40,76,부산광역시 기장군 철마면 임기리,115,0,19,668,2671033031
65,106,인천광역시 연수구 연수동,0,0,0,180,2818510300
23,97,경상북도 청도군 금천면 동곡리,130,0,29,449,4782036031
56,4,경상북도 예천군 보문면 미호리,1,0,15,93,4790035034
117,20,경상북도 예천군 보문면 신월리,3,0,31,201,4790035035
111,4,경상북도 예천군 보문면 승본리,4,0,3,173,4790035036
88,69,경상북도 예천군 보문면 독양리,2,0,14,203,4790035038
101,95,서울특별시 강동구 암사동,0,11,150,112,1174010700
38,54,경상북도 경주시 건천읍 천포리,0,114,19,25,4713025625
65,122,경상북도 경주시 건천읍 모량리,58,63,18,177,4713025627
96,94,경상북도 경주시 건천읍 방내리,75,1,26,580,4713025628
122,39,경상북도 경주시 건천읍 금척리,0,17,14,12,4713025630
86,48,경상북도 경주시 안강읍 노당리,41,196,11,255,4713025327
114,168,경상북도 경주시 안강읍 옥산리,195,64,50,1630,4713025328
190,43,경상북도 경주시 안강읍 두류리,89,0,82,2008,4713025329
63,52,경기도 이천시 백사면 송말리,49,7,4,254,4150032024
122,118,경기도 이천시 백사면 모전리,5,0,26,108,4150032026
62,112,경기도 이천시 백사면 도지리,0,0,22,67,4150032027
110,8,경기도 이천시 대월면 대흥리,0,0,0,152,4150035028
182,15,경기도 이천시 대월면 도리리,0,0,3,215,4150035029
30,0,경상북도 예천군 유천면 용암리,0,0,0,41,4790037057
69,3,경상북도 예천군 유천면 매산리,0,0,1,66,4790037059
775,328,경기도 파주시 법원읍,101,1,24,2136,4148025600
322,9,경기도 파주시 법원읍 오현리,4,0,0,280,4148025621
7,31,경기도 파주시 법원읍 법원리,21,0,1,201,4148025622
13,36,경기도 파주시 법원읍 가야리,1,0,0,34,4148025623
0,0,경기도 파주시 법원읍 동문리,0,0,0,0,4148025624
156,31,경기도 파주시 법원읍 삼방리,33,1,23,642,4148025626
73,33,대구광역시 달성군 하빈면 감문리,49,1,6,185,2771033027
109,21,대구광역시 달성군 다사읍 문양리,21,12,6,345,2771025630
447,309,대구광역시 달성군 가창면,2044,29,153,8061,2771031000
4,22,대구광역시 달성군 가창면 용계리,132,29,44,419,2771031021
26,7,대구광역시 달성군 가창면 정대리,376,0,16,2090,2771031023
37,45,대구광역시 달성군 가창면 냉천리,118,0,2,173,2771031024
67,8,대구광역시 달성군 가창면 상원리,134,0,3,776,2771031026
49,25,대구광역시 달성군 가창면 대일리,138,0,5,329,2771031028
83,13,경상북도 영덕군 축산면 대곡리,84,0,4,750,4777035040
44,74,경기도 남양주시 수동면 입석리,118,0,21,810,4136034026
69,59,경기도 남양주시 수동면 송천리,69,0,22,641,4136034027
243,286,경기도 남양주시 조안면,407,4,755,3404,4136036000
58,23,경기도 남양주시 조안면 능내리,50,0,274,372,4136036021
67,30,경기도 남양주시 조안면 조안리,52,0,178,481,4136036022
25,56,경기도 남양주시 조안면 진중리,76,4,72,820,4136036023
50,48,경기도 남양주시 조안면 삼봉리,84,1,94,619,4136036025
23,31,경기도 남양주시 조안면 시우리,93,0,3,723,4136036026
2,11,경상북도 경산시 삼남동,0,0,1,0,4729010100
0,16,경상북도 경산시 서상동,0,0,3,0,4729010300
2,7,경상북도 경산시 신교동,0,0,0,0,4729010400
24,42,경상북도 경산시 백천동,42,0,6,146,4729010600
49,0,경상남도 진주시 명석면 신기리,75,0,13,472,4817044026
132,8,경상남도 진주시 명석면 오미리,83,0,35,644,4817044028
99,0,경상남도 진주시 명석면 가화리,48,0,1,459,4817044029
118,12,경상남도 진주시 명석면 우수리,9,0,3,277,4817044031
401,361,경상남도 진주시 대평면,176,21,903,2238,4817045000
57,5,경상남도 진주시 명석면 덕곡리,69,0,4,330,4817044024
0,37,서울특별시 영등포구 당산동3가,0,0,0,0,1156011300
0,185,서울특별시 송파구 신천동,0,0,249,0,1171010200
0,192,서울특별시 송파구 풍납동,0,2,42,0,1171010300
0,7,전라남도 화순군 도암면 행산리,19,0,0,111,4679037035
152,216,전라남도 화순군 이서면,740,0,645,3557,4679038000
22,0,전라남도 화순군 이서면 월산리,48,0,126,365,4679038022
0,0,전라남도 화순군 이서면 보산리,48,0,187,393,4679038023
47,49,전라남도 화순군 청풍면 백운리,65,0,15,451,4679033026
34,15,전라남도 화순군 청풍면 청용리,57,0,1,338,4679033027
43,2,전라남도 화순군 청풍면 이만리,93,0,0,777,4679033028
7,82,전라남도 화순군 청풍면 신리,42,0,22,289,4679033030
5,71,전라남도 화순군 청풍면 차리,10,0,5,141,4679033031
10,103,전라남도 화순군 이양면 금능리,17,0,21,53,4679034021
14,58,전라남도 화순군 도곡면 죽청리,8,0,24,111,4679036031
42,25,전라남도 화순군 도곡면 원화리,36,0,7,268,4679036032
28,2,경상북도 경산시 진량읍 대원리,0,0,1,48,4729025340
69,4,경상북도 경산시 진량읍 속초리,5,0,5,107,4729025341
37,14,경상북도 경산시 진량읍 안촌리,2,0,3,71,4729025342
35,2,경상북도 경산시 진량읍 황제리,1,0,6,62,4729025343
6,4,경상북도 경산시 진량읍 가야리,0,65,3,16,4729025345
403,527,경상북도 경산시 와촌면,668,419,208,2542,4729031000
9,16,경상북도 경산시 와촌면 덕촌리,0,81,5,24,4729031022
2,0,경상남도 통영시 욕지면 노대리,18,0,47,146,4822035024
83,19,경상남도 통영시 한산면,474,0,98,2312,4822036000
27,10,경상남도 통영시 한산면 두억리,74,0,9,354,4822036021
16,4,경상남도 통영시 한산면 창좌리,67,0,9,292,4822036023
0,58,서울특별시 영등포구 당산동,0,0,23,0,1156011700
20,15,서울특별시 영등포구 도림동,0,0,3,20,1156011800
2,61,서울특별시 영등포구 문래동3가,0,0,0,4,1156012100
0,15,서울특별시 영등포구 문래동4가,0,0,3,0,1156012200
0,24,서울특별시 영등포구 문래동6가,0,0,8,0,1156012400
0,42,서울특별시 영등포구 양평동3가,0,0,6,0,1156012700
0,37,서울특별시 영등포구 양평동4가,0,0,0,0,1156012800
0,22,서울특별시 영등포구 양평동5가,0,0,0,0,1156012900
0,13,서울특별시 영등포구 양평동6가,0,0,0,0,1156013000
25,76,서울특별시 강남구 압구정동,0,0,126,42,1168011000
27,27,경상북도 청도군 금천면 김전리,90,0,21,659,4782036033
90,5,경상북도 청도군 금천면 갈지리,24,0,6,259,4782036034
209,3,경상북도 성주군 초전면 문덕리,5,0,6,171,4784038035
112,8,경상북도 성주군 초전면 자양리,29,0,4,203,4784038036
138,26,경상북도 성주군 초전면 월곡리,175,0,14,1012,4784038038
46,44,경상북도 성주군 초전면 소성리,109,0,24,723,4784038039
73,42,경기도 남양주시 화도읍 구암리,37,0,51,401,4136025624
54,152,경기도 남양주시 화도읍 금남리,55,0,148,645,4136025625
90,33,경기도 남양주시 화도읍 월산리,45,0,3,277,4136025627
89,66,경기도 남양주시 화도읍 창현리,41,0,18,447,4136025628
117,94,경기도 남양주시 화도읍 차산리,111,0,10,616,4136025630
220,150,경기도 남양주시 별내면,122,0,22,1716,4136031000
42,21,전라남도 장성군 북하면 신성리,245,0,13,1446,4688040032
3683,2505,전라남도 완도군,6094,4,1745,24356,4689000000
33,83,전라남도 장성군 황룡면 월평리,19,0,19,128,4688036021
0,81,전라남도 장성군 황룡면 옥정리,49,0,29,101,4688036023
17,130,전라남도 장성군 황룡면 황룡리,2,0,42,42,4688036024
44,96,전라남도 장성군 황룡면 신호리,0,0,28,57,4688036025
63,73,인천광역시 강화군 선원면 신정리,0,0,3,65,2871031024
32,2,인천광역시 강화군 강화읍 신문리,0,0,0,51,2871025021
70,52,인천광역시 서구 공촌동,21,3,4,302,2826010500
71,99,인천광역시 서구 연희동,0,20,6,82,2826010600
25,30,인천광역시 서구 심곡동,18,12,1,127,2826010700
85,89,인천광역시 서구 가정동,10,33,0,214,2826010800
76,248,인천광역시 서구 석남동,9,47,0,155,2826011000
95,507,인천광역시 서구 가좌동,0,0,12,275,2826011200
186,72,인천광역시 서구 당하동,0,24,4,233,2826011400
70,114,인천광역시 서구 원당동,0,0,6,145,2826011500
72,117,인천광역시 서구 금곡동,10,0,4,231,2826011800
1,1,인천광역시 중구 송학동2가,0,0,0,2,2811012000
0,1,인천광역시 중구 송학동3가,0,0,0,2,2811012100
62,14,대구광역시 달성군 구지면 고봉리,6,2,5,88,2771038023
4,49,대구광역시 달성군 구지면 가천리,0,30,42,1,2771038024
77,12,대구광역시 달성군 구지면 예현리,3,4,2,143,2771038026
53,2,대구광역시 달성군 구지면 유산리,5,0,2,65,2771038027
39,67,대구광역시 달성군 구지면 대암리,4,0,114,93,2771038029
73,41,대구광역시 달성군 구지면 내리,3,0,23,120,2771038030
50,36,대구광역시 달성군 구지면 수리리,33,19,5,208,2771038032
15,65,대구광역시 달성군 구지면 징리,12,0,4,86,2771038033
13,106,대구광역시 달성군 구지면 도동리,50,0,82,184,2771038035
15250,37520,인천광역시,7388,2219,5082,38697,2800000000
38,24,경상남도 하동군 화개면 부춘리,242,0,48,1036,4885031021
14,9,경상남도 하동군 화개면 탑리,130,0,30,226,4885031023
63,5,경기도 안성시 서운면 송정리,0,0,2,61,4155033023
152,106,경기도 이천시 설성면 행죽리,1,0,9,169,4150037023
152,92,경기도 이천시 설성면 제요리,4,0,23,186,4150037024
158,32,경기도 이천시 설성면 신필리,0,0,8,254,4150037025
187,5,경기도 이천시 설성면 장천리,2,0,24,240,4150037026
0,11,인천광역시 중구 신흥동1가,0,0,0,4,2811012600
0,4,인천광역시 중구 선화동,0,0,0,0,2811012900
5,0,인천광역시 중구 유동,0,0,0,1,2811013000
5,5,인천광역시 중구 도원동,0,0,0,15,2811013200
1,3,인천광역시 중구 내동,0,0,0,5,2811013300
3,3,인천광역시 중구 경동,0,0,0,4,2811013400
1,12,인천광역시 중구 인현동,0,0,0,0,2811013600
9,5,인천광역시 중구 전동,0,0,0,14,2811013700
0,4,인천광역시 동구 화평동,0,0,0,9,2814010400
43,92,경상북도 울진군 평해읍 평해리,19,0,37,138,4793025321
104,101,경상북도 울진군 평해읍 학곡리,8,0,19,457,4793025322
32,69,경상북도 울진군 평해읍 삼달리,16,0,35,329,4793025323
20,265,경상북도 울진군 평해읍 월송리,5,0,27,105,4793025325
46,65,경상북도 울진군 평해읍 직산리,4,0,19,182,4793025326
1402,648,경상북도 울진군 북면,256,0,262,11663,4793031000
209,153,경상북도 울진군 북면 부구리,5,0,49,933,4793031021
110,18,경상북도 울진군 북면 검성리,27,0,5,746,4793031023
101,53,경상북도 울진군 북면 주인리,67,0,51,1380,4793031024
17,90,경상남도 밀양시 부북면 운전리,3,43,6,8,4827031021
69,2,경상남도 밀양시 부북면 후사포리,48,0,3,181,4827031023
53,54,경상북도 칠곡군 지천면 영오리,48,8,8,273,4785031045
40,26,경상북도 칠곡군 지천면 오산리,56,0,6,314,4785031046
74,10,경상북도 칠곡군 지천면 연호리,79,0,7,398,4785031048
37,13,경상북도 칠곡군 지천면 황학리,88,0,5,453,4785031050
61,25,경기도 안성시 서운면 산평리,0,0,4,179,4155033025
129,52,경기도 안성시 서운면 현매리,2,0,6,101,4155033026
62,43,경기도 안성시 서운면 신흥리,0,0,7,80,4155033028
77,1,경기도 안성시 서운면 신능리,0,0,1,98,4155033029
98,12,경기도 안성시 서운면 신기리,0,0,2,73,4155033030
56,16,경기도 안성시 서운면 오촌리,20,0,2,182,4155033032
82,17,경기도 안성시 서운면 양촌리,15,0,7,338,4155033033
929,959,경기도 안성시 미양면,145,54,138,1141,4155034000
751,370,경기도 남양주시 와부읍,297,17,216,3358,4136025000
109,68,경기도 남양주시 와부읍 덕소리,0,0,17,110,4136025021
54,37,경기도 남양주시 와부읍 팔당리,24,0,79,490,4136025023
1359,1205,경기도 하남시,431,442,933,4913,4145000000
52,79,경기도 하남시 천현동,0,19,10,139,4145010100
24,97,경기도 하남시 창우동,39,7,99,187,4145010300
12,5,경기도 하남시 배알미동,58,0,84,762,4145010400
61,98,전라남도 신안군 지도읍 선도리,26,0,31,336,4691025031
122,39,대전광역시 유성구 지족동,32,1,6,354,3020012000
62,39,대전광역시 유성구 궁동,1,0,6,70,3020012200
8,60,대구광역시 수성구 두산동,27,34,21,48,2726011100
56,37,대구광역시 수성구 범물동,127,0,14,554,2726011300
66,2,대구광역시 수성구 시지동,2,24,4,46,2726011400
25,76,대구광역시 수성구 성동,2,12,24,25,2726011600
15,23,대구광역시 수성구 사월동,0,28,4,0,2726011700
19,15,대구광역시 수성구 욱수동,127,0,6,615,2726011900
58,0,대구광역시 수성구 노변동,38,8,2,91,2726012000
52,8,대구광역시 수성구 삼덕동,88,0,9,251,2726012200
90,0,대구광역시 수성구 연호동,6,0,4,119,2726012300
74,41,대구광역시 수성구 고모동,7,0,46,191,2726012500
88,42,대구광역시 수성구 가천동,10,0,53,116,2726012600
55,89,대구광역시 북구 구암동,37,0,13,235,2723012300
144,32,경기도 이천시 마장면 표교리,8,0,8,313,4150034027
15100,6467,경기도 이천시,892,261,1330,22140,4150000000
46,22,경기도 이천시 창전동,0,0,0,45,4150010100
91,6,경기도 이천시 관고동,8,0,6,267,4150010200
42,31,경기도 이천시 중리동,0,0,1,60,4150010300
102,7,경기도 이천시 증일동,11,0,1,256,4150010400
52,56,경기도 이천시 율현동,2,0,13,75,4150010500
37,65,경기도 이천시 안흥동,8,0,17,20,4150010700
74,119,경기도 이천시 갈산동,0,0,20,49,4150010800
102,38,경기도 이천시 송정동,0,0,6,135,4150011000
117,48,경기도 이천시 사음동,0,0,8,225,4150011100
211,24,경기도 이천시 마장면 관리,28,0,4,444,4150034023
138,7,경기도 이천시 마장면 장암리,45,0,1,347,4150034025
84,5,경기도 이천시 마장면 목리,33,0,4,180,4150034026
28,37,대구광역시 동구 대림동,0,0,36,23,2714012800
32,47,대구광역시 동구 사복동,0,0,17,17,2714012900
34,22,대구광역시 동구 숙천동,11,0,3,64,2714013000
21,4,대구광역시 동구 내곡동,73,0,1,332,2714013100
193,27,대전광역시 서구 관저동,11,0,21,319,3017011600
57,91,대전광역시 서구 흑석동,56,12,45,438,3017011700
356,455,전라남도 화순군 동복면,833,0,184,4496,4679040000
11,31,전라남도 화순군 동면 경치리,61,0,3,247,4679042028
61,45,전라남도 화순군 동면 복암리,78,0,9,483,4679042029
24,43,전라남도 화순군 동면 천덕리,62,0,5,375,4679042031
52,65,전라남도 화순군 동면 운농리,74,0,12,474,4679042033
12,30,전라남도 화순군 동면 옥호리,58,0,2,295,4679042034
5761,7805,전라남도 장흥군,6836,377,1906,38868,4680000000
5,23,전라남도 화순군 이서면 창랑리,8,0,87,131,4679038025
1,2,전라남도 화순군 이서면 도석리,24,0,71,210,4679038026
24,79,전라남도 화순군 이서면 야사리,59,0,12,455,4679038027
20,3,전라남도 화순군 이서면 인계리,119,0,1,306,4679038029
12,43,전라남도 화순군 이서면 영평리,147,0,4,510,4679038030
61,38,경상북도 예천군 용문면 죽림리,4,0,4,85,4790031046
43,36,경상북도 칠곡군 지천면 신리,78,37,13,169,4785031036
85,0,경상북도 칠곡군 지천면 송정리,103,62,10,464,4785031037
91,0,경상북도 칠곡군 지천면 금호리,129,0,43,444,4785031038
46,10,경상북도 칠곡군 지천면 달서리,82,0,15,416,4785031040
37,5,경상북도 칠곡군 지천면 백운리,92,0,1,476,4785031041
115,80,경상북도 칠곡군 약목면 무림리,24,48,5,187,4785036033
138,46,경상북도 칠곡군 약목면 관호리,45,0,65,287,4785036034
112,210,경상북도 포항시북구 흥해읍 학천리,11,0,9,240,4711325047
150,217,경상북도 포항시북구 흥해읍 이인리,11,0,15,232,4711325049
1043,759,경상북도 포항시북구 신광면,466,335,248,5146,4711331000
36,0,경상북도 고령군 다산면 상곡리,15,0,0,78,4783034034
36,129,경상북도 고령군 다산면 좌학리,0,0,17,81,4783034035
59,78,경상북도 성주군 대가면 대천리,17,0,12,119,4784036037
1038,659,경상북도 성주군 벽진면,567,0,148,3827,4784037000
13,11,경상북도 청도군 매전면 내리,93,0,4,544,4782037051
31,42,경상북도 청도군 매전면 지전리,58,0,20,203,4782037052
1,0,경상북도 청도군 매전면 송원리,104,0,2,776,4782037053
21,43,경상북도 청도군 매전면 하평리,113,0,11,730,4782037055
43,48,경상북도 청도군 매전면 관하리,85,0,9,349,4782037057
54,16,경상북도 청도군 매전면 금천리,87,0,5,542,4782037058
39,63,경상북도 영덕군 축산면 기암리,22,0,18,554,4777035041
58,42,경상남도 사천시 벌리동,1,0,2,1,4824010800
48,72,경상남도 사천시 용강동,20,0,3,59,4824010900
67,95,경상남도 사천시 봉남동,12,0,4,23,4824011100
293,2171,경상남도 밀양시 하남읍,205,0,274,724,4827025300
4,2,경상남도 밀양시 남포동,17,0,6,110,4827010500
9,40,경상남도 밀양시 활성동,127,0,41,536,4827010700
43,88,경상남도 밀양시 가곡동,64,0,51,241,4827010800
15,203,경상남도 밀양시 삼랑진읍 송지리,38,0,95,154,4827025021
37,11,경상남도 밀양시 삼랑진읍 용전리,221,0,7,588,4827025022
34,36,경상남도 밀양시 삼랑진읍 율동리,111,5,43,386,4827025025
28,118,경상남도 밀양시 삼랑진읍 검세리,33,0,70,212,4827025027
0,0,경상남도 밀양시 삼랑진읍 행곡리,299,0,0,823,4827025029
145,75,경상남도 거창군 주상면 연교리,40,0,16,765,4888031025
79,62,경상남도 거창군 주상면 완대리,31,0,9,399,4888031026
1005,205,경상남도 거창군 웅양면,683,6,63,3880,4888032000
36,77,대전광역시 유성구 어은동,0,0,3,53,3020012300
66,35,대전광역시 유성구 신성동,5,0,11,116,3020012500
35,40,대전광역시 유성구 가정동,3,0,1,87,3020012600
74,0,대전광역시 유성구 방현동,12,0,0,109,3020012900
77,20,대전광역시 유성구 화암동,15,0,2,155,3020013000
71,26,대전광역시 유성구 덕진동,19,0,1,229,3020013100
13,36,인천광역시 계양구 용종동,0,30,4,0,2824510600
42,10,인천광역시 계양구 방축동,14,0,0,94,2824510800
11,80,인천광역시 계양구 박촌동,0,17,6,37,2824510900
21,32,경상북도 청도군 화양읍 눌미리,20,0,9,0,4782025029
1874,866,경기도 안성시 일죽면,104,61,209,2433,4155039000
1036,180,경기도 안성시 원곡면,57,0,72,2468,4155038000
98,22,경기도 안성시 원곡면 성은리,11,0,12,347,4155038021
81,102,대구광역시 달성군 하빈면 동곡리,16,6,31,148,2771033028
28,253,대구광역시 달성군 하빈면 봉촌리,4,0,143,72,2771033029
45,0,경상남도 하동군 악양면 매계리,82,0,3,286,4885032029
12,10,경상남도 하동군 악양면 정동리,63,0,3,51,4885032030
713,715,인천광역시 부평구,32,656,43,1048,2823700000
90,100,인천광역시 부평구 십정동,5,0,0,157,2823710200
115,96,경기도 파주시 탄현면 성동리,0,0,496,243,4148032021
76,127,경기도 파주시 탄현면 법흥리,0,0,214,125,4148032022
0,10,경기도 파주시 탄현면 갈현리,0,0,21,0,4148032023
6,0,경기도 파주시 탄현면 대동리,0,0,14,12,4148032025
45,204,울산광역시 북구 산하동,72,35,15,275,3120011800
21,3,경상남도 고성군 동해면 외산리,108,0,3,253,4882042023
63,16,경상남도 고성군 동해면 용정리,98,0,5,758,4882042025
33,19,경상남도 고성군 동해면 봉암리,140,0,16,355,4882042027
39,47,경상남도 고성군 동해면 외곡리,67,0,5,134,4882042028
645,383,경상남도 고성군 거류면,604,298,111,1611,4882043000
70,19,경상남도 고성군 거류면 당동리,40,27,5,151,4882043021
